股票代码,股票名称,当前状态,最近提交日期,ret20,ret40,ret120,MA20距离,MA30_5日斜率,淘汰日期,淘汰原因
000007,全新好,活跃,2026-09-02,0.10084825636192285,0.1473477406679764,-0.19890260631001377,-0.029456977855332522,0.04692072980883011,,
000011,深物业A,活跃,2026-09-04,0.08827238335435061,0.3852327447833066,-0.008045977011494121,0.018529446477044687,0.02384384137050599,,
000017,深中华A,活跃,2026-09-04,0.5210355987055018,,,0.10205756492174212,,,
000020,深华发Ａ,活跃,2026-09-02,0.22649955237242603,0.3173076923076923,-0.21848260125499153,0.10230518566198654,0.04051925320886807,,
000026,飞亚达,活跃,2026-09-02,-0.01298052920619075,0.08150984682713336,0.3863955119214586,-0.04439664547937272,0.03546526032633701,,
000048,京基智农,活跃,2026-09-02,-0.010938924339106704,-0.018099547511312264,0.12086776859504123,-0.04728454142336558,0.030325897278687064,,
000059,华锦股份,活跃,2026-09-02,0.3254310344827589,0.39140271493212686,0.047700170357751315,0.1882909863781279,0.04498463257893248,,
000062,深圳华强,活跃,2026-09-07,0.017196904557179593,-0.11979166666666663,-0.1320616287600881,0.0126040529841005,0.015313755977352184,,
000428,华天酒店,活跃,2026-09-07,0.2296983758700697,0.7207792207792207,0.37305699481865284,0.19235095613048347,0.06299729308506286,,
000505,京粮控股,活跃,2026-09-02,0.3496503496503496,0.43494423791821557,0.05177111716621252,0.12217457664074427,0.049667980348755414,,
000506,招金黄金,活跃,2026-09-02,0.02276336686077296,0.41746148202494493,0.07036011080332405,-0.029145728643215962,0.0740840725028924,,
000510,新金路,活跃,2026-09-02,-0.014994232987312617,0.00411522633744843,0.01909307875894961,0.013920631622688306,0.018216802961537715,,
000517,荣安地产,活跃,2026-09-02,-0.03913043478260869,,,-0.02707462029495933,,,
000520,凤凰航运,活跃,2026-09-02,0.13043478260869557,0.08333333333333326,-0.0022573363431150906,0.04913363399003101,0.025379863082317433,,
000523,红棉股份,活跃,2026-09-02,0.3561643835616439,0.43478260869565233,0.08791208791208782,0.2043795620437956,0.044402820625826234,,
000526,学大教育,活跃,2026-09-02,0.05931034482758624,0.39992708713087866,0.09246088193456625,0.06465565043806154,0.021238837273305222,,
000536,华映科技,活跃,2026-09-02,0.09580838323353302,0.14733542319749215,-0.2359081419624217,0.0608695652173914,0.03139924804389782,,
000560,我爱我家,活跃,2026-09-08,0.5495495495495495,,,0.3263929053402739,,,
000592,平潭发展,活跃,2026-09-08,0.18086696562032878,0.3667820069204153,-0.2582159624413145,0.17515805132019358,0.04631445074452856,,
000596,古井贡酒,活跃,2026-09-02,0.06461473595446399,0.30389878647043655,-0.06826568265682664,0.05407069579102286,0.015538267001007577,,
000603,盛达资源,活跃,2026-09-02,-0.0014471780028942893,0.587666820064427,-0.1874705605275554,-0.02574022563291578,0.0611602649006624,,
000620,盈新发展,活跃,2026-09-02,0.09420289855072483,-0.10119047619047616,-0.08761329305135956,-0.049417689644318585,0.01718907987866536,,
000626,远大控股,活跃,2026-09-07,0.330779054916986,0.5884146341463417,0.24343675417661093,0.21190974645266358,0.06481722670834422,,
000628,高新发展,活跃,2026-09-03,0.36906899204924337,0.3825433825433826,-0.026090129538405393,0.16048523848863017,0.07047684967740331,,
000635,英 力 特,活跃,2026-09-02,0.1862284820031299,,,0.11948013587357864,,,
000657,中钨高新,活跃,2026-09-02,-0.12164343360234786,,,-0.0797140441232993,,,
