股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破确认路径,平台上方横盘振幅,微平台上沿,微平台再突破量比,有效突破原因,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,明显右侧,短周期整理合格,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002975,博杰股份,107.5,-0.00027899190923463824,0.08476286579212933,0.06530571796650486,0.002985631647695497,0.3488080301129235,-0.24295774647887325,,0.12709369607146478,-0.03179320904260108,0.1530172413793104,0.8305841546078823,11268431.2,12236878.1,0.9208583355913302,0.08701266411712677,0.08918264747087032,0.9756680989488193,True,0.0480305307284663,0.019293435065967257,True,3,3,收敛较充分,-0.31949104260302585,0.5185079183361955,0.05008669320374115,102.16680000000001,0.05220091066765309,0.0010189804708473638,0.018531029823376066,-0.06495758694714737,,-0.020947176684881552,98.51,92.8,0.09125977058166668,0.15840517241379315,True,1,2026-09-07,沪深主板10%,17,9.996843102178254,RETEST_STABILIZING,True,False,3,False,100.8,2026-09-16,1.282601771741084,0.8916932612523,True,False,False,,0.07921850699844485,110.79,0.8459106006105249,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,True,True,True,True,True,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,44,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300142,沃森生物,14.02,0.024105186267348477,0.07763259031514225,0.04315476190476186,-0.0277392510402219,0.16833333333333322,0.07929176289453421,,0.10989867498051444,-0.1221039448966813,0.09284028324154206,1.1837391177985923,79801524.4,72256046.6,1.1044269394057882,0.035505046944697395,0.04560318456316339,0.7785650779611802,True,0.023348084846635198,0.011714589989350266,True,3,2,部分收敛/待确认,-0.17383618149675895,0.516393442622951,0.03392330383480835,13.773599999999998,0.017889295463785926,0.002737332556784988,0.0070163387468720195,0.012599806743630149,,0.038518518518518396,12.83,12.71,0.09275136399064698,0.10306845003933907,True,1,2026-08-20,创业板20%,17,19.999999999999996,RETEST_STABILIZING,True,False,5,False,13.45,2026-09-21,1.674873903360941,1.361061267533898,True,True,False,,0.04782928623988229,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,False,False,True,True,True,True,True,True,True,True,False,True,True,3,0,1,1,3,1,2,1,12,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,44,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300378,鼎捷数智,39.17,0.016874350986500586,0.09139035943159657,0.024856096284667784,0.23681717713924844,0.4222948438634715,0.08504155124653745,,0.14542343883661252,-0.06782484531175637,0.19205673758865258,0.7571899880340603,17508337.0,18178483.6,0.9631351759175335,0.046185535334510495,0.06894743212743143,0.6698659240731188,True,0.03945828456779821,-0.007540868815814172,True,3,3,收敛较充分,-0.11639972930295506,0.7158590308370045,0.05877741887526877,35.9432,0.0897749782990942,0.004314198855507767,0.003663344242784694,-0.0016054507009161112,,0.04929011518885629,35.07,35.07,0.11690903906472783,0.11690903906472783,True,1,2026-08-28,创业板20%,17,19.993591797500798,RETEST_STABILIZING,True,False,5,False,36.98,2026-09-21,1.6646444874058886,1.1878555645953144,True,True,False,,0.04283489096573204,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,True,True,True,True,True,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,44,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
600551,时代出版,7.9,0.031331592689294974,0.07629427792915533,-0.042424242424242364,0.14492753623188404,0.17384843982169396,0.18796992481203012,,0.09065934065934067,-0.16842105263157892,0.31396957123098196,0.2887519969017767,21917390.8,54548038.1,0.4017998000188388,0.02805783350049443,0.08628720308598792,0.3251679565106997,True,0.018721583311045675,-0.01775991703396429,False,3,2,部分收敛/待确认,-0.16842105263157892,0.4719471947194721,0.01686188698674229,7.5927999999999995,0.040459382572964,0.004923500449997231,0.015237836860191756,0.017204556241101177,,0.031331592689294974,7.28,7.23,0.08516483516483508,0.09266943291839547,True,3,2026-09-01,沪深主板10%,17,10.060606060606059,BREAKOUT_AWAIT_RETEST,True,False,5,False,7.66,2026-09-22,1.7265258756330173,,False,False,False,,,,,首次放量突破，仅观察，等待缩量回踩确认,True,True,True,True,True,False,True,True,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,44,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002396,星网锐捷,37.72,-0.0005299417064124068,0.06855524079320108,0.010447361371551,0.22308690012970156,0.3314507589128133,0.9676577986437138,,0.14672036823935564,-0.10083432657926106,0.27082702211451093,0.5417493686332356,108280510.8,94935967.5,1.1405636204213119,0.1594048336817829,0.12865375417683156,1.2390220145669804,False,0.053097832067789286,0.005136331348013945,True,3,2,部分收敛/待确认,-0.10083432657926106,0.8312724371759074,0.019005038293734122,35.842000000000006,0.052396629652363025,0.005566216656005762,0.04351903032217308,0.10348951288466779,,-0.04747474747474756,34.76,33.01,0.08515535097813576,0.14268403514086647,True,4,2026-08-31,沪深主板10%,17,10.016583747927044,RETEST_STABILIZING,True,False,3,False,35.93,2026-09-16,1.9505199039535621,0.7243134151569901,True,False,False,,0.0735254511176945,39.86,0.8581023416816322,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,True,False,False,False,True,True,True,True,True,True,False,True,False,3,1,0,1,3,1,2,0,11,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,70,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300765,石药创新,47.86,0.03168786376374211,0.10889712696941611,0.06025697828976506,0.08060510273199362,0.23033419023136248,0.7576202717590892,,0.13385085862150095,-0.009519867549668937,0.15983097191150883,0.8374525726816459,18408061.2,17752664.5,1.0369182158543018,0.010435457994630635,0.0120330535726065,0.8672327378635772,True,0.04199341097860887,0.008496431038452545,True,3,3,收敛较充分,-0.07570490536886831,0.8661202185792349,0.0794352474175648,44.8088,0.06809376729570982,0.0030982485046024966,0.016220087309629205,0.0805639168366834,,0.06830357142857157,42.51,40.23,0.12585274053163964,0.18965945811583396,True,1,2026-08-20,创业板20%,17,19.999999999999996,RETEST_STABILIZING,True,False,5,False,44.5,2026-09-21,1.9460911944522472,0.8338187836163686,True,False,False,,0.06284454244762958,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,True,False,True,True,True,True,True,True,True,True,False,False,True,3,1,1,1,3,1,0,1,11,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,70,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300841,康华生物,54.46,0.00239278483342531,0.11188240097999191,0.05665502522312771,0.01358645077238041,0.24337899543379016,0.14507989907485275,,0.13975604713665507,-0.042040457343887394,0.10651629072681691,1.3120626542947162,3123739.6,2599337.4,1.2017445676732847,0.0197678036675871,0.021601811469787433,0.9150993515166356,True,0.05234627831715222,0.013716133926966911,True,3,2,部分收敛/待确认,-0.12203772368208932,0.6161257606490872,0.057804366405096674,52.15,0.04429530201342291,0.00018411826529907138,0.014189723062054682,0.015279141474169977,,0.04469595242662572,48.37,47.88,0.12590448625180906,0.13742690058479523,True,1,2026-08-20,创业板20%,9,19.99602069239954,RETEST_STABILIZING,True,False,5,False,50.31,2026-09-18,1.5407443116531188,1.325037156468125,True,True,False,,0.0694471387002911,,0.8063941658274358,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,False,False,True,True,True,True,True,True,True,True,False,True,False,3,0,1,1,3,1,2,0,11,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,70,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002141,贤丰控股,7.43,0.1007407407407408,0.1206636500754148,0.10730253353204167,0.21207177814029365,0.2966841186736473,0.4125475285171103,,0.15912636505460212,0.0,0.2266666666666667,0.7020280811232446,165295866.4,155871194.0,1.0604644909565524,0.1272706560477504,0.14490880702560582,0.878281028324671,True,0.022329511164755456,0.014620773682607169,True,3,3,收敛较充分,0.0,1.0,0.1210018105009052,6.553999999999999,0.1336588342996643,0.0015281173594132724,0.014399918007584223,0.05222587909232623,,0.0926470588235293,6.41,6.0,0.1591263650546022,0.23833333333333329,True,1,2026-09-22,沪深主板10%,9,10.07407407407408,BREAKOUT_AWAIT_RETEST,True,False,4,False,6.78,2026-09-22,2.036687459375168,,False,False,False,,,,,首次放量突破，仅观察，等待缩量回踩确认,True,True,False,True,True,True,True,True,True,True,True,False,False,False,3,1,1,1,3,1,0,0,10,True,距离短周期稳健上沿较远,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,101,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
600604,市北高新,4.94,0.03563941299790363,0.1151241534988714,0.016460905349794164,0.06465517241379337,0.1678486997635933,0.23809523809523814,,0.14022988505747136,-0.04633204633204624,0.12217194570135748,1.1478075776926357,20770140.6,21272426.9,0.9763879174500772,0.009383628728822233,0.015835101627279528,0.5925840546963601,True,0.03649310191366273,-0.004741379310344684,True,3,2,部分收敛/待确认,-0.16835016835016836,0.5121951219512195,0.04021899347230984,4.722,0.04616687844133849,0.0022073181084982796,0.004662333992653256,0.019896357377917173,,0.06926406926406936,4.35,4.35,0.1356321839080461,0.1356321839080461,True,2,2026-08-26,沪深主板10%,17,10.022271714922049,RETEST_STABILIZING,True,False,5,False,4.57,2026-09-18,1.2474589246966294,2.1078236741927014,True,False,False,,0.09010989010989015,,1.6611287804948784,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,False,True,True,True,True,True,True,True,True,True,False,False,True,3,0,1,1,3,1,0,1,10,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,101,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603228,景旺电子,106.12,-0.03667392883079146,0.014822606866214061,-0.007946153127044941,0.16576952652971544,0.43696682464454994,0.46554343322745484,,0.09558466763706946,-0.06584507042253518,0.3271028037383178,0.2922159839190409,32347834.6,43154869.6,0.7495755380523731,0.02940413598983957,0.04414243260297766,0.6661195193818134,True,-0.007100149476831019,0.010760469137658824,True,3,3,收敛较充分,-0.06584507042253518,0.8760152494612964,0.046228470585915726,99.33840000000001,0.06826765883082464,0.0033208900955059573,0.02993765011281191,0.06603852948599309,,-0.060053144375553646,103.05,103.05,0.029791363415817562,0.029791363415817562,True,1,2026-09-07,沪深主板10%,17,9.99584803819804,RETEST_STABILIZING,True,False,3,False,108.0,2026-09-21,1.2704632066641235,1.0475388380384958,False,False,False,,0.06939163498098856,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,True,True,True,True,True,True,True,True,True,True,True,False,False,False,3,1,1,1,3,1,0,0,10,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,101,True,,,23,9,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
