股票代码,股票名称,允许新开仓,入场门禁结论,入场路径,平台上沿,距平台上沿,突破日期,突破后交易日数,盘中下穿平台幅度,相对突破日成交量,连续两根5分钟站稳并走强,平台上方横盘振幅,平台上方缩量比,微平台上沿,微平台振幅,微平台再突破量比,强突破量比5日,板块共振状态,入场门禁原因,入场门禁版本
002708,光洋股份,False,WAIT,WAIT,16.88,0.0017772511848341832,2026-09-17,3,0.0017804154302669684,0.005178733866564875,False,0.05405405405405419,0.7141295573255307,17.43,0.046846846846846917,0.00725181280265114,0.0073353676290334145,仅行业映射/概念未核验,存在一周内放量突破，但回踩、平台上方横住或小平台再突破条件未全部满足,effective_breakout_v1.1-multi-route
002975,博杰股份,False,WAIT,WAIT,102.29,0.04800078209013581,2026-09-16,4,0.0,0.007402525537975512,False,0.07921850699844485,0.9274196452832231,110.79,0.07688569206842935,0.00798185112384035,0.008392781281774581,仅行业映射/概念未核验,存在一周内放量突破，但回踩、平台上方横住或小平台再突破条件未全部满足,effective_breakout_v1.1-multi-route
301151,冠龙节能,False,WAIT,WAIT,21.89,0.03380539058931009,2026-09-18,2,0.0,0.006210042966450524,True,0.03748870822041546,0.8418059696445642,,,,0.007641022505398436,仅行业映射/概念未核验,存在一周内放量突破，但回踩、平台上方横住或小平台再突破条件未全部满足,effective_breakout_v1.1-multi-route
000620,盈新发展,False,WAIT,WAIT,3.23,0.037151702786377694,2026-09-21,1,0.0,0.014082549588796282,False,,,,,,0.015326649638906035,同期概念共振,存在一周内放量突破，但回踩、平台上方横住或小平台再突破条件未全部满足,effective_breakout_v1.1-multi-route
603297,永新光学,False,WAIT,WAIT,112.8,0.019946808510638236,2026-09-18,2,0.0,0.0071482154760185,False,0.052631578947368425,0.8677345480704292,,,,0.009060865630560215,仅行业映射/概念未核验,存在一周内放量突破，但回踩、平台上方横住或小平台再突破条件未全部满足,effective_breakout_v1.1-multi-route
300765,石药创新,False,WAIT,WAIT,44.5,0.07483146067415736,2026-09-21,1,0.0,0.007916488740716137,False,,,,,,0.012727433917105907,仅行业映射/概念未核验,存在一周内放量突破，但回踩、平台上方横住或小平台再突破条件未全部满足,effective_breakout_v1.1-multi-route
