股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
603269,海鸥股份,26.78,0.017090770983668957,0.10115131578947367,-0.004460966542750855,0.4690071311025783,1.2656514382402708,0.670617592014972,,0.1675235646958012,-0.07845836200963519,0.2251264755480607,0.7441308903716114,29865289.8,58751338.4,0.5083337778054772,0.071891368167775,0.1431785046148608,0.5021100643644607,True,0.029027343436773156,-0.013499999999999956,False,3,2,部分收敛/待确认,-0.07845836200963519,0.8858858858858861,0.08182350683714068,23.3876,0.14505122372539314,0.015774569587046816,0.09854175872735316,0.09320460453026369,,0.01593323216995457,23.34,23.34,0.14738646101113972,0.14738646101113972,True,3,2026-08-31,沪深主板10%,17,10.01984126984128,True,True,True,True,True,False,True,True,True,True,True,False,3,1,1,0,3,1,4,0,13,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,31,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603466,风语筑,12.9,0.024622716441620396,-0.00462962962962965,0.05824446267432326,0.1705989110707804,0.3326446280991737,0.28358208955223874,,0.087386644682605,-0.050772626931567255,0.1827676240208877,0.47812978447768173,67276425.6,92957379.7,0.72373410069346,0.11723682151728529,0.1562759365938375,0.7501911303336789,True,0.0007888923950774007,0.013298295906991608,True,3,3,收敛较充分,-0.09154929577464777,0.7551789077212807,0.05698717686099397,12.068399999999999,0.06890722879586364,0.0011614016458718623,0.019274344700254353,0.034488429109609475,,-0.021986353297952954,12.13,11.68,0.06347897774113753,0.10445205479452069,True,1,2026-09-11,沪深主板10%,25,10.033167495854055,True,True,True,True,True,True,True,True,True,False,True,True,3,1,1,1,3,1,2,1,13,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,31,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
688152,麒麟信安,37.1,0.027131782945736482,-0.009081196581196438,0.01671690874212106,0.16593337523570084,0.46351084812623267,0.37254901960784315,,0.15377697841726626,-0.09246575342465757,0.17376093294460646,0.8849916710926563,4701466.0,5857259.3,0.8026733595352352,0.04799848723345859,0.05677910795040775,0.8453547258153763,True,0.0015201846742862735,-0.0023699986058830502,True,3,3,收敛较充分,-0.1394108095569473,0.689405684754522,0.04125736738703356,35.43879999999999,0.04687517636037364,0.009054463451857231,0.03534703076892143,0.036148598966051715,,-0.036113276175630094,33.36,33.36,0.11211031175059949,0.11211031175059949,True,2,2026-08-28,科创板20%,17,19.999999999999996,True,True,True,True,True,True,True,True,True,False,True,True,3,1,1,1,3,1,2,1,13,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,31,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000592,平潭发展,8.5,-0.015063731170336103,0.04938271604938271,0.08005082592121981,0.4382402707275803,0.4604810996563573,0.285930408472012,,0.14157014157014153,-0.041713641488162256,0.2874251497005988,0.49254611754611743,351749629.0,358714251.4,0.9805844836863373,0.19395431938231195,0.1884118157031883,1.0294169644214615,True,0.033865030674846475,0.042216024340770764,True,3,3,收敛较充分,-0.33852140077821014,0.44936708860759494,0.12463614712887017,7.2916,0.1657249437709145,0.010812908949761502,0.04450477529451691,0.027061190795583334,,-0.024110218140068973,7.77,7.37,0.09395109395109391,0.15332428765264594,True,2,2026-09-04,沪深主板10%,17,10.016155088852985,True,True,True,False,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000628,高新发展,60.01,-0.0077711640211639565,0.15182341650671782,0.12420382165605082,0.2564907872696818,0.6536235877652246,0.30513266637668557,,0.17500000000000002,-0.017839607201309393,0.20169983416252066,0.867625899280576,11449837.8,14419509.3,0.7940518336501229,0.0557310880123259,0.07613455320521516,0.7320078159795173,True,0.05391253042259758,0.029283305383041913,True,3,3,收敛较充分,-0.11646054181389875,0.7762376237623761,0.12870765700528541,51.227599999999995,0.17143883375367963,0.01569513839321135,0.06454307191613151,0.018105944601949586,,0.03877445040678551,52.0,51.45,0.15403846153846157,0.16637512147716227,True,1,2026-08-21,沪深主板10%,6,9.99272374484599,True,True,True,True,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000735,罗 牛 山,6.09,0.021812080536912637,0.008278145695364225,-0.09643916913946593,0.14473684210526305,0.22535211267605626,0.26086956521739135,,0.15492957746478872,-0.16689466484268123,0.32909090909090905,0.47078048400902656,87010834.8,110427798.4,0.787943217746882,0.079677691015472,0.07456334152904419,1.0685906691082996,True,-0.027540983606557212,-0.007169029791301407,False,3,2,部分收敛/待确认,-0.16689466484268123,0.5307692307692308,0.009531703273932823,5.977199999999999,0.018871712507528837,0.0031552094522018237,0.020545560069645807,0.03921319393689027,,-0.031796502384737746,5.68,5.68,0.07218309859154926,0.07218309859154926,True,1,2026-08-18,沪深主板10%,2,9.964412811387891,True,True,True,False,True,False,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000962,东方钽业,62.91,0.04849999999999999,0.15325389550870772,0.17150837988826795,0.22392996108949403,0.2315974941268597,-0.32988922028121004,,0.15034583181652722,-0.004588607594936844,0.2020180786209796,0.744219689855588,28290013.6,18888930.1,1.4977033347166655,0.057568702916262225,0.037550971373012686,1.5330815904708122,False,0.09413063477460915,0.038481558596073606,True,3,2,部分收敛/待确认,-0.34632169576059846,0.406833956219968,0.14047968673519318,54.6696,0.150730936388779,0.003929807035456534,0.02004161103002855,-0.04931110316416676,,0.04937447873227674,54.94,47.57,0.14506734619585004,0.32247214631069987,True,1,2026-08-27,沪深主板10%,17,9.99617737003058,True,True,False,False,False,True,True,True,True,False,True,True,3,1,0,1,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
001268,联合精密,24.15,0.004158004158004047,0.004158004158004047,-0.07186779400461185,0.0771632471008028,0.3283828382838283,-0.055164319248826255,,0.046245226983453534,-0.10522415709522048,0.14412886816447643,0.3208602660410792,2225571.4,3631656.2,0.6128254651417719,0.023436178698471852,0.04037045211773789,0.5805280215867216,True,-0.010597223363180586,-0.015922158337018932,False,3,2,部分收敛/待确认,-0.28039332538736605,0.4716451431779898,-0.029145728643216295,24.03,0.004993757802746357,0.006534305101784321,0.034088055887869784,-0.03100544895948054,,-0.01948842874543244,23.57,23.57,0.02460755197284681,0.02460755197284681,True,2,2026-08-26,沪深主板10%,14,10.009813542688928,True,True,True,True,True,False,True,True,False,True,True,False,3,1,1,0,3,0,4,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002104,恒宝股份,11.8,0.06019766397124893,0.017241379310344973,-0.12786400591278635,0.02519548218940071,0.2266112266112268,0.1694747274529238,,0.10506912442396318,-0.19891378139850646,0.31283422459893045,0.3358619874748909,47354098.4,113531588.6,0.4171006411866591,0.0588358709492057,0.20053301502472584,0.29339742855784223,True,-0.030933150025777678,-0.053368538966234724,False,3,2,部分收敛/待确认,-0.30053349140486074,0.36545682102628285,-0.02527672228646949,11.750400000000003,0.004221132897603397,0.005579707664396194,0.00394328626518603,0.013287995361737748,,-0.007569386038687953,10.85,10.85,0.08755760368663612,0.08755760368663612,True,2,2026-09-02,沪深主板10%,17,10.035842293906793,True,True,True,True,True,False,True,True,False,True,True,False,3,1,1,0,3,0,4,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002107,沃华医药,7.24,0.055393586005830775,0.05232558139534893,0.0584795321637428,0.18688524590163946,0.23549488054607504,0.26573426573426584,,0.13271604938271594,-0.025572005383580065,0.12405446293494696,1.0698208370972597,19863205.0,30724704.1,0.6464897085859974,0.030726998851485526,0.04978368285543771,0.617210240164651,True,0.006810778797749384,0.003339625381152622,True,3,2,部分收敛/待确认,-0.1298076923076923,0.6338983050847458,0.054471307893970033,6.749199999999999,0.07271972974574781,0.004883568578404995,0.017904374364191344,0.030558397501480927,,0.03576537911301858,6.48,6.48,0.1172839506172838,0.1172839506172838,True,2,2026-09-01,沪深主板10%,17,10.045662100456632,True,False,True,True,True,True,True,True,True,False,True,True,3,0,1,1,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002297,博云新材,22.68,0.029505220154334877,-0.00613496932515345,0.08829174664107486,0.2989690721649483,0.3079584775086506,-0.21167883211678828,,0.09492481203007516,-0.05853051058530512,0.349579831932773,0.2715397267206478,90691411.0,139042979.9,0.6522545119877713,0.16206634575515583,0.2407154370830722,0.6732694326505776,True,-0.015504562771329944,0.010547667342799327,False,3,2,部分收敛/待确认,-0.36824512534818943,0.4772637406089364,0.08870967741935476,20.2512,0.11993363356245546,0.005461442217941537,0.03316273957546212,-0.05248730648226019,,-0.026609442060085864,21.28,20.31,0.0657894736842104,0.11669128508124071,True,2,2026-09-03,沪深主板10%,17,10.011001100110018,True,True,True,True,True,False,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002418,康盛股份,4.74,0.014989293361884481,0.025974025974025983,-0.11069418386491559,0.2880434782608696,0.3941176470588237,0.22480620155038755,,0.08636363636363634,-0.2280130293159608,0.34649122807017546,0.24925201380897574,95764395.2,268201803.7,0.35706096632787115,0.0885128405491024,0.2525556862802612,0.350468610914108,True,-0.012319456244689886,-0.04265873015873012,False,3,2,部分收敛/待确认,-0.3342696629213483,0.4413145539906104,-0.048574869530309095,4.7219999999999995,0.003811944091486774,0.005793644031694578,0.03489771359807459,0.02013984842775196,,-0.002105263157894721,4.4,4.4,0.07727272727272716,0.07727272727272716,True,4,2026-08-31,沪深主板10%,17,10.123456790123452,True,True,True,True,True,False,True,True,False,True,True,False,3,1,1,0,3,0,4,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002837,英维克,62.23,-0.01659292035398241,0.036993834360939726,-0.034744842562432154,0.13662100456620996,0.015834149526607888,-0.18865710560625826,,0.07717041800643078,-0.11880487114131988,0.203476482617587,0.37925964226276015,34747954.6,53236415.0,0.6527102660838451,0.0306827609486188,0.05222444345900578,0.587517241283837,True,0.018516688082764965,-0.01535609849634878,False,3,2,部分收敛/待确认,-0.3342248849898364,0.3443861490031479,-0.01702786377708998,61.524800000000006,0.011462044573895325,0.0023068201071305694,0.024370476265520136,-0.04265780351620074,,-0.01705891644290014,59.09,58.68,0.0531392790658316,0.06049761417859578,True,1,2026-08-25,沪深主板10%,17,10.009132420091316,True,True,True,True,True,False,True,True,False,True,True,False,3,1,1,0,3,0,4,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002918,蒙娜丽莎,11.31,0.018918918918918948,-0.033333333333333215,0.036663611365719495,0.15290519877675846,0.212218649517685,0.13440320962888674,,0.07339449541284393,-0.0922953451043339,0.14832535885167472,0.4948209529446572,20566213.2,23403954.5,0.8787494950906694,0.09603694571709359,0.12005958928197381,0.7999106634584575,True,-0.002320185614849035,0.005242227042660863,True,3,3,收敛较充分,-0.38897893030794173,0.31232091690544417,0.0265486725663715,10.8052,0.046718246770073746,0.003082064611956925,0.022712772744672982,0.002617146476853849,,-0.033333333333333215,10.9,10.45,0.03761467889908254,0.08229665071770342,True,1,2026-08-28,沪深主板10%,17,9.999999999999986,True,True,True,True,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002949,华阳国际,13.24,0.053301511535401636,0.06946688206785123,-0.057651245551601504,0.17064544650751534,0.39957716701902735,0.32135728542914177,,0.16293103448275867,-0.0925291295407813,0.22624053826745158,0.7201672862453535,6540302.8,12832139.6,0.5096813940521657,0.03940433397297077,0.08710870523816294,0.4523581640346487,True,0.014995925020375056,-0.021186113044150856,False,3,2,部分收敛/待确认,-0.11556446225784911,0.7087542087542087,0.016701862161643488,12.5788,0.05256463255636468,0.008045903320938574,0.028378718759620503,0.0315962121681006,,0.04746835443037978,11.6,11.6,0.14137931034482754,0.14137931034482754,True,1,2026-08-25,沪深主板10%,6,9.991158267020328,True,True,True,True,True,False,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
003018,金富科技,49.72,0.0,0.022414147645486215,-0.09616433375749867,0.18947368421052646,0.304302203567681,-0.18678442917893368,,0.06921291411690232,-0.18371367591528487,0.29458023379383635,0.2349543729581713,13422856.0,21622385.2,0.6207851666614468,0.04796218855126767,0.07970133172998656,0.6017739918544239,True,0.0023625254582484434,-0.036214342428878554,False,3,2,部分收敛/待确认,-0.26558345642540626,0.5942225231324757,-0.0034973794706831818,48.1828,0.031903500834322696,0.005954369321218733,0.04117420539707917,-0.025736000512371682,,-0.010744130521289308,47.39,47.05,0.04916649082084823,0.05674814027630193,True,4,2026-09-03,沪深主板10%,17,10.002227667631992,True,True,True,True,True,False,True,True,False,True,True,False,3,1,1,0,3,0,4,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300378,鼎捷数智,38.52,0.04475183075671296,0.07627829002514686,-0.022335025380710527,0.27465254798146943,0.39818511796733214,0.08202247191011236,,0.11519817507841458,-0.08329366968110419,0.19205673758865258,0.5998132454230594,15463244.2,20934144.8,0.7386613758399149,0.05043529376869538,0.08030808611203266,0.6280226090600184,True,0.015743666500360298,-0.016798630430130523,False,3,2,部分收敛/待确认,-0.1310624859011955,0.6800660792951544,0.05186985431657143,35.7888,0.07631437768240357,0.0026109660574413773,0.0010883923421831643,-0.002878726310481361,,0.041644131963223474,35.07,35.07,0.09837467921300269,0.09837467921300269,True,1,2026-08-28,创业板20%,17,19.993591797500798,True,True,True,True,True,False,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300456,赛微电子,37.65,0.029250956806998296,0.09511343804537509,-0.02662874870734233,0.22042139384116677,0.2732499154548529,-0.009210526315789558,,0.13204172876304024,-0.09928229665071764,0.2341186996719356,0.5639947981432788,34583924.4,36347175.3,0.951488640164013,0.054521856833916416,0.0634792632957545,0.8588924004977047,True,0.02511585330968602,-0.01730274325138248,False,3,2,部分收敛/待确认,-0.35585970915312237,0.35463853552590746,0.02641694610288714,35.6864,0.055023762553801925,0.004650743781178468,0.02152091476010809,-0.024781513359707574,,0.03776185226019835,33.55,33.53,0.12220566318926984,0.12287503728004756,True,1,2026-08-27,创业板20%,17,20.012953367875653,True,True,True,True,True,False,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
301129,瑞纳智能,24.21,0.033290653008962945,0.04941482444733425,0.0284621920135939,0.015946286193873282,0.26422976501305495,0.16450216450216448,,0.10559566787003609,-0.011836734693877471,0.08180599016540001,1.2908060602473823,1949955.4,2421140.5,0.8053871305692503,0.024725258438623075,0.03805534765192397,0.6497183698011241,True,0.011105281566981429,0.000908736855770309,True,3,2,部分收敛/待确认,-0.18402426693629936,0.5582524271844661,0.03534543588427752,23.67,0.02281368821292773,0.0036635628148375954,0.014605787633286793,0.00490135635018496,,0.045788336933045404,22.16,22.16,0.0925090252707581,0.0925090252707581,True,1,2026-08-18,创业板20%,17,19.999999999999996,True,False,True,True,True,True,True,True,True,False,True,True,3,0,1,1,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
600551,时代出版,7.66,0.018617021276595924,0.014569536423841178,-0.06012269938650305,0.12152269399707172,0.14157973174366623,0.12979351032448383,,0.06868131868131867,-0.1936842105263158,0.31396957123098196,0.21875151280437627,19227038.8,63424505.8,0.3031484212211237,0.02832309913027597,0.1008328349484222,0.28089162766041187,True,0.0037443166622093127,-0.018313128707763693,False,3,2,部分收敛/待确认,-0.1936842105263158,0.39273927392739283,-0.00764347713434399,7.555600000000001,0.01381756577902471,0.0037729833138484548,0.01218021281412729,0.016795927106628028,,0.003931847968545288,7.28,7.23,0.052197802197802234,0.05947441217150762,True,3,2026-09-01,沪深主板10%,17,10.060606060606059,True,True,True,True,True,False,True,True,False,True,True,False,3,1,1,0,3,0,4,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
600967,内蒙一机,13.86,0.022123893805309658,-0.03144654088050325,0.038980509745127456,0.27155963302752295,0.16470588235294104,0.3075471698113208,,0.09647779479326185,-0.11663479923518161,0.4250681198910082,0.2269701967251737,82319622.2,136006701.7,0.605261514109639,0.0502547853794631,0.07763803746313598,0.6472959263469924,True,-0.03180515759312341,0.0009375450742823421,False,3,2,部分收敛/待确认,-0.11663479923518161,0.6772486772486772,0.0642709053213546,12.5952,0.1004192073170731,0.007229223977992527,0.025581842662050214,0.03615611192930768,,-0.032122905027933024,13.06,12.95,0.06125574272588041,0.07027027027027022,True,2,2026-09-02,沪深主板10%,17,10.018050541516232,True,True,True,True,True,False,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
601208,东材科技,52.75,0.02826510721247577,0.09235866639055712,0.07259048393655965,0.20654162854528813,0.21908943840998374,-0.21561338289962828,,0.16108786610878667,-0.0495495495495496,0.16384306732055287,0.9831839011755331,79827939.2,54020010.4,1.4777475718516337,0.0808326289468936,0.05771207169211866,1.4006190832676755,False,0.04732560012888665,0.03029740160567962,True,3,2,部分收敛/待确认,-0.3436605698643773,0.4618082618862041,0.07828006663873,48.3248,0.09157202926861552,0.0026141729669619806,0.03714152733521914,-0.07370403524138636,,-0.02872399189836128,47.8,44.86,0.10355648535564854,0.17588051716451192,True,1,2026-08-27,沪深主板10%,17,9.991039426523308,True,True,False,False,False,True,True,True,True,False,True,True,3,1,0,1,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
601869,长飞光纤,458.99,0.008791402008835325,-0.0014575990949833306,0.14601383236373633,0.2104485877792137,0.3676290932928101,-0.12850551578787472,,0.07978675341104181,-0.03976987447698743,0.2697463284379172,0.29578439073881574,12289963.2,13869424.6,0.8861191833437704,0.031874289363714725,0.030921931999466072,1.0307987665280778,True,0.005068945511016887,0.04815866643231792,True,3,3,收敛较充分,-0.23439141965938848,0.5917133974489353,0.07201205163987567,415.6752,0.10420347425104981,0.008027843307673033,0.061079416350301674,-0.025987492236761667,,-0.03976987447698743,442.68,397.0,0.036843769765970924,0.15614609571788418,True,1,2026-08-27,沪深主板10%,17,9.999484562651407,True,True,True,False,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603011,合锻智能,27.13,-0.009130752373995632,0.04992260061919507,0.0303835928598557,0.1956809167033935,0.4617456896551724,-0.13653723742838964,,0.1341176470588236,-0.061894882434301635,0.1703456892961266,0.787326333956566,47869876.4,51254226.2,0.9339693513897981,0.104938413236505,0.11117575436010164,0.9438965702594317,True,0.026585019789410858,0.02366255144032925,True,3,3,收敛较充分,-0.34468599033816427,0.42897158863545415,0.04105909439754418,25.5804,0.060577629747775585,0.0007041592338745684,0.041563858936433995,-0.05293846356568732,,-0.048070175438596485,25.5,24.42,0.06392156862745102,0.11097461097461081,True,2,2026-08-28,沪深主板10%,17,10.021881838074398,True,True,True,True,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603083,剑桥科技,223.32,-0.020440389507851542,0.020285087719298156,0.07821552723059089,0.2767709107541021,0.28566493955094985,-0.0983163079904712,,0.10261342842396662,-0.061167864800100946,0.3445059914085464,0.2978567310380339,22304767.8,26825065.7,0.8314897733875821,0.08383871568485943,0.1000184430857683,0.83823256089845,True,-0.006655931293612749,0.04142979264082802,True,3,3,收敛较充分,-0.15148751852274023,0.7557583925508453,0.08474115235532387,200.22560000000001,0.11534189434318076,0.006674778026928507,0.06483153210425918,-0.006871486171843855,,-0.025186607883364687,213.13,207.18,0.04781119504527753,0.07790327251665219,True,2,2026-09-07,沪深主板10%,17,10.001592610288256,True,True,True,True,True,True,True,True,True,False,True,False,3,1,1,1,3,1,2,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603900,莱绅通灵,6.93,0.016129032258064502,0.03125,0.03742514970059885,0.09305993690851744,0.2833333333333332,0.20942408376963328,,0.10419906687402798,-0.15487804878048772,0.24809741248097397,0.419992557891021,26566980.0,43755732.2,0.6071657052512995,0.08073621315634183,0.13189596420643898,0.612120421137195,True,-0.014211136890951104,-0.0005782017924257365,False,3,2,部分收敛/待确认,-0.17988165680473367,0.5489614243323442,-0.002949428098697915,6.8048,0.0183987773336467,0.004724781478856688,0.019453474197480558,0.025027624309392316,,-0.015625,6.43,6.43,0.07776049766718507,0.07776049766718507,True,3,2026-09-09,沪深主板10%,17,10.044313146233396,True,True,True,True,True,False,True,True,False,True,True,False,3,1,1,0,3,0,4,0,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
605077,华康股份,11.82,0.03684210526315779,-0.05288461538461542,0.037752414398595224,0.09647495361781089,0.15092502434274602,0.07065217391304368,,0.11824014665444538,-0.18482758620689654,0.32783882783882784,0.3606654752699842,15021842.0,17421130.5,0.862277106528764,0.051459440670406725,0.05464282705841569,0.9417419163798796,True,-0.048796680497925404,0.007147606382978733,False,3,2,部分收敛/待确认,-0.37658227848101267,0.20578420467185757,0.016599294744990223,11.4888,0.028828076039273176,0.00261807519111934,0.005695998120907708,0.007766429570186473,,-0.031147540983606503,10.91,10.91,0.08340971585701196,0.08340971585701196,True,2,2026-09-09,沪深主板10%,17,10.008779631255482,True,True,True,True,True,False,True,True,True,False,True,True,3,1,1,0,3,1,2,1,12,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,59,True,,,119,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
