股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明,阶段2通过,基础整理条件,整理成熟,振幅收敛,流动性收敛,短期下行停止,中期趋势仍活,稳健上沿核心区,稳健上沿宽区,阶段2风险提示,阶段2规则说明
605167,利柏特,16.49,0.0006067961165048263,0.07496740547587999,0.13645761543762913,0.09786950732356847,0.11193526635198903,0.22967934377330335,-0.0490196078431373,0.07870967741935476,-0.013755980861244077,0.12144886363636358,0.6480890398038103,11023552.4,11498568.8,0.9586890848537603,0.029444019223608568,0.02255029918224747,1.3057041498938569,True,0.0657295327346088,0.036146984422846584,True,3,3,收敛较充分,-0.18325903912828145,0.6418199419167471,0.09165535732018126,0.04042346182357326,0.014956273828783617,-0.026199937764945447,-0.006027727546714989,15.5,14.16,0.06387096774193535,0.16454802259887003,14,0,0,1,0,1.9852941176470589,2.985294117647059,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,14,True,34,34,24,1.6176470588235294,入选：阶段3分=2.985294117647059；软容量34-34只，本次实际24只,True,True,True,True,True,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
000721,西安饮食,7.57,-0.015604681404421394,0.03698630136986303,0.0860832137733143,0.11487481590574378,0.3165217391304349,0.2471169686985173,-0.0824242424242424,0.12028985507246377,-0.02069857697283317,0.19527559055118116,0.6160004675081813,44906003.8,27888018.0,1.6102257177257988,0.08776777324705116,0.05443048098097399,1.612474695524556,False,0.02936288088642658,0.039862837548221286,True,3,2,部分收敛/待确认,-0.33008849557522124,0.3741610738255034,0.09109253387143257,0.038566656544184674,0.030288973176521905,-0.0372232921986827,-0.003947368421052588,6.9,6.75,0.09710144927536235,0.12148148148148152,13,0,0,1,6,0.6176470588235294,-4.382352941176471,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,30,False,34,34,24,1.6176470588235294,未入选：未满足三级生命周期筛选最低资格条件,True,True,True,True,False,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
000723,美锦能源,3.89,0.002577319587628857,0.013020833333333481,0.002577319587628857,0.07458563535911611,0.12753623188405805,-0.012690355329949221,-0.26879699248120303,0.06249999999999999,-0.05811138014527839,0.1936416184971098,0.3227611940298507,88983621.8,167990624.9,0.5296939746070317,0.0188201150252508,0.03822159187588687,0.4923948507001871,True,-0.011935651271406389,-0.003611971104231282,False,3,2,部分收敛/待确认,-0.33730834752981265,0.2611940298507463,0.0288283522877546,0.01169113648722142,-0.01262695580565465,-0.05730423015826325,-0.002564102564102555,3.68,3.68,0.057065217391304435,0.057065217391304435,13,0,0,1,6,0.6176470588235294,-4.382352941176471,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,30,False,34,34,24,1.6176470588235294,未入选：未满足三级生命周期筛选最低资格条件,True,True,True,True,True,False,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
002012,凯恩股份,7.36,-0.006747638326585648,0.0013605442176871652,0.06204906204906213,0.13230769230769246,0.2517006802721089,0.03370786516853941,0.029370629370629286,0.06276747503566339,-0.012080536912751683,0.14953271028037382,0.419757489300999,11504063.4,11392035.7,1.009833861387917,0.0269751595580682,0.02436145255304416,1.1072886355742952,False,0.0022117777163395136,0.02176986146451787,True,3,2,部分收敛/待确认,-0.2373056994818653,0.5158562367864694,0.0602895627746165,0.043153913899393936,-0.0017866390471257265,-0.006745527422035158,-0.008086253369272156,7.01,6.85,0.049928673323823114,0.07445255474452561,13,0,0,1,0,0.6176470588235294,1.6176470588235294,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,22,True,34,34,24,1.6176470588235294,入选：阶段3分=1.6176470588235294；软容量34-34只，本次实际24只,True,True,True,True,False,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
002155,湖南黄金,28.45,0.10015467904098996,0.08546356352537199,0.15838762214983726,0.1527552674230146,0.24181580096027933,0.21633176571184265,-0.18760708166761864,0.11132812499999992,-0.03689911983750849,0.22318840579710147,0.49880783279220736,86837713.2,69395728.3,1.251340901339024,0.05049604353315101,0.0444132968957443,1.1369577820733583,False,0.002905893748602839,0.021145640599629978,True,3,2,部分收敛/待确认,-0.339907192575406,0.41540303272146845,0.08573282195126586,0.03546791260134685,0.01951175743855571,-0.05483192524168601,0.02044476327116218,25.6,24.99,0.111328125,0.13845538215286113,13,0,0,1,6,0.6176470588235294,-4.382352941176471,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,30,False,34,34,24,1.6176470588235294,未入选：未满足三级生命周期筛选最低资格条件,True,True,True,True,False,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
002277,友阿股份,6.12,-0.004878048780487809,-0.004878048780487809,-0.048211508553654636,0.04081632653061229,0.0662020905923344,-0.057010785824345156,-0.10656934306569332,0.03872053872053864,-0.08792846497764528,0.20900900900900904,0.18525774991292193,22627001.2,37313374.9,0.6064045737122535,0.015793977140662368,0.02676380926381574,0.5901244096077005,True,-0.008474576271186529,-0.01760507533703415,False,3,2,部分收敛/待确认,-0.29166666666666674,0.32620320855614965,0.005173688100517326,0.020094495360619247,-0.009811066883444575,-0.027096825991543172,-0.008103727714748765,5.94,5.94,0.030303030303030276,0.030303030303030276,13,0,0,1,6,0.6176470588235294,-4.382352941176471,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,30,False,34,34,24,1.6176470588235294,未入选：未满足三级生命周期筛选最低资格条件,True,True,True,True,True,False,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
002973,侨银股份,12.74,0.02659145850120881,-0.00312989045383405,0.06610878661087871,0.02824858757062154,0.2333010648596321,0.03577235772357712,-0.07881417208966013,0.08210180623973727,-0.03338391502276172,0.24378585086042054,0.3367783895167264,5664300.0,9174452.9,0.6173992129819533,0.01741742921187743,0.02888198961509821,0.6030550333960504,True,-0.00551007556675065,0.01750988461228098,True,3,3,收敛较充分,-0.2380382775119616,0.5049751243781095,0.05424303860316937,0.05371737611278227,-0.0010219802010402734,-0.029961808717397953,-0.020753266717909225,12.18,11.81,0.04597701149425282,0.07874682472480954,13,0,0,1,0,0.6176470588235294,1.6176470588235294,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,22,True,34,34,24,1.6176470588235294,入选：阶段3分=1.6176470588235294；软容量34-34只，本次实际24只,True,True,True,True,True,True,True,False,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
600475,华光环能,15.43,-0.017823042647994947,0.023888520238885214,0.01379763469119566,0.03418230563002678,0.1610233258088789,-0.030778894472361817,-0.20381836945304432,0.09275558564658097,-0.04399008674101612,0.08605135322692575,1.0779096686832514,10731612.0,9126793.7,1.1758359345845628,0.009678769179179368,0.00967963923865895,0.9999101144724374,True,0.018607123870281628,0.01100868757875162,True,3,2,部分收敛/待确认,-0.3920409771473601,0.2450682852807284,0.024126373079348173,0.026758357731327065,0.005317673171182813,-0.05781510757577257,-0.008991650610147728,14.77,14.66,0.04468517264725791,0.05252387448840379,13,0,0,1,6,0.6176470588235294,-4.382352941176471,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,30,False,34,34,24,1.6176470588235294,未入选：未满足三级生命周期筛选最低资格条件,True,True,True,False,True,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
600508,上海能源,11.62,0.011314186248912117,0.03750000000000009,0.014847161572052459,0.33409873708381155,0.362250879249707,0.30415263748597066,0.26030368763557465,0.1222014925373133,-0.10477657935285067,0.504055619930475,0.24243652427517562,52733339.2,67795323.4,0.7778315163255051,0.05211807490216491,0.06700432395484819,0.7778315163255048,True,-0.013082155939298845,0.020104047262146096,False,3,2,部分收敛/待确认,-0.10477657935285067,0.7605633802816899,0.11190852112339122,0.05089447665113633,0.041353383458646586,0.021950521290251324,-0.005136986301369939,10.72,10.72,0.08395522388059695,0.08395522388059695,13,3,2,1,0,0.6176470588235294,6.617647058823529,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,6,True,34,34,24,1.6176470588235294,入选：阶段3分=6.617647058823529；软容量34-34只，本次实际24只,True,True,True,True,True,False,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
600617,国新能源,3.55,0.008522727272727293,0.026011560693641522,0.0471976401179941,0.0028248587570620654,0.23263888888888884,0.1716171617161717,0.07575757575757569,0.09118541033434645,-0.011142061281337101,0.09567901234567888,0.9530346112363964,34430955.6,27996193.1,1.2298441962096625,0.015726497503922666,0.01576768233928952,0.997388022254594,True,0.0011716461628588082,0.010303208713570822,True,3,3,收敛较充分,-0.2650103519668737,0.44347826086956516,0.039531478770131745,-0.0018516713770586612,0.00940388906598666,0.0031953667182584855,0.0028248587570620654,3.29,3.29,0.07902735562310026,0.07902735562310026,13,3,0,1,0,0.6176470588235294,4.617647058823529,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,10,True,34,34,24,1.6176470588235294,入选：阶段3分=4.617647058823529；软容量34-34只，本次实际24只,True,True,True,True,True,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603009,北特科技,48.0,-0.013563501849568338,0.039185970989391805,0.07526881720430101,0.03649319801338802,0.04849279161205766,0.10420979986197376,-0.015788394504818615,0.1342099297211517,-0.04057565460723567,0.13824015097900447,0.9708462322320173,8317066.8,7010100.2,1.186440501948888,0.023432331577070132,0.02023760484990006,1.1578609104617363,False,0.020106139707468662,0.02375043538836663,True,3,2,部分收敛/待确认,-0.21078592568234134,0.5034856700232377,0.03119360659963899,0.03161540122790241,0.001965063050451521,-0.019074132075372563,-0.017199017199017286,44.11,44.11,0.08818861936068911,0.08818861936068911,13,0,0,1,0,0.6176470588235294,1.6176470588235294,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,22,True,34,34,24,1.6176470588235294,入选：阶段3分=1.6176470588235294；软容量34-34只，本次实际24只,True,True,True,True,False,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603261,立航科技,57.6,0.035226455787203514,0.022182786157941337,0.07885371792470508,0.10450623202301057,0.09235729186421393,0.5567567567567568,0.8016890835157962,0.1168592918730509,-0.1083591331269349,0.35600335852225007,0.3282533410868011,2260420.0,2566970.0,0.8805790484501183,0.033511806929534566,0.0331200473693175,1.0118284722195172,True,0.0016474464579900872,0.029496130324186742,True,3,3,收敛较充分,-0.1083591331269349,0.8451669984516701,0.05153622870912966,0.04154960621632098,0.08166399477917907,0.10755748197393733,-0.028012149848126833,54.51,53.73,0.05668684645019262,0.07202680067001688,13,3,2,1,0,0.6176470588235294,6.617647058823529,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,6,True,34,34,24,1.6176470588235294,入选：阶段3分=6.617647058823529；软容量34-34只，本次实际24只,True,True,True,True,True,True,True,False,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603936,博敏电子,18.16,0.03475783475783478,0.07012374779021813,0.07138643067846617,0.16261203585147244,0.09265944645006008,-0.28419392983839187,0.23369565217391308,0.16993051168667084,-0.06871794871794867,0.19256965944272467,0.882436579980621,47430904.8,50540420.4,0.9384746787741401,0.0645562259743449,0.08017224051997471,0.8052191825456205,True,0.004784130688448185,0.011058633797949247,True,3,3,收敛较充分,-0.40459016393442626,0.395690499510284,0.044969358690335914,0.03882751133533424,-0.04423587807606255,0.034874051405843653,0.03299203640500581,15.83,15.83,0.14718888186986745,0.14718888186986745,13,3,0,1,0,0.6176470588235294,4.617647058823529,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,10,True,34,34,24,1.6176470588235294,入选：阶段3分=4.617647058823529；软容量34-34只，本次实际24只,True,True,True,True,True,True,True,False,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
688112,鼎阳科技,71.13,0.018762532225723216,0.06962406015037592,0.07285067873303164,0.37902287708414106,0.11454089627076147,-0.1104302151075538,0.7218591140159765,0.1629362967600563,-0.042664872139973053,0.1309432220341592,1.2443278409443068,3455674.8,3893571.3,0.8875334580363278,0.0181225093224408,0.024396286611687718,0.742838843095027,True,0.012548949804200404,0.010385865807552408,True,3,2,部分收敛/待确认,-0.21980914774596916,0.649282464123206,0.06835488667597889,0.056291448364693464,-0.009129877937217423,0.06937296517983227,0.017160017160017027,63.89,63.89,0.11331976835185475,0.11331976835185475,13,3,0,1,0,0.6176470588235294,4.617647058823529,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,10,True,34,34,24,1.6176470588235294,入选：阶段3分=4.617647058823529；软容量34-34只，本次实际24只,True,True,True,False,True,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
