股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,决策说明
001210,金房能源,29.88,0.03678001387925045,0.10462107208872462,0.4372294372294372,0.5315222962583288,0.29127052722558333,0.8175182481751824,0.1549243821468093,-0.045672309166400527,-0.045672309166400527,0.9328323156411461,0.14544199953998294,0.08080435384189655,0.03846242375417175,0.08701611225200612,0.008777852802160702,12,3,2,1,0,2.6,8.6,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,入选：按阶段3分排序第1名；本阶段上限10只
603330,天洋新材,11.49,0.025892857142857162,0.14101290963257207,0.5958333333333332,0.4525916561314791,0.34701055099648315,0.5218543046357615,0.16731517509727634,-0.11136890951276102,-0.11136890951276102,0.8059299191374664,0.1449925261584455,0.09372958850424573,0.062412698412698475,0.05303777241355867,-0.019624573378839605,12,3,2,1,0,2.6,8.6,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,入选：按阶段3分排序第2名；本阶段上限10只
603333,尚纬股份,10.31,0.0248508946322068,0.18778801843317972,0.19190751445086707,0.30012610340479196,0.218676122931442,0.14555555555555566,0.05348133198789096,-0.04889298892988925,-0.04889298892988925,0.8531855955678672,0.08258518401848058,0.040760663686642884,0.02473323019556517,0.021364907813079537,0.0019436345966958868,12,3,2,1,0,2.6,8.6,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,3,True,入选：按阶段3分排序第3名；本阶段上限10只
000001,上证指数,11.91,-0.000838926174496657,0.056787932564330124,0.058666666666666645,0.1235849056603775,0.10482374768089064,0.12998102466793182,0.04442508710801392,-0.006672226855713115,-0.006672226855713115,0.96,0.042359530894451325,0.013159454653230318,0.01627266714859199,0.013409648405560137,0.011894647408666081,11,3,2,1,0,1.0999999999999999,7.1,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,4,True,入选：按阶段3分排序第4名；本阶段上限10只
002827,高争民爆,60.15,-0.026226323457989364,0.07410714285714293,0.34383378016085797,1.626637554585153,1.3063650306748467,0.6787608149595312,0.13878152033867108,-0.027957336780866204,-0.027957336780866204,0.9564012096774193,0.05595786701777494,0.13724924793865045,0.15495769010563043,0.11494023795613262,-0.013934426229508245,11,3,2,1,0,1.0999999999999999,7.1,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,5,True,入选：按阶段3分排序第5名；本阶段上限10只
600368,五洲交通,4.36,-0.0113378684807256,0.10659898477157359,0.11224489795918369,0.23163841807909602,0.17520215633423186,0.11794871794871797,0.04491725768321501,-0.013574660633484115,-0.03325942350332578,0.8800000000000004,0.06419331217964364,0.024410989197924726,0.019822405596914505,0.01063900970224152,-0.013574660633484115,11,3,2,1,0,1.0999999999999999,7.1,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,6,True,入选：按阶段3分排序第6名；本阶段上限10只
601609,金田股份,13.46,0.0,0.039382239382239614,0.29174664107485615,0.30426356589147296,0.09967320261437917,0.2602996254681649,0.1035031847133757,-0.028860028860028808,-0.06397774687065372,0.8318098720292505,0.11313264968574277,0.0575568587297155,0.011248272962095074,0.01299074683553858,-0.01319648093841641,11,3,2,1,0,1.0999999999999999,7.1,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,7,True,入选：按阶段3分排序第7名；本阶段上限10只
603217,元利科技,30.34,-0.007848266841072538,0.17233384853168476,0.34426229508196715,0.4600577478344561,0.31114952463267076,0.22240128928283642,0.09417199715707174,-0.014615134784020767,-0.07499999999999996,0.8472998137802609,0.12370370370370365,0.08859282454248718,0.024509514677681032,0.01234089820542339,-0.00426649163111259,11,3,2,1,0,1.0999999999999999,7.1,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,8,True,入选：按阶段3分排序第8名；本阶段上限10只
000887,中鼎股份,21.32,0.0319457889641821,0.020584011488750553,0.14377682403433467,0.24751316559391467,-0.022018348623853212,0.07189542483660127,0.09163745618427652,-0.10004221190375695,-0.19364599092284418,0.5033947623666344,0.014658290500666249,0.032226579520697074,0.0015306692808434441,0.0035547928413828256,-0.01751152073732709,12,3,0,1,0,2.6,6.6,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,9,True,入选：按阶段3分排序第9名；本阶段上限10只
603318,水发燃气,10.14,0.026315789473684292,0.1266666666666667,0.1291759465478841,0.29833546734955196,0.195754716981132,0.08681672025723475,0.08094262295081976,-0.03886255924170612,-0.3284768211920529,0.4376417233560091,0.07358390682901006,0.0324901630129284,0.013700909696028107,0.02347048103955074,-0.011695906432748426,12,3,0,1,0,2.6,6.6,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,10,True,入选：按阶段3分排序第10名；本阶段上限10只
