股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000592,平潭发展,成功,120,sina,sina,deep-backfill,120,
000720,新能泰山,成功,120,global-cache,global-cache,local-cache,110,
002107,沃华医药,成功,120,global-cache,global-cache,local-cache,120,
002300,太阳电缆,成功,120,global-cache,global-cache,local-cache,120,
002724,海洋王,成功,120,global-cache,global-cache,local-cache,109,
300830,金现代,成功,120,global-cache,global-cache,local-cache,120,
600165,宁科生物,成功,120,global-cache,global-cache,local-cache,120,
600508,上海能源,成功,120,global-cache,global-cache,local-cache,120,
601872,招商轮船,成功,120,global-cache,global-cache,local-cache,120,
603083,剑桥科技,成功,120,global-cache,global-cache,local-cache,120,
603261,立航科技,成功,120,global-cache,global-cache,local-cache,120,
603980,吉华集团,成功,120,global-cache,global-cache,local-cache,120,
688152,麒麟信安,成功,120,global-cache,global-cache,local-cache,120,
000930,中粮科技,成功,120,global-cache,global-cache,local-cache,120,
002046,国机精工,成功,120,global-cache,global-cache,local-cache,120,
002536,飞龙股份,成功,120,global-cache,global-cache,local-cache,120,
002916,深南电路,成功,120,global-cache,global-cache,local-cache,120,
301529,福赛科技,成功,120,global-cache,global-cache,local-cache,120,
600255,鑫科材料,成功,120,global-cache,global-cache,local-cache,120,
600903,贵州燃气,成功,120,global-cache,global-cache,local-cache,120,
603105,芯能科技,成功,120,global-cache,global-cache,local-cache,120,
603216,梦天家居,成功,120,global-cache,global-cache,local-cache,120,
603668,天马科技,成功,120,sina,sina,deep-backfill,120,
688001,华兴源创,成功,120,global-cache,global-cache,local-cache,120,
000520,凤凰航运,成功,120,global-cache,global-cache,local-cache,111,
000723,美锦能源,成功,120,global-cache,global-cache,local-cache,109,
000980,众泰汽车,成功,120,global-cache,global-cache,local-cache,120,
002084,海鸥住工,成功,120,sina,sina,deep-backfill,120,
002349,精华制药,成功,120,global-cache,global-cache,local-cache,120,
002476,新叶股份,成功,120,global-cache,global-cache,local-cache,111,
002918,蒙娜丽莎,成功,120,global-cache,global-cache,local-cache,120,
003018,金富科技,成功,120,global-cache,global-cache,local-cache,120,
300911,亿田智能,成功,120,sina,sina,deep-backfill,120,
301231,荣信文化,成功,120,global-cache,global-cache,local-cache,120,
600110,诺德股份,成功,120,global-cache,global-cache,local-cache,120,
600313,农发种业,成功,120,global-cache,global-cache,local-cache,120,
600536,中国软件,成功,120,global-cache,global-cache,local-cache,120,
600737,中粮糖业,成功,120,global-cache,global-cache,local-cache,120,
601118,海南橡胶,成功,120,global-cache,global-cache,local-cache,111,
601609,金田股份,成功,120,global-cache,global-cache,local-cache,110,
601999,出版传媒,成功,120,global-cache,global-cache,local-cache,110,
603797,联泰环保,成功,120,global-cache,global-cache,local-cache,120,
605006,山东玻纤,成功,120,global-cache,global-cache,local-cache,120,
688378,奥来德,成功,120,global-cache,global-cache,local-cache,120,
000603,盛达资源,成功,120,sina,sina,deep-backfill,120,
001210,金房能源,成功,120,global-cache,global-cache,local-cache,110,
002790,瑞尔特,成功,120,global-cache,global-cache,local-cache,120,
301127,武汉天源,成功,120,global-cache,global-cache,local-cache,120,
600367,红星发展,成功,120,sina,sina,deep-backfill,120,
600865,百大集团,成功,120,sina,sina,deep-backfill,120,
603421,鼎信通讯,成功,120,global-cache,global-cache,local-cache,120,
000007,全新好,成功,120,global-cache,global-cache,local-cache,110,
000737,北方铜业,成功,120,global-cache,global-cache,local-cache,111,
000977,浪潮信息,成功,120,sina,sina,deep-backfill,120,
001696,宗申动力,成功,120,global-cache,global-cache,local-cache,120,
002141,贤丰控股,成功,120,sina,sina,deep-backfill,120,
002281,光迅科技,成功,120,global-cache,global-cache,local-cache,120,
002421,达实智能,成功,120,sina,sina,deep-backfill,120,
002631,德尔未来,成功,120,global-cache,global-cache,local-cache,120,
002706,良信股份,成功,120,sina,sina,deep-backfill,120,
002951,金时科技,成功,120,global-cache,global-cache,local-cache,120,
003031,中瓷电子,成功,120,sina,sina,deep-backfill,120,
300456,赛微电子,成功,120,global-cache,global-cache,local-cache,120,
301060,兰卫医学,成功,120,sina,sina,deep-backfill,120,
600227,赤天化,成功,120,global-cache,global-cache,local-cache,120,
600488,津药药业,成功,120,global-cache,global-cache,local-cache,120,
600833,第一医药,成功,120,sina,sina,deep-backfill,120,
603089,正裕工业,成功,120,global-cache,global-cache,local-cache,111,
603626,科森科技,成功,120,global-cache,global-cache,local-cache,120,
603716,塞力医疗,成功,120,sina,sina,deep-backfill,120,
603912,佳力图,成功,120,global-cache,global-cache,local-cache,111,
605488,福莱新材,成功,120,global-cache,global-cache,local-cache,120,
688677,海泰新光,成功,120,global-cache,global-cache,local-cache,120,
000831,中国稀土,成功,120,sina,sina,deep-backfill,120,
002354,天娱数科,成功,120,sina,sina,deep-backfill,120,
002942,新农股份,成功,120,global-cache,global-cache,local-cache,120,
300679,电连技术,成功,120,sina,sina,deep-backfill,120,
600378,昊华科技,成功,120,sina,sina,deep-backfill,120,
600683,京投发展,成功,120,sina,sina,deep-backfill,120,
603358,华达科技,成功,120,global-cache,global-cache,local-cache,120,
603890,春秋电子,成功,120,global-cache,global-cache,local-cache,111,
000026,飞亚达,成功,120,global-cache,global-cache,local-cache,120,
002828,贝肯能源,成功,120,sina,sina,deep-backfill,120,
600664,哈药股份,成功,120,global-cache,global-cache,local-cache,111,
603118,共进股份,成功,120,global-cache,global-cache,local-cache,120,
605288,凯迪股份,成功,120,global-cache,global-cache,local-cache,120,
688790,昂瑞微,成功,120,global-cache,global-cache,local-cache,120,
600272,开开实业,成功,120,sina,sina,deep-backfill,120,
603090,宏盛股份,成功,120,global-cache,global-cache,local-cache,120,
