股票代码,股票名称,当前状态,最近提交日期,ret20,ret40,ret120,MA20距离,MA30_5日斜率,淘汰日期,淘汰原因
000007,全新好,活跃,2026-09-02,0.10789980732177251,0.1488511488511488,-0.18265813788201846,-0.0401468992571572,0.05167412825524953,,
000011,深物业A,活跃,2026-09-04,0.08827238335435061,,,0.018529446477044687,,,
000017,深中华A,活跃,2026-09-04,0.426984126984127,,,0.07426659496922983,,,
000020,深华发Ａ,活跃,2026-09-02,0.11659192825112097,0.23267326732673266,-0.21894604767879555,0.012030564135912858,0.04020381715362875,,
000026,飞亚达,活跃,2026-09-02,0.10802307288935498,0.20125071063104039,0.4592541436464088,0.02069898316547114,0.035691375623663424,,
000048,京基智农,活跃,2026-09-02,0.012345679012345734,-0.0357142857142857,,-0.028478651981218905,0.02961804568287385,,
000059,华锦股份,活跃,2026-09-02,0.1995708154506437,0.30913348946135843,,0.09607843137254912,0.045711459658047016,,
000062,深圳华强,活跃,2026-09-07,0.03485370051635117,-0.15197461212976016,-0.09992514970059874,0.030177121929279904,0.014438840775756745,,
000428,华天酒店,活跃,2026-09-07,0.19444444444444442,0.7029702970297032,0.34025974025974026,0.1739278807871687,0.0632322393020357,,
000505,京粮控股,活跃,2026-09-02,0.2585616438356164,0.397338403041825,,0.0841507485802786,0.05149110807113533,,
000506,招金黄金,活跃,2026-09-02,-0.005516549648946989,0.5056947608200455,,-0.0024398219181529512,0.07806101455806558,,
000510,新金路,活跃,2026-09-02,-0.014994232987312617,0.00411522633744843,,0.013920631622688306,0.018216802961537715,,
000517,荣安地产,活跃,2026-09-02,-0.00917431192660556,,,-0.0509666080843586,,,
000520,凤凰航运,活跃,2026-09-02,0.1055276381909549,0.08108108108108114,-0.028697571743929284,0.05074626865671661,0.026194274200318723,,
000523,红棉股份,活跃,2026-09-02,0.21212121212121215,0.358490566037736,-0.027027027027027084,0.1124845488257109,0.03977335851572028,,
000526,学大教育,活跃,2026-09-02,0.026945284575199402,0.3616478308421438,0.06349658314350815,0.03863961847026598,0.023045833691633266,,
000536,华映科技,活跃,2026-09-02,0.0930930930930931,0.1518987341772151,-0.2777777777777778,0.0599883517763542,0.035179487179487046,,
000560,我爱我家,活跃,2026-09-07,0.3973214285714284,,,0.2359328726554788,,,
000592,平潭发展,活跃,2026-09-07,0.17287630402384502,0.38312829525483294,,0.18132692885019508,0.043438768967728025,,
000596,古井贡酒,活跃,2026-09-02,0.04587345966656309,0.3287725299302722,-0.08114992721979619,0.057453212930244746,0.013536530382944667,,
000603,盛达资源,活跃,2026-09-02,-0.047413793103448176,0.6798099762470309,,-0.0015248206923815788,0.06808065785077666,,
000620,盈新发展,活跃,2026-09-02,0.09420289855072483,,,-0.049417689644318585,,,
000626,远大控股,活跃,2026-09-07,0.24025157232704397,0.5903225806451611,,0.16431481372143808,0.063715568071812,,
000628,高新发展,活跃,2026-09-03,0.36906899204924337,,,0.16048523848862994,,,
000635,英 力 特,活跃,2026-09-02,0.13692307692307693,,,0.10109513521567459,,,
000657,中钨高新,活跃,2026-09-02,-0.17582417582417575,,,-0.08340271465562688,,,
000670,盈方微,活跃,2026-09-02,0.01734104046242768,0.0847457627118644,-0.13831089351285186,-0.011652393654358995,0.025076541769937455,,
000712,锦龙股份,活跃,2026-09-07,0.3166311300639657,,,0.18470909875773422,,,
000716,黑芝麻,活跃,2026-09-07,0.18426501035196674,,,0.08890158004949544,,,
000720,新能泰山,活跃,2026-09-02,0.024390243902439046,0.21543408360128624,-0.06896551724137923,-0.010730175346768012,0.026202473660100756,,
000721,西安饮食,活跃,2026-09-02,0.12444444444444436,0.3825136612021858,-0.09750297265160524,0.10819097678493228,0.041718170580964165,,
000723,美锦能源,活跃,2026-09-02,0.04189944134078205,0.15123456790123457,-0.30925925925925934,-0.005996002664890088,0.012595837897042772,,
000735,罗 牛 山,活跃,2026-09-07,0.2669172932330828,0.3811475409836067,-0.1189542483660131,0.1874559548978154,0.03346235485079285,,
000737,北方铜业,活跃,2026-09-02,-0.012405237767057153,0.2237403928266437,,-0.018291429745838195,0.019836750189825114,,
000798,中水渔业,活跃,2026-09-07,0.3226571767497035,,,0.22366110623353852,,,
000811,冰轮环境,活跃,2026-09-02,-0.10828625235404887,,,-0.06777575429443317,,,
000831,中国稀土,活跃,2026-09-02,-0.04352296093214525,,,-0.04627660028874836,,,
000859,国风新材,活跃,2026-09-02,-0.06610703043022026,,,-0.0300256116832871,,,
000887,中鼎股份,活跃,2026-09-02,0.1063829787234043,0.07405541561712847,0.11916010498687668,0.0006570918989956542,0.03608397351446624,,
000889,中嘉博创,活跃,2026-09-02,-0.012499999999999956,0.325503355704698,0.14492753623188404,-0.00940438871473348,0.010108798081041925,,
000890,法尔胜,活跃,2026-09-02,0.09894459102902364,,,0.04878816493547378,,,
000892,欢瑞世纪,活跃,2026-09-07,0.4019138755980862,,,0.3723653395784543,,,
000912,泸天化,活跃,2026-09-07,0.1345646437994723,0.303030303030303,,0.08040201005025116,0.03765989802307912,,
000931,中 关 村,活跃,2026-09-02,0.08767772511848348,,,-0.03368421052631587,,,
000938,紫光股份,活跃,2026-09-04,-0.06005846399149628,,,-0.047259895756171844,,,
000960,锡业股份,活跃,2026-09-02,-0.16098765432098772,,,-0.06840301576422214,,,
000962,东方钽业,活跃,2026-09-02,-0.06527415143603132,,,-0.00904225871932085,,,
000975,山金国际,活跃,2026-09-02,-0.04937361827560793,,,-0.04044630404463034,,,
000977,浪潮信息,活跃,2026-09-03,-0.02555410691003923,-0.12574570125160833,,-0.04574036834881412,-0.01164720488414639,,
000989,九芝堂,活跃,2026-09-02,-0.062105263157894774,,,-0.028035344169302867,,,
001210,金房能源,活跃,2026-09-02,0.25176991150442474,0.4650440186431901,0.6980792316926769,0.04524209787367672,0.08221214708393432,,
001223,欧克科技,活跃,2026-09-02,0.06187419768934532,0.20547945205479445,0.15498464116168664,0.024472406618448517,0.04893101366752872,,
001258,立新能源,活跃,2026-09-02,-0.1574585635359117,,,-0.08187838651414814,,,
001268,联合精密,活跃,2026-09-02,0.3316274309109519,0.1293402777777779,0.1288503253796094,0.14273166447079477,0.06117365746737091,,
001277,速达股份,活跃,2026-09-02,0.05589849108367617,0.17161339421613375,-0.22227835311947475,-0.020502950579777135,0.032766671614015586,,
001326,联域股份,活跃,2026-09-02,0.2278524060533922,,,0.10032609026910055,,,
001330,博纳影业,活跃,2026-09-07,0.17810760667903525,,,0.1993578241571441,,,
001337,四川黄金,活跃,2026-09-02,-0.002919423900350493,0.44269219938045623,,0.0021125934040138183,0.057073249246436975,,
001358,兴欣新材,活跃,2026-09-02,-0.09339834958739679,,,-0.05356723314276757,,,
001359,平安电工,活跃,2026-09-02,-0.04766792108564255,,,-0.05258918492719422,,,
001366,播恩集团,活跃,2026-09-07,0.32773109243697474,0.47388059701492535,,0.2278520360584395,0.05554128492736243,,
001378,德冠新材,活跃,2026-09-02,-0.015181194906954132,,,-0.021435001581470048,,,
001696,宗申动力,活跃,2026-09-02,0.014778325123152802,-0.05666857469948472,-0.24920273348519362,0.03941974140649629,0.016518866284124467,,
002012,凯恩股份,活跃,2026-09-02,0.08108108108108114,0.254355400696864,0.009817671809256634,0.050558108995403916,0.046786414454511815,,
002015,协鑫能科,活跃,2026-09-02,0.10121716848174267,0.2234875444839859,-0.19105882352941173,0.08130209152382473,0.023294798946291273,,
002017,东信和平,活跃,2026-09-02,0.1813583815028903,0.26646010844306756,-0.21620325982742084,0.07375057463715784,0.04770368263898761,,
002037,保利联合,活跃,2026-09-02,-0.05416116248348746,0.23024054982817876,-0.1751152073732718,0.027775784109667967,0.02950056922239286,,
002038,双鹭药业,活跃,2026-09-02,-0.008361204013378032,,,-0.03967611336032395,,,
002041,登海种业,活跃,2026-09-02,0.2924107142857142,0.4087591240875912,-0.035803497085761804,0.13651977622926692,0.049215714491293916,,
002059,云南旅游,活跃,2026-09-07,0.3370044052863437,,,0.27080498272793885,,,
002072,凯瑞德,活跃,2026-09-02,0.17260273972602747,0.253294289897511,0.11168831168831184,0.06315593367695449,0.05178920565634515,,
