股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明,OpenAI生命周期资格,OpenAI结构成熟对齐,OpenAI基础资格,OpenAI过热排序惩罚,OpenAI前置对齐分,OpenAI输入排名,OpenAI输入资格,OpenAI输入上限,OpenAI实际输入数,OpenAI前置判定代码,OpenAI前置判定原因
600172,黄河旋风,16.42,0.0262500000000001,-0.0066545674531155,0.0333543108873506,0.2908805031446542,0.4340611353711792,0.0160891089108912,1.0296662546353526,0.0813581037796284,-0.0475638051044081,0.2279202279202279,0.3569586803331197,201586375.0,266164129.1,0.7573761937103943,0.1628597170793955,0.2038952613656276,0.7987420403427297,True,0.0195170774427622,0.0054671968190855,True,3,3,收敛较充分,-0.1744595274007038,0.7740885416666667,0.0586376970439381,15.146,0.0841146177208504,0.0073961742091679,0.0569171852561032,0.0103695730175814,0.0918098420150639,-0.0260972716488729,15.61,14.3,0.0518898142216528,0.1482517482517482,True,1,2026-08-25,沪深主板10%,17,9.984276729559747,13,3,2,1,0,1.903361344537815,7.903361344537815,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,9,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,20.903361344537814,11,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名11/28，输入上限50只
603466,风语筑,12.9,0.0246227164416203,-0.0046296296296296,0.0582444626743232,0.1705989110707804,0.3326446280991737,0.2835820895522387,0.3782051282051284,0.087386644682605,-0.0507726269315672,0.1827676240208877,0.4781297844776817,67276425.6,92957379.7,0.72373410069346,0.1172368215172852,0.1562759365938375,0.7501911303336789,True,0.0007888923950774,0.0132982959069916,True,3,3,收敛较充分,-0.0915492957746477,0.7636363636363638,0.0569871768609939,12.0684,0.0689072287958636,0.0011614016458718,0.0192743447002543,0.0344884291096094,0.0354534821230994,-0.0219863532979529,12.13,11.68,0.0634789777411375,0.1044520547945206,True,1,2026-09-11,沪深主板10%,25,10.033167495854055,13,3,2,1,0,1.903361344537815,7.903361344537815,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,9,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,20.903361344537814,12,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名12/28，输入上限50只
000628,高新发展,60.01,-0.0077711640211639,0.1518234165067178,0.1242038216560508,0.2564907872696818,0.6536235877652246,0.3051326663766855,0.1593894899536321,0.175,-0.0178396072013093,0.2016998341625206,0.867625899280576,11449837.8,14419509.3,0.7940518336501229,0.0557310880123259,0.0761345532052151,0.7320078159795173,True,0.0539125304225975,0.0292833053830419,True,3,3,收敛较充分,-0.1164605418138987,0.7762376237623761,0.1287076570052854,51.2276,0.1714388337536796,0.0156951383932113,0.0645430719161315,0.0181059446019495,0.00208730867022,0.0387744504067855,52.0,51.45,0.1540384615384615,0.1663751214771622,True,1,2026-08-21,沪深主板10%,6,9.99272374484599,12,3,2,1,0,1.2352941176470589,7.235294117647059,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,17,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,19.235294117647058,13,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名13/28，输入上限50只
601869,长飞光纤,458.99,0.0087914020088353,-0.0014575990949833,0.1460138323637363,0.2104485877792137,0.3676290932928101,-0.1285055157878747,0.5226579087048833,0.0797867534110418,-0.0397698744769874,0.2697463284379172,0.2957843907388157,12289963.2,13869424.6,0.8861191833437704,0.0318742893637147,0.030921931999466,1.0307987665280778,True,0.0050689455110168,0.0481586664323179,True,3,3,收敛较充分,-0.2343914196593884,0.7335052817235298,0.0720120516398756,415.6752,0.1042034742510498,0.008027843307673,0.0610794163503016,-0.0259874922367616,0.0868756927303264,-0.0397698744769874,442.68,397.0,0.0368437697659709,0.1561460957178841,True,1,2026-08-27,沪深主板10%,17,9.999484562651409,12,3,2,1,0,1.2352941176470589,7.235294117647059,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,17,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,19.235294117647058,14,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名14/28，输入上限50只
603083,剑桥科技,223.32,-0.0204403895078515,0.0202850877192981,0.0782155272305908,0.2767709107541021,0.2856649395509498,-0.0983163079904712,1.125237913970308,0.1026134284239666,-0.0611678648001009,0.3445059914085464,0.2978567310380339,22304767.8,26825065.7,0.8314897733875821,0.0838387156848594,0.1000184430857683,0.83823256089845,True,-0.0066559312936127,0.041429792640828,True,3,3,收敛较充分,-0.1514875185227402,0.7793580520199225,0.0847411523553238,200.2256,0.1153418943431809,0.0066747780269282,0.0648315321042591,-0.0068714861718437,0.0939125578667086,-0.0251866078833646,213.13,207.18,0.0478111950452775,0.0779032725166521,True,2,2026-09-07,沪深主板10%,17,10.001592610288256,12,3,2,1,0,1.2352941176470589,7.235294117647059,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,17,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,19.235294117647058,15,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名15/28，输入上限50只
688209,英集芯科技,36.7,-0.0168765068309669,0.0699708454810497,0.0919369235346623,0.6457399103139014,0.6464782413638406,0.4738955823293174,0.8240556660039762,0.1576751117734726,-0.0550978372811534,0.2560553633217993,0.6157852338180215,25123200.8,29846715.0,0.8417409018044365,0.0604785752507003,0.0698803362919926,0.8654591328523755,True,0.0700780572419774,0.0304778077058205,True,3,3,收敛较充分,-0.0550978372811534,0.8953545232273838,0.1441932969602493,30.1148,0.2186698898880286,0.0180247180679882,0.0969872478788802,0.0687472616359405,0.0824962544574676,-0.041525202402716,33.55,31.16,0.0938897168405366,0.1777920410783056,True,1,2026-08-28,科创板20%,17,19.98375304630382,12,3,2,1,0,1.2352941176470589,7.235294117647059,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,17,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,19.235294117647058,16,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名16/28，输入上限50只
002988,豪美新材,32.1,0.0200190657769305,0.0497056899934598,0.1157455683003128,0.3498738435660218,0.6212121212121213,0.4524886877828054,0.0587071240105541,0.091186440677966,-0.0027958993476233,0.3995652173913042,0.2282141605650945,6140438.0,10281766.2,0.5972162642640133,0.0256386398265625,0.0433904951725839,0.5908814758759012,True,0.0197102205978332,0.0529044581642053,True,3,3,收敛较充分,-0.3220696937697993,0.4772026054165239,0.1522101975986645,26.926,0.1921562801752954,0.0140550149136815,0.0693799508331056,0.0517605765281354,-0.0233467496183298,0.000311623558741,29.5,28.83,0.0881355932203389,0.1134235171696151,True,1,2026-08-21,沪深主板10%,6,9.990875912408749,15,0,0,1,0,2.9243697478991595,3.92436974789916,中段/待确认,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,57,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,18.92436974789916,17,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名17/28，输入上限50只
002194,武汉凡谷,11.18,0.0163636363636363,0.009936766034327,0.1102284011916583,0.1258811681772407,0.34375,0.1657977059436912,0.072936660268714,0.0534709193245778,-0.0644351464435145,0.2193877551020406,0.2437279113399366,49430415.2,52113771.4,0.9485096524793062,0.1004172873589215,0.0902801435032828,1.1122854202737285,True,-0.0077701481749187,0.02683313146371,True,3,3,收敛较充分,-0.2759067357512953,0.4424083769633508,0.0580107883032081,10.4528,0.0695698760140823,0.0023782125047948,0.0175438596491226,-0.0126771319473907,-0.0160204246916628,-0.0044523597506679,10.66,10.38,0.048780487804878,0.0770712909441231,True,1,2026-09-08,沪深主板10%,17,10.029791459781537,14,0,0,1,0,2.546218487394958,3.546218487394958,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,58,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,17.54621848739496,18,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名18/28，输入上限50只
601595,上海电影,24.1,-0.0167278661770705,0.0316780821917808,0.1682016480853128,0.5350318471337581,0.4677222898903774,0.4509331727874774,0.0224862112855324,0.1434977578475336,-0.0549019607843136,0.3487064116985376,0.4115145378272819,14976227.4,26960803.5,0.5554814937173516,0.0323983885542168,0.0623114385938816,0.5199428754225236,True,0.0234402230742418,0.0665347628031105,True,3,3,收敛较充分,-0.349352051835853,0.398139534883721,0.1722645134615852,19.6956,0.2236235504376613,0.014525899369514,0.0493394932505595,0.0548637342891091,-0.0359306890591853,0.0050041701417848,22.3,20.5,0.0807174887892376,0.1756097560975611,True,3,2026-09-08,沪深主板10%,17,10.02666666666665,14,0,0,1,0,2.546218487394958,3.546218487394958,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,58,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,17.54621848739496,19,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名19/28，输入上限50只
603297,永新光学,115.02,0.0177860366339261,0.0857088918255615,0.0617557463306563,0.0964728312678739,0.2445358147587102,-0.1877118644067796,0.1327555643096316,0.0991428571428571,-0.0408605737158105,0.2052261306532663,0.4830908073317474,1075835.4,1513374.1,0.7108852992792726,0.0094732324203844,0.0150832836948139,0.62806167490184,True,0.0474564762246072,0.0090968586387432,True,3,3,收敛较充分,-0.247595996598417,0.430570182037009,0.0586481113320078,108.1356,0.0636645101150776,0.0028117708592223,0.0147064377250181,-0.0299206888737818,-0.0043948974764317,0.018958185683912,105.0,99.5,0.0954285714285714,0.1559798994974874,True,1,2026-08-31,沪深主板10%,17,9.997151808601544,14,0,0,1,0,2.546218487394958,3.546218487394958,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,58,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,17.54621848739496,20,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名20/28，输入上限50只
603668,天马科技,12.65,-0.0246723207401696,0.0326530612244897,-0.0358231707317072,0.2700803212851406,0.1767441860465117,-0.0201394268009295,0.0385878489326765,0.0889443059019119,-0.0752923976608186,0.2785046728971963,0.319363782936395,9634179.0,17072876.5,0.5642973520015798,0.0168989165196899,0.034881363061959,0.48446835319115,True,0.0214390125060905,0.0167836681997903,True,3,3,收敛较充分,-0.3559063136456212,0.2867346938775511,0.0703557981131277,11.5024,0.099770482681875,0.0072859744990894,0.0292675544794187,0.0121092817943213,-0.0146359261732492,-0.0124902419984387,12.03,11.71,0.0515378221113882,0.0802732707087958,True,1,2026-09-07,沪深主板10%,17,9.974853310980713,14,0,0,1,0,2.546218487394958,3.546218487394958,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,58,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,17.54621848739496,21,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名21/28，输入上限50只
603011,合锻智能,27.13,-0.0091307523739956,0.049922600619195,0.0303835928598557,0.1956809167033935,0.4617456896551724,-0.1365372374283896,0.2937529804482595,0.1341176470588236,-0.0618948824343016,0.1703456892961266,0.787326333956566,47869876.4,51254226.2,0.933969351389798,0.104938413236505,0.1111757543601016,0.9438965702594316,True,0.0265850197894108,0.0236625514403292,True,3,3,收敛较充分,-0.3446859903381642,0.429656274980016,0.0410590943975439,25.5804,0.0605776297477755,0.0007041592338745,0.0415638589364339,-0.0529384635656872,0.0137008976450181,-0.0480701754385964,25.5,24.42,0.063921568627451,0.1109746109746108,True,2,2026-08-28,沪深主板10%,17,10.021881838074398,12,3,0,1,0,1.2352941176470589,5.235294117647059,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,44,True,,,79,1.1512605042016806,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,17.235294117647058,22,True,50,28,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名22/28，输入上限50只
