日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数
2026-07-30,2.03,2.13,1.98,2.03,455035785.0,942960048.0,0.07955024196103977,2.03,2.13,1.98,2.03,1.0
2026-07-31,2.01,2.15,2.01,2.11,323915579.0,675856706.0,0.056627552236139606,2.01,2.15,2.01,2.11,1.0
2026-08-03,2.1,2.14,2.06,2.1,213297782.0,447156445.0,0.03728913357408388,2.1,2.14,2.06,2.1,1.0
2026-08-04,2.1,2.17,2.09,2.14,244080639.0,520784072.0,0.042670652573962284,2.1,2.17,2.09,2.14,1.0
2026-08-05,2.13,2.35,2.11,2.35,675122729.0,1529251342.0,0.11802627005554624,2.13,2.35,2.11,2.35,1.0
2026-08-06,2.31,2.31,2.16,2.17,559877086.0,1237157999.0,0.09787880234461531,2.31,2.31,2.16,2.17,1.0
2026-08-07,2.19,2.2,2.09,2.15,307134681.0,654992195.0,0.0536938829726914,2.19,2.2,2.09,2.15,1.0
2026-08-10,2.13,2.22,2.13,2.21,261297397.0,569896354.0,0.045680519731299524,2.13,2.22,2.13,2.21,1.0
2026-08-11,2.18,2.19,2.15,2.16,160506071.0,347663629.0,0.028059983863172055,2.18,2.19,2.15,2.16,1.0
2026-08-12,2.15,2.22,2.13,2.2,223472255.0,487884864.0,0.039067854755267604,2.15,2.22,2.13,2.2,1.0
2026-08-13,2.18,2.19,2.13,2.14,191827444.0,414212946.0,0.03353564727874711,2.18,2.19,2.13,2.14,1.0
2026-08-14,2.14,2.14,2.06,2.1,171834169.0,359296623.0,0.030040384013147885,2.14,2.14,2.06,2.1,1.0
2026-08-17,2.1,2.12,2.05,2.11,134079569.0,280452476.0,0.02344005132691251,2.1,2.12,2.05,2.11,1.0
2026-08-18,2.11,2.15,2.08,2.09,124201732.0,262010994.0,0.021713188628846445,2.11,2.15,2.08,2.09,1.0
2026-08-19,2.07,2.09,1.99,2.01,158216811.0,321504982.0,0.027659770972417255,2.07,2.09,1.99,2.01,1.0
2026-08-20,2.01,2.04,2.0,2.03,108197187.0,218964694.0,0.018915242908541505,2.01,2.04,2.0,2.03,1.0
2026-08-21,2.02,2.04,1.99,2.02,91034767.0,183417145.0,0.015914875226169033,2.02,2.04,1.99,2.02,1.0
2026-08-24,2.03,2.05,1.98,2.0,96055392.0,192698681.0,0.01679259066462767,2.03,2.05,1.98,2.0,1.0
2026-08-25,1.99,2.06,1.98,2.05,131103104.0,266267338.0,0.022919699919959836,1.99,2.06,1.98,2.05,1.0
2026-08-26,2.04,2.09,2.04,2.08,117433466.0,243442490.0,0.02052994718783169,2.04,2.09,2.04,2.08,1.0
2026-08-27,2.1,2.11,2.06,2.1,138069962.0,288187775.0,0.024137659601104925,2.1,2.11,2.06,2.1,1.0
2026-08-28,2.1,2.12,2.08,2.1,116927266.0,245978089.0,0.020441452318179457,2.1,2.12,2.08,2.1,1.0
2026-08-31,2.09,2.09,2.05,2.09,107869983.0,223669606.0,0.018858040468143062,2.09,2.09,2.05,2.09,1.0
2026-09-01,2.08,2.14,2.07,2.13,159264198.0,337812075.0,0.027842877207187002,2.08,2.14,2.07,2.13,1.0
2026-09-02,2.12,2.12,2.07,2.08,114575000.0,238941046.0,0.020030224595821912,2.12,2.12,2.07,2.08,1.0
