日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数
2026-07-30,15.99,17.27,15.95,16.2,10404293.0,171953243.0,0.02854888394554902,15.99,17.27,15.95,16.2,1.0
2026-07-31,16.5,16.73,16.3,16.37,6616019.0,109139472.0,0.01815404070344302,16.5,16.73,16.3,16.37,1.0
2026-08-03,16.31,16.55,15.45,15.71,11990949.0,190567664.0,0.03290259236240243,16.31,16.55,15.45,15.71,1.0
2026-08-04,15.97,16.37,15.5,16.34,15683300.0,250479677.0,0.04303422746583828,15.97,16.37,15.5,16.34,1.0
2026-08-05,16.13,17.16,16.05,17.08,13561869.0,226794008.0,0.03721312194550259,16.13,17.16,16.05,17.08,1.0
2026-08-06,16.99,17.57,16.8,17.09,12015700.0,205729976.0,0.03297050792634669,16.99,17.57,16.8,17.09,1.0
2026-08-07,16.51,17.47,16.51,17.34,13830300.0,234678226.0,0.037949683811492683,16.51,17.47,16.51,17.34,1.0
2026-08-10,17.29,19.07,17.29,19.07,15614185.0,285069419.0,0.0428445792010406,17.29,19.07,17.29,19.07,1.0
2026-08-11,19.09,20.64,18.66,20.03,27556384.0,543835951.0,0.07561340388770135,19.09,20.64,18.66,20.03,1.0
2026-08-12,19.94,21.08,19.71,20.77,21543209.0,442144283.0,0.05911353837840853,19.94,21.08,19.71,20.77,1.0
2026-08-13,20.78,21.88,20.65,21.15,19947920.0,423892509.0,0.05473614142115146,20.78,21.88,20.65,21.15,1.0
2026-08-14,21.12,21.24,20.62,20.92,11707894.0,244622393.0,0.032125902937642156,21.12,21.24,20.62,20.92,1.0
2026-08-17,20.94,23.01,20.78,23.01,17657314.0,394711433.0,0.04845082776658808,20.94,23.01,20.78,23.01,1.0
2026-08-18,23.13,23.61,22.8,23.19,19461601.0,450768508.0,0.053401705271427936,23.13,23.61,22.8,23.19,1.0
2026-08-19,22.96,22.96,21.0,21.05,15806400.0,343710519.0,0.04337200799678806,22.96,22.96,21.0,21.05,1.0
2026-08-20,21.98,22.0,20.98,21.16,10208700.0,218120112.0,0.028012186078854785,21.98,22.0,20.98,21.16,1.0
2026-08-21,21.0,21.3,20.35,21.16,14334052.0,300175635.0,0.03933195528206144,21.0,21.3,20.35,21.16,1.0
2026-08-24,21.42,21.52,19.04,19.71,14917396.0,295075326.0,0.04093262340591496,21.42,21.52,19.04,19.71,1.0
2026-08-25,19.5,20.5,19.1,20.25,12078826.0,239693425.0,0.03314372266068248,19.5,20.5,19.1,20.25,1.0
2026-08-26,20.4,20.66,19.97,20.17,8360100.0,169705017.0,0.022939715814729974,20.4,20.66,19.97,20.17,1.0
2026-08-27,20.0,20.56,19.8,20.45,7933735.0,160918151.0,0.02176979058257398,20.0,20.56,19.8,20.45,1.0
2026-08-28,20.6,20.74,19.96,20.07,7802300.0,158529814.0,0.021409139209012773,20.6,20.74,19.96,20.07,1.0
2026-08-31,19.71,20.35,19.64,20.31,7849300.0,157064411.0,0.021538104968189375,19.71,20.35,19.64,20.31,1.0
2026-09-01,20.55,20.67,19.93,20.16,7378169.0,148968927.0,0.020245343966346148,20.55,20.67,19.93,20.16,1.0
2026-09-02,19.96,20.0,19.48,19.82,6295150.0,124065535.0,0.017273591465544358,19.96,20.0,19.48,19.82,1.0
