日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数
2026-07-30,27.88,28.2,26.22,26.77,25097198.0,679697129.0,0.04199926715647408,27.88,28.2,26.22,26.77,1.0
2026-07-31,28.39,29.2,28.05,28.08,31236056.0,894515426.0,0.052272427418335106,28.39,29.2,28.05,28.08,1.0
2026-08-03,27.9,28.43,27.78,28.24,17680591.0,497078889.0,0.02958783944300679,27.9,28.43,27.78,28.24,1.0
2026-08-04,28.55,30.97,28.35,30.55,35934747.0,1078630560.0,0.06013551948919976,28.55,30.97,28.35,30.55,1.0
2026-08-05,30.1,31.95,30.05,31.52,29737471.0,927420310.0,0.04976459878456951,30.1,31.95,30.05,31.52,1.0
2026-08-06,31.2,31.99,30.98,31.49,24030415.0,756463630.0,0.04021404379349208,31.2,31.99,30.98,31.49,1.0
2026-08-07,31.5,32.08,30.98,31.96,24965417.0,792265290.0,0.04177873634561832,31.5,32.08,30.98,31.96,1.0
2026-08-10,32.12,32.22,31.02,31.47,21072126.0,661565643.0,0.03526345249493124,32.12,32.22,31.02,31.47,1.0
2026-08-11,31.14,32.28,31.02,31.6,17333362.0,548057768.0,0.02900676407612817,31.14,32.28,31.02,31.6,1.0
2026-08-12,31.61,33.97,31.52,32.71,33219043.0,1090242100.0,0.05559088554982911,31.61,33.97,31.52,32.71,1.0
2026-08-13,33.08,33.08,31.55,31.57,23862844.0,772438791.0,0.03993361969209728,33.08,33.08,31.55,31.57,1.0
2026-08-14,31.76,32.0,31.1,31.72,15169550.0,479950156.0,0.02538570174620654,31.76,32.0,31.1,31.72,1.0
2026-08-17,31.88,33.61,31.72,33.52,27794307.0,913686105.0,0.04651278302550179,31.88,33.61,31.72,33.52,1.0
2026-08-18,33.49,33.95,32.25,33.73,29905790.0,994148324.0,0.05004627463732847,33.49,33.95,32.25,33.73,1.0
2026-08-19,32.65,33.34,30.81,31.02,25114687.0,803351477.0,0.04202853437520102,32.65,33.34,30.81,31.02,1.0
2026-08-20,31.62,32.38,30.7,31.55,17432858.0,549927730.0,0.029173267089133866,31.62,32.38,30.7,31.55,1.0
2026-08-21,31.31,32.0,30.92,31.39,13040803.0,410471933.0,0.021823319445140793,31.31,32.0,30.92,31.39,1.0
2026-08-24,31.43,31.98,30.25,30.85,16074702.0,499253282.0,0.026900441386273802,31.43,31.98,30.25,30.85,1.0
2026-08-25,30.41,31.32,29.79,31.04,14504459.0,443703561.0,0.02427269564120763,30.41,31.32,29.79,31.04,1.0
2026-08-26,31.09,31.44,30.38,30.88,12907336.0,399708162.0,0.021599967173322514,31.09,31.44,30.38,30.88,1.0
2026-08-27,32.33,37.06,31.91,37.06,81990798.0,2873362735.0,0.13720868080869028,32.33,37.06,31.91,37.06,1.0
2026-08-28,39.79,41.8,39.37,40.4,125281137.0,5062150801.0,0.20965352158156575,39.79,41.8,39.37,40.4,1.0
2026-08-31,39.71,41.5,39.35,40.26,68013107.0,2743137826.0,0.11381751265758261,39.71,41.5,39.35,40.26,1.0
2026-09-01,40.67,40.75,39.58,39.68,45140705.0,1805810808.0,0.07554136238342564,40.67,40.75,39.58,39.68,1.0
2026-09-02,38.91,41.38,38.68,39.59,62926327.0,2525547243.0,0.10530496746484001,38.91,41.38,38.68,39.59,1.0
