股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000070,特发信息,16.7,-0.026806526806526842,0.04049844236760114,0.060317460317460325,0.07257546563904937,,,,0.1301587301587302,-0.061797752808988804,0.18220338983050835,0.7143595422665197,94834447.4,66855930.6,1.4184896769651727,0.09372672168740792,0.07803735352568988,1.201049464812426,False,0.02702369200394883,0.011720698254364281,True,3,2,部分收敛/待确认,-0.061797752808988804,0.707446808510638,0.056260080326365314,,,,-0.02453271028037396,15.75,15.26,0.060317460317460325,0.09436435124508513,True,1,2026-08-25,沪深主板10%,25,9.993155373032181,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000628,高新发展,52.1,-0.05186533212010924,-0.0239790183589359,0.0660937180274197,0.295375435106912,,,,0.12342079689018452,-0.1012592720372606,0.2648919921448833,0.46592875794704747,12870702.4,14452576.5,0.8905472598605515,0.06939836419069213,0.07518041448338791,0.9230910027242082,True,0.004678578006999556,0.034608063678837064,True,3,3,收敛较充分,-0.1012592720372606,0.7050251256281408,0.04735196855933821,,,,-0.09359777313848283,51.45,48.24,0.01263362487852282,0.08001658374792697,True,1,2026-08-21,沪深主板10%,12,9.99272374484599,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000635,英 力 特,7.38,0.013736263736263687,-0.0013531799729363803,0.125,0.14953271028037385,,,,0.07865168539325837,-0.12662721893491113,0.3651050080775442,0.2154220940638361,19425395.6,19221787.2,1.0105925842317098,0.061429721124989546,0.05240116907969875,1.1722967674930869,False,-0.006645401382243454,0.03675048355899402,True,3,2,部分收敛/待确认,-0.12662721893491113,0.5265486725663717,0.06034482758620685,,,,-0.0390625,7.12,7.06,0.03651685393258419,0.04532577903682733,True,2,2026-09-02,沪深主板10%,25,10.060975609756095,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000670,盈方微,7.58,0.028493894165535938,0.07670454545454541,0.07365439093484416,0.0053050397877985045,,,,0.1079136690647482,-0.047738693467336724,0.16413373860182373,0.6574740207833731,51340148.6,43542727.7,1.1790751593175914,,0.05243268548700484,,False,0.029063205417607207,0.015345628607630779,True,3,2,部分收敛/待确认,-0.047738693467336724,0.7246376811594204,0.055563292020609945,,,,0.0312925170068028,6.95,6.88,0.09064748201438855,0.10174418604651159,True,1,2026-08-17,沪深主板10%,12,10.072992700729944,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000981,山子高科,2.85,0.10038610038610041,0.06343283582089554,0.06343283582089554,0.007067137809187329,,,,0.1264822134387353,0.0,0.08846153846153845,1.429798934524834,208112818.6,217132106.4,0.9584617496254344,0.021875857117671697,0.02282392294342551,0.9584617496254338,True,0.005189028910303817,-0.0007380073800739018,True,3,2,部分收敛/待确认,-0.04682274247491647,0.6956521739130435,0.05771015030617921,,,,0.036363636363636376,2.53,2.53,0.12648221343873534,0.12648221343873534,True,1,2026-09-14,沪深主板10%,25,10.038610038610042,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001210,金房能源,29.04,0.06725468577728777,0.026511134676564074,-0.016260162601625994,0.12558139534883717,,,,0.16529850746268654,-0.07250079846694346,0.21403644823575027,0.7722913962794722,9676328.8,8474252.7,1.1418503958467041,,0.06351566199375769,,False,-0.012102351313969528,-0.007253886010362587,False,3,1,结构未成熟,-0.07250079846694346,0.7718592964824121,0.023526301876817257,,,,-0.06593760051463493,26.8,26.8,0.08358208955223878,0.08358208955223878,True,1,2026-08-20,沪深主板10%,12,10.018484288354902,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001268,联合精密,24.05,-0.009472817133443168,-0.07571099154496541,-0.07214506172839508,0.18765432098765444,,,,0.11064010173802456,-0.10892923304927749,0.22237318840579712,0.4975424534369821,2845563.6,8319562.6,0.3420328371590112,,0.08818923844557146,,True,-0.021026933375334567,-0.016629020951787754,False,3,2,部分收敛/待确认,-0.10892923304927749,0.6392638036809818,0.0014365722137785752,,,,-0.08206106870229002,23.59,23.59,0.019499788045782118,0.019499788045782118,True,2,2026-08-26,沪深主板10%,25,10.009813542688928,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002015,协鑫能科,16.9,0.027355623100303816,-0.016870273414776205,0.06691919191919182,0.10892388451443558,,,,0.08768656716417912,-0.053751399776035935,0.15898767034393246,0.5515306122448982,106793515.4,149774037.5,0.7130308909513106,,0.09226376302577269,,True,-0.010615711252653925,0.011679180073888684,False,3,2,部分收敛/待确认,-0.053751399776035935,0.7658536585365852,0.04337089056953247,,,,-0.025936599423631246,16.08,15.71,0.05099502487562191,0.07574793125397816,True,2,2026-09-01,沪深主板10%,25,10.035335689045933,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002107,沃华医药,6.88,0.020771513353115667,0.005847953216374213,0.02686567164179099,0.07165109034267902,,,,0.11729323308270666,-0.07402422611036341,0.22222222222222218,0.5278195488721801,30535782.8,26845168.0,1.1374778060617836,,0.04698168980909781,,False,0.0,0.0008566533409479771,True,3,2,部分收敛/待确认,-0.07402422611036341,0.6071428571428571,0.021301862985229514,,,,-0.0652173913043479,6.65,6.61,0.03458646616541339,0.0408472012102874,True,2,2026-09-01,沪深主板10%,25,10.045662100456632,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002141,贤丰控股,6.97,0.09936908517350163,0.05128205128205132,-0.018309859154929553,0.023494860499265746,,,,0.16166666666666663,-0.052989130434782705,0.3003533568904594,0.5382549019607842,149232082.4,143911145.2,1.0369737673382091,0.13313435897913692,0.13932244915767739,0.9555843999588528,True,-0.0003045994517208994,-0.0015067048365222657,True,3,3,收敛较充分,-0.05683355886332886,0.7572254335260116,0.06803555010726314,,,,0.021994134897360684,6.0,6.0,0.16166666666666663,0.16166666666666663,True,1,2026-09-14,沪深主板10%,15,9.936908517350162,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002194,武汉凡谷,11.07,-0.03403141361256545,0.09930486593843102,0.10149253731343277,0.048295454545454586,,,,0.15125240847784185,-0.07364016736401668,0.07938144329896922,1.90538748342216,85606234.2,24062899.9,3.5576025564566307,0.12549041934200286,0.04675611222174257,2.6839361396614834,False,0.06366608963262155,0.027185033615901633,True,3,1,结构未成熟,-0.07364016736401668,0.6173913043478263,0.07262245046267157,,,,-0.030647985989492144,10.38,9.8,0.06647398843930641,0.12959183673469377,True,2,2026-09-08,沪深主板10%,25,10.029791459781535,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002265,建设工业,20.62,-0.076578593819973,-0.008653846153846123,0.08071278825995831,0.02383316782522349,,,,0.11449631449631441,-0.09082892416225741,0.23081201334816454,0.49605873123945393,33280585.8,20674732.9,1.6097226484604308,,0.02001347939529336,,False,0.008401774756914726,0.03819649537310488,True,3,2,部分收敛/待确认,-0.09082892416225741,0.5734989648033127,0.039759977813075276,,,,-0.07325842696629215,20.35,18.88,0.013267813267813233,0.09216101694915269,True,1,2026-09-02,沪深主板10%,25,10.005130836326327,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,408,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
