股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000981,山子高科,成功,26,sina,sina,deep-backfill,26,
001896,豫能控股,成功,26,sina,sina,deep-backfill,26,
002560,通达股份,成功,26,sina,sina,deep-backfill,26,
002585,双星新材,成功,26,sina,sina,deep-backfill,26,
002870,香山股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,19,
301132,满坤科技,成功,26,sina,sina,deep-backfill,26,
600088,中视传媒,成功,26,sina,sina,deep-backfill,26,
603439,三力制药,成功,26,sina,sina,deep-backfill,26,
603693,江苏新能,成功,26,sina,sina,deep-backfill,26,
605069,正和生态,成功,26,sina,sina,deep-backfill,26,
605177,东亚药业,成功,26,sina,sina,deep-backfill,26,
605577,龙版传媒,成功,26,global-cache+sina,global-cache,per-stock-incremental,16,
688432,有研硅,成功,26,global-cache+sina,global-cache,per-stock-incremental,15,
