股票代码,股票名称,当前状态,最近提交日期,ret20,ret40,ret120,MA20距离,MA30_5日斜率,淘汰日期,淘汰原因
000007,全新好,冷却观察,2026-09-02,-0.08712715855572994,0.24919441460794856,-0.11893939393939379,-0.025187544528728734,0.022279597342693913,,
000011,深物业A,冷却观察,2026-09-04,0.21204516938519458,0.18527607361963194,0.13780918727915203,0.09356427237221943,0.01755971087366448,,
000017,深中华A,冷却观察,2026-09-04,0.006393861892583175,0.33616298811545,0.12428571428571433,-0.1408765897058022,0.027384717829199046,,
000020,深华发Ａ,冷却观察,2026-09-02,0.1593495934959348,0.4118811881188118,-0.11975308641975302,0.09688088919656934,0.027356035137186874,,
000026,飞亚达,冷却观察,2026-09-02,-0.003044140030441511,0.19090909090909092,0.39460610361958826,0.0011973607112831797,0.014563758389261938,,
000048,京基智农,冷却观察,2026-09-02,-0.17782805429864246,-0.025737265415549437,-0.1963732861565678,-0.15315063385533179,-0.014502061055021276,,
000059,华锦股份,冷却观察,2026-09-02,0.23390557939914158,0.2637362637362637,0.06088560885608851,0.032779524023349715,0.02912305792108172,,
000505,京粮控股,冷却观察,2026-09-02,0.033033033033033066,0.2811918063314711,-0.03910614525139666,-0.025771736052109806,0.020482227193636682,,
000506,招金黄金,冷却观察,2026-09-02,-0.16338406445837061,0.4693396226415094,0.08789289871944139,-0.057726241492311536,0.015921637851963544,,
000517,荣安地产,冷却观察,2026-09-02,-0.11206896551724133,,,-0.041191528973702485,-0.008695652173913104,,
000520,凤凰航运,冷却观察,2026-09-02,0.009389671361502261,0.11111111111111094,0.018957345971563955,0.010457055575138208,0.007108626198083057,,
000536,华映科技,冷却观察,2026-09-02,0.1708860759493671,0.189710610932476,-0.12941176470588234,0.04166666666666674,0.0076840774243751575,,
000596,古井贡酒,冷却观察,2026-09-02,0.05306122448979589,0.08786324786324773,-0.056066449124888784,0.0024046791485963226,0.003030324311417809,,
000603,盛达资源,冷却观察,2026-09-02,-0.14249874560963371,0.3710389089450461,-0.1151954439554751,-0.03699320992871835,0.011107795670462606,,
000620,盈新发展,冷却观察,2026-09-02,-0.057636887608069176,0.19780219780219777,0.12758620689655187,0.020440006241223108,0.022179363548698205,,
000628,高新发展,冷却观察,2026-09-03,0.2564907872696818,0.6536235877652246,0.1593894899536321,0.12870765700528541,0.06454307191613129,,
000635,英 力 特,冷却观察,2026-09-02,0.17535545023696697,0.22570016474464571,-0.1328671328671328,0.03534650709713327,0.022056295131895665,,
000657,中钨高新,冷却观察,2026-09-02,-0.09391851408028762,,,-0.017676624146414688,-0.0023610843266738124,,
000720,新能泰山,冷却观察,2026-09-02,0.11813186813186816,0.20058997050147487,-0.17943548387096764,0.044125192406362146,0.013995801259622187,,
000721,西安饮食,冷却观察,2026-09-02,0.012499999999999956,0.10391822827938668,-0.18078381795195952,-0.06243217825363512,-0.010571747247950958,,
000723,美锦能源,冷却观察,2026-09-02,-0.06940874035989719,0.025495750708215414,-0.2627291242362525,-0.04460279757191876,0.0015170444404781769,,
000811,冰轮环境,冷却观察,2026-09-02,-0.033091787439613496,-0.07828689845728753,1.2603049124788255,0.02989605845425558,-0.005229096125298205,,
000831,中国稀土,冷却观察,2026-09-02,-0.050154586052902794,0.1506450270495212,0.15376590861673267,-0.01357449920622189,0.0009556249963358354,,
000859,国风新材,冷却观察,2026-09-02,0.12226066897347176,0.2685788787483703,-0.06442307692307692,0.07270822997629689,0.01494075218959301,,
000887,中鼎股份,冷却观察,2026-09-02,-0.0726150925486474,0.17357357357357373,0.08857938718662961,-0.036441639134079606,0.003468525150840618,,
000889,中嘉博创,冷却观察,2026-09-02,0.0,0.05420054200542013,0.11781609195402298,-0.02652652652652654,-0.00400100025006267,,
000931,中 关 村,冷却观察,2026-09-02,-0.17321428571428565,0.1183574879227054,-0.095703125,-0.021348552103149454,0.011509229098805696,,
000938,紫光股份,冷却观察,2026-09-04,-0.018846042331110424,,,-0.033032346553891645,-0.015903790754035585,,
000960,锡业股份,冷却观察,2026-09-02,-0.06494587843463795,,,-0.021151722935673245,-0.025719920384201345,,
000975,山金国际,冷却观察,2026-09-02,-0.1585782638414217,,,-0.059677265348992536,0.001754585274106546,,
000977,浪潮信息,冷却观察,2026-09-03,-0.018710734771920312,-0.15470588235294125,0.26786659608258323,-0.04570901097733482,-0.012754260105265147,,
000989,九芝堂,冷却观察,2026-09-02,0.035796766743648956,,,0.009964533018071542,-0.010699287931349333,,
001210,金房能源,冷却观察,2026-09-02,0.14155942467827387,0.6681415929203542,0.9803020354563361,0.05399266119168278,0.04891723937173298,,
001223,欧克科技,冷却观察,2026-09-02,0.11318407960199006,0.4624183006535947,0.34667469154378594,0.07947075780053314,0.02503519668737053,,
001258,立新能源,冷却观察,2026-09-02,-0.10819411296738257,-0.21772505233775286,0.1592554291623578,-0.07785958129395787,-0.029294682045524212,,
001277,速达股份,冷却观察,2026-09-02,-0.043587331451865774,0.17988394584139256,-0.14421997755331095,-0.008774780630484313,0.007532016496635707,,
001337,四川黄金,冷却观察,2026-09-02,-0.11219081272084808,0.2897843942505134,0.0621433100824349,-0.034507935288014546,0.01721429332197255,,
001358,兴欣新材,冷却观察,2026-09-02,0.0003968253968253954,0.13049327354260098,-0.06177893561592851,0.03009377489938103,-0.010226433020162573,,
001359,平安电工,冷却观察,2026-09-02,-0.00597654488046917,,,0.029705514735944627,0.005215219062259635,,
001696,宗申动力,冷却观察,2026-09-02,0.04582210242587603,0.04511784511784511,-0.16960941680042807,-0.00878173399329385,-0.003685529557947098,,
002017,东信和平,冷却观察,2026-09-02,-0.06070087609511898,0.16086620262954376,-0.21083070452155628,-0.05033058112682287,0.003837924873723475,,
002037,保利联合,冷却观察,2026-09-02,0.05231689088191316,0.16749585406301826,-0.1308641975308642,0.01018797531927107,-0.009073634204275538,,
002038,双鹭药业,冷却观察,2026-09-02,-0.07064364207221352,0.06283662477558338,-0.18457300275482091,-0.0026954177897574594,-0.004350220264317084,,
002072,凯瑞德,冷却观察,2026-09-02,-0.008219178082191747,0.07259259259259254,-0.006858710562414272,-0.10655889430492993,-0.003678335870116678,,
002094,青岛金王,冷却观察,2026-09-02,0.17558886509635974,0.26206896551724146,-0.16183206106870218,0.0016420361247948545,0.010783237554077507,,
002112,三变科技,冷却观察,2026-09-02,-0.03547963206307492,-0.04052287581699354,-0.3272227314390468,-0.022799134631386164,-0.025049660219550463,,
002165,红 宝 丽,冷却观察,2026-09-02,-0.09045848822800495,0.14330218068535827,-0.2681954137587238,-0.05558414822439528,0.00820253613549693,,
002174,游族网络,冷却观察,2026-09-02,0.2172096908939014,0.2848324514991183,0.5240585774058577,0.1361509669369929,0.029403053394006173,,
002180,奔图科技,冷却观察,2026-09-02,0.04179104477611939,,,0.041697758409694696,-0.01934793819355607,,
002213,大为股份,冷却观察,2026-09-02,-0.06125039669946064,0.07290533188248083,-0.04580645161290331,0.016320219893489085,0.002121913580247048,,
002222,福晶科技,冷却观察,2026-09-02,0.11437699680511182,0.21766451387676744,-0.02908837856645774,0.043108991132975616,0.02390339560326149,,
002235,安妮股份,冷却观察,2026-09-02,0.004950495049504955,0.12465373961218829,-0.19042871385842475,-0.04448105436573313,-0.007216806468676951,,
002256,兆新股份,冷却观察,2026-09-02,-0.01501501501501512,0.0,-0.2209026128266034,-0.017081210668264846,-0.009680542110358292,,
002265,建设工业,冷却观察,2026-09-02,0.13178294573643434,0.03180212014134298,-0.16910569105691053,0.010430569973800097,0.0066140460122183775,,
002277,友阿股份,冷却观察,2026-09-02,-0.13819875776397528,0.043233082706766846,-0.08717105263157898,-0.07167349669649581,-0.008303148509334113,,
002322,理工能科,冷却观察,2026-09-02,0.027918781725888353,0.22110552763819102,-0.14194915254237284,-0.0007401924500370916,0.015765008960573423,,
002348,高乐股份,冷却观察,2026-09-02,-0.01175406871609408,,,0.009093846650971571,-0.019867549668874385,,
002364,中恒电气,冷却观察,2026-09-02,-0.03866666666666674,,,-0.018967534764742777,-0.013568532661335508,,
002365,永安药业,冷却观察,2026-09-02,-0.029119788219722054,0.1469898358092261,0.05767844268204758,-0.0048502526879895536,0.009731913330884856,,
002370,亚太药业,冷却观察,2026-09-02,-0.0018348623853210455,0.13569937369519836,-0.24233983286908067,0.007220885021292478,-0.0017946877243361081,,
002382,蓝帆医疗,冷却观察,2026-09-02,0.016949152542372836,0.05078809106830118,-0.23076923076923073,0.006626960825433903,-0.002678571428571308,,
002384,东山精密,冷却观察,2026-09-02,0.0073347107438017645,,,0.02233440536382192,0.003905571501538585,,
002409,雅克科技,冷却观察,2026-09-02,-0.022476705313322354,,,0.021059396487995707,-0.00899314717439581,,
002421,达实智能,冷却观察,2026-09-02,0.07641196013289053,0.16129032258064524,0.22264150943396244,-0.010989010989010839,-0.014932802389248434,,
002428,云南锗业,冷却观察,2026-09-02,-0.01971269791339003,,,0.0040650188215203276,0.004601493314811522,,
002437,誉衡药业,冷却观察,2026-09-02,-0.050761421319796884,0.28965517241379324,0.07163323782234965,-0.05015873015873007,0.017520440513932867,,
002438,江苏神通,冷却观察,2026-09-02,0.023721275018532273,,,0.00836041035376578,-0.012766972914926566,,
002445,中南文化,冷却观察,2026-09-02,-0.05341246290801194,0.18148148148148135,-0.14016172506738545,-0.024464831804281273,0.012666244458517939,,
002448,中原内配,冷却观察,2026-09-02,-0.07275666936135805,-0.03936348408710211,-0.1639941690962099,-0.027883718959233916,-0.01186126411081434,,
002474,榕基软件,冷却观察,2026-09-02,0.08153078202995001,0.12262521588946451,-0.1687979539641944,0.014752946686441115,-0.005941003254636534,,
002476,新叶股份,冷却观察,2026-09-02,-0.007920792079207928,0.1788235294117646,-0.1450511945392492,-0.01523341523341537,0.013403736799349808,,
002484,江海股份,冷却观察,2026-09-02,0.01983193277310913,,,0.01847111842160465,-0.011248448906579722,,
002515,金字火腿,冷却观察,2026-09-02,-0.0025094102885820924,-0.04332129963898923,0.40957446808510656,0.021063447212946285,0.010687551382458471,,
002517,恺英网络,冷却观察,2026-09-02,0.013897280966767456,0.0896103896103897,-0.058889512058328486,-0.01459318201838089,-0.01350857977363995,,
002545,东方铁塔,冷却观察,2026-09-02,-0.08476517754868274,,,-0.070470872233371,-0.02307836520434925,,
002548,金新农,冷却观察,2026-09-02,0.032418952618453734,0.07532467532467524,-0.24863883847549917,-0.03395169758487926,0.0003148118998896887,,
002558,巨人网络,冷却观察,2026-09-02,-0.07014253563390849,,,-0.054916985951468766,-0.029083399137459942,,
002580,圣阳股份,冷却观察,2026-09-02,-0.06128266033254148,0.1713100177830469,0.23654568210262839,-0.0454567412202308,-0.003331998398077851,,
002582,好想你,冷却观察,2026-09-02,-0.02195608782435121,0.08647450110864763,-0.08325537885874634,-0.03982756086807426,-0.007655897582515392,,
002607,中公教育,冷却观察,2026-09-02,-0.030000000000000027,,,-0.040553907022749636,-0.02357438674737178,,
002638,勤上股份,冷却观察,2026-09-02,0.031100478468899517,0.23495702005730634,0.0,-0.007255556835195298,0.02019041365725527,,
002645,华宏科技,冷却观察,2026-09-02,-0.019442984760903892,0.05186020293122895,0.31779661016949157,0.017559166757552536,-0.003047437862213287,,
