股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
688209,英集芯,35.58,0.03731778425655974,0.06878942625413043,0.17658730158730163,0.5415944540727904,0.6005398110661266,0.3732149749131608,0.8190184049079754,0.1633504492939666,-0.01983471074380161,0.6590493601462523,0.24785768589126142,25745696.4,31509996.8,0.8170643927199637,0.0633446908971058,0.07263982360033708,0.8720380606322378,True,0.0058858501783591866,0.04330167458135459,True,3,3,收敛较充分,-0.01983471074380161,0.9597989949748744,0.22626227813200073,0.09074341049424683,0.06862567937615549,0.05578180026376445,0.00850340136054406,31.16,29.42,0.1418485237483953,0.20938137321549943,True,1,2026-08-28,科创板20%,25,19.98375304630382,15,3,2,1,0,2.981132075471698,8.981132075471699,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
688485,九州一轨,104.2,0.05905071653623328,0.0742268041237113,0.1566211566211566,0.15790643404822768,1.1059013742926438,0.48878411201600236,3.0356312935708756,0.15987183736603688,-0.007429986664126531,0.28126154983368234,0.5684098571616827,6537709.8,7618437.9,0.8581430846866914,0.048094582666648,0.05069088678815249,0.9487816393436758,True,0.007464670634190318,0.0378756427043081,True,3,3,收敛较充分,-0.007429986664126531,0.9915794019216236,0.13595482344732845,0.10688485985941676,0.10702681563347949,0.23127342128359074,0.0019230769230769162,90.51,85.0,0.15125400508231124,0.22588235294117642,True,1,2026-08-14,科创板20%,25,20.006657789613836,15,3,2,1,0,2.981132075471698,8.981132075471699,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
300684,中石科技,88.89,0.050585037229641916,0.007480448826929553,-0.066281512605042,-0.08360824742268036,0.738849765258216,0.5066101694915255,0.9005772931366258,0.13707006369426758,-0.16676040494938138,0.29152542372881374,0.47018219523033616,18740728.0,29384122.0,0.6377841747321904,0.10407262167491604,0.14363483600945387,0.7245639328614272,True,-0.04945948957985058,-0.0242250729505038,False,3,2,部分收敛/待确认,-0.16676040494938138,0.7646514089165233,0.0008162805753368918,0.09529267708851208,0.0845091392489199,0.10546621416794233,-0.0010114632501686538,78.5,78.5,0.13235668789808908,0.13235668789808908,True,3,2026-08-18,创业板20%,25,20.007126313914124,14,3,2,1,0,2.8867924528301887,8.88679245283019,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,3,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
301626,苏州天脉,297.6,0.029259182402988193,0.10299840628590506,0.18707618667730364,0.012382637093482307,0.25898976224722925,-0.07720930232558132,0.2843640757843857,0.11069960371838075,-0.0076692230743580225,0.1398402766342829,0.7916145933255535,2442751.8,1927327.2,1.267429733778468,,0.035940375671075164,,False,0.06426217103109089,0.03863973139759547,True,3,2,部分收敛/待确认,-0.2310276220252706,0.6693172571935795,0.11288323140006029,0.052992440848644184,-0.021593331182539588,0.018548928240566864,0.0010427528675704956,270.01,242.92,0.1021814006888635,0.22509468137658506,True,1,2026-08-17,创业板20%,25,19.999999999999996,14,3,2,1,0,2.8867924528301887,8.88679245283019,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,3,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
603110,东方材料,24.74,0.03298538622129432,0.02062706270627057,0.04388185654008425,-0.10975170924793098,0.2526582278481011,-0.029803921568627545,0.6044098573281451,0.1258960573476702,-0.10621387283236994,0.16400517911091916,0.767634644406716,7864460.0,12646957.3,0.6218460150885462,0.03043879875761235,0.06284929032192399,0.4843141203615827,True,-0.026248872118776023,-0.001437666872047605,False,3,2,部分收敛/待确认,-0.13192982456140356,0.7302725968436153,0.008519832049243892,0.013606176772312573,0.011855629263092915,0.06079658651868458,-0.0008077544426495775,22.32,22.32,0.10842293906810019,0.10842293906810019,True,1,2026-08-17,沪深主板10%,25,9.992069785884228,14,3,2,1,0,2.8867924528301887,8.88679245283019,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,3,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
600186,莲花控股,12.66,-0.039453717754172946,0.021791767554479424,0.08856405846947535,-0.018604651162790753,0.4703832752613242,-0.1189979123173277,0.8700147710487447,0.1643109540636042,-0.039453717754172946,0.1571298819255223,1.0457015053412033,237354033.4,251239800.4,0.9447310220041076,,0.14079590781554005,,True,0.01649076517150383,0.022329611731378263,True,3,2,部分收敛/待确认,-0.20527306967984926,0.6935332708528585,0.06382084786353515,0.06006680838141509,-0.011625832540437808,0.09719374456993912,-0.006279434850863463,11.32,11.01,0.11837455830388688,0.14986376021798375,True,2,2026-09-14,沪深主板10%,13,10.016694490818034,13,3,2,1,0,2.7641509433962264,8.764150943396226,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,6,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
301282,金禄电子,41.79,0.0055341674687199305,0.0369727047146402,0.14242755604155288,0.06989247311827951,1.0062409985597696,0.5224043715846995,0.7707627118644067,0.111413043478261,-0.07112691709268737,0.2801843317972352,0.39764194794050367,15316776.4,18713897.0,0.8184707012120458,0.1127788348342055,0.10598098431074672,1.0641421719912207,True,0.02300019368584172,0.04778130764500932,True,3,3,收敛较充分,-0.07112691709268737,0.8869657364888731,0.09672085974097544,0.11142639925473041,0.07662377079033633,0.0949086354490063,-0.03798342541436461,40.48,35.6,0.0323616600790515,0.1738764044943819,True,1,2026-08-17,创业板20%,13,19.993176390310484,12,3,2,1,0,2.6415094339622645,8.641509433962264,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,7,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
603221,爱丽家居,29.22,0.043571428571428594,0.06215921483097042,-0.0435351882160393,-0.026000000000000023,1.4974358974358974,1.420878210439105,1.3320031923383877,0.15486381322957202,-0.1306158881285332,0.3012001548586915,0.5141558220719594,13150404.6,16077956.3,0.8179151849044396,0.04759273950551035,0.06636379370124237,0.7171491690147211,True,0.005386261344351606,-0.012013270473197224,False,3,2,部分收敛/待确认,-0.1306158881285332,0.8187448389760528,0.04057976175637923,0.11749125509219938,0.16564879898597318,0.2026034384292721,0.043571428571428594,25.7,25.7,0.13696498054474704,0.13696498054474704,True,3,2026-08-10,沪深主板10%,15,10.004880429477803,12,3,2,1,0,2.6415094339622645,8.641509433962264,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,7,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
603980,吉华集团,7.86,-0.03676470588235292,0.01945525291828809,-0.007575757575757569,0.11016949152542366,0.2948929159802307,0.17138599105812236,0.2822185970636215,0.10666666666666676,-0.06539833531510109,0.2879019908116386,0.37049645390070957,60626532.0,67276854.3,0.9011499219279044,0.0864538650990843,0.09939943607389562,0.8697621285780001,True,0.016322366743177774,0.022504252256967172,True,3,3,收敛较充分,-0.0986238532110092,0.783375314861461,0.0669200488665671,0.0320399904784574,0.05064928346008579,0.004708381969126707,-0.04379562043795626,7.5,6.91,0.04800000000000004,0.13748191027496381,True,1,2026-09-01,沪深主板10%,25,9.999999999999986,12,3,2,1,0,2.6415094339622645,8.641509433962264,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,7,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
002046,国机精工,59.28,-0.01200000000000001,0.09696521095484822,0.14484356894553874,0.13824884792626735,0.14000000000000012,-0.06777795250825602,0.3521897810218977,0.13703430468461822,-0.0384428223844282,0.1635220125786163,0.8380174786482425,19082046.8,10614082.9,1.7978045752780016,0.04204175370481985,0.02002446093125175,2.099519874675187,False,0.07271140841998114,0.035582547784939855,True,3,2,部分收敛/待确认,-0.22962962962962963,0.6620768789443489,0.12113475177304966,0.056298274841321216,-0.020192928737171933,0.012820472584274656,-0.026441123337165418,54.22,50.21,0.09332349686462571,0.18064130651264687,True,1,2026-09-09,沪深主板10%,25,9.992598075499636,11,3,2,1,0,2.4433962264150946,8.443396226415095,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,10,True,,,97,1.7358490566037736,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限
