股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000007,全新好,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000011,深物业A,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000017,深中华A,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000020,深华发Ａ,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000026,飞亚达,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000048,京基智农,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000059,华锦股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000062,深圳华强,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000070,特发信息,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000428,华天酒店,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000504,南华生物,成功,26,sina,sina,deep-backfill,26,
000505,京粮控股,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000506,招金黄金,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
000510,新金路,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000517,荣安地产,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000520,凤凰航运,成功,26,global-cache+sina,global-cache,per-stock-incremental,10,
000523,红棉股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000526,学大教育,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000536,华映科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000560,我爱我家,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000565,渝三峡Ａ,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000592,平潭发展,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000596,古井贡酒,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000603,盛达资源,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
000620,盈新发展,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000626,远大控股,成功,26,global-cache+sina,global-cache,per-stock-incremental,18,
000628,高新发展,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000635,英 力 特,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000636,风华高科,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000657,中钨高新,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000670,盈方微,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000712,锦龙股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,10,
000716,黑芝麻,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000720,新能泰山,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000721,西安饮食,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000722,湖南发展,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000723,美锦能源,成功,26,global-cache+sina,global-cache,per-stock-incremental,8,
000735,罗 牛 山,成功,26,global-cache+sina,global-cache,per-stock-incremental,8,
000737,北方铜业,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000759,中百集团,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000798,中水渔业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000811,冰轮环境,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000823,超声电子,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000831,中国稀土,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
000833,粤桂股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000859,国风新材,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
000868,安凯客车,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000887,中鼎股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000889,中嘉博创,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000890,法尔胜,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000892,欢瑞世纪,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000912,泸天化,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000930,中粮科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000931,中 关 村,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
000938,紫光股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,18,
000960,锡业股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000962,东方钽业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000975,山金国际,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000977,浪潮信息,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000978,桂林旅游,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
000980,众泰汽车,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000981,山子高科,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000988,华工科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
000989,九芝堂,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
000993,闽东电力,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001210,金房能源,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
001216,华瓷股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001223,欧克科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001232,嘉立创,成功,26,global-cache+sina,global-cache,per-stock-incremental,16,
001258,立新能源,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
001268,联合精密,成功,26,global-cache+sina,global-cache,per-stock-incremental,18,
001277,速达股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001309,德明利,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001326,联域股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
001330,博纳影业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001337,四川黄金,成功,26,global-cache+sina,global-cache,per-stock-incremental,18,
001358,兴欣新材,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001359,平安电工,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
001366,播恩集团,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001378,德冠新材,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001696,宗申动力,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
001896,豫能控股,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002011,盾安环境,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002012,凯恩股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002015,协鑫能科,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002017,东信和平,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002037,保利联合,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002038,双鹭药业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002040,南 京 港,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002041,登海种业,成功,26,global-cache+sina,global-cache,per-stock-incremental,18,
002046,国机精工,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002059,云南旅游,成功,26,global-cache+sina,global-cache,per-stock-incremental,10,
002068,黑猫股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002072,凯瑞德,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002081,金 螳 螂,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002084,海鸥住工,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002094,青岛金王,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002104,恒宝股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002107,沃华医药,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002112,三变科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002124,天邦食品,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002138,顺络电子,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002141,贤丰控股,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
002155,湖南黄金,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002161,远 望 谷,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002165,红 宝 丽,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002171,楚江新材,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002172,澳洋健康,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002174,游族网络,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002180,奔图科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002185,华天科技,成功,26,sina,sina,deep-backfill,26,
002194,武汉凡谷,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002201,九鼎新材,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002212,天融信,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002213,大为股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002222,福晶科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002229,鸿博股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,10,
002232,启明信息,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002235,安妮股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002242,九阳股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002256,兆新股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
002265,建设工业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002277,友阿股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002281,光迅科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002285,世联行,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002295,精艺股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002297,博云新材,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002300,太阳电缆,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002303,美盈森,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002322,理工能科,成功,26,global-cache+sina,global-cache,per-stock-incremental,7,
002328,新朋股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002329,皇氏集团,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002348,高乐股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002349,精华制药,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002354,天娱数科,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002364,中恒电气,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002365,永安药业,成功,26,global-cache+sina,global-cache,per-stock-incremental,8,
002370,亚太药业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002377,国创高新,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002382,蓝帆医疗,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002384,东山精密,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002396,星网锐捷,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002403,爱仕达,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002409,雅克科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002418,康盛股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002421,达实智能,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
002428,云南锗业,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002436,兴森科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002437,誉衡药业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002438,江苏神通,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002442,龙星科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002443,金洲管道,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002445,中南文化,成功,26,global-cache+sina,global-cache,per-stock-incremental,12,
002448,中原内配,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002457,青龙管业,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002463,沪电股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002470,金正大,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002474,榕基软件,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002476,新叶股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,10,
002484,江海股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002487,大金重工,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002491,通鼎互联,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002498,汉缆股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002515,金字火腿,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002517,恺英网络,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002531,天顺风能,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002536,飞龙股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002545,东方铁塔,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002548,金新农,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002552,宝鼎科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002558,巨人网络,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002560,通达股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002564,天沃科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002579,中京电子,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002580,圣阳股份,成功,26,global-cache+sina,global-cache,per-stock-incremental,10,
002582,好想你,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002584,西陇科学,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002585,双星新材,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002589,瑞康医药,成功,26,global-cache+sina,global-cache,per-stock-incremental,11,
002600,领益智造,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
002607,中公教育,成功,26,global-cache+sina,global-cache,per-stock-incremental,9,
002617,露笑科技,成功,26,global-cache+sina,global-cache,per-stock-incremental,20,
