股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000020,深华发Ａ,12.96,0.021276595744680993,-0.009931245225362817,0.055374592833876246,0.10391822827938668,,,,0.10746513535684993,-0.14001327140013264,0.23423423423423417,0.4587934624850133,11097172.6,11142849.8,0.9959007614012709,0.05553796558195818,0.06112661785936803,0.9085725257977224,True,-0.045522836538461675,0.008075059601630352,False,3,2,部分收敛/待确认,-0.14001327140013264,0.47381546134663355,0.004456500678163167,,,,-0.039999999999999925,12.19,12.19,0.0631665299425761,0.0631665299425761,True,3,2026-09-08,沪深主板10%,18,10.044052863436125,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000070,特发信息,17.7,-0.015572858731924377,0.03146853146853146,0.14046391752577314,0.17529880478087634,,,,0.13920099875156058,-0.03013698630136985,0.16644823066841422,0.8363020633656747,96798862.0,70753484.6,1.3681144122758868,0.11370368229899605,0.08258675993816256,1.3767785827187375,False,0.03451581975071916,0.03410273679054665,True,3,2,部分收敛/待确认,-0.03013698630136985,0.86682808716707,0.08382830200232694,,,,-0.005617977528090012,16.02,15.35,0.10486891385767794,0.15309446254071668,True,1,2026-08-25,沪深主板10%,18,9.993155373032181,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000565,渝三峡Ａ,6.64,0.010654490106544845,-0.06872370266479666,0.048973143759873494,0.1048252911813643,,,,0.14622641509433956,-0.16055625790139072,0.2615629984051038,0.5590485503911639,28694642.4,27137782.8,1.0573687103133569,0.055449345354951225,0.06258826046279146,0.8859384323025833,True,-0.06713286713286715,0.010611643330876941,False,3,2,部分收敛/待确认,-0.16055625790139072,0.3923444976076552,0.011501256759844702,,,,-0.08916323731138553,6.36,6.33,0.04402515723270439,0.048973143759873494,True,2,2026-09-09,沪深主板10%,18,9.966777408637872,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000635,英 力 特,7.29,0.021008403361344685,0.0013736263736263687,-0.052015604681404426,0.16267942583732076,,,,0.05485232067510544,-0.13727810650887562,0.29800307219662053,0.18406629257470952,11114412.4,25639615.7,0.4334859199937229,0.027518256401938702,0.06989703004485445,0.3936970767467464,True,-0.016747703943814307,-0.016922051965356455,False,3,2,部分收敛/待确认,-0.13727810650887562,0.48672566371681425,0.02236869784727591,,,,-0.028000000000000025,7.11,7.11,0.025316455696202445,0.025316455696202445,True,2,2026-09-02,沪深主板10%,18,10.060975609756095,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000670,盈方微,7.87,0.030104712041884918,0.0678426051560379,0.1275071633237821,0.10689170182841057,,,,0.10709318497913763,-0.011306532663316604,0.11661807580174924,0.9183240611961054,79259796.8,44024740.2,1.8003467241358075,0.09723807395107262,0.053903351549023225,1.8039337287336943,False,0.0464607816343261,0.02712427345696078,True,3,2,部分收敛/待确认,-0.011306532663316604,0.9347826086956522,0.08469436978843636,,,,-0.011306532663316604,7.19,6.95,0.09457579972183594,0.13237410071942435,True,1,2026-08-17,沪深主板10%,4,10.072992700729944,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000798,中水渔业,10.15,-0.01742497579864466,-0.043355325164938674,0.0009861932938854956,0.16399082568807333,,,,0.08171603677221663,-0.21742482652274475,0.4174863387978142,0.195733438865388,34085008.2,52017556.5,0.6552596948685969,0.08739684167733505,0.14218810165244108,0.6146565054435033,True,-0.07742639040348953,0.01681698609545257,False,3,2,部分收敛/待确认,-0.21742482652274475,0.40254237288135597,0.0009368374340517072,,,,-0.041548630783758256,9.79,9.79,0.036772216547497516,0.036772216547497516,True,4,2026-09-09,沪深主板10%,18,10.000000000000009,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001210,金房能源,29.2,0.032531824611032434,0.07313487688349873,0.03766879886282859,0.01919720767888311,,,,0.09259259259259259,-0.0673906100287448,0.16828358208955216,0.5502176233883553,4655447.2,9338957.7,0.49849751434252676,0.0303049959019978,0.06679430080881514,0.4537063122906186,True,0.017227933356965597,-0.005744525293319036,True,3,3,收敛较充分,-0.0673906100287448,0.7451690821256038,0.027156324750245986,,,,0.0,27.0,26.8,0.08148148148148149,0.08955223880597019,True,1,2026-08-20,沪深主板10%,4,10.018484288354902,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002040,南 京 港,9.28,-0.0010764262648008671,0.005417118093174356,0.03340757238307335,0.04269662921348294,,,,0.17341040462427745,-0.15482695810564673,0.2723059096176129,0.6368220391095808,48071116.2,30477237.5,1.5772793121423818,0.08822457540516158,0.0627006317918404,1.407076338529698,False,-0.040041279669762675,0.005672089041095951,False,3,1,结构未成熟,-0.15482695810564673,0.4256756756756755,0.01759964910356926,,,,-0.08571428571428585,8.65,8.65,0.07283236994219644,0.07283236994219644,True,2,2026-09-09,沪深主板10%,18,10.033076074972435,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002107,沃华医药,6.86,0.025411061285500747,0.017804154302670572,0.0058651026392961825,0.09760000000000013,,,,0.08641975308641969,-0.0767160161507402,0.12405446293494696,0.6966275218307739,17764895.4,33503755.5,0.5302359432511976,0.030726998851485526,0.053708189023195935,0.5721101271579814,True,-0.023228803716608626,-0.007942238267148016,False,3,2,部分收敛/待确认,-0.0767160161507402,0.5928571428571431,0.007490086650022043,,,,-0.024182076813655695,6.48,6.48,0.058641975308642014,0.058641975308642014,True,2,2026-09-01,沪深主板10%,18,10.045662100456632,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002138,顺络电子,52.52,0.05187262167033846,0.09166493452504687,0.180489997752304,0.051661994393272126,,,,0.1335476956055735,-0.006807866868381196,0.13958238765320014,0.9567660924197675,31328064.4,26611059.8,1.1772572996134485,0.04087985576539206,0.03472465686032689,1.177257299613449,False,0.04416807833739611,0.03707134286255598,True,3,2,部分收敛/待确认,-0.02920517560073932,0.8426294820717133,0.0889487870619945,,,,0.020796890184645367,46.65,44.8,0.12583065380493053,0.17232142857142874,True,1,2026-09-07,沪深主板10%,18,10.002247696111466,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,335,2,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
