股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000059,华锦股份,5.58,-0.03626943005181349,-0.029565217391304355,0.0017953321364452268,0.2210065645514223,,,,0.11615245009074421,-0.10719999999999996,0.36462882096069865,0.3185498331829991,73791215.4,93539995.9,0.7888734085351825,0.046336770804275035,0.05848395421338413,0.7922988694507733,True,-0.004792879150975815,0.03367003367003374,True,3,3,收敛较充分,-0.10719999999999996,0.6171428571428572,0.04260089686098656,,,,-0.09268292682926838,5.51,5.51,0.012704174228675091,0.012704174228675091,True,3,2026-09-08,沪深主板10%,25,10.079051383399218,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000070,特发信息,17.16,0.060568603213844385,0.10567010309278357,0.07856693903205536,0.11937377690802342,,,,0.1596091205211727,-0.035955056179775347,0.18220338983050835,0.8759942428603904,88939273.6,64040953.9,1.3887874583954314,0.08922512812488809,0.07475158171856645,1.1936219418180787,False,0.033671298034797736,0.010902938780625204,True,3,2,部分收敛/待确认,-0.035955056179775347,0.8341968911917097,0.08924717532055348,,,,0.015384615384615552,15.35,15.26,0.11791530944625417,0.1245085190039319,True,1,2026-08-25,沪深主板10%,25,9.993155373032181,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000592,平潭发展,7.75,-0.06287787182587656,0.03471295060080104,0.10556348074179756,0.19969040247678027,,,,0.1256544502617801,-0.09883720930232553,0.2891566265060242,0.4345549738219894,441826944.4,225198157.6,1.9619474204792517,0.2440953507200633,0.1175912722738744,2.075794793269659,False,0.07731819410651508,0.05759162303664911,True,3,2,部分收敛/待确认,-0.09883720930232553,0.6953405017921148,0.11824543683716904,,,,-0.08500590318772139,7.64,6.64,0.014397905759162333,0.16716867469879526,True,2,2026-09-04,沪深主板10%,25,10.016155088852985,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000626,远大控股,9.32,-0.0189473684210526,-0.015839493136219684,-0.009564293304994642,0.21354166666666674,,,,0.15384615384615388,-0.11238095238095236,0.2219419924337957,0.6931818181818183,32454904.6,25510608.9,1.272212071739299,0.0662553229293493,0.0505848956579368,1.3097847107835991,False,0.029756915339480106,0.02912093882429656,True,3,2,部分收敛/待确认,-0.11238095238095236,0.624203821656051,0.05061436140232223,,,,-0.09338521400778199,9.1,8.68,0.024175824175824312,0.07373271889400934,True,1,2026-08-28,沪深主板10%,25,10.058479532163744,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000628,高新发展,54.95,-0.0010907107798581173,0.029026217228464546,0.141936824605154,0.3865758263941459,,,,0.0984416571645762,-0.05209591167845429,0.28508091332298824,0.3453112873012467,12880004.4,16036837.1,0.8031511650137046,0.06832752124137823,0.08342153111457826,0.819063380022735,True,0.01942108787856256,0.048455386545397605,True,3,3,收敛较充分,-0.05209591167845429,0.8497512437810948,0.1179947304706972,,,,-0.04401530967292966,52.62,47.31,0.04427974154313952,0.16148805749313033,True,1,2026-08-21,沪深主板10%,12,9.99272374484599,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000635,英 力 特,7.28,-0.042105263157894646,-0.053315994798439514,0.1063829787234043,0.11485451761102605,,,,0.0902777777777777,-0.1384615384615384,0.3651050080775442,0.2472652409046214,23844570.2,15881571.0,1.5013987092334882,0.07483987360886372,0.04329529187703421,1.7285915018524727,False,-0.01709176965553494,0.04314827828531276,False,3,1,结构未成熟,-0.1384615384615384,0.4823008849557524,0.0532407407407407,,,,-0.07261146496815274,7.2,6.51,0.011111111111111072,0.11827956989247324,True,2,2026-09-02,沪深主板10%,25,10.060975609756095,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000670,盈方微,7.37,0.019363762102351245,0.055873925501432664,0.05436337625178833,0.07591240875912408,,,,0.07338129496402875,-0.07412060301507539,0.16413373860182373,0.4470823341326936,41365764.6,47087224.7,0.878492305790959,0.0282035015092183,0.05670084933955634,0.4974088014153013,True,0.007289038407625403,0.012014134275618593,True,3,3,收敛较充分,-0.07412060301507539,0.5724637681159421,0.02660537679342534,,,,0.004087193460490468,6.95,6.86,0.060431654676258884,0.07434402332361523,True,1,2026-08-17,沪深主板10%,12,10.072992700729944,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000716,黑芝麻,5.4,-0.027027027027026973,-0.01098901098901095,-0.04761904761904756,0.0609037328094304,,,,0.11257035647279542,-0.13875598086124385,0.34838709677419333,0.3231186158015426,58397968.8,82377711.9,0.708904962921166,0.08686104245618895,0.11196820622999348,0.7757652406949165,True,0.018391633609808666,0.01554310500632572,True,3,3,收敛较充分,-0.13875598086124385,0.4695121951219516,0.0010195569561590734,,,,-0.07534246575342463,5.33,5.28,0.013133208255159623,0.022727272727272707,True,1,2026-08-18,沪深主板10%,12,10.037878787878785,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000720,新能泰山,3.98,0.031088082901554515,0.041884816753926746,0.01790281329923271,0.033766233766233666,,,,0.0771276595744681,-0.01728395061728394,0.11516853932584273,0.6696938245978203,29092444.6,36227470.6,0.8030492915505948,0.0148194445963506,0.028831325400895925,0.5140049716857654,True,0.008350730688935215,0.0010370754472386334,True,3,3,收敛较充分,-0.029268292682926744,0.8000000000000005,0.041067224692649784,,,,0.02051282051282044,3.76,3.76,0.0585106382978724,0.0585106382978724,True,1,2026-08-12,沪深主板10%,12,10.081743869209813,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000890,法尔胜,8.38,-0.005931198102016477,-0.015276145710928168,-0.025581395348837077,0.1401360544217689,,,,0.1677018633540372,-0.13070539419087135,0.393063583815029,0.4266532700036534,61759303.2,62556273.9,0.9872599397260456,0.14071913865514699,0.14912421730212563,0.9436370644618375,True,-0.014585232452142272,0.004460711426284014,False,3,2,部分收敛/待确认,-0.13070539419087135,0.5367647058823531,0.02288678669514832,,,,-0.08515283842794752,8.05,7.98,0.0409937888198757,0.05012531328320802,True,3,2026-09-08,沪深主板10%,25,10.068965517241391,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,402,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
