股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000737,北方铜业,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
000759,中百集团,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
000833,粤桂股份,成功,25,sina,sina,deep-backfill,25,
000930,中粮科技,成功,25,sina,sina,deep-backfill,25,
000978,桂林旅游,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
000980,众泰汽车,成功,25,sina,sina,deep-backfill,25,
000988,华工科技,成功,25,sina,sina,deep-backfill,25,
002011,盾安环境,成功,25,sina,sina,deep-backfill,25,
002068,黑猫股份,成功,25,sina,sina,deep-backfill,25,
002081,金 螳 螂,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
002295,精艺股份,成功,25,sina,sina,deep-backfill,25,
002463,沪电股份,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
002470,金正大,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
002498,汉缆股份,成功,25,sina,sina,deep-backfill,25,
002636,金安国纪,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
002639,雪人集团,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
002790,瑞尔特,成功,25,sina,sina,deep-backfill,25,
002815,崇达技术,成功,25,sina,sina,deep-backfill,25,
002988,豪美新材,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
300553,集智股份,成功,25,sina,sina,deep-backfill,25,
300852,四会富仕,成功,25,sina,sina,deep-backfill,25,
300913,兆龙互连,成功,25,sina,sina,deep-backfill,25,
300939,秋田微,成功,25,sina,sina,deep-backfill,25,
301282,金禄电子,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
600176,中国巨石,成功,25,sina,sina,deep-backfill,25,
600359,新农开发,成功,25,sina,sina,deep-backfill,25,
600362,江西铜业,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
600522,中天科技,成功,25,sina,sina,deep-backfill,25,
600596,新安股份,成功,25,sina,sina,deep-backfill,25,
600792,云煤能源,成功,25,sina,sina,deep-backfill,25,
603042,华脉科技,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
603938,三孚股份,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
605077,华康股份,成功,25,sina,sina,deep-backfill,25,
688001,华兴源创,成功,25,sina,sina,deep-backfill,25,
688135,利扬芯片,成功,25,sina,sina,deep-backfill,25,
688293,奥浦迈,成功,25,global-cache+sina,global-cache,per-stock-incremental,16,
688807,优迅股份,成功,25,sina,sina,deep-backfill,25,
