股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000520,凤凰航运,4.53,0.024886877828054432,0.0811455847255369,0.0837320574162681,0.13819095477386933,,,,0.10551558752997611,-0.02580645161290329,0.1259079903147701,0.8380372624976941,89437182.4,38043554.1,2.3509155365691767,0.10365030948295988,0.03758934494191485,2.757438567847514,False,0.03445065176908746,0.01571663148017821,True,3,2,部分收敛/待确认,-0.02580645161290329,0.8604651162790697,0.0682702511496287,,,,-0.017353579175705014,4.17,4.13,0.08633093525179869,0.09685230024213087,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
000526,学大教育,37.42,-0.025520833333333215,0.0002673082063620047,0.048179271708683524,0.03685231366029362,,,,0.06826976229961301,-0.04272192376566897,0.15396024918421827,0.44342460252792976,3666540.0,7201903.5,0.509107071484643,0.029309819860943203,0.059287852629662595,0.4943646727100226,True,0.007774118663283591,0.01825109755087384,True,3,3,收敛较充分,-0.04272192376566897,0.808924485125858,0.0355754196128355,,,,-0.027041081643265685,36.18,34.61,0.03427307904919852,0.08119040739670624,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
000536,华映科技,3.57,-0.024590163934426257,-0.05053191489361697,-0.005571030640668551,0.04692082111436946,,,,0.07627118644067797,-0.09848484848484851,0.28155339805825247,0.27089421390999413,76525217.0,95745889.0,0.7992532922222906,0.029577998072835437,0.03465183846141781,0.8535765888949381,True,-0.02421959095801951,0.02413019079685741,False,3,2,部分收敛/待确认,-0.09848484848484851,0.5568181818181817,0.03238866396761142,,,,-0.06299212598425208,3.54,3.46,0.008474576271186418,0.03179190751445082,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
000721,西安饮食,7.57,-0.015604681404421394,0.03698630136986303,0.0860832137733143,0.11487481590574378,,,,0.12028985507246377,-0.02069857697283317,0.19527559055118116,0.6160004675081813,44906003.8,27888018.0,1.6102257177257988,0.08776777324705116,0.05443048098097399,1.612474695524556,False,0.02936288088642658,0.039862837548221286,True,3,2,部分收敛/待确认,-0.02069857697283317,0.8840579710144927,0.09109253387143257,,,,-0.003947368421052588,6.9,6.75,0.09710144927536235,0.12148148148148152,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
000723,美锦能源,3.89,0.002577319587628857,0.013020833333333481,0.002577319587628857,0.07458563535911611,,,,0.06249999999999999,-0.05811138014527839,0.1936416184971098,0.3227611940298507,88983621.8,167990624.9,0.5296939746070317,0.0188201150252508,0.03822159187588687,0.4923948507001871,True,-0.011935651271406389,-0.00361197110423106,False,3,2,部分收敛/待确认,-0.05811138014527839,0.6571428571428574,0.0288283522877546,,,,-0.002564102564102555,3.68,3.68,0.057065217391304435,0.057065217391304435,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
000890,法尔胜,8.94,-0.02401746724890841,-0.021881838074398363,0.12030075187969902,0.16558018252933504,,,,0.1421628189550425,-0.0726141078838175,0.393063583815029,0.3616789364591522,59317306.0,52971966.5,1.1197867460706787,0.1252641556183934,0.12627675132784594,0.9919811390552519,True,-0.020188425302826496,0.04938857889113146,False,3,2,部分收敛/待确认,-0.0726141078838175,0.7426470588235291,0.10493140526510936,,,,-0.046908315565032166,8.23,7.98,0.08626974483596594,0.12030075187969902,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
001210,金房能源,28.3,-0.07060755336617397,-0.05287817938420347,0.04005880191106215,0.28870673952641157,,,,0.13152173913043474,-0.09613541999361219,0.21403644823575027,0.6144829080025204,11729766.4,9289045.4,1.262752618261506,0.07327750202803963,0.06962264269875618,1.0524952686024478,False,-0.008094388805048536,0.023040497561665152,True,3,2,部分收敛/待确认,-0.09613541999361219,0.7122370936902487,0.017400057520851497,,,,-0.08562197092084001,27.6,27.11,0.0253623188405796,0.04389524160826275,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
001223,欧克科技,42.06,0.04861630516080795,0.07597851112816567,0.0515000000000001,0.013982642237222898,,,,0.12532637075718028,-0.024129930394431565,0.12368421052631587,1.0132770401644358,2222058.0,1595473.3,1.3927265345023323,0.029788090369462367,0.02284639320224295,1.3038421472382744,False,0.020368869071746953,0.008499723381783175,True,3,1,结构未成熟,-0.024129930394431565,0.8395061728395063,0.0402908659197152,,,,0.012274368231047106,38.3,38.0,0.09817232375979135,0.10684210526315785,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
001268,联合精密,25.25,-0.015594541910331383,-0.018655266226195066,0.02851323828920571,0.2915601023017902,,,,0.0793456032719837,-0.06446832160059279,0.3770408163265304,0.21044300732488244,3749921.6,8053118.2,0.4656483993988813,0.045086659333360035,0.08536486776001559,0.5281641091521536,True,-0.008743169398907069,0.03062412201485043,True,3,3,收敛较充分,-0.06446832160059279,0.7865030674846627,0.08044501497646572,,,,-0.04028886354998096,24.45,23.05,0.0327198364008181,0.0954446854663773,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
001330,博纳影业,5.86,-0.042483660130718914,0.01736111111111116,0.1490196078431374,0.07522935779816509,,,,0.1660714285714287,-0.10260336906584988,0.341991341991342,0.4856012658227852,218295904.4,97286580.7,2.243843938488836,0.20746767992298817,0.08366238530151592,2.479820282140927,False,0.027110501029512513,0.06696263411024761,True,3,2,部分收敛/待确认,-0.10260336906584988,0.6492146596858639,0.09491778774289994,,,,-0.07716535433070859,5.6,5.0,0.046428571428571486,0.17200000000000015,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,189,7,入选：阶段1分=8；软容量150-200只，本次实际189只
