股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002702,海欣食品,5.32,0.035019455252918386,0.029013539651837617,0.09465020576131677,0.20090293453724617,0.04930966469428011,,0.09650924024640652,-0.0037453183520598232,-0.14193548387096777,0.6106194690265487,0.0657051282051282,0.027829050120687038,-0.011485851519264845,,0.0037735849056603765,4.87,4.72,0.0924024640657084,0.12711864406779672,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
002724,海洋王,7.15,0.03623188405797095,0.10510046367851622,0.33395522388059695,0.4895833333333335,0.35416666666666674,,0.11782477341389731,-0.041554959785522705,-0.11290322580645162,0.7323529411764705,0.1482254697286014,0.05953169204839592,0.0351362523450669,,0.021428571428571574,6.62,5.63,0.08006042296072513,0.26998223801065735,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
002913,奥士康,63.43,0.030376868096166243,0.07892498724272845,0.259031361651449,0.13065953654188944,0.27395059248845155,,0.11099656357388304,-0.019022579647386295,-0.10232097367676196,0.7940757618911992,0.08159263364310698,0.06461112875900055,0.022335515325504485,,-0.006733479486376481,58.2,54.71,0.08986254295532636,0.1593858526777554,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
300839,博汇股份,13.19,0.043512658227848,-0.06586402266288949,0.22016651248843644,0.14895470383275256,-0.10211027910142956,,0.09813463098134624,-0.0711267605633803,-0.3640308582449373,0.3388791593695271,0.09857160704618328,0.040445504210558036,-0.03396558117815085,,0.003041825095057016,12.33,12.33,0.0697485806974858,0.0697485806974858,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
301227,森鹰窗业,35.17,0.03776925346709947,0.1569078947368423,0.3906682483194941,0.6660350544765514,0.3118239462886985,,0.11499999999999999,-0.014293721973094087,-0.014293721973094087,0.974702380952381,0.17051902883863357,0.11576606442344861,0.06545311810019117,,0.013252664938058212,32.0,29.91,0.09906250000000005,0.17586091608157806,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
301251,威尔高,55.64,0.03651266766020855,0.16134418701732423,0.29727209139659605,0.19887955182072847,0.2017278617710585,,0.07699619771863113,-0.017828773168579004,-0.08667104399212078,0.8462882096069869,0.12640699651793663,0.09206595474276646,0.015247114178401633,,-0.01522123893805305,52.6,45.0,0.05779467680608352,0.23644444444444446,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
600186,莲花控股,12.38,0.04384485666104565,0.12341197822141581,0.27892561983471076,0.12545454545454549,0.06540447504302938,,0.13533151680290648,-0.07473841554559046,-0.22284996861268036,0.6450000000000001,0.07019363762102371,0.05441838897721274,0.02050955799933374,,0.018092105263157965,11.01,10.8,0.12443233424159872,0.14629629629629637,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
600547,山东黄金,37.89,0.027107617240444526,0.16548754229467866,0.3124350536889504,0.5528688524590164,0.4022945965951148,,0.14434523809523814,-0.014564369310793301,-0.20415879017013228,0.6156583629893239,0.1385387400652054,0.0648830266637912,0.04776865228577076,,-0.005250721974271566,33.6,33.6,0.1276785714285713,0.1276785714285713,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
600698,湖南天雁,7.68,0.042062415196743475,0.1671732522796352,0.15488721804511263,0.34736842105263155,0.23076923076923062,,0.1195499296765119,-0.035175879396984966,-0.14666666666666672,0.628169014084507,0.08735664731700399,0.042905286454403724,0.014884205048139254,,0.026737967914438387,7.11,6.38,0.08016877637130793,0.20376175548589348,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
600737,中粮糖业,16.51,0.0576553491351699,0.13548830811554358,0.18266475644699143,0.45334507042253547,0.27,,0.1720136518771332,-0.03843913803145016,-0.03843913803145016,0.9130434782608695,0.1222894432737407,0.04615308101656157,0.02548151692786238,,0.029943855271366226,14.65,14.21,0.12696245733788403,0.16185784658691071,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
600801,华新建材,24.06,0.03040685224839379,0.056189640035118504,0.1211556383970176,0.3554929577464787,0.3183561643835615,,0.06628870475359788,-0.019959266802444087,-0.019959266802444087,0.9493278179937951,0.03306139974237876,0.029249214786180255,0.04051534158331904,,-0.011097410604192337,22.93,22.32,0.04928041866550359,0.07795698924731176,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
601118,海南橡胶,6.79,0.04461538461538472,0.0951612903225807,0.273921200750469,0.4028925619834711,0.22342342342342336,,0.12580645161290327,-0.027220630372492893,-0.1907032181168058,0.5800524934383201,0.13072439633638622,0.057718621719119234,0.0023853779429987565,,-0.011644832605531286,6.2,5.73,0.0951612903225807,0.1849912739965096,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
601886,江河集团,13.75,0.021545319465081647,0.03930461073318203,0.510989010989011,0.7973856209150325,0.5363128491620113,,0.08443067389620448,-0.03169014084507038,-0.03169014084507038,0.9354375896700144,0.08216590587124206,0.08070108470910076,0.08604548302679582,,-0.017857142857142905,12.91,12.81,0.06506584043377228,0.07338017174082734,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603188,亚邦股份,5.07,0.04752066115702491,0.08102345415778256,0.25806451612903225,0.3033419023136248,0.18457943925233655,,0.11157894736842111,-0.03977272727272729,-0.1026548672566372,0.7444933920704846,0.09137875363254766,0.04348517370220217,0.010863053636327669,,0.014000000000000012,4.75,4.46,0.06736842105263174,0.13677130044843056,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603318,水发燃气,10.14,0.026315789473684292,0.1266666666666667,0.1291759465478841,0.29833546734955196,0.195754716981132,,0.08094262295081976,-0.03886255924170612,-0.3284768211920529,0.36246786632390754,0.07358390682901006,0.0324901630129284,0.01370090969602833,,-0.011695906432748426,9.76,8.64,0.03893442622950838,0.17361111111111116,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603330,天洋新材,11.49,0.025892857142857162,0.14101290963257207,0.5958333333333332,0.4525916561314791,0.34701055099648315,,0.16731517509727634,-0.11136890951276102,-0.11136890951276102,0.8059299191374664,0.1449925261584455,0.09372958850424573,0.062412698412698475,,-0.019624573378839605,10.28,8.59,0.11770428015564205,0.33760186263096625,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603333,福华尚纬,10.31,0.0248508946322068,0.18778801843317972,0.19190751445086707,0.30012610340479196,0.218676122931442,,0.05348133198789096,-0.04889298892988925,-0.04889298892988925,0.8531855955678672,0.08258518401848058,0.040760663686643106,0.02473323019556517,,0.0019436345966958868,9.91,8.55,0.04036326942482349,0.20584795321637417,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603400,华之杰,48.38,0.04945770065075927,0.027830890163586197,0.07582832999777644,0.2671555788370876,0.01638655462184868,,0.1256604640477831,-0.06566241792197758,-0.29761904761904756,0.4599578503688094,0.0527346512462874,0.042841518186119476,-0.01995731869974471,,0.017455310199789853,43.53,42.46,0.11141741327819887,0.13942534149788033,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603848,好太太,13.88,0.02359882005899716,0.08522283033620037,0.033507073715562274,0.018341892883345645,-0.007862759113652529,,0.04444444444444442,-0.05320600272851295,-0.22846025569760964,0.29259896729776275,0.018229835307926656,0.016708122911484713,-0.003988548217387922,,-0.011396011396011319,13.5,12.69,0.028148148148148255,0.09377462568951933,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603912,佳力图,9.41,0.022826086956521774,0.12559808612440193,0.20641025641025657,0.28904109589041105,0.10187353629976603,,0.10569105691056913,-0.011554621848739455,-0.22742200328407225,0.5421487603305786,0.09348672360699561,0.04950877343515381,0.00029493553551884766,,0.016198704103671746,8.61,8.07,0.0929152148664345,0.16604708798017342,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
603955,大千生态,21.73,0.026452527161076933,0.13531870428422144,0.05281007751937983,0.21261160714285698,-0.12765957446808507,,0.08663366336633664,-0.017186793306196213,-0.22806394316163403,0.44892703862660954,0.07223921839534198,0.031006426910980434,-0.025097820926310965,,0.006484483557202436,20.2,19.02,0.07574257425742581,0.14248159831756047,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,50,31,12,入选：阶段2分=12；软容量30-50只，本次实际31只
000007,全新好,12.93,0.005443234836703059,0.17652411282984537,0.3539267015706804,0.15446428571428572,-0.01523229246001534,,0.06386418755052554,-0.01747720364741645,-0.27318718381112983,0.495850622406639,0.1095855144597957,0.05703508600786922,0.008403856928021813,,-0.0038520801232666546,12.37,10.93,0.045270816491511656,0.18298261665141813,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
000523,红棉股份,3.6,0.06824925816023741,0.17263843648208477,0.21212121212121215,0.358490566037736,0.22033898305084731,,0.1557632398753894,-0.029649595687331498,-0.04255319148936165,0.8730158730158732,0.1124845488257109,0.03977335851572028,0.02058189026878887,,0.022727272727272707,3.21,3.09,0.12149532710280386,0.16504854368932054,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
000526,学大教育,37.41,-0.018110236220472586,-0.042977743668457524,0.05380281690140842,0.4011235955056178,0.4284077892325313,,0.12048540884137537,-0.042977743668457524,-0.042977743668457524,0.8901242642249833,0.04549773629199039,0.035189841220149454,0.04323390982259734,,0.014370932754880439,34.61,33.71,0.08090147356255417,0.10975971521803607,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
000596,古井贡酒,101.0,-0.0016803400217455522,0.1141753998896855,0.04587345966656309,0.3287725299302722,0.19852853921917646,,0.11355191256830602,-0.03191795265024444,-0.09009009009009006,0.7410668047643708,0.057453212930244524,0.013536530382944667,0.01977889166931357,,0.0011895321173671647,91.5,89.01,0.10382513661202175,0.1347039658465341,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
000720,新能泰山,3.9,0.0025706940874035134,0.07734806629834257,0.09243697478991608,0.19631901840490795,-0.16309012875536488,,0.044736842105263255,-0.04878048780487798,-0.4568245125348189,0.21531100478468898,0.022146507666098714,0.03278535400709903,-0.054475209272376035,,-0.012658227848101333,3.8,3.5,0.026315789473684292,0.11428571428571432,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
000721,西安饮食,7.3,-0.03820816864295129,0.1248073959938365,0.11280487804878048,0.32969034608378855,0.19476268412438613,,0.12444444444444443,-0.03820816864295129,-0.14117647058823535,0.620253164556962,0.08212273940112658,0.03369258135398123,0.012647508741258973,,-0.00815217391304357,6.75,6.35,0.08148148148148149,0.14960629921259838,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
000889,中嘉博创,4.07,0.0,0.09408602150537626,0.03826530612244916,0.3432343234323434,0.10899182561307907,,0.04846938775510214,-0.0915178571428572,-0.30899830220713065,0.40131578947368435,0.0185185185185186,0.021818816547390485,0.003776847469967093,,0.0,3.92,3.7,0.03826530612244916,0.10000000000000009,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002012,凯恩股份,7.35,0.009615384615384581,0.11702127659574457,0.14130434782608692,0.2068965517241379,-0.04296875,,0.07737226277372267,-0.004065040650406582,-0.23834196891191717,0.5137420718816067,0.08591268375563255,0.05118989271905461,-0.022278673948939454,,0.009615384615384581,6.85,6.42,0.07299270072992692,0.1448598130841121,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002037,保利联合,7.05,-0.0028288543140029265,0.053811659192825045,0.03372434017595305,0.1691542288557213,0.014388489208633004,,0.03498542274052468,-0.0832249674902471,-0.23202614379084963,0.39142857142857146,0.00541928123217339,0.02681126675704193,-0.008256349585923806,,0.0014204545454545858,6.86,6.62,0.027696793002915276,0.06495468277945604,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002229,鸿博股份,12.12,0.002481389578163684,0.12014787430683915,0.12118408880666043,0.24563206577595054,-0.1838383838383839,,0.10842293906810027,-0.14647887323943665,-0.39940535183349857,0.3063683304647159,0.026379303044417046,0.04188304704544743,-0.03764179628113673,,-0.013832384052074875,11.16,10.3,0.08602150537634401,0.17669902912621338,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002322,理工能科,12.9,0.0007757951900697613,0.09414758269720114,0.1966604823747682,0.3285272914521111,0.2239089184060723,,0.07786885245901648,-0.08575478384124724,-0.12660798916723082,0.6511194029850748,0.0696960902193291,0.04093549649339301,0.019455008328880696,,-0.00462962962962965,12.2,11.54,0.057377049180328044,0.11785095320623928,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002329,皇氏集团,4.0,-0.01477832512315258,0.04986876640419946,0.21580547112462,0.21580547112462,0.19047619047619047,,0.06770833333333329,-0.15074309978768574,-0.1869918699186992,0.6101694915254238,0.029601029601029616,0.03521858181474835,-0.006147944127483762,,-0.0024937655860348684,3.84,3.41,0.04166666666666674,0.17302052785923738,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002476,新叶股份,5.09,-0.00391389432485334,0.03877551020408143,0.1186813186813187,0.12610619469026552,0.009920634920634885,,0.02579365079365077,-0.01737451737451734,-0.20219435736677116,0.45569620253164556,0.0401553080617143,0.03209102180730783,-0.005546447134335497,,-0.013565891472868241,5.04,4.81,0.009920634920634885,0.058212058212058215,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002548,金新农,4.57,-0.0021834061135370675,0.1396508728179553,0.09330143540669877,0.1283950617283951,0.14250000000000007,,0.1220095693779906,-0.02558635394456288,-0.29692307692307685,0.36513157894736853,0.07923013342779561,0.02028364116094994,0.012193078018939207,,0.024663677130045025,4.18,3.97,0.09330143540669877,0.1511335012594459,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002580,圣阳股份,22.19,0.012317518248175174,0.11395582329317255,0.16117216117216127,0.24453168816601245,0.07405614714424003,,0.10921501706484633,-0.044358311800172134,-0.3908866318967883,0.40418410041841013,0.05390643552600349,0.0542809859768314,-0.016524828554903892,,-0.011140819964349347,20.51,18.87,0.0819112627986347,0.17594064652888175,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002734,利民股份,16.57,-0.0071899340922708666,0.12951601908657118,0.09300791556728227,0.02664188351920682,0.042138364779874316,,0.10858257477243172,-0.028152492668621742,-0.25326723749436686,0.4642516682554814,0.056760204081632626,0.031906811851101446,-0.010172896949188437,,0.01159951159951178,15.38,14.34,0.07737321196358904,0.1555090655509066,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002827,高争民爆,60.15,-0.026226323457989364,0.07410714285714293,0.34383378016085797,1.626637554585153,1.3063650306748467,,0.13878152033867108,-0.027957336780866204,-0.027957336780866204,0.9564012096774193,0.05595786701777494,0.13724924793865045,0.1549576901056302,,-0.013934426229508245,54.33,52.0,0.1071231363887355,0.15673076923076912,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
002829,星网宇达,21.57,0.0,0.08994441637190498,0.039017341040462394,0.3380893300248138,-0.002773925104022079,,0.11960985626283359,-0.032735426008968616,-0.2212996389891696,0.4760683760683761,0.04846157585184474,0.00148741418764331,-0.028400672146481565,,0.027632205812291755,19.48,18.61,0.1072895277207393,0.15905427189682975,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,32,False,30,50,31,12,未入选：满足基础条件，但位于本次软容量边界之外（30-50只）
