股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000720,新能泰山,3.98,0.031088082901554515,0.041884816753926746,0.01790281329923271,0.033766233766233666,0.30491803278688523,-0.014851485148514865,,0.0771276595744681,-0.01728395061728394,0.11516853932584273,0.6696938245978203,29092444.6,36227470.6,0.8030492915505948,0.0148194445963506,0.028831325400895925,0.5140049716857654,True,0.008350730688935215,0.0010370754472386334,True,3,3,收敛较充分,-0.4456824512534818,0.23444976076555024,0.04106722469264956,0.020605626231858132,-0.025491689440437115,,0.02051282051282044,3.76,3.76,0.0585106382978724,0.0585106382978724,True,1,2026-08-12,沪深主板10%,12,10.081743869209813,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002212,天融信,6.73,0.027480916030534486,0.012030075187969835,-0.028860028860028808,0.013554216867470048,0.27703984819734373,0.09430894308943083,,0.06572769953051642,-0.028860028860028808,0.15116279069767447,0.43481401227880084,61129283.6,66127353.8,0.9244175078422691,0.0544612319448313,0.05667172310133926,0.9609948130118579,True,-0.0006033182503769607,0.005460336720764181,True,3,3,收敛较充分,-0.15980024968789008,0.5586206896551725,0.03809964522597564,0.011360147374884777,0.009293832274944736,,-0.011747430249632762,6.39,6.3,0.05320813771518007,0.06825396825396846,True,2,2026-08-28,沪深主板10%,25,10.000000000000009,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000670,盈方微,7.37,0.019363762102351245,0.055873925501432664,0.05436337625178833,0.07591240875912408,0.29525483304042166,-0.16154721274175188,,0.07338129496402875,-0.07412060301507539,0.16413373860182373,0.4470823341326936,41365764.6,47087224.7,0.878492305790959,0.0282035015092183,0.05670084933955634,0.4974088014153013,True,0.007289038407625403,0.012014134275618593,True,3,3,收敛较充分,-0.2892960462873674,0.4350282485875707,0.02660537679342534,0.008063751067261204,-0.04761796371747884,,0.004087193460490468,6.95,6.86,0.060431654676258884,0.07434402332361523,True,1,2026-08-17,沪深主板10%,12,10.072992700729944,True,True,True,True,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,3,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002265,建设工业,22.33,0.05779251539554697,0.04102564102564088,0.19667738478027852,0.09729729729729719,0.3947532792004995,0.18085668958223144,,0.10311284046692612,-0.015432098765432167,0.2397759103641455,0.4300383650314562,31292615.6,18879584.5,1.6574843371155759,0.0247544557083332,0.0182757464006923,1.3544976585687072,False,0.012298959318826519,0.04758092760294197,True,3,2,部分收敛/待确认,-0.17934582873943417,0.5696649029982361,0.12735075097816484,0.021755619914494595,0.010969482106934159,,0.017312072892938346,20.56,18.6,0.08608949416342404,0.20053763440860206,True,1,2026-09-02,沪深主板10%,25,10.005130836326327,True,True,False,False,False,True,True,True,True,True,True,True,3,1,0,1,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,3,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
600198,大唐电信,8.15,0.017478152309613026,0.0809018567639257,0.048906048906049104,0.039540816326530726,0.19152046783625742,-0.09544950055493895,,0.10280373831775695,-0.015700483091787287,0.11891891891891877,0.8644859813084118,29607201.0,30413428.1,0.9734910810662609,0.0170034466244291,0.023359908351735466,0.7278901256119814,True,0.03143830233167422,0.00513610683102228,True,3,3,收敛较充分,-0.23760523854069215,0.39810426540284377,0.04527382326535845,0.021407821229050272,-0.028313788753076552,,0.006172839506172867,7.49,7.49,0.08811748998664881,0.08811748998664881,True,1,2026-08-14,沪深主板10%,25,9.957924263674611,True,True,True,True,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,3,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
600487,亨通光电,65.24,0.020810514786418377,0.04853744776599167,-0.05036390101892296,0.035884407748491665,0.1173146086658674,-0.4108723135271808,,0.09223300970873792,-0.09652402714305497,0.26684210526315777,0.34564638746864323,165223077.0,195033694.3,0.8471514503840273,0.057337264733512,0.07948729110546757,0.7213387692056854,True,0.004229907937297606,-0.013705053927723365,False,3,2,部分收敛/待确认,-0.47745294353223866,0.2906104962513387,0.007217569184453154,0.04071218343983252,-0.08203674741643519,,-0.018799819521732597,61.8,61.22,0.05566343042071198,0.0656648154197974,True,1,2026-08-14,沪深主板10%,25,10.008733624454136,True,True,True,True,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,3,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603002,宏昌电子,17.46,0.038667459845330265,0.1555261416280609,-0.011884550084889645,0.09193245778611625,0.09467084639498435,-0.2595419847328243,,0.16137566137566134,-0.08105263157894738,0.23975822699798524,0.6730766380626323,86601229.4,67686095.6,1.2794537582989203,0.087451504647109,0.05968378296815071,1.4652473469011857,False,0.03937204086718182,0.00443768996960503,True,3,2,部分收敛/待确认,-0.3639344262295081,0.4567699836867863,0.054666263968589535,0.042764531370179215,-0.02237526379258359,,0.02948113207547176,15.12,14.96,0.15476190476190488,0.16711229946524053,True,2,2026-08-27,沪深主板10%,25,10.01951854261549,True,True,False,False,False,True,True,True,True,True,True,True,3,1,0,1,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,3,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000070,特发信息,17.16,0.060568603213844385,0.10567010309278357,0.07856693903205536,0.11937377690802342,0.2711111111111111,-0.17221418234442842,,0.1596091205211727,-0.035955056179775347,0.18220338983050835,0.8759942428603904,88939273.6,64040953.9,1.3887874583954314,0.08922512812488809,0.07475158171856645,1.1936219418180787,False,0.033671298034797736,0.010902938780625648,True,3,2,部分收敛/待确认,-0.34126679462571974,0.38604972375690605,0.08924717532055348,0.04161269062066775,-0.029177639454153748,,0.015384615384615552,15.35,15.26,0.11791530944625417,0.1245085190039319,True,1,2026-08-25,沪深主板10%,25,9.993155373032181,True,True,False,False,False,True,True,True,True,True,True,False,3,1,0,1,3,1,4,0,13,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,8,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002498,汉缆股份,7.0,0.023391812865497075,0.059001512859303995,0.08359133126934992,0.0432190760059612,0.3035381750465549,-0.05787348586810226,,0.12421383647798742,-0.022346368715083775,0.17763157894736842,0.6992778942464477,130719404.4,75628168.3,1.7284486367759884,0.027723492613713967,0.02273303451729528,1.2195245026625,False,0.027980535279805485,0.025300833076211005,True,3,2,部分收敛/待确认,-0.39862542955326463,0.29803328290468983,0.07419627100437332,-0.004070084876160118,-0.02212411453656593,,-0.011299435028248594,6.36,6.21,0.10062893081761004,0.12721417069243146,True,1,2026-09-09,沪深主板10%,25,9.937888198757761,True,True,False,False,False,True,True,True,False,True,True,True,3,1,0,1,3,0,4,1,13,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,8,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002859,洁美科技,63.99,0.04218241042345272,0.04320182588849031,-0.022307104660045818,-0.12270359199341918,0.010102604577742813,-0.35733654715275676,,0.08774279973208297,-0.17708333333333337,0.13698630136986295,0.640522438044206,13402003.2,14667456.2,0.9137237580433341,0.024923230018453625,0.03424453813453264,0.7278016108887365,True,-0.006314983734132973,-0.012735767974622392,False,3,2,部分收敛/待确认,-0.4470750885682191,0.33751600512163893,-0.02271026467309134,0.005174974125129461,-0.04778122178231603,,0.008510638297872353,59.72,59.72,0.07150033489618224,0.07150033489618224,True,1,2026-08-11,沪深主板10%,25,9.99594210739887,True,True,True,True,True,False,True,True,False,True,True,True,3,1,1,0,3,0,4,1,13,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,8,True,,,161,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
