股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破确认路径,平台上方横盘振幅,微平台上沿,微平台再突破量比,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002824,和胜股份,28.68,-0.016460905349794275,0.12294440093970249,0.1220657276995305,0.1349426197071626,,,,0.21749408983451535,-0.07184466019417468,0.23921742996887518,0.9091899777654735,32153869.6,20507944.5,1.5678738354299722,0.1680043527729178,0.09067245292418784,1.8528709365940277,False,0.10160673297628176,0.0315116279069767,True,3,2,部分收敛/待确认,-0.07184466019417468,0.7360285374554104,0.09128267569727178,25.853599999999997,0.10932326639230139,0.004834973493151429,,,,-0.047176079734219334,25.38,22.49,0.1300236406619386,0.2752334370831482,True,1,2026-08-27,沪深主板10%,17,10.020618556701022,READY_FOR_BREAKOUT,False,False,3,False,30.0,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002836,新宏泽,11.14,-0.07011686143572615,0.187633262260128,0.06909788867562394,0.09861932938856022,,,,0.4316939890710382,-0.14961832061068692,0.14130434782608706,3.0550651534258066,16632762.6,3784844.3,4.394569837390669,0.06452610460069443,0.01642727560763883,3.9279857562436713,False,0.11549239391513222,0.04295143335631968,True,3,1,结构未成熟,-0.14961832061068692,0.5037974683544305,0.07987592089957363,10.252,0.08661724541552873,0.002777886458781742,,,,-0.06543624161073824,9.15,9.15,0.21748633879781432,0.21748633879781432,True,2,2026-09-18,沪深主板10%,25,10.050761421319798,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002870,香山股份,49.83,0.017769607843137303,0.044654088050314344,0.05841121495327095,0.15427380125086865,,,,0.1914943062979317,-0.06772684752104774,0.15817984832069348,1.2106112651574716,5212471.6,4336197.7,1.2020834751146148,0.051043605382108725,0.03342411930805912,1.5271488505547923,False,-0.00929785187560117,0.01188179766057873,True,3,1,结构未成熟,-0.06772684752104774,0.7633986928104572,0.026650046871941724,47.0708,0.05861808169820781,0.009236706689536911,,,,-0.02808660035108257,43.03,43.03,0.15802928189635135,0.15802928189635135,True,1,2026-08-12,沪深主板10%,20,10.006949270326615,READY_FOR_BREAKOUT,False,False,4,False,50.7,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002912,中新赛克,26.38,0.10008340283569628,-0.07275922671353252,0.3452320244773075,0.3711018711018712,,,,0.14446854663774394,-0.07275922671353252,0.4809994794377927,0.3003507338648335,26306679.2,6859985.9,3.8348007683222787,0.16105667556364667,0.045808217777674604,3.515890453222136,False,-0.022944098399432344,0.06808173330984668,False,3,1,结构未成熟,-0.07275922671353252,0.7917505030181086,0.19993631877004248,21.366799999999998,0.2346256809629894,0.01279814948238589,,,,0.0022796352583585033,23.05,19.21,0.144468546637744,0.37324310255075477,True,1,2026-09-22,沪深主板10%,17,10.008340283569627,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,True,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002957,科瑞技术,45.43,0.05946828358208944,0.1717823059066288,0.09920154851197682,0.1077785905876616,,,,0.18670143415906118,-0.0017578554163919513,0.1653116531165312,1.1293906426998943,26603175.2,14313171.5,1.8586499295421703,0.04885780861005157,0.03158439338502387,1.5468971657761235,False,0.0704232356890635,0.028136749582928777,True,3,1,结构未成熟,-0.0017578554163919513,0.9907084785133567,0.11434072874891155,40.7908,0.11373152769742201,0.0016206341099280763,,,,0.056511627906976836,38.35,37.1,0.18461538461538463,0.2245283018867923,True,1,2026-09-07,沪深主板10%,17,9.999999999999986,RETEST_STABILIZING,True,False,3,False,40.2,2026-09-16,1.6356525497552543,1.4483586314303483,True,False,False,,0.09557053442465091,43.56,2.189107087029335,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
300112,万讯自控,11.63,0.01838879159369533,0.12803103782735215,0.18311291963377418,0.087932647333957,,,,0.2271825396825396,-0.059822150363783244,0.29655990510083036,0.7660595238095236,58381139.0,49430130.4,1.1810840579939073,0.23429802326908047,0.19285716477908482,1.214878501078586,False,0.09288345937560605,0.05556116779472675,True,3,2,部分收敛/待确认,-0.059822150363783244,0.8126582278481016,0.1514281471214296,9.9916,0.16397774130269438,0.00974209717843011,,,,-0.04042904290429028,10.08,8.43,0.1537698412698414,0.379596678529063,True,1,2026-09-07,创业板20%,17,20.022753128555195,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
300189,神农种业,6.7,-0.013254786450662692,0.10561056105610578,-0.12760416666666663,0.0754414125200642,,,,0.17567567567567569,-0.19567827130852344,0.38142620232172464,0.46057579318448894,230265671.2,304416569.8,0.7564163519458985,0.27394274660830326,0.35134039395518646,0.7797075181831916,True,0.0101476014760149,-0.03473413379073764,False,3,2,部分收敛/待确认,-0.19567827130852344,0.46204620462046214,-0.020968802513333884,6.6844,0.0023337921129795713,0.00282045127220365,,,,-0.010339734121122546,5.92,5.92,0.1317567567567568,0.1317567567567568,True,1,2026-09-01,创业板20%,17,20.031796502384736,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
300456,赛微电子,38.42,0.02045152722443566,0.13333333333333353,0.021536825312417074,0.23775773195876293,,,,0.18807749627421766,-0.08086124401913863,0.2341186996719356,0.803342477716499,41608222.4,34077955.9,1.220971777828963,0.06017354785183283,0.05925986567317024,1.0154182289865745,False,0.05586849063110688,-0.0052536983271119775,True,3,2,部分收敛/待确认,-0.08086124401913863,0.7185678601165698,0.03697705802968976,35.874,0.07097061939008742,0.005256904591104838,,,,0.047722934278702,33.55,33.53,0.14515648286140115,0.14583954667461985,True,1,2026-08-27,创业板20%,17,20.012953367875653,RETEST_STABILIZING,False,False,5,False,36.14,2026-09-18,1.34473733472315,1.29456615819207,True,True,True,,0.10323830611680035,,1.351449810777076,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
300765,石药创新,47.86,0.03168786376374211,0.10889712696941611,0.06025697828976506,0.08060510273199362,,,,0.13385085862150095,-0.009519867549668937,0.15983097191150883,0.8374525726816459,18408061.2,17752664.5,1.0369182158543018,0.010435457994630635,0.0120330535726065,0.8672327378635772,True,0.04199341097860887,0.008496431038452767,True,3,3,收敛较充分,-0.07570490536886831,0.6606060606060605,0.07943524741756502,44.8088,0.06809376729570982,0.0030982485046024966,,,,0.06830357142857157,42.51,40.23,0.12585274053163964,0.18965945811583396,True,1,2026-08-20,创业板20%,17,19.999999999999996,RETEST_STABILIZING,True,False,5,False,44.5,2026-09-21,1.9460911944522472,0.8338187836163686,True,False,False,,0.06284454244762958,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,0,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
300911,亿田智能,32.32,-0.0125267338832874,0.18518518518518512,0.09152313407632562,0.4473802060008958,,,,0.26439393939393957,-0.03637447823494333,0.25476992143658805,1.0377753303964767,14125791.6,18598078.8,0.7595296133490949,0.08864181368247816,0.11245279870099406,0.788257959841195,True,0.09685695958948037,0.029140410124290472,True,3,2,部分收敛/待确认,-0.03637447823494333,0.9065849923430322,0.13586841920292403,27.562799999999996,0.17259494681237042,0.014875473143143081,,,,0.0006191950464398133,26.4,26.4,0.22424242424242435,0.22424242424242435,True,2,2026-08-31,创业板20%,17,20.009013068949976,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
300992,泰福泵业,28.58,-0.022571819425444617,0.20590717299578065,0.07930513595166144,0.15990259740259738,,,,0.3513859275053306,-0.09813821394761768,0.151246303337558,2.3232695262712793,8573470.2,1996154.1,4.294994159018083,0.11619947751380706,0.02559565111655992,4.539813305965407,False,0.12295957284515646,0.03941566657720186,True,3,1,结构未成熟,-0.09813821394761768,0.6248492159227983,0.07851091530028853,26.022000000000002,0.09830143724540763,0.005502403437456671,,,,-0.09183349221480774,23.45,23.45,0.2187633262260127,0.2187633262260127,True,1,2026-09-16,创业板20%,25,20.000000000000018,RETEST_STABILIZING,True,False,3,False,24.95,2026-09-16,3.5860182782790537,1.4859560294486875,True,False,False,,0.16123122022718953,31.69,0.5156237484886054,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
301550,斯菱智驱,95.33,-0.03247741804526538,0.10887518901942528,-0.021353043835335206,0.11107226107226098,,,,0.19992799711988476,-0.06520886448323204,0.26306663363884086,0.7599899476205032,10723178.0,10378886.8,1.0331722666057017,0.052534052790093634,0.05098505438798463,1.0303814210007796,False,0.052106902036336056,0.013303939633236839,True,3,2,部分收敛/待确认,-0.06520886448323204,0.763260946956212,0.050456744278299936,89.4152,0.06614982687507265,0.0029072636726634737,,,,-0.03541434787007991,83.33,83.33,0.14400576023040923,0.14400576023040923,True,1,2026-09-07,创业板20%,17,19.99754480726739,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600103,青山纸业,3.77,-0.01822916666666663,0.12537313432835817,-0.06913580246913575,0.1968253968253968,,,,0.18597560975609767,-0.10238095238095246,0.24624624624624633,0.7552424152290306,259945955.0,378294433.2,0.6871524722188272,0.13037305958523024,0.18073921291630834,0.7213324517773558,True,0.039731393396754466,-0.004584681769147614,True,3,3,收敛较充分,-0.10238095238095246,0.6950354609929077,0.0029263101888798992,3.5904000000000003,0.05002228163992872,0.008652657601977864,,,,-0.020779220779220786,3.28,3.28,0.14939024390243905,0.14939024390243905,True,5,2026-09-07,沪深主板10%,17,10.158730158730167,INELIGIBLE,False,False,3,False,3.89,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600354,敦煌种业,10.12,-0.03250478011472291,0.13963963963963955,-0.03435114503816805,0.42736248236953456,,,,0.28640192539109494,-0.1785714285714286,0.6426666666666667,0.44564614946747133,136077996.6,138578003.9,0.9819595662396461,0.27968830601551753,0.27084240681026994,1.0326606874803188,True,0.022553279536519533,0.021522679271849476,True,3,3,收敛较充分,-0.1785714285714286,0.6387520525451558,0.08566217883387872,8.810799999999999,0.14859036636854772,0.014414663350833523,,,,-0.03984819734345346,8.31,8.31,0.21780986762936205,0.21780986762936205,True,5,2026-09-08,沪深主板10%,17,10.05361930294908,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600371,万向德农,15.71,-0.04148871262965226,0.2150038669760248,-0.007580543272267759,0.8119953863898501,,,,0.3423782920989626,-0.06599286563614737,0.375933609958506,0.9107413730226273,72813503.4,80194987.5,0.9079557921247884,0.24296191329035902,0.2771328363718393,0.8766983965926294,True,0.07773753134577865,0.019872541629548435,True,3,3,收敛较充分,-0.06599286563614737,0.8827877507919747,0.12555973490954697,12.8396,0.2235583663042462,0.024152893880416082,,,,-0.06096832038254629,12.53,12.53,0.2537909018355946,0.2537909018355946,True,8,2026-09-07,沪深主板10%,17,10.034602076124566,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600403,大有能源,7.6,0.09985528219971052,0.1360239162929744,0.11764705882352944,0.06891701828410679,,,,0.16923076923076918,-0.07654921020656147,0.3001579778830964,0.5638056680161941,105525286.2,133809128.3,0.7886254662941408,0.045463852193396194,0.05821112312897857,0.7810165780973131,True,0.013333333333333197,0.019087256027554567,True,3,3,收敛较充分,-0.07654921020656147,0.6999999999999997,0.07397724863986421,7.0604000000000005,0.07642626480086112,0.00799497458740217,,,,0.06145251396648033,6.5,6.5,0.16923076923076907,0.16923076923076907,True,4,2026-09-22,沪深主板10%,17,10.000000000000009,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,0,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600448,华纺股份,3.58,-0.07969151670951158,0.2561403508771929,0.15857605177993528,0.20134228187919456,,,,0.510714285714286,-0.15366430260047292,0.10247349823321555,4.983866995073894,125131148.2,13366647.8,9.361445747078037,0.1531652385123537,0.021222976363668957,7.216953733904786,False,0.1462925851703405,0.061467283542630424,True,3,1,结构未成熟,-0.15366430260047292,0.5454545454545454,0.14559999999999995,3.0852,0.16037858161545437,0.00863083562181255,,,,0.011299435028248705,2.8,2.8,0.2785714285714287,0.2785714285714287,True,3,2026-09-21,沪深主板10%,25,9.937888198757761,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600593,大连圣亚,47.12,-0.02985381922997743,0.21788575859395198,0.14591439688715946,0.1712652249565001,,,,0.30600522193211505,-0.057976809276289565,0.13400423728813565,2.283548849833332,13526722.2,4927163.4,2.7453366373033212,0.09540801824534158,0.038254374223602436,2.4940420587634686,False,0.1138809631075739,0.03997816214606553,True,3,1,结构未成熟,-0.057976809276289565,0.7634584013050567,0.12900134176729905,41.3404,0.13980513009066176,0.006838839150892895,,,,0.019251568245727935,38.3,37.76,0.2302872062663186,0.24788135593220328,True,2,2026-09-21,沪深主板10%,25,10.011325028312568,RETEST_STABILIZING,True,False,5,False,39.96,2026-09-17,2.0385091293170325,1.6916546960511707,True,False,False,,0.17170297493558223,48.57,1.1141544351388226,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600604,市北高新,4.94,0.03563941299790363,0.1151241534988714,0.016460905349794164,0.06465517241379337,,,,0.14022988505747136,-0.04633204633204624,0.12217194570135748,1.1478075776926357,20770140.6,21272426.9,0.9763879174500772,0.009383628728822233,0.015835101627279528,0.5925840546963601,True,0.03649310191366251,-0.0047413793103450175,True,3,2,部分收敛/待确认,-0.04633204633204624,0.7108433734939767,0.04021899347230984,4.722,0.04616687844133849,0.0022073181084980575,,,,0.06926406926406936,4.35,4.35,0.1356321839080461,0.1356321839080461,True,2,2026-08-26,沪深主板10%,17,10.022271714922049,RETEST_STABILIZING,True,False,5,False,4.57,2026-09-18,1.2474589246966294,2.1078236741927014,True,False,False,,0.09010989010989015,,1.6611287804948784,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,0,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600606,绿地控股,1.53,-0.04375000000000007,0.20472440944881898,0.1333333333333333,0.20472440944881898,,,,0.31199999999999994,-0.06707317073170727,0.08730158730158738,3.573818181818178,346806448.0,116847251.0,2.9680325812714243,0.020464259596245177,0.00831403414899302,2.4614115397545926,False,0.11490683229813681,0.04347826086956519,True,3,1,结构未成熟,-0.06707317073170727,0.7250000000000002,0.14136516225289064,1.3252000000000002,0.15454271053425894,0.00790994828110736,,,,0.05517241379310356,1.25,1.25,0.22399999999999998,0.22399999999999998,True,2,2026-09-21,沪深主板10%,25,10.344827586206895,RETEST_STABILIZING,True,False,5,False,1.32,2026-09-18,3.64226818892609,1.5895827325313447,True,False,False,,0.1631205673758865,,1.0492523244410792,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
600693,东百集团,9.82,-0.015045135406218657,0.09720670391061459,-0.14756944444444442,0.0959821428571428,,,,0.15269804822043606,-0.19508196721311466,0.36312849162011174,0.4205069327916624,66246752.2,133560394.5,0.496005963803888,0.07440155591791407,0.15891547091629604,0.4681832139370676,True,0.017115960633290683,-0.045326330123528824,False,3,2,部分收敛/待确认,-0.19508196721311466,0.3703703703703705,-0.020595422131351793,9.798399999999999,0.002204441541476365,0.0004492546457013358,,,,0.01446280991735538,8.71,8.71,0.12743972445464968,0.12743972445464968,True,2,2026-09-03,沪深主板10%,17,9.98925886143931,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
601566,九牧王,9.3,0.010869565217391353,0.06164383561643838,-0.14443422263109462,0.1071428571428572,,,,0.08816705336426933,-0.19130434782608685,0.3142857142857143,0.28053153343176607,20033557.8,44164833.1,0.45360881936628444,0.03665676099546753,0.081409786448138,0.4502746241549187,True,0.001997336884154599,-0.04660930137266972,False,3,2,部分收敛/待确认,-0.19130434782608685,0.3272171253822631,-0.017432646592709933,9.2492,0.005492366907408286,0.0026015696136669764,,,,0.006493506493506551,8.62,8.62,0.07888631090487253,0.07888631090487253,True,2,2026-09-02,沪深主板10%,17,10.046728971962615,INELIGIBLE,False,False,5,False,9.32,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
601872,招商轮船,21.48,-0.06241815800960282,0.04780487804878053,0.12578616352201277,0.1407328730748807,,,,0.18149100257069414,-0.06527415143603132,0.21978639685216417,0.8257608531285545,180381834.4,150292531.4,1.2002049118456728,0.0222327801094185,0.017780689959073812,1.2503890546762897,False,0.0611486155953429,0.04871731008717317,True,3,2,部分收敛/待确认,-0.06527415143603132,0.7159090909090909,0.08012973625323716,19.695999999999998,0.09057676685621452,0.007158928206177251,,,,-0.06200873362445403,19.45,19.0,0.1043701799485861,0.1305263157894736,True,1,2026-09-09,沪深主板10%,17,10.0104821802935,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
603002,宏昌电子,19.8,0.02378490175801451,0.052631578947368585,0.20584652862362973,0.2757731958762888,,,,0.10941752857920511,-0.028459273797840967,0.302139037433155,0.3621429706957763,94725111.8,89173009.6,1.0622621376681673,0.09420360126643275,0.07673481196605332,1.2276514251198978,False,0.03458582408198119,0.059914163090128536,True,3,2,部分收敛/待确认,-0.028459273797840967,0.8943533697632061,0.13233443897975516,17.2084,0.15060086934287908,0.004576765907764235,,,,0.003039513677811634,18.37,15.74,0.07784431137724557,0.2579415501905973,True,1,2026-08-27,沪深主板10%,17,10.01951854261549,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,True,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
603009,北特科技,48.53,-0.008377605230894924,0.13600187265917607,-0.002671598849157353,0.08689809630459133,,,,0.19021610068867248,-0.03172386272944927,0.1752407798919427,1.085455684492867,9642666.6,6913360.8,1.394787120035743,0.03137714754498,0.019182811216811944,1.6356907853777374,False,0.0654478483514509,0.010599781897491667,True,3,1,结构未成熟,-0.03172386272944927,0.8014981273408244,0.043353005041547155,46.132799999999996,0.051963028474317774,0.000407685301643701,,,,-0.02842842842842841,42.11,42.11,0.1524578484920447,0.1524578484920447,True,1,2026-09-07,沪深主板10%,17,10.000000000000009,RETEST_STABILIZING,False,False,4,False,45.56,2026-09-17,1.9965639390166867,0.853084590861916,True,False,True,,0.05294117647058815,50.12,0.5560336399505441,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,257,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
