股票代码,股票名称
603162,海通发展
002579,中京电子
002201,九鼎新材
603936,博敏电子
603938,三孚股份
603002,宏昌电子
603626,科森科技
688432,有研硅
601869,长飞光纤
002585,双星新材
600206,有研新材
000592,平潭发展
603601,再升科技
002636,金安国纪
600792,云煤能源
002185,华天科技
000636,风华高科
002491,通鼎互联
600186,莲花控股
600667,太极实业
002164,宁波东力
603122,合富中国
300642,透景生命
000560,我爱我家
300691,联合光电
002205,国统股份
300110,华仁药业
688056,莱伯泰科
688682,霍莱沃
000002,万  科Ａ
002849,威星智能
688175,高凌信息
300829,金丹科技
000910,大亚圣象
688315,诺禾致源
601579,会稽山
688026,洁特生物
600641,万业企业
603580,艾艾精工
688112,鼎阳科技
001317,三羊马
300300,海峡创新
688512,慧智微-U
688628,优利德
688337,普源精电
605058,澳弘电子
605566,福莱蒽特
603373,安邦护卫
603001,奥康国际
000710,贝瑞基因
002285,世联行
001216,华瓷股份
600503,华丽家族
000504,*ST生物
603068,博通集成
603248,锡华科技
000823,超声电子
002815,崇达技术
688835,高凯技术
000993,闽东电力
003001,中岩大地
301132,满坤科技
001326,联域股份
688004,博汇科技
300243,瑞丰高材
300464,星徽股份
605258,协和电子
300741,华宝股份
600172,黄河旋风
600127,金健米业
002631,德尔未来
002301,齐心集团
688137,近岸蛋白
301234,五洲医疗
301251,威尔高
603230,内蒙新华
601811,新华文轩
600825,新华传媒
002614,奥佳华
001234,泰慕士
603042,华脉科技
002321,华英农业
002238,天威视讯
600815,厦工股份
603949,雪龙集团
603396,金辰股份
600843,上工申贝
600802,福建水泥
002909,集泰股份
002819,东方中科
002119,康强电子
000850,华茂股份
