股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
603995,甬金股份,25.34,0.0015810276679841806,-0.005884660651235718,0.1094570928196148,,,,0.05399918798213568,-0.09402931712549156,-0.09402931712549156,0.6695979899497487,0.009742782570580255,,,,-0.006274509803921524,24.63,24.11,0.028826634185952216,0.05101617586063867,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
605006,山东玻纤,15.6,-0.022556390977443663,0.11827956989247324,0.08108108108108114,,,,0.1564722617354197,-0.06024096385542177,-0.06024096385542177,0.786324786324786,0.058416446163240376,,,,-0.007633587786259555,14.06,13.09,0.1095305832147937,0.1917494270435447,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
605162,新中港,10.34,0.013725490196078383,0.14761376248612645,0.2136150234741785,,,,0.1435950413223141,-0.06594399277326113,-0.06594399277326113,0.7711598746081504,0.08761964867992011,,,,-0.0434782608695653,9.68,8.45,0.06818181818181812,0.22366863905325451,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
605168,三人行,49.5,0.013098649201801038,0.05296745373324829,0.25253036437246945,,,,0.09478260869565217,-0.01707704527402698,-0.01707704527402698,0.9525386313465783,0.0748835542816193,,,,-0.001210653753026647,46.0,45.15,0.07608695652173902,0.09634551495016619,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
605178,时空科技,68.0,0.009651076466221209,0.035322777101096214,0.04342488875249351,,,,0.13272839126422656,-0.07671418873048208,-0.07671418873048208,0.6715116279069765,0.017377708955168103,,,,-0.04868494683827651,65.02,63.23,0.04583205167640725,0.0754388739522378,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
605198,安德利,67.02,0.014225181598062964,0.11644177911044462,0.06702754338481132,,,,0.0851764705882354,-0.05989619862533324,-0.05989619862533324,0.7689393939393935,0.017172951273742854,,,,-0.031222896790980226,63.75,56.72,0.05129411764705871,0.1815937940761636,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
688112,鼎阳科技,66.18,-0.004812030075187823,-0.061276595744680806,0.2855477855477857,,,,0.11165795139956945,-0.09959183673469374,-0.09959183673469374,0.7528696826468604,0.049102365949352134,,,,-0.07750209088374671,65.02,64.99,0.017840664410950557,0.0183105093091247,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
688167,炬光科技,284.18,0.018675843280639315,0.004169611307420551,0.3620590490797546,,,,0.13590405904059036,-0.07682811941656098,-0.07682811941656098,0.8301493823613906,0.0654579129502364,,,,-0.06211221122112209,271.0,250.59,0.04863468634686341,0.13404365696955178,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
688286,敏芯股份,48.51,-0.014024390243902563,-0.05401716068642748,0.11671270718232041,,,,0.14317083882301282,-0.11348684210526316,-0.11348684210526316,0.6424870466321243,0.0065150634907460425,,,,-0.0669359492210041,45.54,43.5,0.0652173913043479,0.11517241379310339,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
688432,有研硅,45.22,-0.016742770167427756,0.10292682926829255,0.5496915695681974,,,,0.16000956708921305,-0.11176586132390487,-0.11176586132390487,0.7711182622687048,0.09702696473841899,,,,-0.0575239683201334,41.81,40.23,0.08155943554173639,0.12403678846631871,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
688808,联讯仪器,2528.0,0.05342111842653541,0.09247583199726872,0.20667681777175284,,,,0.1761467889908257,-0.01404056162246492,-0.01404056162246492,0.9630397733106096,0.10665981132938596,,,,0.019075414805617807,2180.0,2123.0,0.15963302752293584,0.19076778144135664,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,200,7,入选：阶段1分=8；软容量150-200只，本次实际200只
000059,华锦股份,5.88,-0.021630615640598982,0.15976331360946738,0.29801324503311255,,,,0.3157894736842105,-0.05920000000000003,-0.05920000000000003,0.7909604519774011,0.19209325899645213,,,,-0.03921568627450989,4.75,4.58,0.23789473684210516,0.2838427947598252,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
000505,京粮控股,7.09,-0.08397932816537468,-0.05087014725568939,0.26607142857142874,,,,0.2244604316546762,-0.1668625146886017,-0.1668625146886017,0.5359477124183006,0.07424242424242422,,,,-0.05466666666666664,6.95,6.28,0.020143884892086295,0.12898089171974525,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
000536,华映科技,3.76,-0.0505050505050505,0.21682847896440127,0.129129129129129,,,,0.14450867052023122,-0.0505050505050505,-0.0505050505050505,0.7802197802197801,0.11045481393975187,,,,0.03581267217630857,3.46,3.09,0.08670520231213863,0.21682847896440127,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
000592,平潭发展,6.92,-0.00717360114777621,0.11974110032362462,0.04689863842662634,,,,0.20228384991843398,-0.06105834464043425,-0.06105834464043425,0.7527472527472527,0.05664987020919221,,,,-0.037552155771905515,6.13,5.81,0.12887438825448605,0.1910499139414803,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
000626,远大控股,8.97,-0.037553648068669454,0.1470588235294119,0.2321428571428572,,,,0.18604651162790692,-0.07430340557275528,-0.07430340557275528,0.7508650519031146,0.09310260784791624,,,,-0.0557894736842105,8.17,7.81,0.09791921664626702,0.14852752880921916,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
000912,泸天化,4.38,-0.0641025641025641,0.19021739130434767,0.20329670329670324,,,,0.2538860103626943,-0.0950413223140496,-0.0950413223140496,0.6434108527131783,0.12379730596536254,,,,-0.08750000000000002,3.86,3.65,0.13471502590673579,0.19999999999999996,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
001268,联合精密,25.73,-0.025009473285335315,0.30542871638762037,0.3114169215086646,,,,0.17093275488069404,-0.04668395702111883,-0.04668395702111883,0.8828996282527882,0.17512730926446074,,,,-0.03992537313432831,23.05,19.6,0.11626898047722345,0.31275510204081636,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002015,协鑫能科,17.05,-0.021239954075775058,0.21611982881597736,0.05769230769230771,,,,0.14451612903225797,-0.038895152198421545,-0.038895152198421545,0.830882352941177,0.08709512879367498,,,,-0.02011494252873547,15.5,13.76,0.10000000000000009,0.23909883720930236,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002017,东信和平,16.92,0.02545454545454562,0.3229085222830339,0.20857142857142863,,,,0.11404639175257729,-0.021399652978600248,-0.021399652978600248,0.9185022026431724,0.13950904131730502,,,,0.0011834319526629056,15.52,12.81,0.09020618556701043,0.32084309133489475,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002041,登海种业,10.43,-0.040478380864765406,0.024557956777996104,0.14113785557986858,,,,0.15789473684210537,-0.12205387205387208,-0.12205387205387208,0.5760233918128652,0.047767341403385455,,,,-0.12205387205387208,10.26,9.17,0.016569200779727122,0.13740458015267176,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002081,金 螳 螂,5.34,-0.061511423550087985,-0.05319148936170215,0.34170854271356776,,,,0.17110266159695825,-0.16562500000000002,-0.16562500000000002,0.6214285714285713,0.03218324151928087,,,,-0.12459016393442623,5.26,4.71,0.015209125475285079,0.13375796178343946,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002094,青岛金王,5.7,-0.008695652173912993,0.2555066079295154,0.19246861924686187,,,,0.09908256880733946,-0.048414023372287174,-0.048414023372287174,0.8053691275167786,0.13421550094517976,,,,-0.048414023372287174,5.45,4.55,0.04587155963302747,0.25274725274725274,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002141,贤丰控股,6.78,-0.023054755043227737,0.049535603715170407,0.20426287744227367,,,,0.25597269624573377,-0.0825439783491203,-0.0825439783491203,0.7393162393162396,0.04043581677280761,,,,-0.04507042253521121,5.86,5.66,0.15699658703071662,0.1978798586572439,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002155,湖南黄金,26.21,-0.009073724007561346,0.013142636258214102,0.14905743095133728,,,,0.1820728291316527,-0.1127285037237643,-0.1127285037237643,0.5583554376657827,0.037013590773309124,,,,-0.0469090909090909,24.99,24.15,0.04881952781112453,0.0853002070393376,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002165,红 宝 丽,8.39,-0.07903402854006569,0.13225371120107976,0.25411061285500747,,,,0.29476584022038577,-0.10744680851063826,-0.10744680851063826,0.6882716049382717,0.12195774271195514,,,,-0.07292817679558017,7.26,7.05,0.15564738292011038,0.19007092198581566,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002265,建设工业,21.44,0.10005130836326326,0.17158469945355193,0.11492459698387947,,,,0.17158469945355193,-0.0004662004662003838,-0.0004662004662003838,0.997402597402598,0.11188901854012712,,,,0.11783107403545379,18.3,17.85,0.17158469945355193,0.20112044817927166,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002303,美盈森,5.41,-0.026978417266186994,0.17099567099567103,0.03441682600382401,,,,0.20833333333333334,-0.0672413793103448,-0.0672413793103448,0.7483870967741937,0.04997573993207194,,,,-0.04920913884007039,4.8,4.55,0.12708333333333344,0.189010989010989,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002349,精华制药,7.99,-0.04425837320574155,0.13655761024182067,0.19610778443113785,,,,0.2100000000000001,-0.05667060212514763,-0.05667060212514763,0.7433155080213902,0.11157484696716757,,,,-0.033857315598548876,7.0,6.74,0.14142857142857146,0.185459940652819,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002354,天娱数科,8.01,-0.04186602870813394,0.08536585365853666,0.011363636363636243,,,,0.25356125356125375,-0.1070234113712375,-0.1070234113712375,0.6893203883495144,0.024755325273459805,,,,-0.029090909090909167,7.02,6.79,0.14102564102564097,0.17967599410898383,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002437,誉衡药业,4.53,0.04137931034482767,0.05348837209302326,0.5513698630136987,,,,0.18536585365853678,-0.11176470588235288,-0.11176470588235288,0.7500000000000002,0.0841210960871126,,,,-0.027896995708154515,4.1,3.86,0.1048780487804879,0.17357512953367893,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002445,中南文化,3.26,-0.05232558139534893,0.06885245901639347,0.11643835616438358,,,,0.15789473684210534,-0.2009803921568628,-0.2009803921568628,0.3970588235294115,0.024030155489241256,,,,-0.12834224598930488,3.23,3.02,0.009287925696594312,0.07947019867549665,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002491,通鼎互联,21.46,0.014657210401891385,0.22488584474885842,0.33623910336239127,,,,0.16851762433606945,-0.11322314049586768,-0.11322314049586768,0.7453531598513012,0.07606679035250474,,,,-0.08874734607218682,20.71,17.18,0.03621438918396902,0.24912689173457525,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002536,飞龙股份,58.07,0.10001894298162539,0.3892344497607656,0.5213518470002618,,,,0.16140000000000002,0.0,0.0,1.0,0.24834739614123724,,,,0.04990056047730973,50.0,41.02,0.1614,0.41565090199902466,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002636,金安国纪,70.4,-0.03442600466328338,0.13842173350582154,0.25311498754005,,,,0.19259606373008434,-0.07793058284217402,-0.07793058284217402,0.7979626485568764,0.05178235276541088,,,,-0.07368421052631569,64.02,57.8,0.09965635738831624,0.21799307958477532,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002638,勤上股份,4.61,-0.02123142250530774,0.2664835164835164,0.2595628415300546,,,,0.1080459770114944,-0.04356846473029041,-0.04356846473029041,0.8561643835616439,0.14193708199157795,,,,-0.03354297693920316,4.35,3.64,0.05977011494252893,0.2664835164835164,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002703,浙江世宝,17.62,-0.033991228070175294,0.26762589928057556,0.08631319358816292,,,,0.13644859813084098,-0.033991228070175294,-0.033991228070175294,0.8786692759295504,0.13556536590081536,,,,0.0022753128555177415,16.05,13.14,0.09781931464174454,0.3409436834094368,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002721,金一文化,3.06,-0.037735849056603765,0.2142857142857142,0.1460674157303372,,,,0.13167259786476873,-0.05263157894736836,-0.05263157894736836,0.8089887640449439,0.0658307210031348,,,,-0.01607717041800638,2.81,2.56,0.08896797153024916,0.1953125,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002743,富煌钢构,5.09,-0.030476190476190546,0.2661691542288558,0.32552083333333326,,,,0.15118790496760262,-0.04502814258911825,-0.04502814258911825,0.8688524590163933,0.15015252513840238,,,,-0.015473887814313358,4.63,4.0,0.09935205183585305,0.27249999999999996,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002811,郑中设计,14.54,0.0528602461984069,0.20066061106523536,0.41028128031037814,,,,0.14186046511627906,-0.012898845892736044,-0.012898845892736044,0.9633204633204631,0.1913638412061125,,,,0.05899490167516386,12.9,12.2,0.12713178294573635,0.19180327868852465,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002837,英维克,66.23,0.005007587253414325,0.25936489826963305,0.26562201414102815,,,,0.11678594664931685,-0.03539178561025336,-0.03539178561025336,0.8936077057793348,0.13113130209044965,,,,-0.02272391913826166,61.48,51.82,0.07726089785296053,0.2780779621767657,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002870,香山股份,53.0,0.062337141711765964,0.08717948717948709,0.38598326359832624,,,,0.1579289428076258,-0.008419083255378879,-0.008419083255378879,0.9726443768996959,0.15101039166929087,,,,0.08185343947744439,46.16,46.15,0.1481802426343155,0.1484290357529794,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002918,蒙娜丽莎,11.22,-0.0418445772843723,0.14723926380368102,0.16510903426791268,,,,0.24600000000000008,-0.0995184590690209,-0.0995184590690209,0.6487252124645893,0.08900320295059694,,,,-0.06499999999999995,10.0,9.68,0.12200000000000011,0.15909090909090917,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002947,恒铭达,67.75,0.05414656916135052,0.21068620443173702,0.19720798727690392,,,,0.1035474592521573,-0.01896901245293947,-0.01896901245293947,0.9337044534412955,0.12106695789586897,,,,0.003555028884609568,62.58,52.35,0.08261425375519349,0.29417382999044883,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
002949,华阳国际,13.11,-0.011312217194570207,0.25454545454545463,0.2777777777777777,,,,0.17188755020080326,-0.10143934201507887,-0.10143934201507887,0.7016129032258063,0.13295596940759613,,,,-0.06889204545454553,12.45,10.45,0.053012048192771166,0.25454545454545463,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300122,智飞生物,13.64,-0.03399433427762033,0.13007456503728254,0.03726235741444861,,,,0.13421828908554573,-0.11313394018205458,-0.11313394018205458,0.48059701492537327,0.014578994346920782,,,,-0.1020408163265305,13.56,12.56,0.005899705014749346,0.08598726114649691,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300189,神农种业,6.69,-0.11390728476821188,0.07211538461538458,0.4325481798715205,,,,0.23567921440261858,-0.11390728476821188,-0.11390728476821188,0.7393939393939396,0.15784008307372788,,,,-0.06824512534818927,6.11,5.46,0.09492635024549911,0.22527472527472536,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300243,瑞丰高材,16.33,-0.02215568862275452,-0.13184476342371088,0.16642857142857137,,,,0.1174642635177129,-0.22606635071090064,-0.22606635071090064,0.46223224351747433,0.00137973325157148,,,,-0.08719955282280611,16.09,15.28,0.014916096954630031,0.06871727748691092,2,2,1,1,0,1,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300319,麦捷科技,19.45,-0.03233830845771157,0.14411764705882346,0.20957711442786087,,,,0.23325892857142852,-0.11990950226244357,-0.11990950226244357,0.6936416184971097,0.05709394277018398,,,,-0.08297972654408303,17.92,16.72,0.08537946428571419,0.16327751196172247,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300368,汇金股份,9.94,0.006072874493926905,0.30104712041884807,0.0722761596548005,,,,0.16758544652701207,-0.06137865911237017,-0.06137865911237017,0.7993827160493826,0.11453719795929795,,,,-0.03307392996108949,9.07,7.41,0.09592061742006597,0.34143049932523617,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300378,鼎捷数智,38.72,-0.021233569261880803,0.17618469015795868,0.05821262640065572,,,,0.3482587064676617,-0.04747847478474787,-0.04747847478474787,0.8503875968992248,0.10440822031118535,,,,0.000516795865632913,30.15,29.55,0.2842454394693201,0.3103214890016919,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300530,领湃科技,21.22,0.003309692671394915,0.16657504123144573,0.06955645161290325,,,,0.24378109452736318,-0.05688888888888899,-0.05688888888888899,0.7333333333333332,0.08898696500051329,,,,0.05101535413571057,18.09,17.7,0.1730237700386954,0.19887005649717504,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300570,太辰光,189.04,-0.02461173314070486,0.04864924834969764,0.42887377173091434,,,,0.1448650977435511,-0.17972750151870176,-0.17972750151870176,0.6768102372034954,0.043016715082196066,,,,-0.10194774346793356,185.69,180.66,0.01804082072270985,0.04638547547880001,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300613,富瀚微,77.13,-0.017201834862385468,0.08420016868147306,0.08848433530906008,,,,0.2226222622262227,-0.05361963190184049,-0.05361963190184049,0.8461267605633801,0.04810436200570711,,,,-0.03454750281637253,66.66,64.58,0.1570657065706571,0.19433261071539176,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300672,国科微,184.72,0.04044159062746422,0.13715833538537314,0.27825064009411116,,,,0.18330194601381034,-0.0784274595889044,-0.0784274595889044,0.8077299412915852,0.09042396193669511,,,,0.03542600896860981,159.3,149.75,0.15957313245448823,0.23352253756260444,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
300839,博汇股份,12.55,-0.023346303501945442,0.20095693779904322,0.15774907749077505,,,,0.09813463098134624,-0.1161971830985915,-0.1161971830985915,0.634146341463415,0.07209977789167965,,,,-0.04125286478227652,12.33,10.32,0.017842660178426728,0.2160852713178294,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
301018,申菱环境,106.82,0.012799848298094219,0.23064516129032264,0.27015457788347197,,,,0.09569999999999994,-0.02509811079675095,-0.02509811079675095,0.9352331606217616,0.1162489354253855,,,,-0.016933554205779577,100.0,84.54,0.06820000000000004,0.2635438845516913,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
301152,天力锂能,22.8,-0.02355460385438979,0.2089077412513256,0.14688128772635833,,,,0.08863636363636361,-0.10518053375196235,-0.10518053375196235,0.6267409470752089,0.07951989772969403,,,,-0.04801670146137782,22.0,18.68,0.036363636363636376,0.22055674518201296,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
301158,德石股份,16.33,0.0701179554390563,0.04278416347381864,0.1018893387314439,,,,0.20610169491525418,-0.08206857785272625,-0.08206857785272625,0.629441624365482,0.06090628552866639,,,,0.0590142671854732,14.75,14.27,0.10711864406779648,0.14435879467414137,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,150,200,200,7,入选：阶段1分=7；软容量150-200只，本次实际200只
