股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002041,登海种业,11.58,0.05464480874316946,0.07222222222222219,0.13640824337585866,0.2924107142857142,0.4087591240875912,0.3310344827586209,,0.16584887144259092,-0.025252525252525304,0.3363329583802025,0.4931091863293087,74435247.2,80432772.7,0.9254343062078724,0.08458550818181815,0.09140087806818176,0.9254343062078727,True,-0.004287245444801746,0.03122676579925643,True,3,3,收敛较充分,-0.050819672131147464,0.8606741573033709,0.13651977622926692,0.049215714491293694,0.05110765643218018,,-0.014468085106382977,10.19,10.16,0.13640824337585866,0.13976377952755903,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
002229,鸿博股份,12.37,0.024855012427506207,0.014766201804758072,0.15932521087160256,0.15932521087160256,0.3117709437963945,-0.06992481203007528,,0.041911148365465216,-0.12887323943661977,0.3184466019417475,0.13161122809886946,50803695.2,65512427.1,0.7754818047338076,0.10301575985322584,0.13284097605434741,0.7754818047338075,True,0.015194523292703321,0.035720539310103216,True,3,3,收敛较充分,-0.3870168483647176,0.3278829604130808,0.03358957219251324,0.03729048595200757,-0.034106974552309266,,0.0,11.93,10.3,0.03688181056160933,0.20097087378640754,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
002329,皇氏集团,4.04,0.03856041131105403,0.02020202020202011,0.112947658402204,0.1642651296829971,0.24691358024691357,0.2784810126582278,,0.07611548556430435,-0.1422505307855626,0.3137829912023461,0.24257365025633437,41247448.6,96069499.3,0.4293500944685365,0.0633118572574083,0.147459749218823,0.42935009446853617,True,-0.004515805318615063,0.024377593360995764,True,3,3,收敛较充分,-0.17886178861788615,0.6271186440677966,0.01443816698053979,0.03623725671918443,0.015295227690321322,,-0.0024691358024691024,3.81,3.64,0.06036745406824151,0.10989010989010994,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
002476,新叶股份,5.29,0.029182879377432025,0.0372549019607844,0.04752475247524757,0.14008620689655182,0.23023255813953503,-0.005639097744360999,,0.051383399209486307,-0.005639097744360999,0.08823529411764705,0.5823451910408448,8262456.0,12693797.0,0.6509050050193808,0.01350074509803914,0.02074149836601303,0.6509050050193784,True,0.010208087946603772,0.011060635986569478,True,3,3,收敛较充分,-0.15359999999999996,0.5714285714285715,0.06717772846479741,0.034144935888200445,-0.0030068878710536318,,0.025193798449612448,5.06,4.99,0.045454545454545636,0.060120240480961984,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
002655,共达电声,38.85,0.03023070803500394,-0.008169517487873423,0.09807801017524032,0.24240486088903102,0.16736778846153855,0.17018072289156616,,0.09262295081967215,-0.047093451066961056,0.2133928571428572,0.4340489745524384,23641335.2,37473080.4,0.6308884924229501,0.06507886292396244,0.10315477558644852,0.6308856042192957,True,-0.00681050168962849,0.020575692963752612,True,3,3,收敛较充分,-0.2630880121396054,0.6203120722693676,0.06830556013859113,0.06430429128738613,0.010348391047660721,,-0.016455696202531622,36.6,33.6,0.061475409836065475,0.15625,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
002951,金时科技,16.38,0.03539823008849541,0.040000000000000036,0.016129032258064502,0.0588235294117645,0.2542113323124042,0.040000000000000036,,0.0752895752895754,-0.16725978647686846,0.22582781456953654,0.333393720490495,5153060.0,8278813.0,0.6224394729051134,0.0128466186390713,0.020639145167179483,0.6224394729051126,True,0.0016233766233768598,-0.0026054590570721015,True,3,3,收敛较充分,-0.33924969745865274,0.4122990915443745,0.00021372088052995508,0.05099913906384512,-0.03930350432578866,,0.0006108735491752171,15.54,15.1,0.054054054054053946,0.08476821192052975,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
300839,博汇股份,13.19,0.043512658227848,0.028059236165237644,-0.06586402266288949,0.22016651248843644,0.14895470383275256,-0.10211027910142956,,0.09813463098134624,-0.0711267605633803,0.3759689922480619,0.26101788446584884,18769997.8,19891917.6,0.9435992133810166,0.06628259459330725,0.07024443604166397,0.9435992133810166,True,0.003765296517100891,0.012652222046497075,True,3,3,收敛较充分,-0.3640308582449373,0.3388791593695271,0.09857160704618328,0.040445504210558036,-0.03396558117815085,,0.003041825095057016,12.33,12.33,0.0697485806974858,0.0697485806974858,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
301227,森鹰窗业,35.17,0.03776925346709947,0.05079175380938161,0.1569078947368423,0.3906682483194941,0.6660350544765514,0.3118239462886985,,0.11499999999999999,-0.014293721973094087,0.3421259842519687,0.3361334867663979,2440237.8,3247972.8,0.751311033146583,0.03301703971902418,0.04394590024952085,0.7513110331465828,True,0.04118656533464082,0.04236078058067583,True,3,3,收敛较充分,-0.014293721973094087,0.974702380952381,0.17051902883863357,0.11576606442344861,0.06545311810019117,,0.013252664938058212,32.0,29.91,0.09906250000000005,0.17586091608157806,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
301251,威尔高,55.64,0.03651266766020855,0.0007194244604316058,0.16134418701732423,0.29727209139659605,0.19887955182072847,0.2017278617710585,,0.07699619771863113,-0.017828773168579004,0.24711111111111106,0.3115853324944606,7402539.2,9114673.3,0.8121562843069756,0.08799513548273122,0.12058084532332221,0.7297604793429956,True,0.03991803900736124,0.04124142879923465,True,3,3,收敛较充分,-0.08667104399212078,0.8462882096069869,0.12640699651793663,0.09206595474276646,0.015247114178401633,,-0.01522123893805305,52.6,45.0,0.05779467680608352,0.23644444444444446,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
600475,华光环能,15.54,0.04365345869711201,0.039464882943143875,0.06804123711340204,0.06584362139917688,0.18174904942965764,0.07841776544066614,,0.059580230196343995,-0.010191082802547768,0.08952116585704366,0.6655435016506338,8793558.8,10511116.0,0.8365961140567758,0.009326218999333221,0.011147815346773528,0.8365961140567757,True,0.000263817438332703,0.007099727954349433,True,3,3,收敛较充分,-0.27110694183864925,0.3662280701754385,0.037279311150418826,0.024356186333981844,0.0045292262186735766,,0.01237785016286641,14.77,14.5,0.05213270142180093,0.07172413793103449,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,30,50,34,14,入选：阶段2分=15；软容量30-50只，本次实际34只
