股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
001210,金房能源,成功,250,global-cache,global-cache,local-cache,233,
001309,德明利,成功,250,global-cache,global-cache,local-cache,244,
300363,博腾股份,成功,250,global-cache,global-cache,local-cache,236,
300839,博汇股份,成功,250,global-cache,global-cache,local-cache,242,
300841,康华生物,成功,250,global-cache,global-cache,local-cache,236,
301129,瑞纳智能,成功,250,global-cache,global-cache,local-cache,244,
301489,思泉新材,成功,250,global-cache,global-cache,local-cache,244,
603297,永新光学,成功,250,global-cache,global-cache,local-cache,244,
688003,天准科技,成功,250,global-cache,global-cache,local-cache,244,
000670,盈方微,成功,250,global-cache,global-cache,local-cache,233,
002138,顺络电子,成功,250,global-cache,global-cache,local-cache,244,
002708,光洋股份,成功,250,global-cache,global-cache,local-cache,244,
002837,英维克,成功,250,global-cache,global-cache,local-cache,244,
002963,豪尔赛,成功,250,global-cache,global-cache,local-cache,244,
300378,鼎捷数智,成功,250,global-cache,global-cache,local-cache,244,
300456,赛微电子,成功,250,global-cache,global-cache,local-cache,244,
300679,电连技术,成功,250,global-cache,global-cache,local-cache,244,
301211,亨迪药业,成功,250,global-cache,global-cache,local-cache,244,
600103,青山纸业,成功,250,global-cache,global-cache,local-cache,244,
600378,昊华科技,成功,250,global-cache,global-cache,local-cache,244,
603269,海鸥股份,成功,250,global-cache,global-cache,local-cache,244,
603668,天马科技,成功,250,global-cache,global-cache,local-cache,244,
000026,飞亚达,成功,250,global-cache,global-cache,local-cache,244,
000062,深圳华强,成功,250,global-cache,global-cache,local-cache,244,
000070,特发信息,成功,250,global-cache,global-cache,local-cache,244,
000536,华映科技,成功,250,global-cache,global-cache,local-cache,244,
000620,盈新发展,成功,250,global-cache,global-cache,local-cache,235,
000737,北方铜业,成功,250,global-cache,global-cache,local-cache,235,
001358,兴欣新材,成功,250,global-cache,global-cache,local-cache,244,
002081,金 螳 螂,成功,250,global-cache,global-cache,local-cache,235,
002084,海鸥住工,成功,250,global-cache,global-cache,local-cache,244,
002445,中南文化,成功,250,global-cache,global-cache,local-cache,236,
002907,华森制药,成功,250,global-cache,global-cache,local-cache,244,
002957,科瑞技术,成功,250,global-cache,global-cache,local-cache,244,
002980,华盛昌,成功,250,global-cache,global-cache,local-cache,244,
003018,金富科技,成功,250,global-cache,global-cache,local-cache,244,
300122,智飞生物,成功,250,global-cache,global-cache,local-cache,235,
300142,沃森生物,成功,250,global-cache,global-cache,local-cache,244,
300368,汇金股份,成功,250,global-cache,global-cache,local-cache,244,
300765,石药创新,成功,250,global-cache,global-cache,local-cache,244,
301106,骏成科技,成功,250,global-cache,global-cache,local-cache,244,
301151,冠龙节能,成功,250,global-cache,global-cache,local-cache,244,
301177,迪阿股份,成功,250,global-cache,global-cache,local-cache,236,
301231,荣信文化,成功,250,global-cache,global-cache,local-cache,244,
600367,红星发展,成功,250,global-cache,global-cache,local-cache,236,
600410,华胜天成,成功,250,global-cache,global-cache,local-cache,244,
600604,市北高新,成功,250,global-cache,global-cache,local-cache,244,
600683,京投发展,成功,250,global-cache,global-cache,local-cache,236,
600829,人民同泰,成功,250,global-cache,global-cache,local-cache,244,
603079,圣达生物,成功,250,global-cache,global-cache,local-cache,235,
603330,天洋新材,成功,250,global-cache,global-cache,local-cache,233,
603395,中盐红四方,成功,250,global-cache,global-cache,local-cache,244,
603396,金辰股份,成功,250,global-cache,global-cache,local-cache,244,
603559,中通国脉,成功,250,global-cache,global-cache,local-cache,244,
603580,艾艾精工,成功,250,global-cache,global-cache,local-cache,244,
