股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000020,深华发Ａ,成功,120,sina,sina,deep-backfill,120,
000523,红棉股份,成功,120,sina,sina,deep-backfill,120,
000721,西安饮食,成功,120,global-cache,global-cache,local-cache,110,
001268,联合精密,成功,120,global-cache,global-cache,local-cache,120,
002017,东信和平,成功,120,sina,sina,deep-backfill,120,
002155,湖南黄金,成功,120,sina,sina,deep-backfill,120,
002229,鸿博股份,成功,120,global-cache,global-cache,local-cache,111,
002322,理工能科,成功,120,global-cache,global-cache,local-cache,111,
002436,兴森科技,成功,120,sina,sina,deep-backfill,120,
002548,金新农,成功,120,sina,sina,deep-backfill,120,
002686,亿利达,成功,120,sina,sina,deep-backfill,120,
002724,海洋王,成功,120,global-cache,global-cache,local-cache,109,
002837,英维克,成功,120,sina,sina,deep-backfill,120,
002902,铭普光磁,成功,120,sina,sina,deep-backfill,120,
002951,金时科技,成功,120,sina,sina,deep-backfill,120,
002973,侨银股份,成功,120,global-cache,global-cache,local-cache,110,
300134,大富科技,成功,120,global-cache,global-cache,local-cache,110,
300394,天孚通信,成功,120,sina,sina,deep-backfill,120,
300765,石药创新,成功,120,sina,sina,deep-backfill,120,
300903,科翔股份,成功,120,sina,sina,deep-backfill,120,
301106,骏成科技,成功,120,sina,sina,deep-backfill,120,
301183,东田微,成功,120,sina,sina,deep-backfill,120,
301251,威尔高,成功,120,global-cache,global-cache,local-cache,120,
301626,苏州天脉,成功,120,sina,sina,deep-backfill,120,
600183,生益科技,成功,120,sina,sina,deep-backfill,120,
600368,五洲交通,成功,120,global-cache,global-cache,local-cache,110,
600500,中化国际,成功,120,sina,sina,deep-backfill,120,
600610,中毅达,成功,120,sina,sina,deep-backfill,120,
600712,南宁百货,成功,120,global-cache,global-cache,local-cache,110,
600969,郴电国际,成功,120,sina,sina,deep-backfill,120,
601886,江河集团,成功,120,global-cache,global-cache,local-cache,120,
603016,新宏泰,成功,120,sina,sina,deep-backfill,120,
603118,共进股份,成功,120,sina,sina,deep-backfill,120,
603200,上海洗霸,成功,120,sina,sina,deep-backfill,120,
603261,立航科技,成功,120,sina,sina,deep-backfill,120,
603333,福华尚纬,成功,120,global-cache,global-cache,local-cache,110,
603396,金辰股份,成功,120,sina,sina,deep-backfill,120,
603679,华体科技,成功,120,sina,sina,deep-backfill,120,
603936,博敏电子,成功,120,sina,sina,deep-backfill,120,
605167,利柏特,成功,120,sina,sina,deep-backfill,120,
605488,福莱新材,成功,120,sina,sina,deep-backfill,120,
688195,腾景科技,成功,120,sina,sina,deep-backfill,120,
688603,天承科技,成功,120,sina,sina,deep-backfill,120,
688808,联讯仪器,成功,93,sina,sina,deep-backfill,93,
