股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,决策说明
002548,金新农,4.29,-0.02941176470588236,0.02877697841726623,0.07788944723618085,0.10567010309278357,0.06451612903225801,,0.07729468599033824,-0.03811659192825112,-0.3568215892053973,0.25856697819314645,0.02828379674017234,0.010687655343827762,0.005736057611790413,,-0.03160270880361171,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,58,False,未入选：满足基础条件，但排名第58名，超出30只上限
002589,瑞康医药,3.34,-0.04571428571428571,0.043749999999999956,0.2057761732851986,0.28957528957528966,0.22344322344322332,,0.11392405063291135,-0.14358974358974363,-0.1544303797468355,0.6114649681528661,0.009978832778953617,0.032821306221682,0.025644069808856473,,-0.04571428571428571,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,59,False,未入选：满足基础条件，但排名第59名，超出30只上限
002655,共达电声,37.62,-0.015440984035592908,0.09392265193370153,0.389730328777244,0.007498660953401126,0.036363636363636376,,0.10487804878048793,-0.07726269315673306,-0.28641881638846745,0.5866411168902271,0.07393662574935767,0.05861257424632971,-0.0033307992017487242,,-0.047594936708860835,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,60,False,未入选：满足基础条件，但排名第60名，超出30只上限
002687,乔治白,6.29,-0.02329192546583858,0.014516129032257963,0.2605210420841684,0.18903591682419663,0.49052132701421813,,0.08250825082508251,-0.058383233532934065,-0.058383233532934065,0.8544776119402986,0.02526487367563157,0.03664953129724813,0.06835156041611112,,-0.041158536585365835,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,61,False,未入选：满足基础条件，但排名第61名，超出30只上限
002702,海欣食品,5.18,-0.026315789473684292,0.05714285714285694,0.07468879668049788,0.17727272727272703,0.013698630136986134,,0.0942622950819672,-0.029962546816479474,-0.1645161290322581,0.5486725663716813,0.03393213572854292,0.03307131223001236,-0.009622088969460152,,-0.026315789473684292,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,62,False,未入选：满足基础条件，但排名第62名，超出30只上限
002913,奥士康,61.56,-0.006776379477250627,0.07116756568644522,0.2846410684474123,0.1463687150837989,0.18270893371757935,,0.13874160480735256,-0.04454446686326252,-0.12878573450325492,0.7408145827399603,0.0615165754192355,0.0597601061453632,0.019513086685934766,,-0.03601628562480419,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,63,False,未入选：满足基础条件，但排名第63名，超出30只上限
300017,网宿科技,16.15,-0.01464307504575968,0.03725112395632624,0.08389261744966436,0.10768175582990391,0.134129213483146,,0.11610738255033548,-0.07661520869068039,-0.1937094358462308,0.5245098039215684,0.03728443431067152,0.019819861009509943,0.009378102189780968,,-0.02769416014449133,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,64,False,未入选：满足基础条件，但排名第64名，超出30只上限
300169,天晟新材,5.83,-0.021812080536912748,0.05615942028985521,0.05234657039711199,0.25376344086021496,0.06581352833638032,,0.1343012704174229,-0.06720000000000004,-0.18232819074333795,0.5681063122923589,0.029126213592232997,0.04178591871780202,0.003069169385843118,,-0.02833333333333332,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,65,False,未入选：满足基础条件，但排名第65名，超出30只上限
300386,飞天诚信,12.64,-0.01634241245136181,0.09153713298791022,0.20725883476599805,0.23558162267839688,0.22243713733075432,,0.16965046888320548,-0.07871720116618075,-0.2278558338423946,0.4904371584699453,0.059069962295768885,0.04484582315281593,0.021344850789477787,,-0.03805175038051756,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,66,False,未入选：满足基础条件，但排名第66名，超出30只上限
300538,同益股份,15.38,-0.017252396166134165,0.019893899204244114,0.1128798842257599,0.0363881401617252,-0.1526170798898071,,0.12240802675585297,-0.08343265792610255,-0.1964472309299895,0.5340768277571252,0.006412773197225441,0.04334542677105224,-0.01958697498414319,,-0.03754693366708384,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,67,False,未入选：满足基础条件，但排名第67名，超出30只上限
300598,诚迈科技,34.03,-0.023809523809523725,-0.04275668073136418,0.08826351135273436,0.2428780131482835,0.025617842073538233,,0.1447920025798129,-0.08791208791208793,-0.18763428025781803,0.5019011406844107,0.06385306760453302,0.0330940721361328,0.001712758657241853,,-0.03323863636363644,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,68,False,未入选：满足基础条件，但排名第68名，超出30只上限
300897,山科智能,16.57,0.013455657492354778,0.07597402597402603,0.06628056628056633,0.16937191249117856,-0.03886310904872381,,0.09166666666666677,-0.061721404303510696,-0.25960679177837354,0.4615384615384616,0.016813942071674193,0.03905992846327688,-0.026991957104557707,,-0.02701115678214916,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,69,False,未入选：满足基础条件，但排名第69名，超出30只上限
600186,莲花控股,11.86,0.019776440240756532,0.021533161068044704,0.2379958246346554,0.08907254361799799,0.02772963604852685,,0.12443233424159864,-0.11360239162929753,-0.25549278091650973,0.593,0.03734802763928968,0.04840912876894876,0.018047592393688694,,-0.024671052631578982,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,70,False,未入选：满足基础条件，但排名第70名，超出30只上限
600326,西藏天路,7.62,0.0,0.04240766073871427,0.11403508771929838,0.20760697305863718,0.05103448275862066,,0.08187919463087252,-0.08851674641148322,-0.30727272727272725,0.3171717171717172,0.016271005601493638,0.033169708811895404,-0.007063090579364273,,-0.04630788485607007,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,71,False,未入选：满足基础条件，但排名第71名，超出30只上限
600379,宝光股份,15.14,0.04993065187239942,0.0484764542936289,0.20158730158730176,-0.004602235371466201,0.2440427280197206,,0.11563636363636362,-0.05845771144278589,-0.2703614457831325,0.5138648180242634,0.04641116909147458,0.0473310068502002,0.01927586293840311,,0.017473118279569988,True,False,True,True,True,True,3,0,1,4,1,9,False,40日趋势偏弱,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,72,False,未入选：未满足二级结构筛选最低资格条件
600536,中国软件,34.09,-0.006122448979591688,-0.016445470282746455,0.016701461377870652,0.22449712643678166,-0.04563269876819698,,0.08841843088418443,-0.08335574079053498,-0.21990846681922194,0.4306872037914693,0.02950502823664425,0.0015459251650173922,-0.015482842843676847,,-0.02152698048220436,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,73,False,未入选：满足基础条件，但排名第73名，超出30只上限
600664,哈药股份,9.24,-0.026343519494204437,0.01986754966887405,0.36484490398818337,1.9902912621359223,1.9806451612903224,,0.15693430656934296,-0.028391167192428957,-0.028391167192428957,0.9595202398800601,0.08654750705550329,0.086386937535599,0.19508301404853157,,-0.027368421052631597,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,74,False,未入选：满足基础条件，但排名第74名，超出30只上限
600857,宁波中百,19.77,-0.047687861271676346,0.002535496957403627,0.15075669383003487,0.03076120959332629,0.384453781512605,,0.09128205128205134,-0.07313642756680727,-0.18440594059405935,0.6603343465045594,0.002535496957403627,0.017964071856287234,0.04523447883045395,,-0.04538870111057469,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,75,False,未入选：满足基础条件，但排名第75名，超出30只上限
601118,海南橡胶,6.5,-0.007633587786259555,0.15248226950354615,0.2241054613935971,0.3374485596707819,0.12651646447140386,,0.11290322580645164,-0.05797101449275366,-0.2379835873388042,0.4860759493670887,0.0957518543492919,0.05763670647391561,-0.0015797298971625962,,-0.04692082111436957,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,76,False,未入选：满足基础条件，但排名第76名，超出30只上限
603038,华立股份,17.49,-0.0005714285714286671,0.07300613496932495,0.2984409799554564,0.15445544554455437,0.1104761904761904,,0.10897049969897667,-0.050488599348534335,-0.050488599348534335,0.8708333333333329,0.07096932214806184,0.05055680329402956,0.015124927828282342,,-0.028333333333333433,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,77,False,未入选：满足基础条件，但排名第77名，超出30只上限
603089,正裕工业,10.3,-0.01056676272814594,-0.030131826741996104,0.1935110081112399,0.2515188335358445,0.04040404040404044,,0.11008230452674882,-0.1271186440677966,-0.2261457550713749,0.4625000000000001,0.03258145363408538,0.04059380410358404,0.0006435598050935631,,-0.04541241890639469,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,78,False,未入选：满足基础条件，但排名第78名，超出30只上限
603188,亚邦股份,4.85,-0.04339250493096658,0.04978354978354971,0.20947630922693272,0.2663185378590076,0.13053613053613033,,0.11157894736842111,-0.08143939393939403,-0.1415929203539824,0.6475770925110129,0.03466666666666662,0.046028738354650045,0.01342335503975045,,-0.047151277013752546,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,79,False,未入选：满足基础条件，但排名第79名，超出30只上限
603387,基蛋生物,9.39,-0.013655462184873901,0.015135135135135203,0.05505617977528088,0.15356265356265353,0.1664596273291925,,0.06413043478260869,-0.053427419354838634,-0.16235504014272972,0.5260416666666666,0.0034195340884803915,0.009815454745974339,0.017972260207071766,,-0.04085801838610814,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,80,False,未入选：满足基础条件，但排名第80名，超出30只上限
605198,安德利,66.08,-0.02031134173461835,0.06203792992606871,0.07604624653965164,0.0762214983713354,0.08702089159401205,,0.09647058823529421,-0.07308177865058219,-0.2301060235348945,0.6096837944664032,0.006120771034440864,0.04701197453658268,0.024474400871459467,,-0.04481063891298076,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,81,False,未入选：满足基础条件，但排名第81名，超出30只上限
605388,均瑶健康,6.14,-0.02694136291600635,0.03367003367003352,0.028475711892797406,0.2581967213114753,0.12454212454212454,,0.053067993366500726,-0.09838472834067546,-0.32527472527472523,0.33928571428571425,0.0009781545484186527,0.03539410874374194,0.007332050224544195,,-0.025396825396825418,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,82,False,未入选：满足基础条件，但排名第82名，超出30只上限
688618,三旺通信,30.4,-0.015544041450777257,0.03789689313758959,0.07306741969643493,0.08571428571428563,-0.07062060531947423,,0.09621993127147756,-0.10771940123275614,-0.36929460580912865,0.3407407407407407,0.007990981133326525,0.03784744858649902,-0.020656297841183724,,-0.03645007923930277,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,83,False,未入选：满足基础条件，但排名第83名，超出30只上限
688808,联讯仪器,2399.8,0.00033347228011670893,0.08049454755022478,0.1543049543049544,0.12508731874036005,0.04377250822039369,,0.15504587155963304,-0.046942017474185804,-0.1360695809948267,0.8190474822623734,0.06059039148769929,0.04391193285488382,0.027912132180698768,,-0.022882736156351724,True,True,True,False,True,False,3,3,1,2,0,9,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,84,False,未入选：满足基础条件，但排名第84名，超出30只上限
000062,深圳华强,24.64,0.009422367882015559,0.1099099099099099,0.05887408680704764,-0.27229769639692847,-0.23502018006830172,,0.13378684807256233,-0.014399999999999968,-0.3859955145776227,0.20929045431342524,0.06083437378912482,0.009207206409632018,-0.05226611051169083,,-0.005248284214775856,True,False,True,True,True,False,3,0,1,4,0,8,False,40日趋势偏弱,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,85,False,未入选：未满足二级结构筛选最低资格条件
000506,招金黄金,21.08,0.0503238664673642,0.14814814814814814,0.34955185659411003,0.5707898658718329,0.566121842496285,,0.17802430005282627,-0.06518847006651896,-0.06518847006651896,0.8746803069053707,0.07919930374238482,0.09413108964371064,0.07888742779317148,,-0.05173189383715704,True,True,True,False,False,True,3,3,1,0,1,8,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,86,False,未入选：满足基础条件，但排名第86名，超出30只上限
600172,黄河旋风,14.75,0.007513661202185773,0.02288488210818307,0.31461675579322623,-0.1614553723706651,0.14785992217898847,,0.1595358955765048,-0.07754846779237023,-0.2584213172448466,0.5841423948220065,0.09898297507730125,0.04060405484328511,0.0033963091006474766,,-0.012056262558606812,True,False,True,True,True,False,3,0,1,4,0,8,False,40日趋势偏弱,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,87,False,未入选：未满足二级结构筛选最低资格条件
600500,中化国际,5.59,0.0,0.06883365200764802,0.12474849094567397,-0.12519561815336466,-0.060504201680672276,,0.10266159695817492,-0.0444444444444444,-0.4324873096446701,0.25524475524475526,0.035472816523108186,0.019918485406257957,-0.006106582734780486,,-0.017574692442882345,True,False,True,True,True,False,3,0,1,4,0,8,False,40日趋势偏弱,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,88,False,未入选：未满足二级结构筛选最低资格条件
603848,好太太,13.88,-0.012802275960170695,-0.05320600272851295,0.03427719821162456,-0.023223082336382816,0.003615328994938549,,0.04444444444444442,-0.05320600272851295,-0.22846025569760964,0.29259896729776275,0.021940804005301073,0.01250031566453691,-0.007967447980117948,,-0.011396011396011319,True,False,True,True,True,False,3,0,1,4,0,8,False,40日趋势偏弱,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,89,False,未入选：未满足二级结构筛选最低资格条件
605006,山东玻纤,15.96,0.0999310820124053,0.12315270935960587,0.15234657039711208,-0.0031230480949406836,-0.16657963446475188,,0.1624180626365623,-0.03855421686746996,-0.39499620924943135,0.4324618736383443,0.08715643200163492,0.019222903885480536,-0.03511496026541161,,0.027027027027027195,True,False,True,True,True,False,3,0,1,4,0,8,False,40日趋势偏弱,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,90,False,未入选：未满足二级结构筛选最低资格条件
000020,深华发Ａ,12.63,-0.03218390804597704,-0.08078602620087327,0.1565934065934067,0.2167630057803469,0.053377814845704696,,0.08903020667726544,-0.08078602620087327,-0.5077942322681215,0.2107813446396124,0.04367227203239277,0.04530891065167486,0.0034697919614004036,,-0.06305637982195844,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,91,False,未入选：满足基础条件，但排名第91名，超出30只上限
000428,华天酒店,4.44,-0.03267973856209139,0.12690355329949243,0.08292682926829298,0.43225806451612914,0.3097345132743363,,0.1307339449541283,-0.09939148073022297,-0.09939148073022297,0.7487179487179491,0.03243808859434938,0.062365406150400426,0.03838826443132026,,-0.0652631578947368,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,92,False,未入选：满足基础条件，但排名第92名，超出30只上限
000523,红棉股份,3.36,-0.028901734104046284,0.04672897196261672,0.1586206896551725,0.2775665399239544,0.13898305084745743,,0.12037037037037027,-0.07438016528925617,-0.10638297872340419,0.6825396825396826,0.0639645345155162,0.03874119518291286,0.01367301624401085,,-0.0561797752808989,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,93,False,未入选：满足基础条件，但排名第93名，超出30只上限
001337,四川黄金,52.93,-0.012131392310563593,0.11478517270429656,0.22324936445574295,0.4209395973154362,0.2837739510065487,,0.12,-0.10364098221845885,-0.12815022236863782,0.7320013778849466,0.05065703283179168,0.07449784269697335,0.0200511774819081,,-0.054821428571428577,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,94,False,未入选：满足基础条件，但排名第94名，超出30只上限
002041,登海种业,10.87,-0.0850168350168351,0.09797979797979783,0.24370709382151023,0.3403205918618988,0.3304773561811505,,0.11864406779661033,-0.0850168350168351,-0.11192810457516345,0.6948775055679285,0.09908998988877649,0.05189273279502182,0.042445818011110026,,-0.0850168350168351,True,True,True,False,False,False,3,3,1,0,0,7,True,距离短周期稳健上沿较远,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,95,False,未入选：满足基础条件，但排名第95名，超出30只上限
002172,澳洋健康,4.51,-0.048523206751054926,0.11633663366336622,0.38769230769230756,0.560553633217993,0.4182389937106916,,0.17391304347826103,-0.11220472440944884,-0.11220472440944884,0.7574468085106382,0.06922712185870061,0.06805414863247061,0.06306074043518617,,-0.07201646090534986,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,96,False,未入选：满足基础条件，但排名第96名，超出30只上限
002277,友阿股份,6.15,-0.01757188498402551,0.11211573236889705,0.05670103092783507,0.054888507718696466,-0.08482142857142849,,0.077175697865353,-0.08345752608047685,-0.1865079365079364,0.4699248120300753,0.02329450915141451,0.02401632177207791,-0.014647137150465728,,-0.06249999999999989,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,97,False,未入选：满足基础条件，但排名第97名，超出30只上限
002686,亿利达,6.79,-0.01736613603473225,0.11861614497528827,0.13735343383584597,0.24587155963302743,0.1076672104404568,,0.08433734939759044,-0.09466666666666668,-0.1954976303317535,0.5325779036827196,0.0465474722564736,0.041783668426373266,0.011313002719750331,,-0.056944444444444464,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,98,False,未入选：满足基础条件，但排名第98名，超出30只上限
002880,卫光生物,21.74,-0.031625835189309615,0.09246231155778895,0.038204393505252954,0.040191387559808556,-0.043975373790677175,,0.1080074487895717,-0.12374042724707779,-0.30786373766316466,0.24688473520249207,0.015105175915765656,0.01373590773616673,-0.016092258129780768,,-0.08655462184873963,True,True,True,False,False,False,3,3,1,0,0,7,True,距离短周期稳健上沿较远,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,99,False,未入选：满足基础条件，但排名第99名，超出30只上限
002902,铭普光磁,26.04,-0.023255813953488413,0.0787075393537695,0.10198899703766395,0.04243394715772619,-0.2177831180534695,,0.15666118421052627,-0.07429790259509417,-0.3948408087380897,0.3076609616951915,0.03263671332831031,0.03153185244289913,-0.04571077175361293,,-0.05992779783393498,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,100,False,未入选：满足基础条件，但排名第100名，超出30只上限
002953,日丰股份,11.07,0.010036496350364965,-0.05626598465473143,0.14006179196704416,0.268041237113402,0.12729124236252543,,0.11028037383177584,-0.07750000000000001,-0.1701649175412293,0.5432595573440645,0.04884172627789085,0.037779127032314674,0.013141841252134911,,-0.05060034305317318,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,101,False,未入选：满足基础条件，但排名第101名，超出30只上限
300139,晓程科技,51.5,0.0035074045206546778,0.10325621251071126,0.15186759114292103,0.3759016831418649,0.2734915924826904,,0.1698190789473684,-0.1653160453808752,-0.2675295121604324,0.5043478260869565,0.012503932054104938,0.06500644635950326,0.041736429594040336,,-0.09490333919156413,True,True,True,False,False,False,3,3,1,0,0,7,True,距离短周期稳健上沿较远,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,102,False,未入选：满足基础条件，但排名第102名，超出30只上限
300929,华骐环保,16.78,-0.06725958866036674,0.10540184453227952,0.21330441070137396,0.2741078208048595,0.45913043478260884,,0.12422360248447203,-0.07903402854006569,-0.07903402854006569,0.8213399503722086,0.05584395154947308,0.044703351034608874,0.06096363119394099,,-0.07087486157253586,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,103,False,未入选：满足基础条件，但排名第103名，超出30只上限
300981,中红医疗,15.95,-0.011771995043370564,0.11149825783972123,0.022435897435897356,0.6046277665995976,0.43306379155435737,,0.147628590514362,-0.07159487776484286,-0.10443571027512633,0.7837209302325582,0.03726344540547566,0.06921760391198051,0.0456537874438081,,-0.061764705882352944,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,104,False,未入选：满足基础条件，但排名第104名，超出30只上限
301177,迪阿股份,24.83,-0.015854141894570017,0.13430790315212415,0.06841652323580028,0.10453736654804269,-0.011937922801432577,,0.15864978902953594,-0.1357466063348417,-0.23834355828220866,0.38284352660841914,0.02975635044064262,0.03181891531092762,0.0022036898031141394,,-0.09577567370721063,True,True,True,False,False,False,3,3,1,0,0,7,True,距离短周期稳健上沿较远,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,105,False,未入选：满足基础条件，但排名第105名，超出30只上限
301190,善水科技,19.59,-0.052249637155297624,0.017662337662337713,0.07637362637362632,0.28290766208251483,-0.019028542814221283,,0.11456713322965272,-0.10137614678899087,-0.24856156501726123,0.44944774851316904,0.0007151614221494462,0.032001593740944356,-0.008085533525495125,,-0.08883720930232564,True,True,True,False,False,False,3,3,1,0,0,7,True,距离短周期稳健上沿较远,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,106,False,未入选：满足基础条件，但排名第106名，超出30只上限
301449,天溯计量,44.82,-0.008407079646017723,0.09504031272904956,0.15545243619489568,0.25125628140703515,0.08287025851654994,,0.1202122750346099,-0.07682801235839332,-0.3907842870735353,0.34104973641989456,0.05722507902061613,0.057887476165789487,0.0045075938938277105,,-0.06390977443609025,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,107,False,未入选：满足基础条件，但排名第107名，超出30只上限
600313,农发种业,7.13,-0.09746835443037982,0.0,0.2641843971631206,0.3871595330739299,0.21880341880341891,,0.14492753623188406,-0.09746835443037982,-0.27096114519427394,0.4456066945606695,0.08672458466697153,0.05711864406779643,0.029776601998824148,,-0.09287531806615779,True,True,True,False,False,False,3,3,1,0,0,7,True,距离短周期稳健上沿较远,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,108,False,未入选：满足基础条件，但排名第108名，超出30只上限
600330,天通股份,26.46,-0.01927353595255743,-0.007129455909943627,0.3445121951219512,0.09746992948983824,-0.10183299389002032,,0.15602294455066928,-0.12471055243135953,-0.29194541075729186,0.5127288968289416,0.011023441529908418,0.06614697646257484,-0.0210545964803871,,-0.09445585215605745,True,True,True,False,False,False,3,3,1,0,0,7,True,距离短周期稳健上沿较远,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,109,False,未入选：满足基础条件，但排名第109名，超出30只上限
600409,三友化工,7.03,-0.03830369357045138,0.04148148148148145,0.07328244274809159,0.2311733800350264,0.16777408637873759,,0.09221902017291062,-0.07255936675461738,-0.2568710359408034,0.3955223880597014,0.01736613603473236,0.03785022924095771,0.020417841241404666,,-0.06266666666666665,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,110,False,未入选：满足基础条件，但排名第110名，超出30只上限
600604,市北高新,4.8,-0.016393442622950838,0.08108108108108092,0.048034934497816595,0.21212121212121215,0.12676056338028174,,0.09978768577494687,-0.10280373831775702,-0.19191919191919204,0.44390243902439,0.013406523804497139,0.02481979638849663,0.01721257333799575,,-0.05882352941176472,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,111,False,未入选：满足基础条件，但排名第111名，超出30只上限
600737,中粮糖业,15.05,-0.009216589861751112,0.00803750837240469,0.1603700848111025,0.3449508489722968,0.14797864225781865,,0.12627986348122863,-0.08787878787878789,-0.08787878787878789,0.7904624277456649,0.04914604391774158,0.04785965272256276,0.02258999758395741,,-0.06113537117903933,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,112,False,未入选：满足基础条件，但排名第112名，超出30只上限
600969,郴电国际,9.73,-0.05442176870748283,0.1353558926487748,0.1822600243013366,0.32561307901907366,0.01778242677824271,,0.1465517241379312,-0.08552631578947367,-0.21150729335494323,0.5047438330170778,0.07722114586216433,0.03579612801264309,-0.028193612774450982,,-0.0742150333016175,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,113,False,未入选：满足基础条件，但排名第113名，超出30只上限
600988,赤峰黄金,45.77,-0.004999999999999893,0.07139513108614248,0.12071498530852098,0.46136653895274593,0.5583929179434799,,0.13414354505847287,-0.11963839199846127,-0.11963839199846127,0.769544275657651,0.03172724711186259,0.052699633638910504,0.07253407140447021,,-0.071602434077079,True,True,True,False,False,False,3,3,1,0,0,7,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,114,False,未入选：满足基础条件，但排名第114名，超出30只上限
