股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000007,全新好,成功,120,global-cache,global-cache,cache/full,120,
000506,招金黄金,成功,120,sina,sina,cache/full,120,
000526,学大教育,成功,120,global-cache,global-cache,cache/full,120,
000720,新能泰山,成功,120,global-cache,global-cache,cache/full,120,
000737,北方铜业,成功,120,sina,sina,cache/full,120,
001210,金房能源,成功,120,global-cache,global-cache,cache/full,120,
002037,保利联合,成功,120,global-cache,global-cache,cache/full,120,
002229,鸿博股份,成功,120,global-cache,global-cache,cache/full,120,
002329,皇氏集团,成功,120,global-cache,global-cache,cache/full,120,
002579,中京电子,成功,120,sina,sina,cache/full,120,
002702,海欣食品,成功,120,global-cache,global-cache,cache/full,120,
002829,星网宇达,成功,120,global-cache,global-cache,cache/full,120,
002902,铭普光磁,成功,120,sina,sina,cache/full,120,
002980,华盛昌,成功,120,sina,sina,cache/full,120,
300169,天晟新材,成功,120,sina,sina,cache/full,120,
300805,电声股份,成功,120,sina,sina,cache/full,120,
301177,迪阿股份,成功,120,sina,sina,cache/full,120,
600165,宁科生物,成功,120,sina,sina,cache/full,120,
600330,天通股份,成功,120,sina,sina,cache/full,120,
600409,三友化工,成功,120,sina,sina,cache/full,120,
600547,山东黄金,成功,120,global-cache,global-cache,cache/full,120,
600712,南宁百货,成功,120,global-cache,global-cache,cache/full,120,
600988,赤峰黄金,成功,120,sina,sina,cache/full,120,
601118,海南橡胶,成功,120,global-cache,global-cache,cache/full,120,
601886,江河集团,成功,120,sina,sina,cache/full,120,
603082,北自科技,成功,120,sina,sina,cache/full,120,
603217,元利科技,成功,120,global-cache,global-cache,cache/full,120,
603318,水发燃气,成功,120,global-cache,global-cache,cache/full,120,
603396,金辰股份,成功,120,sina,sina,cache/full,120,
603848,好太太,成功,120,sina,sina,cache/full,120,
605006,山东玻纤,成功,120,sina,sina,cache/full,120,
605198,安德利,成功,120,sina,sina,cache/full,120,
688432,有研硅,成功,120,sina,sina,cache/full,120,
000059,华锦股份,成功,120,sina,sina,cache/full,120,
000626,远大控股,成功,120,sina,sina,cache/full,120,
002017,东信和平,成功,120,sina,sina,cache/full,120,
002141,贤丰控股,成功,120,sina,sina,cache/full,120,
002303,美盈森,成功,120,sina,sina,cache/full,120,
002445,中南文化,成功,120,sina,sina,cache/full,120,
002638,勤上股份,成功,120,sina,sina,cache/full,120,
002811,郑中设计,成功,120,sina,sina,cache/full,120,
002947,恒铭达,成功,120,sina,sina,cache/full,120,
300243,瑞丰高材,成功,120,sina,sina,cache/full,120,
300530,领湃科技,成功,120,sina,sina,cache/full,120,
300839,博汇股份,成功,120,sina,sina,cache/full,120,
301158,德石股份,成功,120,sina,sina,cache/full,120,
301529,福赛科技,成功,120,sina,sina,cache/full,120,
600183,生益科技,成功,120,sina,sina,cache/full,120,
600403,大有能源,成功,120,sina,sina,cache/full,120,
600815,厦工股份,成功,120,sina,sina,cache/full,120,
000020,深华发Ａ,成功,120,sina,sina,cache/full,120,
000510,新金路,成功,120,sina,sina,cache/full,120,
000596,古井贡酒,成功,120,sina,sina,cache/full,120,
000721,西安饮食,成功,120,global-cache,global-cache,cache/full,120,
000887,中鼎股份,成功,120,global-cache,global-cache,cache/full,120,
001337,四川黄金,成功,120,sina,sina,cache/full,120,
002107,沃华医药,成功,120,sina,sina,cache/full,120,
002277,友阿股份,成功,120,sina,sina,cache/full,120,
002365,永安药业,成功,120,global-cache,global-cache,cache/full,120,
002580,圣阳股份,成功,120,global-cache,global-cache,cache/full,120,
002724,海洋王,成功,120,global-cache,global-cache,cache/full,120,
002846,英联股份,成功,120,global-cache,global-cache,cache/full,120,
002913,奥士康,成功,120,global-cache,global-cache,cache/full,120,
300017,网宿科技,成功,120,sina,sina,cache/full,120,
300305,裕兴股份,成功,120,global-cache,global-cache,cache/full,120,
300929,华骐环保,成功,120,sina,sina,cache/full,120,
301183,东田微,成功,120,sina,sina,cache/full,120,
600172,黄河旋风,成功,120,sina,sina,cache/full,120,
600367,红星发展,成功,120,sina,sina,cache/full,120,
600487,亨通光电,成功,120,sina,sina,cache/full,120,
600604,市北高新,成功,120,sina,sina,cache/full,120,
600737,中粮糖业,成功,120,sina,sina,cache/full,120,
601002,晋亿实业,成功,120,sina,sina,cache/full,120,
601579,会稽山,成功,120,sina,sina,cache/full,120,
603009,北特科技,成功,120,sina,sina,cache/full,120,
603090,宏盛股份,成功,120,sina,sina,cache/full,120,
603268,松发股份,成功,120,sina,sina,cache/full,120,
603330,天洋新材,成功,120,global-cache,global-cache,cache/full,120,
603400,华之杰,成功,120,global-cache,global-cache,cache/full,120,
603912,佳力图,成功,120,global-cache,global-cache,cache/full,120,
605162,新中港,成功,120,sina,sina,cache/full,120,
688112,鼎阳科技,成功,120,sina,sina,cache/full,120,
688603,天承科技,成功,120,sina,sina,cache/full,120,
000505,京粮控股,成功,120,sina,sina,cache/full,120,
000912,泸天化,成功,120,sina,sina,cache/full,120,
002041,登海种业,成功,120,sina,sina,cache/full,120,
