股票代码,股票名称
000020,深华发Ａ
000026,飞亚达
000062,深圳华强
000520,凤凰航运
000523,红棉股份
000526,学大教育
000536,华映科技
000596,古井贡酒
000721,西安饮食
000887,中鼎股份
001210,金房能源
001223,欧克科技
001268,联合精密
001696,宗申动力
002012,凯恩股份
002015,协鑫能科
002017,东信和平
002041,登海种业
002072,凯瑞德
002107,沃华医药
002155,湖南黄金
002172,澳洋健康
002212,天融信
002222,福晶科技
002229,鸿博股份
002265,建设工业
002277,友阿股份
002281,光迅科技
002322,理工能科
002329,皇氏集团
002349,精华制药
002396,星网锐捷
002436,兴森科技
002476,新叶股份
002491,通鼎互联
002515,金字火腿
002548,金新农
002579,中京电子
002580,圣阳股份
002655,共达电声
002686,亿利达
002703,浙江世宝
002716,湖南白银
002721,金一文化
002724,海洋王
002734,利民股份
002743,富煌钢构
002779,中坚科技
002837,英维克
002846,英联股份
002880,卫光生物
002882,金龙羽
002902,铭普光磁
002908,德生科技
002913,奥士康
002918,蒙娜丽莎
002951,金时科技
002953,日丰股份
002957,科瑞技术
002963,豪尔赛
002973,侨银股份
002975,博杰股份
300017,网宿科技
300063,天龙集团
300134,大富科技
300333,兆日科技
300369,绿盟科技
300386,飞天诚信
300394,天孚通信
300570,太辰光
300598,诚迈科技
300620,光库科技
300765,石药创新
300802,矩子科技
300805,电声股份
300839,博汇股份
300903,科翔股份
300981,中红医疗
301018,申菱环境
301085,亚康股份
301106,骏成科技
301123,奕东电子
301127,武汉天源
301152,天力锂能
301183,东田微
301205,联特科技
301227,森鹰窗业
301231,荣信文化
301251,威尔高
301366,一博科技
301419,阿莱德
301449,天溯计量
301626,苏州天脉
301630,同宇新材
600110,诺德股份
600165,宁科生物
600183,生益科技
600186,莲花控股
600313,农发种业
600330,天通股份
600368,五洲交通
600379,宝光股份
600475,华光环能
600487,亨通光电
600500,中化国际
600536,中国软件
600547,山东黄金
600604,市北高新
600610,中毅达
600629,华建集团
600654,中安科
600698,湖南天雁
600712,南宁百货
600737,中粮糖业
600746,江苏索普
600801,华新建材
600969,郴电国际
601208,东材科技
601609,金田股份
601869,长飞光纤
601886,江河集团
603002,宏昌电子
603009,北特科技
603011,合锻智能
603016,新宏泰
603052,可川科技
603082,北自科技
603093,南华期货
603118,共进股份
603186,华正新材
603188,亚邦股份
603191,望变电气
603200,上海洗霸
603216,梦天家居
603217,元利科技
603236,移远通信
603261,立航科技
603268,松发股份
603297,永新光学
603330,天洋新材
603333,福华尚纬
603358,华达科技
603366,日出东方
603395,红四方
603396,金辰股份
603559,中通国脉
603626,科森科技
603637,镇海股份
603679,华体科技
603848,好太太
603880,南卫股份
603912,佳力图
603936,博敏电子
603955,大千生态
605006,山东玻纤
605162,新中港
605167,利柏特
605168,三人行
605178,时空科技
605388,均瑶健康
605488,福莱新材
688112,鼎阳科技
688123,聚辰股份
688152,麒麟信安
688195,腾景科技
688378,奥来德
688432,有研硅
688433,华曙高科
688603,天承科技
688618,三旺通信
688661,和林微纳
688790,昂瑞微
688808,联讯仪器
688825,长鑫科技
