日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数
2026-07-29,21.26,22.78,21.05,22.6,24760876.0,551014807.0,0.018454885136345647,21.26,22.78,21.05,22.6,1.0
2026-07-30,22.61,22.9,22.2,22.47,13983857.0,314817831.0,0.010422509878006055,22.61,22.9,22.2,22.47,1.0
2026-07-31,21.9,22.52,21.55,22.3,13588516.0,301519512.0,0.010127852582977881,21.9,22.52,21.55,22.3,1.0
2026-08-03,22.2,23.13,21.06,21.2,31366792.0,678835270.0,0.02337843553901912,22.2,23.13,21.06,21.2,1.0
2026-08-04,21.22,21.5,20.51,21.46,16622220.0,350258216.0,0.012388946207358227,21.22,21.5,20.51,21.46,1.0
2026-08-05,21.4,22.0,21.0,21.93,13992817.0,303971260.0,0.01042918798466196,21.4,22.0,21.0,21.93,1.0
2026-08-06,21.93,23.12,21.81,23.01,23844840.0,542397305.0,0.017772141151005325,21.93,23.12,21.81,23.01,1.0
2026-08-07,22.91,23.6,22.65,22.85,14603274.0,336402761.0,0.010884176484086542,22.91,23.6,22.65,22.85,1.0
2026-08-10,22.8,24.1,22.5,24.02,18198059.0,430055151.0,0.013563457470141248,22.8,24.1,22.5,24.02,1.0
2026-08-11,23.81,24.55,23.63,24.38,14749046.0,356332289.0,0.010992823913042423,23.81,24.55,23.63,24.38,1.0
2026-08-12,24.14,24.18,23.14,23.28,13837503.0,325400474.0,0.010313428670247302,24.14,24.18,23.14,23.28,1.0
2026-08-13,23.41,23.5,22.8,22.8,11702112.0,269444127.0,0.008721869646802966,23.41,23.5,22.8,22.8,1.0
2026-08-14,22.92,23.06,22.46,22.86,7399943.0,169081167.0,0.00551535810285973,22.92,23.06,22.46,22.86,1.0
2026-08-17,23.1,23.21,22.55,22.87,7619122.0,174316168.0,0.005678717560307807,23.1,23.21,22.55,22.87,1.0
2026-08-18,22.76,23.0,22.41,22.78,6997653.0,158979880.0,0.005215521548551211,22.76,23.0,22.41,22.78,1.0
2026-08-19,22.76,23.28,22.6,22.98,8692833.0,199460425.0,0.006478980570979595,22.76,23.28,22.6,22.98,1.0
2026-08-20,22.95,23.75,22.55,22.77,12161929.0,280003976.0,0.009064582478075133,22.95,23.75,22.55,22.77,1.0
2026-08-21,22.72,23.22,22.32,23.18,9803323.0,224449129.0,0.00730665586788995,22.72,23.22,22.32,23.18,1.0
2026-08-24,23.0,24.06,23.0,23.59,12896350.0,305117293.0,0.00961196437186274,23.0,24.06,23.0,23.59,1.0
2026-08-25,23.25,23.8,23.02,23.3,6840673.0,159254942.0,0.00509852052368022,23.25,23.8,23.02,23.3,1.0
2026-08-26,23.4,24.43,23.1,23.88,9362858.0,224342247.0,0.006978366554475493,23.4,24.43,23.1,23.88,1.0
2026-08-27,23.86,23.97,23.6,23.94,4615240.0,109972224.0,0.0034398510002904537,23.86,23.97,23.6,23.94,1.0
2026-08-28,24.06,24.33,23.72,23.97,5993100.0,144386613.0,0.004466803682980889,24.06,24.33,23.72,23.97,1.0
2026-08-31,24.18,24.18,22.93,23.35,15891726.0,371006807.0,0.011844491202503403,24.18,24.18,22.93,23.35,1.0
2026-09-01,23.46,24.45,23.35,24.06,12591203.0,303128374.0,0.00938453086608934,23.46,24.45,23.35,24.06,1.0
