日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数
2025-08-04,26.87,27.72,26.66,27.59,44520461.0,1224757800.0,0.0265299060358119,27.02,27.88,26.81,27.75,0.9942342342342342
2025-08-05,27.92,27.93,26.72,26.92,28719526.0,782263851.0,0.0171140709026588,28.08,28.09,26.87,27.07,0.9944588104913188
2025-08-06,26.84,27.17,26.26,26.55,30836415.0,824673005.0,0.0183755328236898,26.99,27.32,26.41,26.7,0.9943820224719102
2025-08-07,26.45,26.74,26.06,26.27,24883898.0,658710500.0,0.0148284061062334,26.6,26.89,26.21,26.42,0.9943224829674489
2025-08-08,26.12,26.93,26.09,26.53,23792041.0,636790372.0,0.0141777645143922,26.27,27.08,26.24,26.68,0.9943778110944528
2025-08-11,26.65,26.96,26.2,26.87,28830858.0,776131288.0,0.0171804140498868,26.8,27.11,26.35,27.02,0.9944485566247224
2025-08-12,26.8,27.16,26.11,27.14,28957796.0,779084001.0,0.0172560568697662,26.95,27.31,26.26,27.29,0.9945034811286186
2025-08-13,27.41,29.47,27.32,29.18,69939570.0,1988557726.0,0.0416772463403982,27.57,29.64,27.48,29.35,0.9942078364565587
2025-08-14,29.26,30.07,28.35,28.92,61196953.0,1792542892.0,0.036467488797297,29.43,30.24,28.51,29.09,0.9941560673771056
2025-08-15,29.84,31.82,29.84,31.82,26727203.0,844481144.0,0.0159268383180055,30.01,32.0,30.01,32.0,0.994375
2025-08-18,34.12,34.43,32.56,33.31,82671279.0,2790235787.0,0.0492641184405164,34.31,34.63,32.75,33.5,0.9943283582089552
2025-08-19,32.75,33.44,32.03,32.7,43483282.0,1429379282.0,0.0259118472647602,32.94,33.63,32.21,32.89,0.9942231681362116
2025-08-20,32.51,33.5,31.58,32.1,35351507.0,1149582506.0,0.0210660927103685,32.7,33.69,31.76,32.28,0.9944237918215614
2025-08-21,32.24,32.26,31.04,31.9,30727358.0,978232944.0,0.0183105453573078,32.42,32.44,31.22,32.08,0.9943890274314214
2025-08-22,32.81,35.09,32.42,35.09,59912711.0,2052621673.0,0.0357022042781802,33.0,35.29,32.6,35.29,0.9943326721450836
2025-08-25,35.99,38.6,35.99,37.93,70138869.0,2653371227.0,0.0417960093456382,36.2,38.82,36.2,38.15,0.9942332896461336
