股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
603011,合锻智能,27.08,0.047987616099071095,0.03161904761904766,0.05042668735453826,0.06446540880503138,0.4961325966850827,-0.23133692875390288,,0.15069615069615067,-0.03629893238434179,0.27890841813135975,0.54030692836663,52991171.2,57804732.0,0.9167272188027791,,0.11807222750837444,,True,0.014993080116868951,-0.00574074782808387,True,3,3,收敛较充分,-0.3458937198067633,0.4269707883153261,0.0752858958068614,0.06135803883383928,-0.05351259501387906,,-0.004411764705882337,24.42,24.01,0.10892710892710888,0.12786339025406068,True,3,2026-08-28,沪深主板10%,25,10.021881838074398,True,True,True,False,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
688209,英集芯,35.58,0.03731778425655974,0.06878942625413043,0.17658730158730163,0.5415944540727904,0.6005398110661266,0.3732149749131608,,0.1633504492939666,-0.01983471074380161,0.6590493601462523,0.24785768589126142,25745696.4,31509996.8,0.8170643927199637,0.0633446908971058,0.07263982360033708,0.8720380606322378,True,0.0058858501783591866,0.04330167458135481,True,3,3,收敛较充分,-0.01983471074380161,0.9578700994733763,0.22626227813200073,0.09074341049424683,0.06862567937615549,,0.00850340136054406,31.16,29.42,0.1418485237483953,0.20938137321549943,True,1,2026-08-28,科创板20%,25,19.98375304630382,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
688485,九州一轨,104.2,0.05905071653623328,0.0742268041237113,0.1566211566211566,0.15790643404822768,1.1059013742926438,0.48878411201600236,,0.15987183736603688,-0.007429986664126531,0.28126154983368234,0.5684098571616827,6537709.8,7618437.9,0.8581430846866914,0.048094582666648,0.05069088678815249,0.9487816393436758,True,0.007464670634190318,0.0378756427043081,True,3,3,收敛较充分,-0.007429986664126531,0.9904878048780488,0.13595482344732868,0.10688485985941676,0.10702681563347949,,0.0019230769230769162,90.51,85.0,0.15125400508231124,0.22588235294117642,True,1,2026-08-14,科创板20%,25,20.006657789613836,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002015,协鑫能科,17.15,0.014792899408283988,0.013593380614657091,-0.01549942594718734,0.1580013504388924,0.1852107809260537,0.0005834305717618005,,0.08519900497512445,-0.039753639417693165,0.15898767034393246,0.5358843537414972,112791809.8,139700230.3,0.8073845659222223,,0.0891802729864984,,True,-0.009188361408882462,0.007309246493938826,True,3,3,收敛较充分,-0.3274509803921569,0.3335993615323223,0.051212111924974435,0.019857466111193434,-0.014408251328737687,,-0.007523148148148251,16.08,16.08,0.066542288557214,0.066542288557214,True,2,2026-09-01,沪深主板10%,25,10.035335689045933,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002491,通鼎互联,22.23,0.09995051954477985,0.036363636363636376,0.051063829787234116,0.14175654853620956,0.29019152640742885,-0.33996437054631823,,0.14568527918781732,-0.08140495867768593,0.19801980198019803,0.7357106598984774,164080129.6,190830021.9,0.8598234594658399,,0.16333232012045643,,True,0.006593199585570364,-0.009193149470343887,True,3,3,收敛较充分,-0.4401913875598086,0.4015748031496063,0.04799170280973031,0.06284651554495047,-0.04790365005313424,,0.010454545454545494,19.7,19.7,0.12842639593908634,0.12842639593908634,True,4,2026-09-15,沪深主板10%,25,10.015568240788797,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300684,中石科技,88.89,0.050585037229641916,0.007480448826929553,-0.066281512605042,-0.08360824742268036,0.738849765258216,0.5066101694915255,,0.13707006369426758,-0.16676040494938138,0.29152542372881374,0.47018219523033616,18740728.0,29384122.0,0.6377841747321904,0.10407262167491604,0.14363483600945387,0.7245639328614272,True,-0.04945948957985058,-0.024225072950503912,False,3,2,部分收敛/待确认,-0.16676040494938138,0.7280648119841026,0.0008162805753371138,0.09529267708851208,0.08450913924891967,,-0.0010114632501686538,78.5,78.5,0.13235668789808908,0.13235668789808908,True,3,2026-08-18,创业板20%,25,20.007126313914124,True,True,True,True,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
301626,苏州天脉,297.6,0.029259182402988193,0.10299840628590506,0.18707618667730364,0.012382637093482307,0.25898976224722925,-0.07720930232558132,,0.11069960371838075,-0.0076692230743580225,0.1398402766342829,0.7916145933255535,2442751.8,1927327.2,1.267429733778468,,0.035940375671075164,,False,0.06426217103109089,0.03863973139759547,True,3,2,部分收敛/待确认,-0.2310276220252706,0.5484571486288573,0.11288323140006029,0.052992440848644407,-0.021593331182539588,,0.0010427528675704956,270.01,242.92,0.1021814006888635,0.22509468137658506,True,1,2026-08-17,创业板20%,25,19.999999999999996,True,True,False,False,False,True,True,True,True,True,True,True,3,1,0,1,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
601208,东材科技,49.37,0.02236487885690619,0.041341489137312726,0.022576636288317964,-0.002223120452708116,0.14947613504074497,-0.3121081231712415,,0.13553276861346408,-0.06655322367177163,0.23057235923685446,0.5878101306767592,51812111.4,63654807.0,0.813954418242129,,0.06427765694977355,,True,0.011153975176115383,-0.013152189622777866,False,3,2,部分收敛/待确认,-0.3857160632076646,0.40154440154440146,0.04158315576277971,0.05121247586602751,-0.06389961694279356,,-0.0016177957532862441,44.86,44.86,0.10053499777084252,0.10053499777084252,True,1,2026-08-27,沪深主板10%,25,9.991039426523308,True,True,True,False,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603110,东方材料,24.74,0.03298538622129432,0.02062706270627057,0.04388185654008425,-0.10975170924793098,0.2526582278481011,-0.029803921568627545,,0.1258960573476702,-0.10621387283236994,0.16400517911091916,0.767634644406716,7864460.0,12646957.3,0.6218460150885462,0.03043879875761235,0.06284929032192399,0.4843141203615827,True,-0.026248872118776023,-0.001437666872047827,False,3,2,部分收敛/待确认,-0.13192982456140356,0.7249451353328455,0.008519832049243892,0.013606176772312573,0.011855629263092693,,-0.0008077544426495775,22.32,22.32,0.10842293906810019,0.10842293906810019,True,1,2026-08-17,沪深主板10%,25,9.992069785884228,True,True,True,True,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603400,华之杰,54.67,0.0,0.03522060215868206,0.18590021691973968,0.135646032405484,0.5990055571804622,0.22276895549094156,,0.13329187396351574,-0.006000000000000005,0.2634964392373076,0.5058583499243104,3623823.6,4523439.2,0.801121323792746,,0.12685781694413334,,True,-0.0022059942187737658,0.04586199290111681,True,3,3,收敛较充分,-0.20630081300812997,0.6256585879873552,0.10877876142090814,0.029349414157618936,0.025313600031116934,,0.012782512041497052,48.24,44.92,0.13329187396351583,0.21705253784505785,True,2,2026-09-14,沪深主板10%,12,10.009140767824508,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,159,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
