股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000759,中百集团,成功,25,sina,sina,deep-backfill,25,
000978,桂林旅游,成功,25,sina,sina,deep-backfill,25,
002470,金正大,成功,25,sina,sina,deep-backfill,25,
002639,雪人集团,成功,25,sina,sina,deep-backfill,25,
002988,豪美新材,成功,25,sina,sina,deep-backfill,25,
300788,中信出版,成功,25,sina,sina,deep-backfill,25,
600150,中国船舶,成功,25,sina,sina,deep-backfill,25,
601999,出版传媒,成功,25,sina,sina,deep-backfill,25,
603042,华脉科技,成功,25,sina,sina,deep-backfill,25,
603823,百合花,成功,25,sina,sina,deep-backfill,25,
603999,读者传媒,成功,25,sina,sina,deep-backfill,25,
688293,奥浦迈,成功,25,sina,sina,deep-backfill,25,
