股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000011,深物业A,9.49,0.09965237543453065,0.0360262008733625,0.17160493827160495,0.1601466992665037,,,,0.15030303030303033,-0.05759682224428997,0.27307206068268014,0.5504152637485972,32222494.0,12952906.8,2.487665085338219,0.05998384667604586,0.024603055112856355,2.438064963919917,False,-0.03874944958168214,0.02859467627571788,False,3,1,结构未成熟,-0.05759682224428997,0.7573221757322176,0.11143643497101352,,,,0.040570175438596534,8.25,8.01,0.15030303030303038,0.18476903870162298,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000020,深华发Ａ,13.7,0.10040160642570273,0.04980842911877392,0.07959022852639874,0.22649955237242603,,,,0.12203112203112189,-0.0029112081513829047,0.2345013477088948,0.5203855893511061,7099177.2,18053239.1,0.3932356493300972,0.033865890257151775,0.09965059551578473,0.33984634092615523,True,-0.0059514487079092016,0.013446175749426414,True,3,3,收敛较充分,-0.0029112081513829047,0.9867549668874169,0.10230518566198654,,,,0.04980842911877392,12.21,12.21,0.12203112203112187,0.12203112203112187,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000062,深圳华强,23.66,-0.016216216216216273,-0.030725112658746445,0.06817155756207693,0.017196904557179593,,,,0.06382978723404255,-0.05359999999999998,0.1612149532710282,0.3959296947271041,32445325.0,25786399.0,1.2582340403559256,0.032657112561681724,0.02468160405064086,1.323135744932825,False,-0.01899714635140648,0.021687983915814835,False,3,1,结构未成熟,-0.05359999999999998,0.627777777777778,0.0126040529841005,,,,-0.05208333333333337,23.5,21.96,0.006808510638297793,0.07741347905282336,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000510,新金路,17.22,0.00819672131147553,-0.005199306759098743,0.05192425167990211,0.04111245465538094,,,,0.14486279514996817,-0.06868577609518656,0.20770738079686465,0.6974369162723315,42946522.2,43771873.5,0.9811442546547614,0.07212649159258802,0.07211338710645285,1.0001817205745145,True,-0.02986953536278336,0.0038056206088992184,False,3,2,部分收敛/待确认,-0.06868577609518656,0.6530054644808743,0.020172398471518527,,,,-0.023255813953488413,15.67,15.67,0.098915124441608,0.098915124441608,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000520,凤凰航运,4.42,0.004545454545454408,0.044917257683215084,0.04245283018867907,0.13043478260869557,,,,0.11510791366906485,-0.04946236559139794,0.10804020100502516,1.065417433495065,89219028.4,32770895.6,2.7225080903800505,0.09936318418524087,0.03237963770487678,3.06869351321604,False,0.0277125410991077,0.011540273198304085,True,3,1,结构未成熟,-0.04946236559139794,0.7325581395348834,0.04913363399003079,,,,-0.041214750542299394,4.17,4.13,0.05995203836930463,0.07021791767554486,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000526,学大教育,38.4,0.028112449799196693,0.007874015748031482,0.058434399117971214,0.05931034482758624,,,,0.06826976229961301,-0.0176515732924023,0.15959655888460406,0.42776462585872743,3958202.6,7690473.7,0.5146890496485281,0.03116505220903757,0.06330988347426428,0.49226203712262856,True,0.018275053188587576,0.017829908770762293,True,3,3,收敛较充分,-0.0176515732924023,0.9210526315789468,0.06465565043806154,,,,-0.0015600624024961762,36.18,34.61,0.06135986733001664,0.10950592314360019,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000536,华映科技,3.66,0.005494505494505475,-0.07575757575757569,0.12269938650306766,0.09580838323353302,,,,0.07541899441340782,-0.07575757575757569,0.2857142857142857,0.2639664804469274,96423651.4,83839864.7,1.1500931179341467,0.03741979569965182,0.030342874023672438,1.2332317522215668,False,-0.010799136069114312,0.035734543391945595,False,3,1,结构未成熟,-0.07575757575757569,0.6590909090909093,0.0608695652173914,,,,-0.04935064935064937,3.58,3.26,0.022346368715083775,0.12269938650306766,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000596,古井贡酒,101.0,0.0,0.0011895321173671647,0.11160026414263702,0.06461473595446399,,,,0.05908618899273103,-0.03191795265024444,0.13335580271879552,0.44307175082080824,5167166.0,4062378.1,1.2719559511213394,0.013378276431718,0.009942188203622072,1.3456068380242605,False,0.03467919664019292,0.0330776861619857,True,3,2,部分收敛/待确认,-0.03191795265024444,0.7976913730255164,0.05407069579102264,,,,-0.00345337937839163,96.3,89.01,0.04880581516095539,0.1347039658465341,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000620,盈新发展,3.32,0.0993377483443707,0.03426791277258556,-0.043227665706051965,0.1942446043165469,,,,0.1254237288135592,-0.10270270270270276,0.20129870129870134,0.6230727173318746,286549497.8,470346101.6,0.6092311530280152,0.0464641134606891,0.10067880792088342,0.46150837917352044,True,-0.03258145363408527,-0.0237370663420573,False,3,2,部分收敛/待确认,-0.10270270270270276,0.6237623762376235,0.0362047440699127,,,,0.05063291139240489,2.95,2.95,0.12542372881355912,0.12542372881355912,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
000628,高新发展,53.2,-0.0033720494567253123,0.06805862276651276,0.1115754283326369,0.36760925449871484,,,,0.17443273905996756,-0.08228393996894934,0.28520225294418844,0.6116106631671753,15615474.8,15156381.9,1.0302904019593224,0.08903767940239467,0.07884151821030098,1.1293247697855913,False,0.05156494522691735,0.03870507991448657,True,3,2,部分收敛/待确认,-0.08228393996894934,0.7626865671641794,0.13886926551495304,,,,-0.04471179745017051,49.36,45.88,0.07779578606158832,0.15954664341761116,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,1,True,150,200,183,8,入选：阶段1分=8；软容量150-200只，本次实际183只
