股票代码,股票名称,缓存行数,最早交易日,最后交易日,日期已最新,统一深缓存就绪,需要异常补抓
000007,全新好,255,2025-08-22,2026-09-09,False,True,True
000011,深物业A,280,2025-07-16,2026-09-07,False,True,True
000017,深中华A,29,2026-07-31,2026-09-09,False,False,True
000020,深华发Ａ,280,2025-07-18,2026-09-09,False,True,True
000026,飞亚达,280,2025-07-18,2026-09-09,False,True,True
000048,京基智农,122,2026-03-17,2026-09-09,False,False,True
000059,华锦股份,280,2025-07-18,2026-09-09,False,True,True
000062,深圳华强,280,2025-07-18,2026-09-09,False,True,True
000428,华天酒店,280,2025-07-18,2026-09-09,False,True,True
000505,京粮控股,280,2025-07-18,2026-09-09,False,True,True
000506,招金黄金,122,2026-03-17,2026-09-09,False,False,True
000510,新金路,280,2025-07-16,2026-09-07,False,True,True
000517,荣安地产,30,2026-07-30,2026-09-09,False,False,True
000520,凤凰航运,254,2025-08-25,2026-09-09,False,True,True
000523,红棉股份,280,2025-07-18,2026-09-09,False,True,True
000526,学大教育,255,2025-08-22,2026-09-09,False,True,True
000536,华映科技,280,2025-07-18,2026-09-09,False,True,True
000560,我爱我家,29,2026-07-31,2026-09-09,False,False,True
000565,渝三峡Ａ,0,,,False,False,True
000592,平潭发展,122,2026-03-17,2026-09-09,False,False,True
000596,古井贡酒,280,2025-07-18,2026-09-09,False,True,True
000603,盛达资源,122,2026-03-17,2026-09-09,False,False,True
000620,盈新发展,280,2025-07-16,2026-09-07,False,True,True
000626,远大控股,122,2026-03-17,2026-09-09,False,False,True
000628,高新发展,280,2025-07-16,2026-09-07,False,True,True
000635,英 力 特,280,2025-07-16,2026-09-09,False,True,True
000657,中钨高新,30,2026-07-30,2026-09-09,False,False,True
000670,盈方微,255,2025-08-08,2026-09-09,False,True,True
000712,锦龙股份,29,2026-07-31,2026-09-09,False,False,True
000716,黑芝麻,280,2025-07-09,2026-09-07,False,True,True
000720,新能泰山,255,2025-08-22,2026-09-09,False,True,True
000721,西安饮食,255,2025-08-22,2026-09-09,False,True,True
000723,美锦能源,256,2025-08-21,2026-09-09,False,True,True
000735,罗 牛 山,256,2025-08-21,2026-09-09,False,True,True
000737,北方铜业,280,2025-07-18,2026-09-09,False,True,True
000759,中百集团,280,2025-07-18,2026-09-09,False,True,True
000798,中水渔业,27,2026-08-04,2026-09-09,False,False,True
000811,冰轮环境,30,2026-07-30,2026-09-09,False,False,True
000823,超声电子,0,,,False,False,True
000831,中国稀土,30,2026-07-30,2026-09-09,False,False,True
000833,粤桂股份,280,2025-07-18,2026-09-09,False,True,True
000859,国风新材,30,2026-07-30,2026-09-09,False,False,True
000887,中鼎股份,255,2025-08-22,2026-09-09,False,True,True
000889,中嘉博创,255,2025-08-22,2026-09-09,False,True,True
000890,法尔胜,280,2025-07-18,2026-09-09,False,True,True
000892,欢瑞世纪,30,2026-07-30,2026-09-09,False,False,True
000912,泸天化,122,2026-03-17,2026-09-09,False,False,True
000930,中粮科技,280,2025-07-18,2026-09-09,False,True,True
000931,中 关 村,30,2026-07-30,2026-09-09,False,False,True
000938,紫光股份,28,2026-08-03,2026-09-09,False,False,True
000960,锡业股份,30,2026-07-30,2026-09-09,False,False,True
000962,东方钽业,30,2026-07-30,2026-09-09,False,False,True
000975,山金国际,30,2026-07-30,2026-09-09,False,False,True
000977,浪潮信息,122,2026-03-17,2026-09-09,False,False,True
000978,桂林旅游,280,2025-07-18,2026-09-09,False,True,True
000980,众泰汽车,280,2025-07-18,2026-09-09,False,True,True
000988,华工科技,280,2025-07-18,2026-09-09,False,True,True
000989,九芝堂,30,2026-07-30,2026-09-09,False,False,True
000993,闽东电力,0,,,False,False,True
001210,金房能源,255,2025-08-22,2026-09-09,False,True,True
001223,欧克科技,280,2025-07-18,2026-09-09,False,True,True
001258,立新能源,30,2026-07-30,2026-09-09,False,False,True
001268,联合精密,252,2025-08-27,2026-09-09,False,True,True
001277,速达股份,124,2026-03-13,2026-09-09,False,False,True
001309,德明利,0,,,False,False,True
001326,联域股份,280,2025-07-16,2026-09-07,False,True,True
001330,博纳影业,280,2025-07-18,2026-09-09,False,True,True
001337,四川黄金,122,2026-03-17,2026-09-09,False,False,True
001358,兴欣新材,30,2026-07-30,2026-09-09,False,False,True
001359,平安电工,30,2026-07-30,2026-09-09,False,False,True
001366,播恩集团,280,2025-07-18,2026-09-09,False,True,True
001378,德冠新材,30,2026-07-30,2026-09-09,False,False,True
001696,宗申动力,280,2025-07-18,2026-09-09,False,True,True
002011,盾安环境,280,2025-07-18,2026-09-09,False,True,True
002012,凯恩股份,255,2025-08-22,2026-09-09,False,True,True
002015,协鑫能科,280,2025-07-18,2026-09-09,False,True,True
002017,东信和平,280,2025-07-18,2026-09-09,False,True,True
002037,保利联合,255,2025-08-22,2026-09-09,False,True,True
002038,双鹭药业,30,2026-07-30,2026-09-09,False,False,True
002040,南 京 港,0,,,False,False,True
002041,登海种业,252,2025-08-27,2026-09-09,False,True,True
002046,国机精工,0,,,False,False,True
002059,云南旅游,29,2026-07-31,2026-09-09,False,False,True
002068,黑猫股份,280,2025-07-18,2026-09-09,False,True,True
002072,凯瑞德,280,2025-07-18,2026-09-09,False,True,True
002081,金 螳 螂,280,2025-07-18,2026-09-09,False,True,True
002084,海鸥住工,28,2026-07-27,2026-09-09,False,False,True
002094,青岛金王,280,2025-07-16,2026-09-07,False,True,True
002104,恒宝股份,280,2025-07-18,2026-09-09,False,True,True
002107,沃华医药,280,2025-07-18,2026-09-09,False,True,True
002112,三变科技,30,2026-07-30,2026-09-09,False,False,True
002124,天邦食品,280,2025-07-18,2026-09-09,False,True,True
002141,贤丰控股,122,2026-03-17,2026-09-09,False,False,True
002155,湖南黄金,280,2025-06-27,2026-09-09,False,True,True
002165,红 宝 丽,280,2025-07-16,2026-09-07,False,True,True
002171,楚江新材,0,,,False,False,True
002172,澳洋健康,280,2025-07-11,2026-09-09,False,True,True
002174,游族网络,280,2025-07-16,2026-09-07,False,True,True
