股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000859,国风新材,成功,250,global-cache,global-cache,local-cache,241,
603980,吉华集团,成功,250,global-cache,global-cache,local-cache,250,
688152,麒麟信安,成功,250,global-cache,global-cache,local-cache,250,
000720,新能泰山,成功,250,global-cache,global-cache,local-cache,240,
002141,贤丰控股,成功,250,global-cache,global-cache,local-cache,241,
600654,中安科,成功,250,global-cache,global-cache,local-cache,250,
603400,华之杰,成功,250,global-cache,global-cache,local-cache,240,
603989,艾华集团,成功,250,global-cache,global-cache,local-cache,250,
605118,XD力鼎光,成功,250,global-cache,global-cache,local-cache,250,
000962,东方钽业,成功,250,global-cache,global-cache,local-cache,250,
002436,兴森科技,成功,250,global-cache,global-cache,local-cache,250,
300142,沃森生物,成功,250,global-cache,global-cache,local-cache,250,
300679,电连技术,成功,250,global-cache,global-cache,local-cache,250,
301060,兰卫医学,成功,250,global-cache,global-cache,local-cache,241,
600228,返利科技,成功,250,global-cache,global-cache,local-cache,250,
603221,爱丽家居,成功,250,global-cache,global-cache,local-cache,241,
603236,移远通信,成功,250,global-cache,global-cache,local-cache,250,
603848,好太太,成功,250,global-cache,global-cache,local-cache,250,
603938,三孚股份,成功,250,global-cache,global-cache,local-cache,241,
688378,奥来德,成功,250,global-cache,global-cache,local-cache,250,
688662,富信科技,成功,250,global-cache,global-cache,local-cache,250,
000670,盈方微,成功,250,global-cache,global-cache,local-cache,240,
002015,协鑫能科,成功,250,global-cache,global-cache,local-cache,250,
002918,蒙娜丽莎,成功,250,global-cache,global-cache,local-cache,250,
300363,博腾股份,成功,250,global-cache,global-cache,local-cache,241,
301282,金禄电子,成功,250,global-cache,global-cache,local-cache,241,
301419,阿莱德,成功,250,global-cache,global-cache,local-cache,250,
600165,宁科生物,成功,250,global-cache,global-cache,local-cache,250,
600186,莲花控股,成功,250,global-cache,global-cache,local-cache,241,
600330,天通股份,成功,250,global-cache,global-cache,local-cache,250,
600353,旭光电子,成功,250,global-cache,global-cache,local-cache,250,
600410,华胜天成,成功,250,global-cache,global-cache,local-cache,250,
600641,先导基电,成功,250,global-cache,global-cache,local-cache,250,
603011,合锻智能,成功,250,global-cache,global-cache,local-cache,250,
603261,立航科技,成功,250,global-cache,global-cache,local-cache,250,
