股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002708,光洋股份,17.26,0.03601440576230508,0.05179768433881793,0.10783055198973046,0.5878564857405706,0.8283898305084749,0.23285714285714287,,0.10642317380352641,-0.01764371087080241,0.4162520729684907,0.25567001515349186,35543270.0,53912012.0,0.6592829442165876,,0.1057865017148478,,True,0.013828238719068242,0.04881619144602878,True,3,3,收敛较充分,-0.01764371087080241,0.9654017857142858,0.1864173769590325,0.08741296486209316,0.03186083707236986,,0.02251184834123232,15.88,14.89,0.0869017632241813,0.15916722632639368,True,3,2026-09-07,沪深主板10%,25,10.028248587570632,True,True,True,False,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000628,高新发展,56.19,-0.00017793594306059202,0.021450645337211416,0.04036289576004437,0.36284259034683486,0.5479338842975208,0.1213330672520454,,0.1228377065111759,-0.030705537346903622,0.24666666666666665,0.49799070207233476,10208775.8,14530175.6,0.7025913575332153,,0.07558407486197424,,True,-0.0013200352009387073,0.012450985857910268,True,3,3,收敛较充分,-0.17270318021201414,0.6681753889674681,0.08479091856828447,0.05833407033990756,0.00553656249054546,,-0.004958384983176911,51.45,51.45,0.09212827988338179,0.09212827988338179,True,1,2026-08-21,沪深主板10%,12,9.99272374484599,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002947,恒铭达,63.96,0.029454369869628128,0.024179343474779902,-0.09302325581395343,0.11389759665621724,0.1004817618719891,-0.24575471698113205,,0.08080808080808088,-0.11754966887417218,0.16153846153846163,0.5002405002405004,6158645.6,12042488.3,0.5114097225238741,,0.06072748710730365,,True,-0.013218227239667257,-0.022477239690918638,False,3,2,部分收敛/待确认,-0.3908571428571429,0.26319569120287256,0.0041446872645065636,0.021450179254761226,-0.05798314274546745,,0.0009389671361501595,59.4,59.4,0.07676767676767682,0.07676767676767682,True,1,2026-08-25,沪深主板10%,12,10.001845358922324,True,True,True,False,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002957,科瑞技术,41.83,-0.019226260257913297,0.0470588235294116,0.06654767975522691,0.027259332023575666,0.1119085592769804,-0.3081376116440623,,0.1590296495956873,-0.045848540145985495,0.1878048780487805,0.8467812510939194,15554741.8,15696808.7,0.9909493131556099,,0.03591806335942887,,True,0.004145025968837368,0.01449970950059365,True,3,3,收敛较充分,-0.41967258601553825,0.3581582855930405,0.03424403510940777,0.01959534809622432,-0.059883331739504664,,0.015784361340456465,37.1,36.9,0.12749326145552553,0.13360433604336053,True,2,2026-09-16,沪深主板10%,25,10.007737941707484,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300363,博腾股份,22.07,0.0004533091568450498,0.05396370582616994,0.1476859074362975,-0.09844771241830064,0.35398773006134965,0.3498470948012231,,0.12462612163509472,-0.05400771538791249,0.19892473118279563,0.626498881733179,18987861.2,23416206.3,0.8108854592727088,,0.046939774660797365,,True,0.017743618939178418,0.04062345373577436,True,3,3,收敛较充分,-0.09844771241830064,0.7855871886120996,0.07532644708633796,0.03927502439185737,0.06033058622588494,,0.0031818181818181746,20.06,18.95,0.10019940179461617,0.16464379947229557,True,1,2026-08-20,创业板20%,15,20.000000000000018,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
300911,亿田智能,28.75,0.02131438721136769,-0.0048459674627898686,-0.1159286592865929,0.1658556366585564,0.47587268993839826,0.16869918699186992,,0.10151515151515152,-0.14281454979129393,0.5563805104408351,0.1824563398791923,12521046.8,22273805.7,0.5621422296953951,,0.12999285005029484,,True,-0.02589558455984442,-0.025678426051560344,False,3,2,部分收敛/待确认,-0.3153131698023339,0.470188075230092,0.06333795654183993,0.04439642871702887,0.04817048101959687,,-0.008278716798896135,26.4,26.4,0.0890151515151516,0.0890151515151516,True,2,2026-08-31,创业板20%,25,20.009013068949976,True,True,True,False,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
301419,阿莱德,42.35,-0.005868544600938996,0.056900424257549265,0.09743456854107269,0.05348258706467668,0.5033723819666311,-0.09931943853679293,,0.15386666666666676,-0.05888888888888888,0.20226308345120222,0.7607254079254085,7150225.4,8375175.7,0.8537403460085022,,0.0797860938783793,,True,0.009279475982532537,0.03108184287398119,True,3,3,收敛较充分,-0.19563152896486224,0.628828828828829,0.07810192963698404,0.054191755442334344,-0.013518888477080049,,0.008333333333333304,37.5,35.35,0.1293333333333333,0.19801980198019797,True,1,2026-08-14,创业板20%,25,19.999999999999996,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603297,永新光学,109.76,-0.01763179092455025,0.055283145851360516,-0.021572472811552834,0.023307850083908344,0.20021869874248233,-0.16405178979436408,,0.13447236180904518,-0.08472314876584386,0.1642718446601942,0.8185965287430054,1003993.4,1666739.2,0.602369824865222,,0.01738691222864757,,True,0.022748091603053577,-0.009265104534145419,True,3,3,收敛较充分,-0.282004317393864,0.3514367383782157,0.01785134696527102,0.01858797502956011,-0.024769593064513873,,0.02378509467400436,99.5,99.5,0.10311557788944725,0.10311557788944725,True,1,2026-08-31,沪深主板10%,25,9.997151808601545,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603400,华之杰,54.67,0.0,0.04892555640828866,0.06777343749999987,0.07660496258369442,0.46804511278195493,0.28574788334901213,,0.13329187396351574,-0.006000000000000005,0.2634964392373076,0.5058583499243104,1990339.6,4596757.9,0.4329876933479572,,0.13378932518672082,,True,0.030328624078624022,0.03573308380607032,True,3,3,收敛较充分,-0.20630081300812997,0.6256585879873552,0.09600850023054863,0.035497534005145104,0.03159185066799086,,0.0,48.24,48.24,0.13329187396351583,0.13329187396351583,True,2,2026-09-14,沪深主板10%,12,10.009140767824508,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603668,天马科技,12.75,0.03406326034063256,0.007109004739336511,0.13434163701067603,0.2549212598425197,0.17946345975948197,0.06873428331936293,,0.09393680614859092,-0.06798245614035081,0.3372434017595307,0.27854305127538703,10189162.0,16260922.9,0.6266041640231871,,0.032149126064341546,,True,-0.02313054499366296,0.030054196091312102,False,3,2,部分收敛/待确认,-0.13676371022342582,0.5902636916835701,0.10451769394031274,0.024862721171446056,0.015267404092262904,,0.003937007874015741,11.71,11.27,0.08881298035866769,0.13132209405501327,True,1,2026-09-07,沪深主板10%,25,9.974853310980713,True,True,True,False,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,2,True,,,181,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
