股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
001210,金房能源,29.88,0.03678001387925045,0.10462107208872462,0.4372294372294372,0.5315222962583288,0.29127052722558333,0.8175182481751824,0.1549243821468093,-0.045672309166400527,-0.045672309166400527,0.9328323156411461,0.14544199953998294,0.08080435384189655,0.03846242375417175,0.08701611225200612,0.008777852802160702,27.11,25.79,0.10217631870158606,0.1585886002326482,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
002655,共达电声,38.85,0.03023070803500394,0.09807801017524032,0.24240486088903102,0.16736778846153855,0.17018072289156616,1.1862689926842993,0.09262295081967215,-0.047093451066961056,-0.2630880121396054,0.6625304136253042,0.06830556013859113,0.06430429128738635,0.010348391047660943,0.11886678722121768,-0.016455696202531622,36.6,33.6,0.061475409836065475,0.15625,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
002913,奥士康,63.43,0.030376868096166243,0.07892498724272845,0.259031361651449,0.13065953654188944,0.27395059248845155,0.30918472652218765,0.11099656357388304,-0.019022579647386295,-0.10232097367676196,0.8109803921568628,0.08159263364310698,0.06461112875900055,0.022335515325504485,0.042528643590552306,-0.006733479486376481,58.2,54.71,0.08986254295532636,0.1593858526777554,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
301227,森鹰窗业,35.17,0.03776925346709947,0.1569078947368423,0.3906682483194941,0.6660350544765514,0.3118239462886985,0.30986964618249524,0.11499999999999999,-0.014293721973094087,-0.10826572008113577,0.8214882943143814,0.17051902883863357,0.11576606442344861,0.06545311810019117,0.023849962921321355,0.013252664938058212,32.0,29.91,0.09906250000000005,0.17586091608157806,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
301251,威尔高,55.64,0.03651266766020855,0.16134418701732423,0.29727209139659605,0.19887955182072847,0.2017278617710585,0.1315842993695342,0.07699619771863113,-0.017828773168579004,-0.08667104399212078,0.8462882096069869,0.12640699651793663,0.09206595474276646,0.015247114178401633,0.008587485348776625,-0.01522123893805305,52.6,45.0,0.05779467680608352,0.23644444444444446,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
600186,莲花控股,12.38,0.04384485666104565,0.12341197822141581,0.27892561983471076,0.12545454545454549,0.06540447504302938,0.9253499222395025,0.13533151680290648,-0.07473841554559046,-0.22284996861268036,0.6672914714151829,0.07019363762102349,0.05441838897721274,0.02050955799933374,0.0966170940016775,0.018092105263157965,11.01,10.8,0.12443233424159872,0.14629629629629637,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
600801,华新建材,24.06,0.03040685224839379,0.056189640035118504,0.1211556383970176,0.3554929577464787,0.3183561643835615,0.056189640035118504,0.06628870475359788,-0.019959266802444087,-0.07992351816443599,0.8145519077196096,0.03306139974237876,0.029249214786180255,0.04051534158331904,0.0015460817122350257,-0.011097410604192337,22.93,22.32,0.04928041866550359,0.07795698924731176,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
601886,江河集团,13.75,0.021545319465081647,0.03930461073318203,0.510989010989011,0.7973856209150325,0.5363128491620113,0.6388557806912991,0.08443067389620448,-0.03169014084507038,-0.03169014084507038,0.9405548216644651,0.08216590587124206,0.08070108470910053,0.08604548302679582,0.07599375341310832,-0.017857142857142905,12.91,12.81,0.06506584043377228,0.07338017174082734,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
603330,天洋新材,11.49,0.025892857142857162,0.14101290963257207,0.5958333333333332,0.4525916561314791,0.34701055099648315,0.5218543046357615,0.16731517509727634,-0.11136890951276102,-0.11136890951276102,0.8059299191374664,0.1449925261584455,0.09372958850424573,0.062412698412698475,0.05303777241355867,-0.019624573378839605,10.28,8.59,0.11770428015564205,0.33760186263096625,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
603333,福华尚纬,10.31,0.0248508946322068,0.18778801843317972,0.19190751445086707,0.30012610340479196,0.218676122931442,0.14555555555555566,0.05348133198789096,-0.04889298892988925,-0.04889298892988925,0.8531855955678672,0.08258518401848058,0.040760663686642884,0.02473323019556517,0.021364907813079537,0.0019436345966958868,9.91,8.55,0.04036326942482349,0.20584795321637417,12,3,2,1,0,1.5483870967741935,7.548387096774194,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,31,31,22,2.5483870967741935,入选：阶段3分=7.548387096774194；软容量31-31只，本次实际22只
