股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,决策说明
603118,共进股份,17.62,-0.016192071468453362,0.029807130333138643,0.2236111111111112,,,,0.08342989571263022,-0.14382896015549063,-0.14382896015549063,0.6155844155844158,0.04467435448966883,,,,-0.05674518201284795,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,125,True,入选：按阶段1分排序第125名；本阶段上限150只
603188,亚邦股份,5.07,0.04752066115702491,0.08102345415778256,0.25806451612903225,,,,0.11157894736842111,-0.03977272727272729,-0.03977272727272729,0.8581081081081082,0.09137875363254766,,,,0.014000000000000012,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,126,True,入选：按阶段1分排序第126名；本阶段上限150只
603200,上海洗霸,41.62,-0.028024287716020613,0.18609290396124223,0.09009952854897851,,,,0.14559292904493004,-0.1080154307758251,-0.1080154307758251,0.5810473815461346,0.06577212142939448,,,,-0.07716186252771629,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,127,True,入选：按阶段1分排序第127名；本阶段上限150只
603217,元利科技,30.34,-0.007848266841072538,0.17233384853168476,0.34426229508196715,,,,0.09417199715707174,-0.014615134784020767,-0.014615134784020767,0.9616695059625213,0.12370370370370365,,,,-0.00426649163111259,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,128,True,入选：按阶段1分排序第128名；本阶段上限150只
603268,松发股份,183.55,0.000381512971441067,0.02256267409470758,0.06178052872100426,,,,0.09392265193370165,-0.07297979797979792,-0.07297979797979792,0.7233390771587213,0.007210430430869774,,,,-0.05862139706636571,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,129,True,入选：按阶段1分排序第129名；本阶段上限150只
603270,金帝股份,31.77,0.10006925207756234,0.15108695652173898,0.2567246835443038,,,,0.15906603429405325,0.0,0.0,1.0,0.11811079045540906,,,,0.0502479338842976,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,130,True,入选：按阶段1分排序第130名；本阶段上限150只
603297,永新光学,111.38,-0.020576855434400354,0.08769531249999996,0.08961064370964578,,,,0.160890609874153,-0.07121414276184124,-0.07121414276184124,0.7452267303102623,0.045669409616440726,,,,-0.03866735715518732,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,131,True,入选：按阶段1分排序第131名；本阶段上限150只
603306,华懋科技,75.51,-0.008143964271640436,0.07702182284980763,0.11932997331752171,,,,0.08635135135135136,-0.060704067670108164,-0.060704067670108164,0.8090766823161192,0.01832060039243988,,,,-0.05529838608782689,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,132,True,入选：按阶段1分排序第132名；本阶段上限150只
603318,水发燃气,10.14,0.026315789473684292,0.1266666666666667,0.1291759465478841,,,,0.08094262295081976,-0.03886255924170612,-0.03886255924170612,0.8319672131147541,0.07358390682901028,,,,-0.011695906432748426,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,133,True,入选：按阶段1分排序第133名；本阶段上限150只
603330,天洋新材,11.49,0.025892857142857162,0.14101290963257207,0.5958333333333332,,,,0.16731517509727634,-0.11136890951276102,-0.11136890951276102,0.7739403453689169,0.1449925261584455,,,,-0.019624573378839605,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,134,True,入选：按阶段1分排序第134名；本阶段上限150只
603333,尚纬股份,10.31,0.0248508946322068,0.18778801843317972,0.19190751445086707,,,,0.05348133198789096,-0.04889298892988925,-0.04889298892988925,0.8029739776951675,0.08258518401848058,,,,0.0019436345966958868,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,135,True,入选：按阶段1分排序第135名；本阶段上限150只
603366,日出东方,7.84,0.015544041450777257,0.02752293577981657,0.13623188405797104,,,,0.13725490196078424,-0.03448275862068961,-0.03448275862068961,0.8157894736842108,0.08534643870699798,,,,-0.003811944091486663,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,136,True,入选：按阶段1分排序第136名；本阶段上限150只
603387,基蛋生物,9.39,-0.013655462184873901,0.015135135135135203,0.05505617977528088,,,,0.06413043478260869,-0.053427419354838634,-0.053427419354838634,0.592307692307693,0.0034195340884803915,,,,-0.04085801838610814,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,137,True,入选：按阶段1分排序第137名；本阶段上限150只
603396,金辰股份,29.61,-0.024060646011865527,0.16666666666666674,0.20512820512820507,,,,0.17377049180327866,-0.08100558659217871,-0.08100558659217871,0.7119205298013245,0.09555082786051261,,,,-0.07178683385579931,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,138,True,入选：按阶段1分排序第138名；本阶段上限150只
603400,华之杰,48.38,0.04945770065075927,0.027830890163586197,0.07582832999777644,,,,0.1256604640477831,-0.06566241792197758,-0.06566241792197758,0.7206244864420708,0.0527346512462874,,,,0.017455310199789853,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,139,True,入选：按阶段1分排序第139名；本阶段上限150只
603637,镇海股份,14.72,-0.024519549370443983,0.1517996870109548,0.14552529182879392,,,,0.10805230557467324,-0.08571428571428574,-0.08571428571428574,0.7557522123893805,0.05519713261648751,,,,-0.05701473414477887,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,140,True,入选：按阶段1分排序第140名；本阶段上限150只
603778,国晟科技,10.75,0.10030706243602872,0.13157894736842102,0.010338345864661536,,,,0.16720955483170455,-0.0444444444444444,-0.0444444444444444,0.8188405797101449,0.05963528831936915,,,,0.04775828460038989,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,141,True,入选：按阶段1分排序第141名；本阶段上限150只
603797,联泰环保,4.88,0.002053388090349051,-0.004081632653061273,0.20493827160493838,,,,0.07343412526997838,-0.05609284332688591,-0.05609284332688591,0.7803030303030303,0.030405405405405483,,,,-0.004081632653061273,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,142,True,入选：按阶段1分排序第142名；本阶段上限150只
603848,好太太,13.88,-0.012802275960170695,-0.05320600272851295,0.03427719821162456,,,,0.04444444444444442,-0.05320600272851295,-0.05320600272851295,0.6060606060606065,0.021940804005301295,,,,-0.011396011396011319,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,143,True,入选：按阶段1分排序第143名；本阶段上限150只
603880,南卫股份,9.76,0.01455301455301461,0.15502958579881665,0.3207036535859269,,,,0.15867579908675805,-0.03842364532019715,-0.03842364532019715,0.9032258064516128,0.13146301878043132,,,,-0.017119838872104776,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,144,True,入选：按阶段1分排序第144名；本阶段上限150只
603890,春秋电子,19.62,0.050883770755222324,0.0727173318753418,0.07154560349535788,,,,0.15682870370370353,-0.12488849241748445,-0.12488849241748445,0.5087719298245615,0.03461913676272843,,,,0.03426462836056943,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,145,True,入选：按阶段1分排序第145名；本阶段上限150只
603912,佳力图,9.2,0.014332965821389099,0.16161616161616155,0.17948717948717952,,,,0.07665505226480838,-0.010752688172043112,-0.010752688172043112,0.9599999999999994,0.07917888563049846,,,,-0.006479481641468721,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,146,True,入选：按阶段1分排序第146名；本阶段上限150只
603936,博敏电子,16.97,-0.03414911781445651,-0.052484645449469625,0.22086330935251786,,,,0.14167160640189688,-0.1297435897435898,-0.1297435897435898,0.6739690721649483,0.00399349208696953,,,,-0.08517520215633434,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,147,True,入选：按阶段1分排序第147名；本阶段上限150只
603955,大千生态,20.76,0.02115100836202677,0.10956707642971675,0.012189176011701663,,,,0.10332480818414319,-0.06105834464043414,-0.06105834464043414,0.643799472295515,0.03037522334723053,,,,-0.037552155771905404,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,148,True,入选：按阶段1分排序第148名；本阶段上限150只
603995,甬金股份,25.3,-0.0019723865877712132,-0.036557501904036616,0.12594570538495775,,,,0.0609705516383243,-0.09545942080800851,-0.09545942080800851,0.6731946144430846,0.013195570773512744,,,,-0.0031520882584711307,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,149,True,入选：按阶段1分排序第149名；本阶段上限150只
605006,山东玻纤,15.96,0.0999310820124053,0.12315270935960587,0.15234657039711208,,,,0.1624180626365623,-0.03855421686746996,-0.03855421686746996,0.8632478632478632,0.08715643200163492,,,,0.027027027027027195,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,150,True,入选：按阶段1分排序第150名；本阶段上限150只
605118,力鼎光电,34.44,0.09996806132226133,0.18717683557393983,0.18840579710144922,,,,0.1794520547945205,0.0,0.0,1.0,0.15438761145002333,,,,0.04936014625228502,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,151,True,入选：按阶段1分排序第151名；本阶段上限150只
605162,新中港,10.2,-0.06593406593406603,0.11597374179431053,0.1901983663943989,,,,0.14715025906735751,-0.07859078590785917,-0.07859078590785917,0.727272727272727,0.08326253186066257,,,,-0.05642923219241458,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,152,True,入选：按阶段1分排序第152名；本阶段上限150只
605168,三人行,48.86,-0.0014306151645206988,0.07219662058371723,0.2410464820929643,,,,0.10299003322259133,-0.01887550200803212,-0.01887550200803212,0.9494351802044111,0.07260852862082223,,,,0.004316546762589857,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,153,True,入选：按阶段1分排序第153名；本阶段上限150只
605178,时空科技,67.35,-0.0022222222222223476,0.03615384615384598,0.04841220423412196,,,,0.1479114713216959,-0.08553971486761724,-0.08553971486761724,0.6808510638297868,0.00979054530188761,,,,-0.057778399552322446,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,154,True,入选：按阶段1分排序第154名；本阶段上限150只
605198,安德利,66.08,-0.02031134173461835,0.06203792992606871,0.07604624653965164,,,,0.09647058823529421,-0.07308177865058219,-0.07308177865058219,0.7329574577139925,0.006120771034440642,,,,-0.04481063891298076,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,155,True,入选：按阶段1分排序第155名；本阶段上限150只
605388,均瑶健康,6.14,-0.02694136291600635,0.03367003367003352,0.028475711892797406,,,,0.053067993366500726,-0.09838472834067546,-0.09838472834067546,0.44628099173553726,0.0009781545484186527,,,,-0.025396825396825418,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,156,True,入选：按阶段1分排序第156名；本阶段上限150只
688112,鼎阳科技,66.5,-0.030470914127423865,-0.019752358490566113,0.3157894736842106,,,,0.11217110324665344,-0.09523809523809523,-0.09523809523809523,0.769205407187603,0.0666025101247043,,,,-0.07304153889043763,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,157,True,入选：按阶段1分排序第157名；本阶段上限150只
688167,炬光科技,278.97,-0.021192238868811497,0.04522292993630583,0.33894888408927293,,,,0.1443494423791821,-0.09375304551213315,-0.09375304551213315,0.8105429002822822,0.060948338809784675,,,,-0.07930693069306927,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,158,True,入选：按阶段1分排序第158名；本阶段上限150只
688286,敏芯股份,49.2,-0.0038469325774447283,0.05965970277837607,0.14338833372066007,,,,0.1641323792486584,-0.10087719298245612,-0.10087719298245612,0.6970362239297477,0.026229337226886473,,,,-0.05366416618580494,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,159,True,入选：按阶段1分排序第159名；本阶段上限150只
688432,有研硅,45.22,-0.016742770167427756,0.10292682926829255,0.5496915695681974,,,,0.16000956708921305,-0.11176586132390487,-0.11176586132390487,0.7711182622687048,0.09702696473841899,,,,-0.0575239683201334,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,160,True,入选：按阶段1分排序第160名；本阶段上限150只
688618,三旺通信,30.4,-0.015544041450777257,0.03789689313758959,0.07306741969643493,,,,0.09621993127147756,-0.10771940123275614,-0.10771940123275614,0.5997818974918211,0.007990981133326747,,,,-0.03645007923930277,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,161,True,入选：按阶段1分排序第161名；本阶段上限150只
688808,联讯仪器,2399.8,0.00033347228011670893,0.08049454755022478,0.1543049543049544,,,,0.15504587155963304,-0.046942017474185804,-0.046942017474185804,0.8881634970195857,0.06059039148769929,,,,-0.022882736156351724,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,162,True,入选：按阶段1分排序第162名；本阶段上限150只
000428,华天酒店,4.44,-0.03267973856209139,0.12690355329949243,0.08292682926829298,,,,0.1307339449541283,-0.09939148073022297,-0.09939148073022297,0.614173228346457,0.03243808859434938,,,,-0.0652631578947368,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,5,False,未入选：满足基础条件，但排名第5名，超出150只上限
000523,红棉股份,3.36,-0.028901734104046284,0.04672897196261672,0.1586206896551725,,,,0.12037037037037027,-0.07438016528925617,-0.07438016528925617,0.6707317073170731,0.06396453451551598,,,,-0.0561797752808989,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,9,False,未入选：满足基础条件，但排名第9名，超出150只上限
300515,三德科技,16.37,0.007384615384615545,0.049358974358974406,0.031505986137366104,,,,0.044331855604813133,-0.03364817001180642,-0.03364817001180642,0.7298578199052133,0.017149248167018794,,,,0.005528255528255421,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,65,False,未入选：满足基础条件，但排名第65名，超出150只上限
300538,同益股份,15.38,-0.017252396166134165,0.019893899204244114,0.1128798842257599,,,,0.12240802675585297,-0.08343265792610255,-0.08343265792610255,0.652605459057072,0.006412773197225441,,,,-0.03754693366708384,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,66,False,未入选：满足基础条件，但排名第66名，超出150只上限
300805,电声股份,8.56,-0.020594965675057142,0.09323116219667948,0.013017751479290185,,,,0.1001251564455568,-0.026166097838452584,-0.026166097838452584,0.8174603174603183,0.03625688517644221,,,,0.008244994110718551,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,71,False,未入选：满足基础条件，但排名第71名，超出150只上限
301449,天溯计量,44.82,-0.008407079646017723,0.09504031272904956,0.15545243619489568,,,,0.1202122750346099,-0.07682801235839332,-0.07682801235839332,0.7732522796352584,0.05722507902061613,,,,-0.06390977443609025,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,81,False,未入选：满足基础条件，但排名第81名，超出150只上限
301550,斯菱智驱,85.89,-0.015587392550143297,0.13867161606787737,0.1608325449385053,,,,0.1100507368929693,-0.08295964125560529,-0.08295964125560529,0.7482177576150357,0.009484855964176253,,,,-0.062336244541484676,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,82,False,未入选：满足基础条件，但排名第82名，超出150只上限
600313,农发种业,7.13,-0.09746835443037982,0.0,0.2641843971631206,,,,0.14492753623188406,-0.09746835443037982,-0.09746835443037982,0.6804979253112031,0.08672458466697153,,,,-0.09287531806615779,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,88,False,未入选：满足基础条件，但排名第88名，超出150只上限
600326,西藏天路,7.62,0.0,0.04240766073871427,0.11403508771929838,,,,0.08187919463087252,-0.08851674641148322,-0.08851674641148322,0.5515151515151517,0.01627100560149386,,,,-0.04630788485607007,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,89,False,未入选：满足基础条件，但排名第89名，超出150只上限
600330,天通股份,26.46,-0.01927353595255743,-0.007129455909943627,0.3445121951219512,,,,0.15602294455066928,-0.12471055243135953,-0.12471055243135953,0.7322443181818182,0.011023441529908418,,,,-0.09445585215605745,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,90,False,未入选：满足基础条件，但排名第90名，超出150只上限
600367,红星发展,38.39,0.01132771338250782,-0.03736208625877635,0.28308823529411753,,,,0.17936250675310625,-0.12070545121392573,-0.12070545121392573,0.71482683982684,0.05114725371009232,,,,-0.07583052479537788,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,91,False,未入选：满足基础条件，但排名第91名，超出150只上限
600409,三友化工,7.03,-0.03830369357045138,0.04148148148148145,0.07328244274809159,,,,0.09221902017291062,-0.07255936675461738,-0.07255936675461738,0.5217391304347829,0.01736613603473236,,,,-0.06266666666666665,2,2,1,1,1,1,8,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,95,False,未入选：满足基础条件，但排名第95名，超出150只上限
000059,华锦股份,5.88,-0.021630615640598982,0.15976331360946738,0.29801324503311255,,,,0.3157894736842105,-0.05920000000000003,-0.05920000000000003,0.7909604519774011,0.19209325899645213,,,,-0.03921568627450989,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,163,False,未入选：满足基础条件，但排名第163名，超出150只上限
000505,京粮控股,7.09,-0.08397932816537468,-0.05087014725568939,0.26607142857142874,,,,0.2244604316546762,-0.1668625146886017,-0.1668625146886017,0.5359477124183006,0.07424242424242422,,,,-0.05466666666666664,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,164,False,未入选：满足基础条件，但排名第164名，超出150只上限
000536,华映科技,3.76,-0.0505050505050505,0.21682847896440127,0.129129129129129,,,,0.14450867052023122,-0.0505050505050505,-0.0505050505050505,0.7802197802197801,0.11045481393975187,,,,0.03581267217630857,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,165,False,未入选：满足基础条件，但排名第165名，超出150只上限
000592,平潭发展,6.92,-0.00717360114777621,0.11974110032362462,0.04689863842662634,,,,0.20228384991843398,-0.06105834464043425,-0.06105834464043425,0.7527472527472527,0.05664987020919221,,,,-0.037552155771905515,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,166,False,未入选：满足基础条件，但排名第166名，超出150只上限
000626,远大控股,8.97,-0.037553648068669454,0.1470588235294119,0.2321428571428572,,,,0.18604651162790692,-0.07430340557275528,-0.07430340557275528,0.7508650519031146,0.09310260784791624,,,,-0.0557894736842105,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,167,False,未入选：满足基础条件，但排名第167名，超出150只上限
000912,泸天化,4.38,-0.0641025641025641,0.19021739130434767,0.20329670329670324,,,,0.2538860103626943,-0.0950413223140496,-0.0950413223140496,0.6434108527131783,0.12379730596536254,,,,-0.08750000000000002,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,168,False,未入选：满足基础条件，但排名第168名，超出150只上限
001268,联合精密,25.73,-0.025009473285335315,0.30542871638762037,0.3114169215086646,,,,0.17093275488069404,-0.04668395702111883,-0.04668395702111883,0.8828996282527882,0.17512730926446074,,,,-0.03992537313432831,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,169,False,未入选：满足基础条件，但排名第169名，超出150只上限
002015,协鑫能科,17.05,-0.021239954075775058,0.21611982881597736,0.05769230769230771,,,,0.14451612903225797,-0.038895152198421545,-0.038895152198421545,0.830882352941177,0.08709512879367498,,,,-0.02011494252873547,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,170,False,未入选：满足基础条件，但排名第170名，超出150只上限
002017,东信和平,16.92,0.02545454545454562,0.3229085222830339,0.20857142857142863,,,,0.11404639175257729,-0.021399652978600248,-0.021399652978600248,0.9185022026431724,0.13950904131730502,,,,0.0011834319526629056,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,171,False,未入选：满足基础条件，但排名第171名，超出150只上限
002081,金 螳 螂,5.34,-0.061511423550087985,-0.05319148936170215,0.34170854271356776,,,,0.17110266159695825,-0.16562500000000002,-0.16562500000000002,0.6214285714285713,0.03218324151928087,,,,-0.12459016393442623,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,172,False,未入选：满足基础条件，但排名第172名，超出150只上限
002094,青岛金王,5.7,-0.008695652173912993,0.2555066079295154,0.19246861924686187,,,,0.09908256880733946,-0.048414023372287174,-0.048414023372287174,0.8053691275167786,0.13421550094517976,,,,-0.048414023372287174,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,173,False,未入选：满足基础条件，但排名第173名，超出150只上限
002141,贤丰控股,6.78,-0.023054755043227737,0.049535603715170407,0.20426287744227367,,,,0.25597269624573377,-0.0825439783491203,-0.0825439783491203,0.7393162393162396,0.04043581677280761,,,,-0.04507042253521121,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,174,False,未入选：满足基础条件，但排名第174名，超出150只上限
002155,湖南黄金,26.21,-0.009073724007561346,0.013142636258214102,0.14905743095133728,,,,0.1820728291316527,-0.1127285037237643,-0.1127285037237643,0.5583554376657827,0.037013590773309124,,,,-0.0469090909090909,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,175,False,未入选：满足基础条件，但排名第175名，超出150只上限
002165,红 宝 丽,8.39,-0.07903402854006569,0.13225371120107976,0.25411061285500747,,,,0.29476584022038577,-0.10744680851063826,-0.10744680851063826,0.6882716049382717,0.12195774271195514,,,,-0.07292817679558017,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,176,False,未入选：满足基础条件，但排名第176名，超出150只上限
002265,建设工业,21.44,0.10005130836326326,0.17158469945355193,0.11492459698387947,,,,0.17158469945355193,-0.0004662004662003838,-0.0004662004662003838,0.997402597402598,0.11188901854012712,,,,0.11783107403545379,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,177,False,未入选：满足基础条件，但排名第177名，超出150只上限
002303,美盈森,5.41,-0.026978417266186994,0.17099567099567103,0.03441682600382401,,,,0.20833333333333334,-0.0672413793103448,-0.0672413793103448,0.7483870967741937,0.04997573993207194,,,,-0.04920913884007039,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,178,False,未入选：满足基础条件，但排名第178名，超出150只上限
002349,精华制药,7.99,-0.04425837320574155,0.13655761024182067,0.19610778443113785,,,,0.2100000000000001,-0.05667060212514763,-0.05667060212514763,0.7433155080213902,0.11157484696716757,,,,-0.033857315598548876,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,179,False,未入选：满足基础条件，但排名第179名，超出150只上限
002354,天娱数科,8.01,-0.04186602870813394,0.08536585365853666,0.011363636363636243,,,,0.25356125356125375,-0.1070234113712375,-0.1070234113712375,0.6893203883495144,0.024755325273459805,,,,-0.029090909090909167,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,180,False,未入选：满足基础条件，但排名第180名，超出150只上限
002437,誉衡药业,4.53,0.04137931034482767,0.05348837209302326,0.5513698630136987,,,,0.18536585365853678,-0.11176470588235288,-0.11176470588235288,0.7500000000000002,0.0841210960871126,,,,-0.027896995708154515,2,2,0,1,1,1,7,True,近5日波动仍偏大,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,181,False,未入选：满足基础条件，但排名第181名，超出150只上限
002445,中南文化,3.26,-0.05232558139534893,0.06885245901639347,0.11643835616438358,,,,0.15789473684210534,-0.2009803921568628,-0.2009803921568628,0.3970588235294115,0.024030155489241256,,,,-0.12834224598930488,2,2,1,1,1,0,7,True,,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,182,False,未入选：满足基础条件，但排名第182名，超出150只上限
002491,通鼎互联,21.46,0.014657210401891385,0.22488584474885842,0.33623910336239127,,,,0.16851762433606945,-0.11322314049586768,-0.11322314049586768,0.7453531598513012,0.07606679035250474,,,,-0.08874734607218682,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,183,False,未入选：满足基础条件，但排名第183名，超出150只上限
002536,飞龙股份,58.07,0.10001894298162539,0.3892344497607656,0.5213518470002618,,,,0.16140000000000002,0.0,0.0,1.0,0.24834739614123724,,,,0.04990056047730973,2,2,1,0,1,1,7,True,近10日速度偏快,宽松粗筛：方向/非极端波动/不过热；不以精确MA距离或距20日高点为硬规则,184,False,未入选：满足基础条件，但排名第184名，超出150只上限
