股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
000565,渝三峡Ａ,成功,25,sina,sina,deep-backfill,25,
000823,超声电子,成功,25,sina,sina,deep-backfill,25,
000993,闽东电力,成功,25,sina,sina,deep-backfill,25,
001309,德明利,成功,25,sina,sina,deep-backfill,25,
002040,南 京 港,成功,25,sina,sina,deep-backfill,25,
002046,国机精工,成功,25,sina,sina,deep-backfill,25,
002171,楚江新材,成功,25,sina,sina,deep-backfill,25,
002377,国创高新,成功,25,sina,sina,deep-backfill,25,
002457,青龙管业,成功,25,sina,sina,deep-backfill,25,
002600,领益智造,成功,25,sina,sina,deep-backfill,25,
002661,克明食品,成功,25,sina,sina,deep-backfill,25,
300499,高澜股份,成功,25,sina,sina,deep-backfill,25,
300788,中信出版,成功,25,global-cache+sina,global-cache,per-stock-incremental,15,
301176,逸豪新材,成功,25,sina,sina,deep-backfill,25,
600150,中国船舶,成功,25,global-cache+sina,global-cache,per-stock-incremental,15,
600192,长城电工,成功,25,sina,sina,deep-backfill,25,
600255,鑫科材料,成功,25,sina,sina,deep-backfill,25,
600318,新力金融,成功,25,sina,sina,deep-backfill,25,
600396,华电辽能,成功,25,sina,sina,deep-backfill,25,
600488,津药药业,成功,25,sina,sina,deep-backfill,25,
600667,太极实业,成功,25,sina,sina,deep-backfill,25,
600744,华银电力,成功,25,sina,sina,deep-backfill,25,
600903,贵州燃气,成功,25,sina,sina,deep-backfill,25,
601872,招商轮船,成功,25,sina,sina,deep-backfill,25,
601890,亚星锚链,成功,25,sina,sina,deep-backfill,25,
601999,出版传媒,成功,25,global-cache+sina,global-cache,per-stock-incremental,15,
603105,芯能科技,成功,25,sina,sina,deep-backfill,25,
603421,鼎信通讯,成功,25,sina,sina,deep-backfill,25,
920128,胜业电气,成功,25,eastmoney,eastmoney,deep-backfill,25,sina/qfq/1:KeyError:'date' | sina/qfq/2:KeyError:'date'
