股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破确认路径,平台上方横盘振幅,微平台上沿,微平台再突破量比,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002011,盾安环境,14.08,-0.017445917655268706,0.00931899641577072,0.07153729071537285,0.36831875607385833,,,,0.08629441624365491,-0.060080106809078826,0.35426429240862223,0.2435876775978302,39447104.0,78755948.0,0.5008777749713583,0.036584716781649,0.07477331603878082,0.4892750344611507,True,0.037991077852928434,0.04217228464419476,True,3,3,收敛较充分,-0.060080106809078826,0.8285714285714285,0.12244897959183665,12.0404,0.1693963655692503,0.014082134555132741,,,,-0.0556673373574782,13.79,12.85,0.021029731689630182,0.09571984435797676,True,1,2026-09-07,沪深主板10%,17,10.046082949308754,READY_FOR_BREAKOUT,False,False,5,False,14.91,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002046,国机精工,63.9,-0.033282904689863835,0.0006263701847792902,0.08231707317073167,0.21830314585319344,,,,0.09571587832457394,-0.07122093023255816,0.2881896036646088,0.33212814448354216,15342937.8,16693369.8,0.9191036910953713,0.0280227294231867,0.030700718441970073,0.9127711286677131,True,0.031078493937460427,0.03608965219986082,True,3,3,收敛较充分,-0.07122093023255816,0.7844258688957325,0.10004562004527573,56.401199999999996,0.1329546179868515,0.011404962234511595,,,,-0.04626865671641789,62.79,55.55,0.017677974199713287,0.1503150315031503,True,1,2026-09-09,沪深主板10%,17,9.992598075499636,READY_FOR_BREAKOUT,False,False,5,False,67.0,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002068,黑猫股份,9.84,-0.0020283975659228792,-0.019920318725099584,-0.044660194174757306,0.22540473225404734,,,,0.09129066107030441,-0.11748878923766826,0.3816604708798017,0.2391933879342067,68313743.8,85361272.7,0.800289658755287,0.1074454878364834,0.11417851508719162,0.9410306987652923,True,0.01319529029638633,0.0064974619289339675,True,3,3,收敛较充分,-0.11748878923766826,0.6449864498644986,0.06223349705834713,8.9828,0.09542681569221179,0.009984259051045496,,,,-0.05384615384615388,9.53,9.18,0.03252885624344182,0.07189542483660127,True,2,2026-09-09,沪深主板10%,17,10.036275695284157,INELIGIBLE,False,False,5,False,10.3,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002107,沃华医药,7.17,-0.00554785020804438,0.0717488789237668,0.033141210374639796,0.091324200913242,,,,0.12048192771084348,-0.03629032258064524,0.1466049382716048,0.8218135700697542,21690321.0,24738834.5,0.8767721454298908,0.0305278669497231,0.03481816606113532,0.8767798653186065,True,0.05323529411764727,0.0033285094066570764,True,3,3,收敛较充分,-0.03629032258064524,0.8085106382978721,0.026191498497209142,6.855200000000001,0.04592134438090789,0.004042416075927147,,,,-0.028455284552845517,6.64,6.48,0.07981927710843384,0.1064814814814814,True,2,2026-09-01,沪深主板10%,17,10.045662100456632,RETEST_STABILIZING,True,False,5,False,6.99,2026-09-21,1.6373212082070578,0.7096136030360579,True,False,False,,0.04494382022471914,7.44,0.6492487785977885,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002138,顺络电子,51.3,-0.06147091108671787,0.027438413779290904,0.09288453344695347,0.06299212598425186,,,,0.10635769459298866,-0.08163265306122458,0.17748524738992283,0.5992480848807008,32540789.4,28209933.4,1.1535223759159956,0.0453887212970775,0.03681102010704869,1.2330199262363373,False,0.03862660944205998,0.03508560162552565,True,3,2,部分收敛/待确认,-0.08163265306122458,0.6135593220338981,0.03848256037571596,49.12879999999999,0.04419403689892709,0.002358548309434827,,,,-0.07065217391304357,50.49,45.5,0.016042780748662944,0.12747252747252746,True,1,2026-09-07,沪深主板10%,17,10.002247696111466,RETEST_STABILIZING,True,False,3,False,51.45,2026-09-18,1.3015684070541635,0.9194076788330989,True,False,False,,0.09058961343225304,55.86,0.9960187737122046,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002141,贤丰控股,6.76,-0.04788732394366191,0.03840245775729656,0.05460218408736339,0.07814992025518341,,,,0.16536661466458652,-0.09504685408299862,0.2266666666666667,0.7295585941084698,188998335.0,159392676.7,1.1857403922999683,0.1110246834527851,0.14869680484999293,0.746651439920233,True,0.04413542926239411,0.027010622154779895,True,3,3,收敛较充分,-0.09504685408299862,0.6077348066298341,0.007526641329458128,6.5992,0.024366589889683654,0.002978904492674239,,,,-0.09017496635262445,6.41,6.0,0.05460218408736339,0.1266666666666667,True,1,2026-09-22,沪深主板10%,9,10.07407407407408,RETEST_STABILIZING,True,False,4,False,6.78,2026-09-22,2.036687459375168,0.7140579175890285,True,False,False,,0.10995542347696868,,0.5676012597599429,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002185,华天科技,17.58,-0.04300489929232454,0.0726052471018912,0.07326007326007322,0.023282887077997527,,,,0.14087898856110775,-0.07229551451187344,0.0957928802588997,1.4706624143710232,379825589.6,191559394.3,1.9828084703857305,0.1091719436109417,0.05759406681125053,1.8955414968129294,False,0.053724762125783254,0.03421210305572209,True,3,1,结构未成熟,-0.07229551451187344,0.6085714285714283,0.048488101628197944,16.8128,0.045631899505138795,0.0005475017258205206,,,,-0.06638343069569841,16.61,15.6,0.058398555087296744,0.12692307692307692,True,1,2026-09-18,沪深主板10%,25,10.006101281269064,RETEST_STABILIZING,True,False,4,False,16.91,2026-09-18,1.8080715520913058,1.0575475225150228,True,False,False,,0.07792946530147901,18.95,0.5004075899548346,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002194,武汉凡谷,10.62,-0.004686035613870709,-0.014842300556586308,-0.02209944751381221,0.02312138728323676,,,,0.07575757575757565,-0.1112970711297071,0.21443089430894305,0.3532959931064192,37155643.2,63361726.3,0.5864051592293817,0.0910690304998288,0.11456421399054133,0.7949169057917829,True,-0.008559460936077179,-0.004627529262317354,True,3,3,收敛较充分,-0.1112970711297071,0.4217391304347823,-0.0019266011935529237,10.543199999999999,0.00728431595720469,0.002243431309175037,,,,-0.052631578947368585,10.56,10.56,0.005681818181818121,0.005681818181818121,True,1,2026-09-08,沪深主板10%,17,10.029791459781535,READY_FOR_BREAKOUT,False,False,5,False,11.21,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002201,九鼎新材,9.87,-0.016932270916334646,-0.050961538461538614,-0.02083333333333337,0.19059107358262972,,,,0.11370558375634528,-0.1775000000000001,0.348314606741573,0.32644506304241067,57316800.6,77469820.6,0.7398597306161827,0.1252293042021521,0.11781456220867062,1.062935700430212,True,-0.024060150375939893,0.018164344065352944,False,3,2,部分收敛/待确认,-0.1775000000000001,0.4916467780429593,0.0019795949444190164,9.5068,0.038204232759708745,0.007802230420217882,,,,-0.09945255474452563,9.85,9.69,0.0020304568527917954,0.018575851393188847,True,1,2026-09-02,沪深主板10%,17,10.023866348448696,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002212,天融信,6.93,-0.018413597733710985,-0.02941176470588236,0.05801526717557248,0.10000000000000009,,,,0.10719530102790022,-0.1486486486486488,0.2738654147104853,0.3914159848961611,127104265.6,108546292.9,1.170968277259333,0.1543327712129871,0.11356395576273884,1.3589943232994075,False,-0.016275862068965585,0.022244403251105105,False,3,1,结构未成熟,-0.1486486486486488,0.4319248826291078,0.003039513677811412,6.7692,0.023754653430242856,0.0043919520446316085,,,,-0.060975609756097615,6.81,6.4,0.017621145374449254,0.08281249999999996,True,1,2026-08-28,沪深主板10%,17,10.000000000000009,READY_FOR_BREAKOUT,False,False,4,False,7.38,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002281,光迅科技,181.99,-0.04215789473684206,-0.04826900951783286,0.014493561514019815,0.031806327247987376,,,,0.0976723710999835,-0.08767796270302775,0.18478849509597453,0.5285630528526947,27991257.2,34351854.1,0.8148397789102161,0.0553248460244034,0.04463647416018634,1.2394537665734942,True,0.018801661741402187,0.011099970962563654,True,3,3,收敛较充分,-0.08767796270302775,0.5534848098034213,0.005216920608355435,179.0984,0.016145314531006427,0.001978239366963397,,,,-0.08547738693467333,181.73,167.59,0.0014306938865351615,0.08592398114445965,True,1,2026-09-07,沪深主板10%,17,10.000000000000009,READY_FOR_BREAKOUT,False,False,5,False,199.0,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002297,博云新材,22.47,0.05492957746478866,0.031206975676915993,0.026027397260274032,0.22119565217391313,,,,0.10476190476190472,-0.06724782067247825,0.18611521418020685,0.5628873771730911,85089350.8,140277797.9,0.6065774632465911,0.1310290168751835,0.24310944940771823,0.5389713036428917,True,-0.007019438444924142,-0.004861947455283566,True,3,3,收敛较充分,-0.06724782067247825,0.7831325301204818,0.047796689204942844,20.7004,0.08548627079669968,0.010110670856674275,,,,-0.017919580419580416,21.0,21.0,0.06999999999999984,0.06999999999999984,True,2,2026-09-03,沪深主板10%,17,10.011001100110018,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002349,精华制药,8.46,-0.012835472578763052,0.05354919053549212,-0.005875440658049236,0.17991631799163188,,,,0.15384615384615388,-0.08639308855291561,0.24128686327077745,0.6376068376068379,79061508.2,91415932.5,0.8648548019788564,0.0836380506235108,0.0991740270929706,0.8433463183370016,True,0.037689672050905454,-0.005018520731270182,True,3,3,收敛较充分,-0.08639308855291561,0.6825396825396829,0.02882159795694994,7.9772,0.060522489093917775,0.006358177322500991,,,,-0.03863636363636358,7.8,7.8,0.08461538461538476,0.08461538461538476,True,4,2026-09-09,沪深主板10%,17,10.065359477124169,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002396,星网锐捷,36.65,0.0035596933187294066,-0.040575916230366604,0.018338427340927943,0.098950524737631,,,,0.09716487751169836,-0.12634088200238391,0.19963647379581956,0.4867090450168682,84012181.8,96138033.8,0.8738703973785659,0.1399152025890542,0.13092098856102216,1.0686995578546206,True,-0.00762025718368009,0.0047889853337326205,True,3,3,收敛较充分,-0.12634088200238391,0.5776892430278883,-0.022445087553178866,36.3836,0.007321980232852132,0.007197510768583326,,,,-0.07449494949494961,36.33,33.01,0.00880814753647119,0.11026961526810064,True,4,2026-08-31,沪深主板10%,17,10.016583747927044,READY_FOR_BREAKOUT,False,False,5,False,39.08,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
