股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破确认路径,平台上方横盘振幅,微平台上沿,微平台再突破量比,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000020,深华发Ａ,13.31,-0.020603384841795358,0.04885736800630425,-0.007457121551081247,0.012937595129375978,,,,0.1650793650793651,-0.11678832116788318,0.23625922887612805,0.6987213403880069,12234701.0,11573738.0,1.0571088614585884,0.0572716010642452,0.06123959720004448,0.9352053847964173,True,0.048776734882289396,-0.008051772142373292,True,3,3,收敛较充分,-0.11678832116788318,0.5532994923857868,0.014443047139971688,12.999600000000001,0.023877657774085348,0.0029007869155994737,,,,-0.0692307692307692,12.6,12.19,0.05634920634920637,0.09187858900738322,True,1,2026-09-08,沪深主板10%,17,10.040160642570273,INELIGIBLE,False,False,0,False,,,,,False,False,False,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000059,华锦股份,5.6,-0.008849557522124019,0.03512014787430684,-0.032815198618307506,0.10671936758893286,,,,0.08598130841121496,-0.10400000000000009,0.1647727272727273,0.5218175958749597,42158662.6,60323540.6,0.6988757984142595,0.0173718828256582,0.03909195071870864,0.4443851612998263,True,0.02592186929536333,-0.01687089326940161,False,3,2,部分收敛/待确认,-0.10400000000000009,0.6107784431137723,-0.014778325123152802,5.506799999999999,0.01692452967240521,0.005330801811012087,,,,-0.029462738301559765,5.35,5.28,0.04672897196261672,0.06060606060606055,True,2,2026-09-08,沪深主板10%,17,10.079051383399218,RETEST_STABILIZING,True,False,5,False,5.48,2026-09-21,1.7632333822368702,0.6553511258126886,True,False,False,,0.045289855072463775,5.77,0.7168469131854902,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000070,特发信息,17.94,-0.0027793218454695845,-0.0022246941045606095,0.10877626699629173,0.08727272727272739,,,,0.1292360712234348,-0.08748728382502535,0.19281045751633982,0.6702752168537468,111289440.6,89588936.9,1.242223029437466,0.1163824801285819,0.1039553123066167,1.119543364799975,False,0.029796839729119506,0.030204271663853755,True,3,2,部分收敛/待确认,-0.08748728382502535,0.6895306859205779,0.0643725897359837,16.6088,0.08015028177833461,0.008109158007186368,,,,-0.07858243451463776,17.41,15.75,0.0304422745548536,0.1390476190476191,True,1,2026-08-25,沪深主板10%,17,9.993155373032181,RETEST_STABILIZING,True,False,3,False,18.2,2026-09-21,1.590127589973236,0.580167713815993,False,False,False,,0.1094808126410836,19.66,0.7009611520075211,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000592,平潭发展,8.78,0.10025062656641581,0.04898446833930703,0.061668681983071405,0.28928046989721,,,,0.1371794871794871,-0.01014656144306647,0.3038922155688625,0.4514083617531888,307294677.6,397743193.5,0.7725956914458173,0.2078962690328063,0.21105588766162886,0.9850294693797496,True,0.008544979824353316,0.013745286461501083,True,3,3,收敛较充分,-0.01014656144306647,0.9705882352941176,0.11605440447438653,7.540400000000001,0.16439446183226325,0.014203475547425626,,,,0.008036739380022695,7.8,7.37,0.12564102564102564,0.19131614654002704,True,3,2026-09-24,沪深主板10%,17,10.02506265664158,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000628,高新发展,57.78,-0.02841768959139057,0.02829684997330495,0.050354481003453966,0.22753346080305925,,,,0.07813051146384478,-0.054801243252085685,0.12342079689018452,0.6330417031204438,10078162.4,11755092.0,0.8573444087039047,0.0839642312182021,0.060734608045055594,1.3824775349815999,True,0.04209237228831331,0.02089450691112238,True,3,3,收敛较充分,-0.054801243252085685,0.8464711274060495,0.052229020979021046,53.3516,0.08300407110564634,0.012564149281831583,,,,-0.054337152209492645,56.7,51.45,0.01904761904761898,0.12303206997084537,True,1,2026-08-21,沪深主板10%,6,9.99272374484599,READY_FOR_BREAKOUT,False,False,5,False,61.1,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000635,英 力 特,7.49,0.006720430107526765,0.0490196078431373,-0.014473684210526194,0.1594427244582044,,,,0.061624649859944036,-0.11360946745562117,0.1473087818696884,0.41833656539538927,9557883.6,21944451.0,0.4355489959625784,0.0278711769486302,0.06186792112791536,0.45049480313076945,True,0.018102029621503313,-0.0043342814574020005,True,3,3,收敛较充分,-0.11360946745562117,0.5752212389380533,0.018839692579745604,7.1484000000000005,0.047786917352134806,0.005683736634777947,,,,0.0026773761713521083,7.14,7.11,0.0490196078431373,0.053445850914205284,True,2,2026-09-02,沪深主板10%,17,10.060975609756095,READY_FOR_BREAKOUT,False,False,5,False,7.54,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000962,东方钽业,58.52,-0.041284403669724745,0.009836065573770592,0.14430973797418845,0.016854908774978306,,,,0.10327412051549982,-0.07624309392265194,0.2602480554971621,0.3968295567788631,20655465.2,22512946.4,0.9174927543024756,0.0527753669996309,0.04475547324877703,1.1791935861402834,True,0.019069720512561616,0.04106548279689237,True,3,3,收敛较充分,-0.07624309392265194,0.693916349809886,0.04364884747425202,55.5088,0.054247254489378394,0.004866039102099817,,,,-0.07405063291139236,57.42,47.57,0.019157088122605304,0.23018709270548676,True,1,2026-08-27,沪深主板10%,17,9.99617737003058,READY_FOR_BREAKOUT,False,False,4,False,63.2,,,,False,False,False,,,,,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001268,联合精密,25.99,-0.04343025395656985,0.08653846153846145,0.03628389154704936,0.0015414258188823915,,,,0.17691981332201945,-0.06308579668348957,0.1114879186095803,1.5868967286184184,7144874.4,2830411.5,2.5243235480070654,0.0277293415202548,0.029753734133436884,0.9319617294386221,True,0.06218864164729321,0.01532175689479054,True,3,2,部分收敛/待确认,-0.06308579668348957,0.7850122850122849,0.030510893915663972,24.801199999999998,0.0479331645242973,0.009557769962224905,,,,-0.02182913059841929,23.57,23.57,0.10267288926601603,0.10267288926601603,True,3,2026-09-22,沪深主板10%,14,10.02070393374741,RETEST_STABILIZING,True,False,5,False,24.63,2026-09-22,4.199745737207083,1.148913846121585,True,False,False,,0.07853810264385691,,0.5610571111878327,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001330,博纳影业,5.78,0.00521739130434784,0.0625,0.010489510489510634,0.13111545988258322,,,,0.15860735009671187,-0.11485451761102605,0.2509578544061304,0.6320079141258287,117675560.8,140049519.9,0.8402425148192171,0.0747256310919207,0.12339365190253809,0.605587321063667,True,0.031594415870683346,-0.011516654854713093,False,3,2,部分收敛/待确认,-0.11485451761102605,0.6073298429319371,0.013323983169705622,5.547999999999999,0.04181687094448461,0.007115887307580504,,,,0.01940035273368612,5.17,5.17,0.11798839458413934,0.11798839458413934,True,3,2026-09-07,沪深主板10%,17,10.051993067590992,RETEST_STABILIZING,False,False,5,False,5.62,2026-09-23,2.4900425207037644,0.8117528502717678,True,True,True,,0.07927927927927936,,,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001376,百通能源,13.12,0.056360708534621606,0.13987836663770636,0.1261802575107296,0.24596391263057926,,,,0.1531456953642384,-0.05814788226848533,0.06802120141342752,2.251440612367766,32142824.4,14127105.3,2.2752590652806983,0.0659455265240763,0.06600978734638485,0.9990264955411635,True,0.05772357723577226,0.024378068058906743,True,3,2,部分收敛/待确认,-0.05814788226848533,0.7868421052631577,0.09712756616632534,11.654000000000002,0.12579371889479973,0.009633711057975614,,,,-0.05407354001441966,12.08,11.32,0.08609271523178808,0.15901060070671358,True,3,2026-09-21,沪深主板10%,25,10.031595576619278,INELIGIBLE,False,False,0,False,,,,,False,False,True,,,,,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,219,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
