股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,基础整理条件,振幅收敛,成交量收敛,换手率收敛,流动性收敛,短期下行停止,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000859,国风新材,9.07,0.023702031602709006,0.019101123595505642,0.013407821229050487,-0.06591143151390322,0.29942693409742116,-0.1952085181898846,,0.08136792452830183,-0.06301652892561982,0.10992907801418435,0.7401856360316492,32734545.8,33853336.3,0.966951839249002,0.0298896779716845,0.03778608264904258,0.7910234635672624,True,-0.0047350620067645455,-0.003806964505654542,True,3,3,收敛较充分,-0.2559474979491386,0.461139896373057,0.019960640989598044,0.010824684745005975,-0.04220709423145852,,-0.002200220022002153,8.48,8.48,0.06957547169811318,0.06957547169811318,True,1,2026-08-11,沪深主板10%,15,9.968520461699914,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603980,吉华集团,8.16,0.030303030303030276,0.06666666666666665,0.1333333333333333,0.15744680851063841,0.3487603305785125,0.28301886792452824,,0.12162162162162167,-0.029726516052318686,0.31406249999999997,0.38725292456635757,63650184.0,63858624.3,0.9967359099528864,0.086033185480101,0.09434910876733378,0.9118600758832819,True,0.024516129032258194,0.041411451398135846,True,3,3,收敛较充分,-0.029726516052318686,0.9196141479099679,0.11353711790393017,0.03270446274660044,0.054438948190575376,,-0.003663003663003539,7.4,6.91,0.10270270270270276,0.1808972503617945,True,1,2026-09-01,沪深主板10%,25,9.999999999999986,True,True,True,True,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
688152,麒麟信安,37.44,0.05643340857787815,0.0260345300082212,-0.0029294274300931678,0.28439108061749563,0.498799039231385,0.22113502935420737,,0.1661807580174928,-0.08414872798434458,0.3359477124183007,0.4946625676396186,5569451.8,6082990.2,0.91557796690187,,0.05969681115470712,,True,-0.0061864781263810675,0.0016192776375012485,True,3,3,收敛较充分,-0.13152400835073075,0.7069767441860464,0.0574926916069991,0.050536440991490794,0.03537878656817117,,-0.019381875327396547,34.3,34.3,0.09154518950437329,0.09154518950437329,True,2,2026-08-28,科创板20%,25,19.999999999999996,True,True,True,False,True,True,True,True,True,True,True,True,3,1,1,1,3,1,4,1,15,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,1,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000720,新能泰山,3.9,-0.02010050251256279,0.031746031746031855,0.015625,-0.012658227848101333,0.17824773413897277,-0.04176904176904184,,0.10372340425531931,-0.06024096385542177,0.11516853932584273,0.9006227296315528,34245264.8,34845950.6,0.9827616756134642,,0.027731854419119843,,True,0.01567398119122232,0.0020730759264055987,True,3,3,收敛较充分,-0.4568245125348189,0.21531100478468898,0.020808794660384766,0.02062315864654951,-0.020460588579927053,,-0.002557544757033292,3.76,3.76,0.037234042553191626,0.037234042553191626,True,1,2026-08-12,沪深主板10%,12,10.081743869209813,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
002141,贤丰控股,6.97,0.09936908517350163,0.05128205128205132,-0.018309859154929553,0.023494860499265746,0.2812499999999998,0.5488888888888888,,0.16166666666666663,-0.052989130434782705,0.3003533568904594,0.5382549019607842,149232082.4,143911145.2,1.0369737673382091,0.13313435897913692,0.13932244915767739,0.9555843999588528,True,-0.0003045994517208994,-0.0015067048365225988,True,3,3,收敛较充分,-0.05683355886332886,0.9047619047619047,0.06803555010726314,0.023315925515640545,0.08795955882352957,,0.021994134897360684,6.0,6.0,0.16166666666666663,0.16166666666666663,True,1,2026-09-14,沪深主板10%,15,9.936908517350162,True,True,False,True,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
600654,中安科,3.23,0.04530744336569592,0.0031055900621117516,-0.038690476190476164,0.09491525423728797,0.24710424710424728,0.12543554006968627,,0.11147540983606567,-0.11019283746556474,0.27816901408450706,0.40074704295497027,77374397.8,125794579.6,0.6150853084928947,,0.05428189013006397,,True,-0.0142326732673268,-0.0243535778713172,False,3,2,部分收敛/待确认,-0.3326446280991735,0.3235294117647059,0.025559612636926632,0.016664839381646868,0.01818500760145003,,-0.006153846153846176,3.05,3.05,0.059016393442623105,0.059016393442623105,True,2,2026-08-28,沪深主板10%,25,10.000000000000009,True,True,True,False,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603400,华之杰,54.67,0.09999999999999987,0.02743845141890633,0.1941896024464831,0.2493144424131628,0.6546610169491527,0.22276895549094156,,0.13329187396351574,-0.006000000000000005,0.29533678756476683,0.45132160833260593,4397779.2,4492313.9,0.9789563458599809,,0.1239940546631493,,True,-0.005801526717557182,0.04228299739921981,True,3,3,收敛较充分,-0.20630081300812997,0.6256585879873552,0.11616986525112294,0.029791101621559513,0.02077648467321258,,0.012782512041497052,48.24,44.92,0.13329187396351583,0.21705253784505785,True,2,2026-09-14,沪深主板10%,12,10.009140767824508,True,True,True,False,True,True,True,True,True,True,True,False,3,1,1,1,3,1,4,0,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
603989,艾华集团,34.62,0.04813805631244317,0.05548780487804872,0.10044500953591862,0.07783312577833135,0.21431076815152572,-0.2386188695843413,,0.1731472249916915,-0.0192634560906515,0.3140877598152425,0.5512702089809001,39883964.8,31093825.4,1.282697265033205,0.11450465677980826,0.07797240663056551,1.468527928377703,False,0.018260393207133685,0.03500160410651265,True,3,2,部分收敛/待确认,-0.40072702094512735,0.4506407214048409,0.1375248484450211,0.049949316648607134,-0.010722397138094752,,0.00932944606413999,30.09,28.8,0.15054835493519425,0.20208333333333317,True,3,2026-09-03,沪深主板10%,25,10.00333444481496,True,True,False,False,False,True,True,True,True,True,True,True,3,1,0,1,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
605118,XD力鼎光,34.31,0.04444444444444451,-0.0023262576330328466,0.04539914686166968,0.13534083388484452,0.2106563161609034,0.1003848620910841,,0.1080824088748019,-0.056121045392022006,0.30614444843693867,0.3530438308668704,5339527.0,7759193.9,0.6881548610352423,0.0147551559975884,0.01897723571270466,0.7775187187937118,True,-0.028076256499133256,0.02377715338831976,False,3,2,部分收敛/待确认,-0.30602750809061485,0.34558823529411775,0.08262467854156497,0.030538589672404193,0.008039310455936644,,-0.01690544412607442,31.55,30.43,0.08748019017432651,0.12750575090371363,True,2,2026-09-02,沪深主板10%,25,9.996806132226133,True,True,True,True,True,False,True,True,True,True,True,True,3,1,1,0,3,1,4,1,14,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,4,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
000962,东方钽业,54.55,0.10002016535591829,0.01582867783985087,-0.039443564007747844,-0.05229325920778327,0.14121338912133896,-0.21170520231213885,,0.1557704435568635,-0.08779264214046822,0.1957608478304339,0.7957180676484928,17363680.8,24801333.8,0.7001107658169579,0.03451879366375178,0.04930476054524295,0.7001107658169581,True,-0.01833414734943828,-0.03071572396119371,False,3,2,部分收敛/待确认,-0.43318786367414797,0.25805303434774873,0.020188702181576756,0.027018924728439364,-0.017920955484391543,,-0.002194988110481133,47.57,47.57,0.1467311330670591,0.1467311330670591,True,2,2026-09-14,沪深主板10%,25,10.002016535591828,True,True,True,True,True,False,True,True,True,True,True,False,3,1,1,0,3,1,4,0,13,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,10,True,,,172,8,入选：满足二级结构筛选资格条件；本阶段不设置数量下限或上限
