股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
300209,行云科技,35.91,0.03160011490950865,0.02982506452537992,0.059292035398230025,-0.06460015629070082,0.4193675889328061,0.37744533947065584,2.2235188509874324,0.12852760736196311,-0.12414634146341474,0.24540470815865836,0.5237373330216134,62562633.0,84727318.9,0.7383997724965188,0.08421306154198306,0.11404805997875637,0.738399772496519,True,0.0112889147512365,0.019671168526130378,True,3,3,收敛较充分,-0.12414634146341474,0.8582962138084632,0.025414049114791615,0.03596017532619422,0.05325848459806792,0.2195347264321743,0.011549295774647694,32.6,32.3,0.10153374233128809,0.11176470588235299,15,3,2,1,0,2.8369565217391304,8.83695652173913,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,46,46,28,1.6521739130434783,入选：阶段3分=8.83695652173913；软容量46-46只，本次实际28只
001210,金房能源,30.45,0.07635206786850479,0.05655794587092289,0.13239122350316102,0.3980716253443526,0.4955795677799608,0.29354290569243835,1.0313542361574384,0.12644927536231879,-0.027467262855317753,0.21403644823575027,0.590783842680109,10511685.2,10151854.6,1.0354448141918817,0.06825070221351023,0.07608951351938967,0.8969790849841366,True,0.0013014590040414387,0.01735510952767294,True,3,3,收敛较充分,-0.027467262855317753,0.9596054485674026,0.10731299319975252,0.08293276191579313,0.032297145781128744,0.10003136060212348,-0.016155088852988664,27.6,26.61,0.1032608695652173,0.14430665163472378,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
002655,共达电声,39.1,0.006435006435006496,0.023292331850300885,0.042944785276073594,0.2560231288146484,0.14966186415760085,0.08974358974358965,1.277227722772277,0.09508196721311467,-0.04096149129261717,0.2133928571428572,0.4455723986556,25176194.8,35204374.1,0.7151439400253391,0.06837070201647738,0.09690910504825441,0.7055137077412204,True,0.00031271173190172696,0.01322758293589077,True,3,3,收敛较充分,-0.25834597875569043,0.6686131386861315,0.06352595574535225,0.06764066366041477,0.012048711630021414,0.11927914859517608,-0.010126582278480956,36.6,36.1,0.06830601092896171,0.08310249307479234,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
002913,奥士康,64.77,-0.005221932114882533,0.04501452081316559,0.13951442646023904,0.1678687342228633,0.23772214790751,0.056434513129995034,0.40529399001952693,0.11940298507462692,-0.040444444444444505,0.17766404679217704,0.6720717400651065,6462956.4,6024874.5,1.0727122033828258,0.019380258326211177,0.019725300302590076,0.9825076439351551,True,0.018672600619195068,0.026924421799290776,True,3,3,收敛较充分,-0.08335692046419474,0.8460130718954249,0.08169042310679098,0.059893116172541117,0.024072145572857195,0.04225696972448656,-0.011145038167938992,60.3,55.88,0.07412935323383074,0.15909090909090895,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
301183,东田微,235.69,-0.029083419155509826,0.04984409799554568,0.010027855153203369,0.2320439100888656,0.11017428167687227,-0.0056113408151211575,0.6807387862796834,0.17671161084377535,-0.12343796489140135,0.3309573309573309,0.5339407661181499,3702785.6,5902397.9,0.6273358154996632,0.06327400258311902,0.10055264622174961,0.6292624307825805,True,0.004890975705189815,-0.008867393935172663,True,3,3,收敛较充分,-0.18344650776053217,0.7437820574857253,0.058149036087241424,0.04139087929407581,0.007670720299345346,0.05580353254993664,0.02171839778047513,209.89,209.89,0.12292153032540853,0.12292153032540853,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
301205,联特科技,309.08,-0.03103642861621425,0.03655510094573744,0.017045080618624642,0.05161443979449487,0.14537706133036865,-0.04271068851240445,0.4419407511080009,0.14822695035460998,-0.09328796057263555,0.3054034389001647,0.4853480068476401,6209534.8,8920151.2,0.6961243885641759,0.07626704286921472,0.10658695244868614,0.7155382635218109,True,-0.009948853544863412,0.0007805761176502557,True,3,3,收敛较充分,-0.18183021415146783,0.7644537411700156,0.02535351441011824,0.04280852197715701,-0.014750800777666107,0.05983039389019762,-0.002935578567050623,282.0,282.0,0.09602836879432619,0.09602836879432619,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
301251,威尔高,56.1,0.008267433501078392,0.037735849056603765,0.194633730834753,0.31690140845070425,0.16100993377483452,0.08699864367370669,0.24169986719787517,0.08840304182509502,-0.02008733624454151,0.25555555555555554,0.34592494627211096,6857616.2,8980901.6,0.7635777013746594,0.08128130445949619,0.11881113793662543,0.6841219255290032,True,0.02285777794242949,0.04481924868785758,True,3,3,收敛较充分,-0.07912015758371638,0.8596797671033479,0.12040901919274627,0.09580955010108694,0.018131268145243906,0.01106091802884035,-0.0070796460176990594,52.6,45.0,0.06653992395437269,0.2466666666666666,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
600368,五洲交通,4.37,0.002293577981651307,-0.009070294784580546,0.05555555555555558,0.09523809523809512,0.13802083333333348,0.21052631578947367,0.12051282051282053,0.028037383177570117,-0.011312217194570096,0.12755102040816327,0.21981308411214973,34369801.0,36534523.8,0.940748569439408,0.020166519086490423,0.022697130577746822,0.888505223927402,True,-0.004124656278643446,0.019967112990368907,True,3,3,收敛较充分,-0.03104212860310418,0.8880000000000002,0.048087300635567765,0.02412353923205357,0.027669924577141236,0.013547538938033288,-0.006818181818181834,4.28,4.12,0.02102803738317749,0.06067961165048552,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
601869,长飞光纤,416.85,0.04079798257222045,0.04204684648651358,0.056653992395437225,0.24195566678584202,0.0425159434788045,-0.0735225479519036,0.9331725641144555,0.13164218958611484,-0.06142345709589525,0.3041933399894285,0.4327582898122942,12512379.0,15114523.4,0.8278381440727399,0.028882220419903525,0.037196894506974755,0.7764685950997293,True,-0.021936911792069247,0.014738317873997042,False,3,2,部分收敛/待确认,-0.3046821570949608,0.6535872100741528,0.08409153857256735,0.029495660734526696,-0.016441430453237205,0.07267748218287129,0.009322033898305104,374.5,374.5,0.11308411214953273,0.11308411214953273,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
603082,北自科技,48.31,0.02984438286079749,0.059429824561403555,0.11313364055299546,0.1660632391986483,0.38424068767908315,0.4399403874813712,0.3293891029168958,0.1342390052958784,-0.019285424279334107,0.19449493638016105,0.6901928029298099,6579515.2,5849626.0,1.1247753617068852,0.1586876462451518,0.14423257201610573,1.1002205952995967,False,0.01892408156012615,0.029750236387537043,True,3,2,部分收敛/待确认,-0.04582263480150106,0.8971631205673759,0.1213760126273764,0.047154017857142794,0.04452929558920338,0.021362998309257586,0.025037131338849994,43.43,40.03,0.1123647248445776,0.20684486635023736,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
603268,松发股份,192.4,-0.00645494448747741,0.048615652932199716,0.006276150627615218,0.11053391053391048,0.17863268806665022,0.21464646464646453,0.581066644753061,0.08651933701657456,-0.028282828282828243,0.13142857142857142,0.6582993033869804,4725819.6,6269938.0,0.7537266875685213,0.0214560169897171,0.026880787100551796,0.7981915451157553,True,0.014518051771117202,0.012687557524775572,True,3,3,收敛较充分,-0.028282828282828243,0.963261825100046,0.04148904785490615,0.03751900710569611,0.04713788660886098,0.0894268064065018,-0.013232126371935493,181.0,181.0,0.06298342541436464,0.06298342541436464,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
603880,南卫股份,10.02,-0.02052785923753675,0.04158004158004158,0.1084070796460177,0.28957528957528966,0.46705710102489006,0.36698499317871747,0.354054054054054,0.1006355932203391,-0.03561116458132829,0.28481012658227844,0.3533427495291907,11572931.8,16724842.1,0.6919606015293861,0.038904028653275274,0.05786301679340715,0.6723470501404614,True,0.022492777548493548,0.03759398496240607,True,3,3,收敛较充分,-0.03561116458132829,0.9273084479371314,0.10037338018888642,0.08256408054613362,0.042033653954452355,0.05230062417337611,-0.009881422924901129,9.44,8.65,0.06144067796610164,0.1583815028901734,14,3,2,1,0,1.9565217391304348,7.956521739130435,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,2,True,46,46,28,1.6521739130434783,入选：阶段3分=7.956521739130435；软容量46-46只，本次实际28只
000526,学大教育,38.4,0.028112449799196693,0.007874015748031482,0.058434399117971214,0.05931034482758624,0.39992708713087866,0.41436464088397784,0.09246088193456625,0.06826976229961301,-0.0176515732924023,0.15959655888460406,0.42776462585872743,3958202.6,7690473.7,0.5146890496485281,0.03116505220903757,0.06330988347426428,0.49226203712262856,True,0.018275053188587576,0.017829908770762293,True,3,3,收敛较充分,-0.25073170731707317,0.5318761384335154,0.06465565043806154,0.021238837273305444,0.05395149315294501,0.00022007099909604477,-0.0015600624024961762,36.18,34.61,0.06135986733001664,0.10950592314360019,15,3,0,1,0,2.8369565217391304,6.836956521739131,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,13,True,46,46,28,1.6521739130434783,入选：阶段3分=6.836956521739131；软容量46-46只，本次实际28只
002963,豪尔赛,21.62,-0.023927765237020227,0.09746192893401018,0.06397637795275601,0.07615729218516676,0.2098489087856743,0.18077553249590395,0.4149214659685865,0.1675284384694932,-0.12042310821806335,0.4762762762762763,0.3517463430664643,15454371.4,12792202.5,1.208108720918075,0.09997382020103512,0.08565805298805501,1.1671269275169778,False,0.052482269503546064,0.03857387450901406,True,3,2,部分收敛/待确认,-0.12042310821806335,0.770364623739333,0.11337126966552513,0.07432616920856572,0.028622960367485906,0.03753920170176395,-0.00230733733271804,19.34,18.23,0.11789038262668061,0.18595721338453108,13,3,2,1,0,0.6521739130434783,6.6521739130434785,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,14,True,46,46,28,1.6521739130434783,入选：阶段3分=6.6521739130434785；软容量46-46只，本次实际28只
301366,一博科技,57.67,-0.002076483820730224,0.04664246823956453,0.049117700563944044,0.08259808522620604,0.1861373920197451,0.1807944307944307,0.7380952380952381,0.15895522388059694,-0.07163554410817763,0.10054706659120931,1.580903643135166,8743736.4,8686643.8,1.0065724578231239,0.06626490345511603,0.07424712871408987,0.8924911252836225,True,0.005624619352989635,0.00804115922214832,True,3,2,部分收敛/待确认,-0.11112823674475947,0.7945868945868947,0.0299133851236717,0.05977133776832111,0.028332219462482433,0.08245299713778387,-0.01148440178265342,53.6,53.06,0.0759328358208955,0.08688277421786661,13,3,2,1,0,0.6521739130434783,6.6521739130434785,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,14,True,46,46,28,1.6521739130434783,入选：阶段3分=6.6521739130434785；软容量46-46只，本次实际28只
600186,莲花控股,12.39,-0.012749003984063756,0.0653482373172829,0.07272727272727275,0.16776625824693703,0.24522613065326637,0.022277227722772297,0.9666666666666668,0.1571298819255223,-0.07399103139013452,0.17407407407407396,0.902661023827469,289016650.4,219430996.4,1.3171186165201225,0.16765269110771042,0.12264619090867131,1.3669620708608332,False,0.028292354328056435,0.019842627437564042,True,3,2,部分收敛/待确认,-0.2222222222222222,0.668228678537957,0.04645270270270285,0.057550260132314124,0.015789315093259315,0.0996213639805783,-0.008799999999999919,11.01,11.01,0.12534059945504095,0.12534059945504095,13,3,2,1,0,0.6521739130434783,6.6521739130434785,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,14,True,46,46,28,1.6521739130434783,入选：阶段3分=6.6521739130434785；软容量46-46只，本次实际28只
