股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
920021,流金科技,8.15,0.048906048906049104,0.0421994884910486,-0.09544950055493895,0.2519201228878649,0.283464566929134,0.09249329758713132,-0.1709053916581892,0.11155913978494612,-0.22967863894139884,0.574404761904762,0.19421694801938805,23972990.4,11432950.7,2.0968331823559776,,24.774285714285714,,False,-0.030034465780403807,-0.04528083381586567,False,3,1,结构未成熟,-0.5334859759587864,0.1965517241379311,0.027807554070244045,7.6912,0.05965258997295608,0.004020677771395809,0.009466778213200522,0.005636719199355822,-0.04365615580144955,-0.014510278113663788,7.44,7.44,0.09543010752688175,0.09543010752688175,True,1,2026-08-31,北交所30%,25,29.955947136563886,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000070,特发信息,18.98,0.072316384180791,0.13652694610778449,0.18255451713395643,0.2991101984941822,0.3894582723279649,-0.06823760432007853,0.17305315203955507,0.2055727554179567,-0.025166923472008107,0.16644823066841422,1.2350552156212669,111262096.6,75662687.7,1.4705015111431203,0.11370368229899605,0.08589379434712716,1.3237706305007242,False,0.05501309835675161,0.04126772512422727,True,3,1,结构未成熟,-0.27140115163147793,0.5816568047337278,0.1468624429741079,16.192400000000003,0.1721548380721818,0.008495266567015491,0.03800619007423767,-0.0491691927128215,0.00165332199626822,0.04285714285714293,16.15,15.75,0.17523219814241497,0.2050793650793652,True,1,2026-08-25,沪深主板10%,17,9.993155373032181,BREAKOUT_AWAIT_RETEST,True,False,3,False,18.2,2026-09-21,1.590127589973236,,False,False,False,首次放量突破，仅观察，等待缩量回踩确认,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000536,华映科技,3.7,0.054131054131054235,0.08504398826979465,0.016483516483516425,0.1708860759493671,0.189710610932476,0.19741100323624616,-0.12941176470588234,0.16363636363636366,-0.06565656565656564,0.17507418397626107,0.9346687211093996,73967814.0,85742271.1,0.8626761695375713,0.01783885767601155,0.03549164917002943,0.5026212670634476,True,0.014637002341920224,-0.008236296506674234,True,3,3,收敛较充分,-0.43939393939393934,0.2328042328042329,0.04166666666666652,3.4772,0.06407454273553448,0.004390525707683501,0.0076840774243749355,0.0020309094511592463,-0.044057155228404365,0.06936416184971095,3.3,3.3,0.12121212121212133,0.12121212121212133,True,2,2026-09-01,沪深主板10%,17,10.122699386503076,RETEST_STABILIZING,False,False,5,False,3.46,2026-09-18,1.9361873884160885,2.1727188136413895,True,False,True,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,1,1,1,0,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000823,超声电子,25.2,0.07784431137724557,0.11356606274856396,0.5809284818067755,0.7201365187713309,0.8529411764705883,-0.028527370855821244,0.9489559164733179,0.16855974557019524,-0.02021772939346811,0.5781032078103208,0.2915737939055006,185742166.4,89599116.9,2.0730356818952083,0.3140594354515714,0.1459469238392461,2.151874306014792,False,0.09826902271907656,0.1442641946697567,True,3,2,部分收敛/待确认,-0.15351024521330203,0.749863163656267,0.3634887999134293,17.77,0.4181204276871131,0.021804632334337493,0.10640608034744803,-0.015254618977216028,0.038818185998273025,0.00518548065416824,22.01,16.37,0.14493412085415702,0.5394013439218079,True,1,2026-09-07,沪深主板10%,17,10.006901311249127,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,True,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001330,博纳影业,5.56,0.01645338208409508,-0.017667844522968323,-0.1244094488188977,0.18803418803418803,0.18550106609808092,-0.024561403508772006,-0.2068473609129815,0.09578544061302682,-0.1485451761102604,0.19160583941605835,0.49990877577084486,81709370.8,189503057.7,0.43117705746655083,0.07074910174665212,0.1706469535989523,0.4145934061789574,True,-0.027509824937477778,-0.025552486187845225,False,3,2,部分收敛/待确认,-0.5947521865889214,0.14465408805031443,-0.00864758848176872,5.4408,0.021908542861343694,0.0036154356968938206,0.007009925558312702,-0.029510437375745657,-0.04143834782396938,-0.027972027972028024,5.22,5.22,0.06513409961685812,0.06513409961685812,True,3,2026-09-07,沪深主板10%,17,10.051993067590992,READY_FOR_BREAKOUT,False,False,5,False,5.67,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
001366,播恩集团,13.46,0.03379416282642089,0.02905198776758411,-0.14810126582278482,0.11056105610561073,0.2892720306513412,0.2180995475113121,-0.0547752808988764,0.07233704292527823,-0.22554660529344062,0.3826571201272871,0.18903880032655876,6561169.0,16455755.3,0.39871576116594293,0.041200437204381324,0.10638961704422865,0.38725994461708924,True,-0.007184347294405313,-0.027692307692307683,False,3,2,部分收敛/待确认,-0.2767329392799569,0.4206974128233972,-0.004364228123381886,13.310799999999999,0.011208943113862668,0.0036191452785232503,0.0179916642936655,0.024320235284136515,-0.006380036457350968,0.012030075187969835,12.58,12.58,0.06995230524642304,0.06995230524642304,True,4,2026-09-07,沪深主板10%,17,10.038314176245212,INELIGIBLE,False,False,5,False,13.39,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002011,盾安环境,14.76,0.03943661971830981,0.11987860394537186,0.2361809045226131,0.5076608784473955,0.4442270058708413,0.421965317919075,0.24451939291736946,0.16031128404669265,-0.010060362173038295,0.38005923000987163,0.4218060538683108,51427909.4,64643909.8,0.7955569141642481,0.0500658279599952,0.06000194207871926,0.8344034580466009,True,0.04985647378758129,0.07782980784756988,True,3,3,收敛较充分,-0.04155844155844157,0.8871252204585537,0.2394508124448922,11.508,0.28258602711157454,0.016320474777447913,0.05528201932066068,0.04673682849152061,-0.010373474489045797,0.03000697836706201,12.85,11.29,0.14863813229571976,0.3073516386182462,True,1,2026-09-07,沪深主板10%,17,10.046082949308754,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,True,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002046,国机精工,64.62,0.006071929005137866,0.07700000000000018,0.25208292966479373,0.3518828451882847,0.3144833197721726,-0.12439024390243891,0.46930422919508885,0.16521739130434782,-0.035522388059701426,0.2278430591515634,0.7251368197020372,15936806.6,14512204.1,1.0981658258237974,0.030104483591203025,0.02612852592758101,1.1521692297009771,False,0.05511227822105513,0.06528918322295807,True,3,2,部分收敛/待确认,-0.16023391812865495,0.7641996557659209,0.1552385294038776,54.548,0.184644716579893,0.010140665624699174,0.05528448860531099,-0.022137713553874727,0.02677357870935615,-0.0009276437847867136,57.5,51.22,0.12382608695652175,0.2616165560327999,True,1,2026-09-09,沪深主板10%,17,9.992598075499636,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,True,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002068,黑猫股份,9.88,-0.01002004008016033,-0.026600985221674867,0.19467956469165681,0.2748387096774194,0.30171277997364965,-0.3143650242886884,0.08571428571428585,0.21459694989106762,-0.11390134529147977,0.38713745271122324,0.5543172028130834,78521565.8,65319301.5,1.2021188836503403,0.11280082671617367,0.08388099056066291,1.3447722298247762,False,-0.004647403515861681,0.058002148227712214,True,3,2,部分收敛/待确认,-0.38211382113821135,0.34301075268817205,0.10384894698620184,8.722000000000001,0.13276771382710373,0.007392007392007294,0.03567291175648135,-0.040503797779220085,-0.003358904157518827,-0.04077669902912617,9.18,8.27,0.07625272331154687,0.19467956469165681,True,2,2026-09-09,沪深主板10%,17,10.036275695284157,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002104,恒宝股份,11.8,0.06019766397124893,0.017241379310344973,-0.12786400591278635,0.02519548218940071,0.2266112266112268,0.1694747274529238,-0.2460063897763578,0.10506912442396318,-0.19891378139850646,0.31283422459893045,0.3358619874748909,47354098.4,113531588.6,0.4171006411866591,0.0588358709492057,0.20053301502472584,0.29339742855784223,True,-0.030933150025777567,-0.053368538966234724,False,3,2,部分收敛/待确认,-0.6104324859689666,0.13638486688463336,-0.02527672228646949,11.750399999999999,0.004221132897603619,0.00557970766439575,0.00394328626518603,0.013287995361737304,-0.060335485545569445,-0.007569386038687953,10.85,10.85,0.08755760368663612,0.08755760368663612,True,2,2026-09-02,沪深主板10%,17,10.035842293906793,BREAKOUT_AWAIT_RETEST,False,False,4,False,11.28,2026-09-21,2.6229603196284303,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002212,天融信,7.28,0.02970297029702973,-0.016216216216216273,0.09473684210526323,0.20529801324503305,0.33577981651376154,0.3046594982078854,-0.020188425302826274,0.2023633677991139,-0.10565110565110569,0.15805946791862296,1.2802989309270663,193363058.2,67134366.9,2.880239542409388,0.17612439786059308,0.06286340667068509,2.8016998630576073,False,0.022855530474040764,0.02454346238130012,True,3,1,结构未成熟,-0.46549192364170333,0.254994124559342,0.07335053446369333,6.670800000000001,0.09132337950470704,0.0044570258387039985,0.011187260632936846,0.0261545967042498,-0.031435966906962154,-0.016216216216216273,6.77,6.39,0.07533234859675053,0.13928012519561817,True,1,2026-08-28,沪深主板10%,17,10.000000000000009,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002295,精艺股份,10.29,0.025922233300099684,0.03106212424849697,0.07523510971786829,0.1370165745856351,0.30418250950570336,0.20210280373831768,-0.04722222222222239,0.20506912442396327,-0.1923076923076924,0.3410526315789474,0.6012829265517441,29320424.6,17863497.9,1.6413596465897087,0.13044382113103659,0.07646324425300238,1.7059676502794296,False,-0.06402905198776754,0.009274466235146273,False,3,1,结构未成熟,-0.40997706422018354,0.30784123910938993,0.01319417093343822,9.9092,0.038428934727323893,0.004989858012170556,0.01977814985349524,0.018376173298834564,-0.01592736183139487,0.0019474196689386325,8.68,8.68,0.18548387096774177,0.18548387096774177,True,4,2026-09-09,沪深主板10%,17,10.05181347150257,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002300,太阳电缆,8.72,0.005767012687428075,0.09962168978562436,0.09000000000000008,0.31722054380664666,0.16890080428954435,0.3132530120481929,-0.08016877637130804,0.18815789473684208,-0.034330011074196976,0.2884333821376282,0.6523443761688482,76871311.0,72342448.8,1.0626031088955894,0.08621685776833045,0.10396104203676654,0.8293189071521548,True,0.02763944223107595,0.010501606127995888,True,3,3,收敛较充分,-0.31875,0.43411927877947304,0.1262512108492091,7.5436000000000005,0.15594676281881337,0.0077482098963344015,0.01867978161801198,0.024583263175618653,-0.045683617388543984,0.04057279236276856,7.6,7.6,0.14736842105263182,0.14736842105263182,True,2,2026-09-03,沪深主板10%,17,9.960681520314552,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002321,华英农业,2.3,0.1004784688995215,0.11111111111111116,0.040723981900452344,0.13861386138613851,0.256830601092896,0.36094674556213,0.040723981900452344,0.19170984455958545,0.0,0.11330049261083744,1.6920477585041673,68234177.6,44683802.4,1.5270450126240822,0.032106423861212596,0.021025198075884318,1.5270450126240822,False,0.024319066147859836,0.0070888468809071625,True,3,1,结构未成熟,-0.40414507772020725,0.30666666666666653,0.08286252354048962,2.1075999999999997,0.09128866957676984,0.005342491890860446,0.014567821301392225,0.03409090909090917,-0.01269551508111011,0.05504587155963292,1.93,1.93,0.1917098445595855,0.1917098445595855,True,2,2026-09-21,沪深主板10%,25,10.1010101010101,RETEST_STABILIZING,False,False,3,False,2.07,2026-09-17,1.5509805816686673,2.1030313184475773,True,False,True,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002403,爱仕达,10.14,0.04752066115702491,0.021148036253776592,-0.18291700241740527,0.09267241379310365,0.25806451612903225,0.18874560375146565,-0.046992481203007475,0.12527233115468414,-0.2598540145985401,0.49237472766884527,0.25442477876106206,24091769.6,31538804.8,0.76387706359754,0.08154266619653837,0.10543770218895508,0.7733729444369494,True,-0.052806571484451115,-0.04031314676504982,False,3,2,部分收敛/待确认,-0.44771241830065356,0.23105706267539763,-0.014385692068429212,10.124,0.00158040300276574,0.0013847675568745554,0.0030230549465153356,0.02518954155742925,-0.012001994881983169,0.019095477386934734,9.18,9.18,0.10457516339869288,0.10457516339869288,True,4,2026-09-08,沪深主板10%,17,10.048780487804866,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002436,兴森科技,44.33,0.03381529850746268,0.10659011482775815,0.20625850340136043,0.3336341756919372,0.24173669467787096,-0.09530612244897962,1.1582278481012658,0.1150112023898431,-0.010270149586961375,0.25243902439024396,0.4555999321723252,132521278.0,138752472.0,0.9550912937969134,0.08840185723470897,0.07350971125491022,1.2025874639631917,True,0.045916354310514995,0.05948204704911264,True,3,3,收敛较充分,-0.19400000000000006,0.7146295801016314,0.16856242833230084,37.2988,0.188510086115371,0.006508786321834048,0.05126114166508655,-0.03484101164865139,0.07623000068449559,0.02025316455696191,40.17,37.38,0.10355987055016169,0.18592830390583193,True,1,2026-09-07,沪深主板10%,17,9.997006884166426,READY_FOR_BREAKOUT,False,False,3,False,44.0,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,0,1,1,7,True,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002491,通鼎互联,24.59,0.03406223717409573,0.21672439386442344,0.16540284360189572,0.1816434406535321,0.484007242003621,-0.25933734939759046,1.1107296137339056,0.26142131979695443,-0.010462776659959871,0.14336372847011156,1.8234829868522533,244401108.0,141359961.3,1.7289273833438719,0.21500031820648474,0.11285337251368478,1.9051297574683774,False,0.0881759853345554,0.04412242812688705,True,3,1,结构未成熟,-0.3807605137245027,0.5648920863309352,0.11284592582535691,21.607999999999997,0.1380044427989635,0.008005075479091461,0.061706929699907986,-0.07485055020370879,0.09523974741516916,0.00572597137014319,19.7,19.7,0.24822335025380715,0.24822335025380715,True,2,2026-08-21,沪深主板10%,17,10.015568240788797,READY_FOR_BREAKOUT,False,False,3,False,24.59,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002577,雷柏科技,22.54,0.029223744292237397,0.2529182879377432,0.1715176715176716,0.21706263498920086,0.2748868778280542,0.2835990888382689,0.4636363636363636,0.2579387186629526,-0.001771479185119551,0.11566535654126908,2.2300429997025146,14209558.2,3881556.0,3.6607891783604307,0.05062673716388818,0.013829459905299029,3.6607891783604325,False,0.11671173607355345,0.039344087738912625,True,3,1,结构未成熟,-0.027190332326284095,0.9255319148936167,0.1606889981719406,19.2748,0.16940253595368038,0.005907648630594453,0.016857697055193244,0.008809300310491652,0.02965713849850271,0.030164533820840944,17.95,17.81,0.25571030640668524,0.26558113419427287,True,1,2026-09-16,沪深主板10%,25,10.011061946902666,RETEST_STABILIZING,True,False,5,False,18.58,2026-09-16,2.8986271322363613,2.3930389123891507,True,True,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002579,中京电子,19.46,-0.021618903971845183,0.035657264502394925,0.2546744036105739,0.40302811824080753,0.56682769726248,-0.050731707317073105,0.658994032395567,0.17327539380771326,-0.09907407407407409,0.3918518518518518,0.4421961845754498,172992688.6,103814094.5,1.6663699609690281,0.3132579044263804,0.16049628024306944,1.9518078796091445,False,0.07958172812328024,0.09805438210269557,True,3,2,部分收敛/待确认,-0.16837606837606833,0.7064083457526081,0.19035967702471246,16.001199999999997,0.2161587880908935,0.01025330201782948,0.06605108849497876,-0.013355520497914553,0.05015961714975159,-0.05026842362127859,18.41,16.0,0.057034220532319324,0.21625000000000005,True,3,2026-09-08,沪深主板10%,17,10.000000000000009,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,0,1,1,7,True,True,True,近10日速度偏快,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002655,共达电声,40.1,-0.019559902200488977,0.14571428571428569,0.03217503217503226,0.13340870548332395,0.5235562310030395,-0.1286397218600609,1.2927387078330477,0.2820512820512821,-0.05647058823529405,0.23856613102595794,1.1822771356450117,31975697.0,25275531.1,1.26508506877626,0.09112324266112246,0.06935159209859491,1.313931517701504,False,0.09330456016809618,0.017855198693522034,True,3,1,结构未成熟,-0.23937784522003036,0.6929440389294405,0.059613148715780495,37.471199999999996,0.07015521253656165,0.005387653472997078,0.049908001487229736,-0.033094833342014685,0.11469281642469054,-0.01643365219524162,33.15,32.36,0.20965309200603333,0.2391841779975279,True,1,2026-08-21,沪深主板10%,14,9.98835177635411,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002824,和胜股份,29.16,0.027846316531547455,0.22418136020151125,0.0856291883842144,0.21601334445371134,0.24085106382978716,-0.15649407000289273,0.5093167701863355,0.31489361702127655,-0.05631067961165048,0.23921742996887518,1.3163489678082725,33807132.6,19680000.6,1.7178420512853032,0.15600057685132374,0.08701183719077689,1.7928661419857888,False,0.12465064281721627,0.029473931423203314,True,3,1,结构未成熟,-0.30422333571939864,0.4990176817288802,0.11679209513414146,25.729200000000002,0.1333426612564712,0.004968361846730662,0.039006609906699685,-0.06388783071383808,0.04493272272941273,-0.03122923588039872,23.5,22.49,0.24085106382978716,0.29657625611382854,True,1,2026-08-27,沪深主板10%,17,10.020618556701022,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002870,香山股份,48.96,-0.010509296685529468,-0.07622641509433958,0.037288135593220195,0.14983560356975123,0.3133047210300428,0.22399999999999998,0.3090909090909091,0.2293748547524982,-0.08400374181478021,0.15817984832069348,1.4500889790175049,5514671.6,4722757.7,1.167680399949377,0.04677767793650987,0.03640378685405762,1.2849673613363652,False,-0.008696707386133817,0.012910822367741437,True,3,1,结构未成熟,-0.08400374181478021,0.7905783582089552,0.015693881149708933,46.64,0.0497427101200687,0.009279135793919924,0.03751461831856839,0.038003912770643744,0.042671030814617206,-0.07448015122873342,43.03,43.03,0.13781082965372993,0.13781082965372993,True,1,2026-08-12,沪深主板10%,20,10.006949270326615,READY_FOR_BREAKOUT,False,False,3,False,50.7,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,0,1,1,1,7,True,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002947,恒铭达,68.62,0.02986642653459426,0.09529130087789306,0.02801498127340829,0.26628529248938926,0.19339130434782614,-0.08372279343036448,0.3224127962998651,0.12398042414355642,-0.05325607064017657,0.2202020202020203,0.5630303665234899,7203713.2,10630133.3,0.6776691313927361,0.03461410749533585,0.05608805347553095,0.6171386837383588,True,0.04044567527532705,-0.00943571627777251,True,3,3,收敛较充分,-0.3464761904761904,0.4398768283294843,0.057498189215429596,63.3568,0.08307237739279771,0.004662019447281285,0.020511149134957662,-0.05540733104932838,0.04011502463683625,0.0688473520249222,61.3,59.4,0.11941272430668848,0.15521885521885537,True,1,2026-08-25,沪深主板10%,6,10.001845358922324,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,0,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
003040,楚天龙,17.31,0.0567765567765568,0.040264423076922906,-0.24575163398692812,0.2302771855010659,0.6485714285714284,0.6517175572519083,0.06917850525015434,0.16785482825664289,-0.25898972602739734,0.43488943488943477,0.38597127175397555,61703193.6,93304899.8,0.6613071096186955,0.10471288329665335,0.21325123218917919,0.4910306131490981,True,-0.042208559943249124,-0.0724228152799582,False,3,2,部分收敛/待确认,-0.32645914396887166,0.4729899497487437,-0.06120346015131373,17.1856,0.007238618378176964,0.013039070052580648,0.04323852507877035,0.08164950650665337,0.018163167528654656,0.04718693284936459,15.43,15.43,0.12184057031756312,0.12184057031756312,True,7,2026-09-04,沪深主板10%,17,10.021321961620465,BREAKOUT_AWAIT_RETEST,False,False,4,False,16.49,2026-09-21,2.4491674631507556,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,2,1,1,0,1,7,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,268,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
