股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002059,云南旅游,4.67,0.026373626373626502,-0.08610567514677114,-0.2306425041186162,0.049438202247190866,,,,0.14712643678160933,-0.29668674698795183,0.4188034188034188,0.3513019000703733,94706495.0,134112252.8,0.7061733213984159,0.11050196570100596,0.13541313346153408,0.8160358074307137,True,-0.1305013394565634,-0.06846621380050055,False,3,2,部分收敛/待确认,-0.29668674698795183,0.14347826086956525,-0.09099756690997551,5.002,-0.06637345061975208,0.0015217043088258109,0.0016282225237449488,,,-0.06412825651302612,4.35,4.35,0.0735632183908046,0.0735632183908046,False,0,,沪深主板10%,5,2.7459954233409745,INELIGIBLE,False,False,4,False,4.62,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,0,1,1,0,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
002855,捷荣技术,13.23,0.03764705882352937,0.0669354838709677,-0.3091383812010443,0.32299999999999995,,,,0.10981697171381034,-0.3270600203458799,0.5931928687196111,0.1851286107853032,18651364.2,30931294.8,0.6029933218314546,0.08499478847246264,0.1256209337560193,0.6765973308042698,True,-0.03756872327428218,-0.1019762335313873,False,3,2,部分收敛/待确认,-0.3270600203458799,0.3732943469785575,-0.10948069868407773,13.8904,-0.047543627253354814,0.008978121277275708,0.035428868931407065,,,0.02717391304347827,12.02,12.02,0.10066555740432626,0.10066555740432626,False,0,,沪深主板10%,5,2.763561924257929,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,0,1,1,0,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
003005,竞业达,15.0,0.021798365122615904,0.035911602209944826,-0.2179353493222106,0.12528132033008244,,,,0.0878962536023054,-0.31818181818181823,0.5384615384615384,0.1632358995471386,13574303.6,30412561.6,0.4463387128823768,0.09266500328720195,0.2266301669570719,0.4088820324822621,True,-0.011030913795451514,-0.08385668999342077,False,3,2,部分收敛/待确认,-0.31818181818181823,0.2985971943887776,-0.06861223222601676,15.576,-0.036979969183358996,0.0030136774592379734,0.00649307916730657,,,0.011463250168577188,13.88,13.88,0.08069164265129669,0.08069164265129669,False,0,,沪深主板10%,4,1.7293233082706694,BREAKOUT_AWAIT_RETEST,False,False,5,False,14.83,2026-09-21,1.373457228501289,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,0,1,1,0,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300369,绿盟科技,9.47,0.13685474189675872,0.09479768786127174,0.20025348542458832,0.4219219219219219,0.5031746031746034,0.803809523809524,0.11019929660023453,0.2201017811704834,-0.012513034410844504,0.19838056680161953,1.1094926520226402,81213639.4,60704997.6,1.3378410775194562,0.08882155524512159,0.07234578817420664,1.2277363684426488,False,0.02841744243018174,0.02643061962348847,True,3,1,结构未成熟,-0.20420168067226885,0.64,0.21122977553239108,7.663200000000001,0.23577617705397214,0.008528111181301368,0.014641675854465186,0.0629355077835434,-0.03146354708784005,0.06884875846501148,7.86,7.48,0.2048346055979644,0.26604278074866317,False,0,,创业板20%,17,4.426002766251713,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300464,星徽股份,11.88,0.023255813953488413,0.44000000000000017,0.49058971141781704,0.6827195467422098,1.0204081632653064,0.6500000000000001,0.554973821989529,0.517766497461929,-0.006688963210702337,0.12885906040268455,4.018083756345179,53010767.6,13625705.0,3.8904972329872107,0.1524225003373644,0.038366847915418736,3.972765776156174,False,0.20967741935483852,0.11829652996845441,True,3,1,结构未成熟,-0.006688963210702337,0.9888888888888889,0.3887427669647556,8.211599999999999,0.44673388864533137,0.023839210014462875,0.08898458748866722,0.026760191212856554,0.026639005065162813,0.16814159292035402,7.88,7.72,0.5076142131979697,0.5388601036269431,False,0,,创业板20%,17,6.657223796033995,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300830,金现代,8.18,0.022499999999999964,-0.04327485380116969,-0.14702815432742444,0.027638190954773822,0.08201058201058209,0.05141388174807182,-0.2397769516728625,0.13446475195822447,-0.2194656488549619,0.278048780487805,0.483601300902386,17900462.0,33164854.2,0.5397419175145959,0.05737617220463072,0.10189292926076764,0.5631025883826717,True,-0.05158264947245017,-0.06248620004415972,False,3,2,部分收敛/待确认,-0.48456206679269065,0.1417410714285714,-0.04867127987439668,8.49,-0.036513545347467646,-0.0011764705882352233,-0.007798183023355776,-0.0013102939972154948,-0.06456112128420588,-0.05868814729574223,7.66,7.66,0.06788511749347248,0.06788511749347248,True,1,2026-09-03,创业板20%,17,19.97621878715814,READY_FOR_BREAKOUT,False,False,4,False,8.2,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,0,1,1,0,1,5,False,False,False,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
300961,深水海纳,12.14,0.020168067226890685,0.004966887417218624,-0.19012675116744493,0.04116638078902235,,,,0.05968858131487885,-0.2137305699481865,0.28559533721898417,0.20899704419582946,7659182.2,19271315.3,0.397439514675991,0.050982733558431345,0.1258688582646902,0.4050464448578657,True,-0.0307417046193883,-0.055462313091242166,False,3,2,部分收敛/待确认,-0.2137305699481865,0.35420743639921737,-0.04058165724898244,12.4528,-0.025118848772966662,-0.00019269060312154807,0.009359525493823906,,,-0.006546644844517169,11.56,11.56,0.05017301038062283,0.05017301038062283,False,0,,创业板20%,14,8.67309117865085,READY_FOR_BREAKOUT,False,False,5,False,12.22,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,0,1,1,0,1,5,False,False,False,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301080,百普赛斯,116.2,0.0613810741687979,0.2666230651842163,0.4208853020298362,0.25445320090683365,1.1735877291432848,1.4335078534031416,1.7765830346475506,0.38963860933211353,-0.04370010698707927,0.259626995840601,1.5007630777014176,15145058.6,12563867.4,1.2054455939259594,0.1071722809327561,0.09905494561081829,1.0819478045430502,False,0.16795651372765796,0.08771564922984498,True,3,1,结构未成熟,-0.04370010698707927,0.9384062173761745,0.30558130389595806,89.8184,0.29372155371282505,0.009132009671301455,0.08241527815862071,0.1409367825053638,0.1580510911629629,0.08002602472348741,87.44,76.01,0.3289112534309242,0.5287462176029469,False,0,,创业板20%,25,16.56925031766199,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301189,奥尼电子,71.6,0.05526897568165068,0.16045380875202575,0.26591230551626577,0.4461724904059785,0.5732805976708415,0.3635498000380879,1.1379516273514478,0.2524956970740102,-0.016078054143190856,0.25286916602907417,0.9985230743592478,7155500.0,7585257.6,0.9433430448031191,0.044566907007771224,0.04802548970929111,0.9279844365470201,True,0.0632326126595466,0.05328626380030976,True,3,3,收敛较充分,-0.12831750669588515,0.8244211227719472,0.20982731235848728,57.7048,0.24079799254134837,0.011548574834344016,0.05657605617145234,0.0032605618345671328,0.08961115135353426,0.09312977099236641,58.1,55.98,0.2323580034423407,0.27902822436584485,False,0,,创业板20%,25,11.555555555555564,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
301390,经纬股份,50.39,-0.06685185185185183,0.37041066086483543,0.4838044758539457,0.6150641025641026,0.9336147352264008,0.6920752182672933,0.4484047139982754,0.5,-0.06685185185185183,0.22064174660932842,2.266116941529236,4111161.4,1384752.0,2.9688791928085316,0.04266837531988828,0.028227880768539205,1.5115684974638062,False,0.2350375441696111,0.15133556891766875,True,3,1,结构未成熟,-0.06685185185185183,0.8794255177020708,0.4115439024048628,34.7444,0.4503056607683542,0.022892942520343462,0.08596547314577996,0.05263040905125238,-0.02114342677062475,0.11977777777777776,36.0,32.72,0.3997222222222223,0.5400366748166261,False,0,,创业板20%,21,5.82736054845745,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
600892,大晟文化,4.13,0.029925187032419087,0.01975308641975304,-0.14492753623188415,0.09259259259259256,,,,0.08031088082901557,-0.29881154499151097,0.4836272040302265,0.16605947754749578,37248819.0,107300443.4,0.34714506128499373,0.06579932423458205,0.19184104343532168,0.3429887737071551,True,-0.009842519685039575,-0.06668153434433555,False,3,2,部分收敛/待确认,-0.29881154499151097,0.35294117647058826,-0.05740043364144698,4.26,-0.030516431924882625,0.0018814675446847673,-0.0026905119886050377,,,-0.004819277108433884,3.86,3.86,0.06994818652849744,0.06994818652849744,False,0,,沪深主板10%,4,2.26700251889167,READY_FOR_BREAKOUT,False,False,5,False,4.15,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,0,1,1,0,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
601566,九牧王,9.2,0.019955654101995624,-0.002169197396963307,-0.13938260056127227,0.10576923076923062,0.15432873274780423,0.13300492610837433,-0.11282545805207334,0.08120649651972171,-0.20000000000000007,0.35294117647058826,0.23008507347254484,20455059.0,43669001.3,0.46841142208580805,0.03647201194701727,0.08045105236312064,0.45334412510104477,True,-0.03441558441558423,-0.04884422110552755,False,3,2,部分收敛/待确认,-0.48632049134561706,0.17126546146527108,-0.023354564755838525,9.2252,-0.0027316480943502253,0.0030007828129077208,0.008190672963400036,0.013371481957258124,-0.01637525478829982,-0.012875536480686844,8.62,8.62,0.06728538283062657,0.06728538283062657,True,2,2026-09-02,沪深主板10%,17,10.046728971962615,INELIGIBLE,False,False,5,False,9.24,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,0,1,1,0,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603042,华脉科技,19.03,0.10000000000000009,0.1768707482993197,0.23331173039533382,0.38905109489051104,0.696078431372549,0.3789855072463768,0.20138888888888906,0.22537025112685138,0.0,0.3421998562185479,0.6585924775576684,41422106.4,23234789.7,1.7827622687714708,0.20262126267668085,0.09801937486515783,2.06715522268348,False,0.054434993924666,0.06318783232348224,True,3,2,部分收敛/待确认,0.0,1.0,0.20829232674053144,15.335999999999999,0.2408711528429841,0.012330684128534664,0.052480649072087715,0.018538480822261505,0.003674745453209116,0.06253489670575108,15.53,15.14,0.22537025112685138,0.25693527080581235,False,0,,沪深主板10%,6,4.090909090909101,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603123,翠微股份,10.0,0.03626943005181338,0.023541453428863823,-0.14965986394557818,0.007049345417925457,0.149425287356322,0.277139208173691,-0.10233393177737882,0.09267241379310358,-0.20382165605095548,0.32071503680336494,0.2889556246466934,34622125.8,79591258.4,0.43499910035346284,0.04722758143578273,0.12661538658762417,0.3730003335976776,True,-0.046714172604909066,-0.036465638148667545,False,3,2,部分收敛/待确认,-0.4327850255246738,0.24230387288977162,-0.02870186003593811,10.0752,-0.007463871684929346,0.0039059386209645552,0.0013749161636484875,0.026704860469414005,-0.037208671654409775,0.015228426395939021,9.28,9.28,0.07758620689655182,0.07758620689655182,True,2,2026-09-04,沪深主板10%,17,10.039370078740163,BREAKOUT_AWAIT_RETEST,False,False,5,False,9.85,2026-09-21,1.4185841545458333,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,0,1,1,0,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603216,梦天家居,20.68,0.026302729528536073,-0.10281995661605214,-0.06678700361010836,0.006326034063260266,0.07150259067357512,0.0014527845036320652,-0.35253600500939264,0.16254416961130755,-0.17346123101518784,0.1954132823698041,0.8317969364216791,6819198.4,13172768.4,0.5176739006509824,0.031353210741389324,0.06074412283571649,0.5161521687651103,True,-0.07980225988700562,-0.02933996182697851,False,3,2,部分收敛/待确认,-0.6453438518264449,0.15722284434490477,-0.05477980665950588,21.6616,-0.04531521217269274,-0.0003691807878317688,-1.5483471394128756e-05,0.00015251611453170888,-0.0836953198644621,-0.10204081632653061,19.81,19.81,0.04391721352852107,0.04391721352852107,True,2,2026-09-02,沪深主板10%,17,10.004856726566281,READY_FOR_BREAKOUT,False,False,3,False,21.25,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,0,1,1,1,0,5,False,False,False,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603230,内蒙新华,14.83,0.10014836795252213,0.42322456813819587,0.49045226130653274,0.6189956331877728,0.7164351851851851,0.6757062146892656,0.23583333333333334,0.48151848151848153,0.0,0.196969696969697,2.444632290786137,26373858.2,10817306.2,2.438117005507342,0.06668333531340248,0.030598592453673412,2.1792942082013003,False,0.20081569236745,0.11304864757752897,True,3,1,结构未成熟,-0.02945026178010468,0.9336283185840709,0.4376423828219669,10.084000000000001,0.4706465688218959,0.02267656484523961,0.05759682224429019,0.03820183486238515,-0.021132056759861517,0.21061224489795927,10.01,9.5,0.48151848151848164,0.5610526315789475,False,0,,沪深主板10%,17,4.329004329004338,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603261,立航科技,53.58,0.013429165878570126,-0.1338506304558681,-0.050000000000000044,0.0737474949899799,0.16351791530944637,0.018437559399353765,0.6310502283105022,0.18412128465988423,-0.1705882352941176,0.13557145477893967,1.3581124799472648,2674250.0,2715110.0,0.9849508859677877,0.034469218007576276,0.03474982194425684,0.9919250251949294,True,-0.06310257213462822,-0.023976128570680877,False,3,1,结构未成熟,-0.1705882352941176,0.7562486175624862,-0.04333386898066327,54.9444,-0.024832376001922007,-0.0007056700955928585,0.011925955585671666,0.031173458027165646,0.1053959285624042,-0.09737196765498657,50.13,50.13,0.06882106523040088,0.06882106523040088,True,1,2026-08-27,沪深主板10%,17,10.001873009926943,READY_FOR_BREAKOUT,False,False,3,False,53.68,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,0,0,1,1,1,5,False,False,False,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603316,诚邦股份,18.36,0.10005991611743537,0.23056300268096508,0.35198821796759927,0.33819241982507275,0.3877551020408163,-0.09601181683899551,0.23636363636363633,0.2558139534883721,0.0,0.1927162367223066,1.3274125618018675,32121112.0,15921448.7,2.0174742013269182,0.13021228771228766,0.06024826953349677,2.161261870598497,False,0.05489537587186755,0.06627162511919371,True,3,1,结构未成熟,-0.3438170121515368,0.5121703853955375,0.2467320816215668,14.605599999999999,0.257052089609465,0.009175833287269786,0.030909605318998334,-0.0611450231875974,-0.007223106130855417,0.14821763602251403,14.62,13.52,0.2558139534883721,0.3579881656804733,False,0,,沪深主板10%,17,7.658321060382911,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603318,水发燃气,9.31,0.021953896816685026,-0.08366141732283461,0.025330396475770955,0.0,0.06766055045871555,-0.039215686274509665,0.12711864406779672,0.1887871853546911,-0.17610619469026545,0.2625698324022348,0.7189980037976529,59778881.4,75941545.4,0.7871696722147558,0.14175406151403303,0.1708335687363201,0.8297787288681476,True,-0.061451384677582266,-0.0023958333333331527,False,3,2,部分收敛/待确认,-0.38344370860927146,0.3435374149659864,-0.03762662807525319,9.584000000000001,-0.028589315525876513,0.0008772296252976819,0.0038433059483093945,-0.0063514080779689674,0.015982574243225578,-0.09523809523809512,8.74,8.74,0.0652173913043479,0.0652173913043479,False,0,,沪深主板10%,3,5.494505494505497,READY_FOR_BREAKOUT,False,False,3,False,9.26,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,0,0,1,1,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
603559,中通国脉,9.47,0.013918629550321304,0.044101433296582115,-0.12233549582947156,0.047566371681416086,0.20636942675159253,0.210997442455243,0.39881831610044327,0.07613636363636363,-0.18221070811744378,0.28523862375138737,0.26692164839051996,11388350.6,29049150.5,0.39203730243333623,0.0289751564591997,0.08230295428221622,0.3520548771535479,True,-0.008419689119170903,-0.042739340305711915,False,3,2,部分收敛/待确认,-0.18221070811744378,0.6324041811846691,-0.03135068787398354,9.642000000000001,-0.017838622692387562,0.0,0.0008040271271760879,0.0219114041922428,0.05279309958095868,0.007446808510638281,8.8,8.8,0.07613636363636367,0.07613636363636367,True,2,2026-08-31,沪深主板10%,17,10.020876826722326,RETEST_STABILIZING,False,False,4,False,9.24,2026-09-18,1.22601131743812,0.7368991951423628,True,True,True,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,0,1,1,0,1,5,False,False,False,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
605188,国光连锁,13.32,0.015243902439024515,-0.0037397157816004833,-0.10483870967741937,0.09359605911330049,0.18294849023090598,0.13169073916737473,-0.20525059665871126,0.18421052631578944,-0.18581907090464544,0.2672347017815646,0.6893211289092296,18893542.4,33109745.8,0.5706338705868288,0.03386920636009527,0.06714266885367225,0.5044364029363849,True,-0.05086299068275535,-0.04460913560892188,False,3,2,部分收敛/待确认,-0.5284955752212389,0.1497722095671982,-0.020624241755817785,13.390799999999999,-0.0052872121157808705,0.0006575997608726514,-0.004876713692119949,0.010189636752137021,-0.039417040879080045,-0.0037397157816004833,11.4,11.4,0.16842105263157903,0.16842105263157903,True,2,2026-09-01,沪深主板10%,17,10.041152263374475,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,0,0,1,1,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
605398,新炬网络,21.48,0.05242528172464489,0.03818269695505072,-0.232583065380493,0.08157099697885206,0.1407328730748807,0.1112260734609416,-0.20942215679057785,0.11503531786074678,-0.26739427012278305,0.431640625,0.26650716174073463,5766650.4,8455566.1,0.6819945976177751,0.03377137897101308,0.054696270687729004,0.617434763766986,True,-0.015497242821829293,-0.07142245439753359,False,3,2,部分收敛/待确认,-0.4539908490086426,0.1780947998159227,-0.028296125398656446,21.7344,-0.011704946996466403,0.0008841732979665284,-0.0021849515310049528,0.0032796396425434082,-0.0474347298117791,0.02237029985721084,19.82,19.82,0.08375378405650857,0.08375378405650857,True,2,2026-09-04,沪深主板10%,17,9.983498349834985,BREAKOUT_AWAIT_RETEST,False,False,5,False,21.01,2026-09-21,1.2960551662050255,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,0,1,1,0,1,5,False,False,True,收盘价未站上MA25,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
688035,德邦科技股份,85.4,0.0880366925723024,0.20281690140845088,0.23660584998551992,0.3118279569892475,0.37942174123728,-0.03991006183249013,0.5072361454288741,0.22774267662263067,-0.0011695906432748204,0.21971383147853737,1.0365422836153015,7690392.4,6755893.6,1.1383234928389045,0.04889335805680535,0.047496439820022454,1.0294110093740967,False,0.06492972795265906,0.05781181433404581,True,3,1,结构未成熟,-0.2039522744220731,0.6570532915360503,0.2066748618823564,69.9828,0.22029984510479728,0.00589310765126605,0.04183396908251358,-0.0468702028137471,0.014848993096631125,0.06100136662939515,69.64,66.8,0.22630672027570364,0.27844311377245523,False,0,,科创板20%,17,8.465525365164117,RETEST_STABILIZING,True,False,3,False,72.99,2026-09-16,1.4109006596812248,0.9663801555924586,True,False,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
688203,海正生物材料,19.55,0.10639501980758337,0.33174386920980936,0.24443029917250159,0.708916083916084,1.1819196428571428,0.9550000000000001,0.6130363036303632,0.3919667590027702,-0.027363184079602032,0.21428571428571416,1.8291782086795954,9199665.2,7553841.3,1.217879067700297,0.036258937992244875,0.03727014656563624,0.972868135315472,True,0.13938811908355064,0.06743331518780615,True,3,2,部分收敛/待确认,-0.027363184079602032,0.9530716723549487,0.3250194855806705,14.136000000000001,0.3829937747594794,0.021948468812353683,0.07945578944608989,0.07432804751117383,0.03146323241666371,0.17984308992154507,14.44,13.58,0.3538781163434903,0.43961708394698085,False,0,,科创板20%,25,13.286713286713292,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,0,0,1,0,5,False,True,True,近5日波动仍偏大,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,559,False,,,232,4,未入选：未满足一级粗筛最低资格条件
