股票代码,股票名称,当前状态,最近提交日期,ret20,ret40,ret120,MA20距离,MA30_5日斜率,淘汰日期,淘汰原因
002743,ST富煌,已淘汰,2026-09-02,0.27,0.33684210526315805,-0.09447415329768272,0.08931060362388776,0.05136551286122604,2026-09-14,硬规则：ST/*ST/SST/S*ST股票不得进入或保留在当前观察池
000007,全新好,活跃,2026-09-02,0.033866415804327366,0.21436464088397789,-0.16742424242424236,-0.09259794410271238,0.03339628863506894,,
000011,深物业A,活跃,2026-09-04,0.04379562043795615,0.2562225475841875,0.059259259259259345,-0.007116819996528245,0.023891883195237718,,
000017,深中华A,活跃,2026-09-04,0.24584717607973428,0.4423076923076923,0.17554858934169282,-0.16201117318435743,0.053074462023929625,,
000020,深华发Ａ,活跃,2026-09-02,0.12775330396475781,0.3114754098360657,-0.3904761904761904,-0.006442598773577446,0.044369567064020066,,
000026,飞亚达,活跃,2026-09-02,-0.20773576705780095,0.1663467690339091,0.3926661573720398,-0.09573412698412698,0.02541162706673794,,
000048,京基智农,活跃,2026-09-02,-0.16866473749483268,0.09412404787812845,0.03659793814432999,-0.09798380766556769,0.02723186204568817,,
000059,华锦股份,活跃,2026-09-02,0.1826086956521742,0.20620842572062092,0.034220532319391817,0.008527994067482503,0.03932166745490173,,
000062,深圳华强,活跃,2026-09-07,-0.04844144903117098,0.03150684931506853,-0.1354764638346727,-0.02865865456969019,0.01129100053628651,,
000070,特发信息,活跃,2026-09-12,0.07257546563904937,0.2996108949416343,0.2279411764705883,0.056260080326365314,0.04437160940325491,,
000428,华天酒店,活跃,2026-09-10,0.07259953161592514,0.4822006472491911,0.30113636363636376,0.008366358432408738,0.03969990622069397,,
000505,京粮控股,活跃,2026-09-02,0.07779578606158832,0.24299065420560773,0.050552922590837435,-0.07304153889043763,0.04678393005828463,,
000506,招金黄金,活跃,2026-09-02,0.05126760563380284,0.673542600896861,0.22040549378678875,-0.07152630924244308,0.050199014921575635,,
000510,新金路,活跃,2026-09-12,-0.029579067121729197,0.21078779276082327,0.21857142857142842,0.012583095916429254,0.03185851614493451,,
000517,荣安地产,活跃,2026-09-02,-0.11353711790393028,,,-0.09050179211469556,,,
000520,凤凰航运,活跃,2026-09-02,0.0,0.19886363636363624,0.044554455445544594,-0.014824325901716007,0.024298453734762582,,
000523,红棉股份,活跃,2026-09-10,0.21959459459459452,0.30797101449275366,0.10397553516819569,0.02542252520948729,0.0650710545998503,,
000526,学大教育,活跃,2026-09-09,0.09780253791395843,0.2595880681818181,0.1512495942875689,-0.029136843257742573,0.009105937070970072,,
000536,华映科技,活跃,2026-09-02,0.027108433734939874,0.1328903654485052,-0.21247113163972287,-0.02011494252873569,0.018626771029426337,,
000560,我爱我家,活跃,2026-09-09,0.23502304147465458,0.25821596244131473,-0.07586206896551717,-0.015067989709665497,0.05144032921810693,,
000565,渝三峡Ａ,活跃,2026-09-10,0.15500000000000003,0.27859778597785967,0.010204081632652962,0.07375271149674645,0.04164365403733572,,
000592,平潭发展,活跃,2026-09-14,0.23664122137404586,0.5399239543726235,-0.21814671814671815,0.1558219178082192,0.05622407701367216,,
000596,古井贡酒,活跃,2026-09-02,-0.030934343434343536,-0.018437599914739478,-0.0927895981087471,-0.03009751679689976,0.005433381936035042,,
000603,盛达资源,活跃,2026-09-02,0.008428657435280096,0.7962466487935658,-0.04121350887235253,-0.06153264325634167,0.04830279302550844,,
000620,盈新发展,活跃,2026-09-02,0.0,0.1355311355311355,0.08391608391608396,-0.04630056914320879,0.030815109343936387,,
000626,远大控股,活跃,2026-09-07,0.14177215189873404,0.4249605055292258,0.19946808510638303,0.010417833538702848,0.05572102258624967,,
000628,高新发展,活跃,2026-09-03,0.295375435106912,0.44321329639889195,0.08609547633937886,0.04735196855933821,0.06906213436787989,,
000635,英 力 特,活跃,2026-09-02,0.14953271028037385,0.21983471074380168,-0.15269804822043642,0.06034482758620707,0.0367710720651897,,
000636,风华高科,活跃,2026-09-14,-0.07156368221941989,0.4063992359121298,2.012787723785166,0.10886242763684306,0.013820138261970483,,
000657,中钨高新,活跃,2026-09-02,-0.16059015463186255,,,-0.06272770473625844,,,
000670,盈方微,活跃,2026-09-02,0.0053050397877985045,0.3933823529411764,-0.10189573459715628,0.055563292020609945,0.01166263689375624,,
000712,锦龙股份,活跃,2026-09-08,0.09989023051591661,,,-0.07170650361311848,,,
000716,黑芝麻,活跃,2026-09-07,0.0037878787878786735,0.20181405895691595,0.055776892430278835,-0.017699935131127886,0.030594118034080964,,
000720,新能泰山,活跃,2026-09-02,-0.012658227848101333,0.17824773413897277,0.037234042553191626,0.020808794660384766,0.02062315864654951,,
000721,西安饮食,活跃,2026-09-02,0.007610350076103556,0.12776831345826234,-0.10540540540540544,-0.054420797028995715,0.019529318698704445,,
000722,湖南发展,活跃,2026-09-11,0.12734082397003754,-0.01051939513477973,0.0993425858290724,0.13000713293539068,0.021645682309550995,,
000723,美锦能源,活跃,2026-09-02,0.028169014084507005,0.05187319884726227,-0.25963488843813387,-0.041491596638655426,0.010095547142599637,,
000735,罗 牛 山,活跃,2026-09-09,0.07473309608540935,0.22020202020202007,-0.08484848484848484,0.008599816314603048,0.04083605170955673,,
000737,北方铜业,活跃,2026-09-09,-0.044147157190635444,0.17131147540983616,0.15521422797089723,-0.0448818634495205,0.026174965100046466,,
000759,中百集团,活跃,2026-09-10,0.07758620689655182,0.03878116343490312,0.41509433962264164,0.1137511137511138,0.02984999496627405,,
000798,中水渔业,活跃,2026-09-10,0.21682464454976302,0.32345360824742264,0.09023354564755826,0.043010206672421614,0.06490686778653854,,
000811,冰轮环境,活跃,2026-09-02,-0.19250388112663575,-0.09427860696517432,1.2160681679853922,-0.07577103693362097,0.006978794877178229,,
000823,超声电子,活跃,2026-09-14,0.43956743002544507,0.7790880503144653,0.6989489489489489,0.4037155351549171,0.07293617798894414,,
000831,中国稀土,活跃,2026-09-02,-0.16849816849816845,0.10684757260970956,0.13450673620165143,-0.08868757745544664,0.016695674979733566,,
000833,粤桂股份,活跃,2026-09-09,-0.05498120300751885,0.04142931123770066,-0.19172025723472663,-0.05047452665376073,0.022343457373177777,,
000859,国风新材,活跃,2026-09-02,-0.06591143151390322,0.29942693409742116,0.001103752759381793,0.019960640989598044,0.010824684745005975,,
000887,中鼎股份,活跃,2026-09-02,-0.09116945107398566,0.14148681055155876,0.09614277489925138,-0.08871180032067394,0.023614505581610157,,
000889,中嘉博创,活跃,2026-09-02,-0.019656019656019708,0.15652173913043477,0.3125,0.0010035122930256435,0.017470952421338115,,
000890,法尔胜,活跃,2026-09-12,0.038410596026489996,0.26860841423948223,-0.40380228136882135,-0.044717923723650466,0.040495183296281656,,
000892,欢瑞世纪,活跃,2026-09-10,0.1212871287128714,,,0.01308285810130827,,,
000912,泸天化,活跃,2026-09-10,0.14168937329700282,0.17039106145251415,-0.187984496124031,-0.007226631915649762,0.043793103448275694,,
000930,中粮科技,活跃,2026-09-10,0.0997920997920998,0.14750542299349223,-0.1984848484848485,0.009253076409424743,0.04385363848156776,,
000931,中 关 村,活跃,2026-09-02,0.02073732718894017,0.05980861244019131,-0.0327510917030569,-0.07957614793268253,0.01857996018579966,,
000938,紫光股份,活跃,2026-09-04,-0.20229100658055088,,,-0.08274364184123895,,,
000960,锡业股份,活跃,2026-09-02,-0.16687705124968444,,,-0.06608178859487746,,,
000962,东方钽业,活跃,2026-09-02,-0.05229325920778327,0.14121338912133896,0.26772019521264223,0.020188702181576756,0.027018924728439142,,
000975,山金国际,活跃,2026-09-02,-0.045690936106983715,,,-0.041489441086486,,,
000977,浪潮信息,活跃,2026-09-03,-0.14700049578582064,-0.15340140238651756,0.2355475763016157,-0.1009034078661154,-0.005978563504431267,,
000978,桂林旅游,活跃,2026-09-14,0.7832512315270936,0.9817518248175179,0.6915887850467288,0.5294697556510106,0.09679511430578835,,
000980,众泰汽车,活跃,2026-09-14,0.35465116279069764,0.5129870129870131,0.0,0.32161089052751013,0.03655660377358494,,
000981,山子高科,活跃,2026-09-14,0.007067137809187329,0.1776859504132231,-0.29104477611940294,0.05771015030617921,0.0064110318132331034,,
000988,华工科技,活跃,2026-09-10,-0.12018300193559739,-0.055356130738711484,-0.11621741051701284,-0.03221748008787462,0.012494161606725784,,
000989,九芝堂,活跃,2026-09-02,-0.09147609147609137,,,-0.029266396401399275,,,
000993,闽东电力,活跃,2026-09-14,0.5209163346613546,0.4446546830652791,0.13870246085011173,0.4277699859747546,0.044288967360813114,,
001210,金房能源,活跃,2026-09-02,0.12558139534883717,0.6603773584905661,1.0350385423966362,0.02352630187681748,0.07470177777173248,,
001223,欧克科技,活跃,2026-09-02,-0.007340753019180579,0.49394155381325744,0.253963505833084,0.03945051947729916,0.03715728715728717,,
001258,立新能源,活跃,2026-09-02,-0.21875,0.2362637362637363,0.06433301797540203,-0.10111461787383635,-0.006515401191532488,,
001268,联合精密,活跃,2026-09-12,0.18765432098765444,0.37428571428571433,0.18181818181818188,0.0014365722137785752,0.05947798328795395,,
001277,速达股份,活跃,2026-09-02,0.005739365293720322,0.1344249809596343,-0.11048074051955814,-0.060163422405906,0.018583004455057006,,
001309,德明利,活跃,2026-09-10,-0.1090950849793294,-0.19671146637950676,0.20969250919977522,-0.053251260623160435,0.016210590051466633,,
001326,联域股份,活跃,2026-09-02,0.2670518375862623,0.7096145517540062,0.5901309164149044,0.14342404449143342,0.08142038290210518,,
001330,博纳影业,活跃,2026-09-08,0.11637080867850091,0.2605790645879733,-0.1305683563748079,0.040441176470588314,0.033730922149544984,,
001337,四川黄金,活跃,2026-09-02,0.041518881702482746,0.5369458128078819,0.12457760756927239,-0.04054430659529695,0.03972038619925944,,
