股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
300394,天孚通信,269.0,0.04251443630585605,0.08114625617941407,0.006887258571642407,0.046041375019443054,0.10187195346741484,-0.18319011326025558,0.2248429104817411,0.1258840744654906,-0.08813559322033904,0.21110176619007565,0.5963193806353321,42531065.2,41156362.0,1.0334019610382474,0.0415837908561967,0.03781405174176068,1.09969148876667,False,0.02760053068831514,0.002991403119772862,True,3,2,部分收敛/待确认,-0.2814403248210279,0.6150811047786059,0.019292671513043258,0.051447054145740134,-0.034276032759235964,0.019261013934320115,-0.006940342587123394,246.02,237.8,0.09340704007804246,0.13120269133725815,14,3,0,1,0,2.1538461538461537,6.153846153846153,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,10,True,39,39,24,1.5384615384615383,入选：阶段3分=6.153846153846153；软容量39-39只，本次实际24只
600500,中化国际,5.77,-0.018707482993197355,0.047186932849364815,0.03220035778175312,0.11605415860735002,0.034050179211469356,-0.37282608695652175,0.3024830699774266,0.13483146067415727,-0.04785478547854782,0.1623246492985971,0.8306283811901792,127138130.2,130328519.8,0.9755204033246452,0.0273001896237507,0.03632034413869263,0.7516500812740753,True,0.027918781725888353,0.023040638606676378,True,3,3,收敛较充分,-0.41421319796954315,0.3311475409836065,0.04737701942276251,0.031053509559861192,-0.039384349049203404,0.02620989335495838,-0.02533783783783794,5.34,5.34,0.08052434456928825,0.08052434456928825,12,3,0,1,0,0.5384615384615384,4.538461538461538,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,12,True,39,39,24,1.5384615384615383,入选：阶段3分=4.538461538461538；软容量39-39只，本次实际24只
605162,新中港,10.65,-0.05164737310774714,0.029980657640232167,0.08784473953013294,0.17679558011049723,0.4649243466299864,0.22413793103448287,0.0725075528700907,0.1494370522006142,-0.05164737310774714,0.3100591715976333,0.4819630118683929,40839708.0,40130849.4,1.0176636829421308,0.06920998490602755,0.09062026351620658,0.7637363015795026,True,0.012022900763358768,0.03338570306362931,True,3,3,收敛较充分,-0.29841897233201575,0.4683098591549296,0.07510599636583892,0.03568708519203567,0.009182843194234236,0.005654948079569566,-0.030054644808743203,9.77,9.68,0.09007164790174005,0.10020661157024802,12,3,0,1,0,0.5384615384615384,4.538461538461538,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,12,True,39,39,24,1.5384615384615383,入选：阶段3分=4.538461538461538；软容量39-39只，本次实际24只
600165,宁科生物,3.33,0.024615384615384706,0.047169811320754595,0.03416149068322971,0.3214285714285714,0.3110236220472442,0.1766784452296819,-0.09999999999999998,0.0900321543408361,-0.07499999999999996,0.21212121212121207,0.42443729903537025,18797939.8,25835541.1,0.7276000037018772,0.0172348407877781,0.03525045718687568,0.4889253122706991,True,0.022727272727272707,0.0006234413965087171,True,3,3,收敛较充分,-0.25,0.5152838427947598,0.07263649540988881,0.05552150998896921,0.023428176622071417,-0.03688922446338028,-0.0029940119760478723,3.11,3.09,0.07073954983922826,0.07766990291262132,15,0,0,1,0,2.9615384615384617,3.9615384615384617,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,14,True,39,39,24,1.5384615384615383,入选：阶段3分=3.9615384615384617；软容量39-39只，本次实际24只
002457,青龙管业,12.71,0.0486798679867988,0.05564784053156169,0.1502262443438913,0.17685185185185182,0.13583556747095638,-0.05712166172106825,0.11101398601398604,0.12299915754001693,-0.046511627906976716,0.24466019417475723,0.5027346518500693,47079416.4,25942488.3,1.8147610150411053,0.14117325303430295,0.07779164962451282,1.8147610150411058,False,0.030126498002663205,0.040141880785534934,True,3,2,部分收敛/待确认,-0.22969696969696962,0.4676966292134832,0.11339844947658895,0.03743512575622643,-0.008821249911928342,-0.022209197663952462,0.0007874015748032814,11.87,10.94,0.07076663858466747,0.1617915904936016,14,0,0,1,0,2.1538461538461537,3.1538461538461537,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,15,True,39,39,24,1.5384615384615383,入选：阶段3分=3.1538461538461537；软容量39-39只，本次实际24只
603980,吉华集团,8.15,0.05025773195876293,0.05981794538361518,0.1950146627565983,0.1446629213483146,0.35382059800664467,0.3931623931623933,0.24048706240487072,0.14266304347826084,-0.030915576694411362,0.2734375,0.5217391304347825,72733164.0,49891952.2,1.4578135509397845,0.10629734621827737,0.07371379005313802,1.442027958970104,False,0.018177096857958874,0.04813494240263294,True,3,2,部分收敛/待确认,-0.06536697247706424,0.8564231738035264,0.12818383167220393,0.03829641916284521,0.05288852725793336,-0.00642784353688175,0.020025031289111483,7.36,6.8,0.10733695652173902,0.19852941176470607,14,0,0,1,0,2.1538461538461537,3.1538461538461537,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,15,True,39,39,24,1.5384615384615383,入选：阶段3分=3.1538461538461537；软容量39-39只，本次实际24只
600362,江西铜业,49.64,0.001412144442203056,0.058873720136518815,0.008943089430894169,0.11902614968440028,0.19585642013972548,0.039145907473309594,0.1026210573078632,0.12577502214348998,-0.023603461841070095,0.14361091993576502,0.8758040279927685,78447464.2,69152961.2,1.1344049891532337,0.03772844893642927,0.03332275517289463,1.1322127699428142,False,0.02669351728865843,0.012311727872736267,True,3,2,部分收敛/待确认,-0.28770268331180937,0.5313230481533426,0.05640621841049609,0.019228666603494204,0.01746245609785646,-0.021097655187024444,0.004654928152195925,45.16,45.16,0.09920283436669619,0.09920283436669619,13,0,0,1,0,1.2307692307692308,2.230769230769231,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,17,True,39,39,24,1.5384615384615383,入选：阶段3分=2.230769230769231；软容量39-39只，本次实际24只
603011,合锻智能,26.83,0.014366729678638945,0.06047430830039513,0.06722354813046927,0.09242671009771986,0.19244444444444442,-0.2536856745479834,0.16601477618426763,0.1703456892961266,-0.045195729537366613,0.27890841813135975,0.6107585078909218,55589586.0,50885829.9,1.0924374449477143,0.10885904409785664,0.10292140781479642,1.0576909742018377,False,0.021600816903621034,0.03460700851316578,True,3,2,部分收敛/待确认,-0.3519323671497585,0.45836431226765795,0.0703742120801083,0.061632483944479066,-0.040943789035392086,-0.005589603611955263,-0.005190952910641422,24.01,24.01,0.1174510620574758,0.1174510620574758,13,0,0,1,0,1.2307692307692308,2.230769230769231,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,17,True,39,39,24,1.5384615384615383,入选：阶段3分=2.230769230769231；软容量39-39只，本次实际24只
002012,凯恩股份,7.13,-0.03125000000000011,-0.009722222222222299,0.02002861230329045,0.11059190031152655,0.2421602787456445,0.001404494382022392,0.02886002886002892,0.06276747503566339,-0.04295302013422819,0.1557632398753894,0.402967189728959,10675683.0,11823185.9,0.9029446961499608,0.0262353256763366,0.025283451519439205,1.037648109719733,True,0.0019385211852671613,0.015138772077375906,True,3,3,收敛较充分,-0.261139896373057,0.46723044397463,0.021929195929482725,0.041739308788842466,-0.001010598326034562,-0.005346415943819682,-0.04037685060565277,7.01,6.96,0.01711840228245376,0.024425287356321768,12,0,0,1,0,0.5384615384615384,1.5384615384615383,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,19,True,39,39,24,1.5384615384615383,入选：阶段3分=1.5384615384615383；软容量39-39只，本次实际24只
002015,协鑫能科,17.18,0.045648204503956125,0.006444053895723556,0.027511961722488154,0.045012165450121655,0.2660280029476787,-0.08859416445623347,-0.14356929212362912,0.1106965174129354,-0.03807390817469203,0.28924418604651153,0.3827095677391939,118478702.2,129600933.4,0.9141809328975095,0.081539697826574,0.07983673276576088,1.0213305956020218,True,-0.011757857974388664,0.004716699504447863,False,3,2,部分收敛/待确认,-0.3262745098039216,0.47607052896725444,0.06947211155378485,0.029490847297210188,-0.028156926004053617,-0.0029067853212044747,-0.022753128555176305,16.08,15.5,0.06840796019900508,0.10838709677419356,12,0,0,1,0,0.5384615384615384,1.5384615384615383,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,19,True,39,39,24,1.5384615384615383,入选：阶段3分=1.5384615384615383；软容量39-39只，本次实际24只
002222,福晶科技,66.85,0.005112013231092893,0.009361316623886395,-0.01153334319089161,0.04961532422672321,0.0139541938419534,-0.35924470430365196,0.12145613152155676,0.07584050039093032,-0.054455445544554615,0.17402856193955504,0.4357934096891051,16440050.2,21226487.4,0.7745063933658661,0.041382720431522246,0.045341043865109024,0.912698890538054,True,-0.0015612802498046197,0.0053443913831043854,True,3,3,收敛较充分,-0.46279331404693025,0.3190256592172165,0.011269949323046813,0.0330558806953658,-0.06026908509708662,-0.0006750292390951262,-0.02763636363636368,63.95,63.95,0.04534792806880361,0.04534792806880361,12,0,0,1,0,0.5384615384615384,1.5384615384615383,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,19,True,39,39,24,1.5384615384615383,入选：阶段3分=1.5384615384615383；软容量39-39只，本次实际24只
002734,利民股份,16.94,-0.026995979322228525,0.013157894736842257,0.04118008604794121,0.09715025906735764,0.1064663618549968,0.028536733454766372,-0.06201550387596888,0.10948905109489034,-0.07127192982456121,0.19177126917712692,0.5709356337093554,20704749.8,16990966.2,1.2185740090519397,0.0322049478644886,0.03911762411936323,0.823284864290803,True,0.024259082217973127,0.03209376534118791,True,3,3,收敛较充分,-0.2365930599369085,0.4995233555767398,0.060672468849790384,0.04477843198016718,0.008484706183696566,-0.042466638600338946,-0.049915872125630756,16.44,15.98,0.03041362530413627,0.06007509386733423,12,0,0,1,0,0.5384615384615384,1.5384615384615383,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,19,True,39,39,24,1.5384615384615383,入选：阶段3分=1.5384615384615383；软容量39-39只，本次实际24只
600617,国新能源,3.56,0.0028169014084507005,0.06906906906906896,0.05014749262536866,0.02298850574712641,0.2447552447552448,0.18666666666666676,-0.019283746556473802,0.11550151975683887,-0.02997275204359673,0.09567901234567888,1.207177174232769,40560407.4,29017575.1,1.3977876256103838,0.01374486890751405,0.01634293294088179,0.8410282877151939,True,0.021226415094339535,0.014411764705882568,True,3,2,部分收敛/待确认,-0.2629399585921325,0.4478260869565218,0.041240128692600075,-0.001069414738479546,0.01350991968512294,0.002170008979347493,0.005649717514124353,3.29,3.29,0.0820668693009119,0.0820668693009119,12,0,0,1,0,0.5384615384615384,1.5384615384615383,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,19,True,39,39,24,1.5384615384615383,入选：阶段3分=1.5384615384615383；软容量39-39只，本次实际24只
605167,利柏特,16.25,-0.014554275318374721,-0.016343825665859568,0.0972316002700877,0.13636363636363624,0.12378976486860305,0.1492220650636491,-0.019903498190591007,0.04779874213836476,-0.028110047846889863,0.18749999999999992,0.25492662473794553,7323891.2,11977058.4,0.6114933195950685,0.022022138191571998,0.02348868410851708,0.9375637259980304,True,0.03526576176582519,0.03559891884764976,True,3,3,收敛较充分,-0.19514611193660236,0.6185866408518876,0.06886798658159576,0.039243151392684084,0.017642731850846083,-0.024885941563251968,-0.02049427365883061,15.9,14.16,0.022012578616352085,0.1475988700564972,12,0,0,1,0,0.5384615384615384,1.5384615384615383,中段/待确认,True,120日趋势偏弱,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,19,True,39,39,24,1.5384615384615383,入选：阶段3分=1.5384615384615383；软容量39-39只，本次实际24只
000670,盈方微,7.23,0.008368200836820217,0.014025245441795287,0.026988636363636465,0.047826086956521685,0.18137254901960786,-0.21498371335504884,-0.09962640099626385,0.0606060606060606,-0.09170854271356776,0.16413373860182373,0.3692480359147025,36139080.0,46939689.6,0.769904537246876,0.037391001409949845,0.056523192543457314,0.6615160914911544,True,-0.003085553997195012,0.008496176720475646,True,3,3,收敛较充分,-0.35618878005342836,0.35170178282009734,0.010764714105969464,0.00903987058711575,-0.05017986018415854,-0.022090301355996544,-0.013642564802182733,6.93,6.86,0.04329004329004338,0.05393586005830908,14,0,0,1,6,2.1538461538461537,-2.8461538461538463,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,25,False,39,39,24,1.5384615384615383,未入选：未满足三级生命周期筛选最低资格条件
000723,美锦能源,3.91,0.005141388174807249,0.039893617021276695,0.002564102564102555,0.08011049723756902,0.1333333333333333,0.026246719160105014,-0.25806451612903214,0.07608695652173908,-0.0532687651331718,0.1936416184971098,0.39292667099286155,93495599.4,154393135.7,0.6055683691901337,0.0165799080181644,0.03512786159749452,0.47198739872474776,True,0.0047120418848167755,0.0007772020725387296,True,3,3,收敛较充分,-0.333901192504259,0.2686567164179105,0.030167303385588262,0.013671344499773808,-0.00981381271209747,-0.057550137632717324,0.002564102564102555,3.68,3.68,0.0625,0.0625,14,0,0,1,6,2.1538461538461537,-2.8461538461538463,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,25,False,39,39,24,1.5384615384615383,未入选：未满足三级生命周期筛选最低资格条件
002155,湖南黄金,28.54,0.0031634446397188487,0.03631082062454616,0.05625462620281274,0.13479125248508939,0.17642209398186304,0.2583774250440918,-0.16378552593026674,0.1289062499999999,-0.03385240352065,0.22318840579710147,0.5775669642857137,87443255.2,74272496.7,1.1773302243116865,0.0413722037159018,0.04753443083506466,0.8703628714826817,True,0.019932305377961645,0.02352277004140002,True,3,3,收敛较充分,-0.3378190255220418,0.4189944134078212,0.08216736814165992,0.034679794894174165,0.021814323315005213,-0.05358972975888665,0.019649874955341318,25.6,24.99,0.11484374999999991,0.1420568227290917,14,0,0,1,6,2.1538461538461537,-2.8461538461538463,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,25,False,39,39,24,1.5384615384615383,未入选：未满足三级生命周期筛选最低资格条件
002517,恺英网络,17.7,0.0350877192982455,0.038123167155425186,0.06306306306306309,0.019585253456221086,0.04056437389770706,0.21399176954732502,-0.05650319829424322,0.06382978723404245,-0.04168922577152134,0.08054522924411404,0.7924713584288036,69273659.0,52857327.2,1.3105781671079273,0.03686256003966338,0.028126945011611566,1.3105781671079284,False,0.020510430019811343,0.01689807976366331,True,3,2,部分收敛/待确认,-0.41564872895344995,0.2294981640146879,0.036755015375604216,0.017443109678679347,0.025377600310454218,-0.03932368751332005,-0.011173184357541888,16.92,16.19,0.04609929078014163,0.09326744904261886,14,0,0,1,6,2.1538461538461537,-2.8461538461538463,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,25,False,39,39,24,1.5384615384615383,未入选：未满足三级生命周期筛选最低资格条件
002918,蒙娜丽莎,11.24,0.04558139534883732,0.019963702359346636,0.09126213592233001,0.12287712287712282,0.20085470085470103,-0.09718875502008029,-0.11075949367088611,0.110586011342155,-0.0979133226324238,0.2871900826446282,0.38506208265901437,16668535.4,22324662.8,0.7466422023628505,0.0624420309886002,0.10422103383187697,0.5991307962779172,True,-0.01738351254480297,0.02272519014019969,False,3,2,部分收敛/待确认,-0.4005333333333333,0.29878618113912236,0.05867947631157566,0.03139043307479805,-0.010743076592011458,-0.0509903165893979,-0.001776198934280604,10.58,10.28,0.06238185255198481,0.09338521400778221,14,0,0,1,6,2.1538461538461537,-2.8461538461538463,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,25,False,39,39,24,1.5384615384615383,未入选：未满足三级生命周期筛选最低资格条件
002953,日丰股份,11.03,-0.03752181500872609,0.025092936802973975,-0.0715488215488217,0.14537902388369672,0.23793490460157107,0.1347736625514402,-0.12668250197941422,0.1432692307692308,-0.08083333333333342,0.16470588235294134,0.8698489010989003,24649665.6,24594217.7,1.0022545096036946,0.05221071073836825,0.08743405531215517,0.5971438766275532,True,0.009449694274596965,-0.002819719847189539,True,3,3,收敛较充分,-0.3041009463722397,0.35561497326203206,0.014952841039797438,0.022391692357618176,0.0203228771090187,-0.030528420890700847,-0.007200720072007227,10.4,10.4,0.060576923076923084,0.060576923076923084,14,0,0,1,6,2.1538461538461537,-2.8461538461538463,长期下降趋势修复,False,长期下降趋势中的修复/反弹，降级,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,25,False,39,39,24,1.5384615384615383,未入选：未满足三级生命周期筛选最低资格条件
