股票代码,股票名称,当前状态,最近提交日期,ret20,ret40,ret120,MA20距离,MA30_5日斜率,淘汰日期,淘汰原因
000007,全新好,冷却观察,2026-09-02,-0.0921474358974359,0.21306209850107072,-0.14425981873111782,-0.05473051893876191,0.024060194231386278,,
000011,深物业A,冷却观察,2026-09-04,0.1297898640296664,0.10653753026634383,0.06526806526806528,0.04469082180820694,0.01331127914303698,,
000017,深中华A,冷却观察,2026-09-04,0.05625879043600546,0.29482758620689653,0.09475218658892115,-0.17995195457523472,0.027091533372414434,,
000020,深华发Ａ,冷却观察,2026-09-02,0.10391822827938668,0.3305954825462012,-0.22811197141155437,0.004456500678163167,0.02442348579839715,,
000026,飞亚达,冷却观察,2026-09-02,-0.06474480151228734,0.24231010671688624,0.38779803646563815,0.008176469089890226,0.017894453056547688,,
000048,京基智农,冷却观察,2026-09-02,-0.17286162113748316,0.023835920177383674,-0.10121654501216548,-0.14698071816187497,-0.005872923127631213,,
000059,华锦股份,冷却观察,2026-09-02,0.1464968152866244,0.20000000000000018,-0.021739130434782483,-0.020497007074188223,0.027447392497712775,,
000505,京粮控股,冷却观察,2026-09-02,-0.004451038575667643,0.2780952380952382,-0.030346820809248554,-0.04836193447737902,0.020180828213197444,,
000506,招金黄金,冷却观察,2026-09-02,-0.10544053923928753,0.5431893687707641,0.13085818624467427,-0.07181216435618853,0.02509235380218855,,
000517,荣安地产,冷却观察,2026-09-02,-0.1561181434599157,,,-0.07471663196854028,-0.006747638326585759,,
000520,凤凰航运,冷却观察,2026-09-02,-0.03981264637002335,0.07894736842105265,-0.026128266033254244,-0.03608792758904433,0.008014747134727829,,
000536,华映科技,冷却观察,2026-09-02,0.09006211180124213,0.18181818181818166,-0.1875000000000001,-0.004255319148936176,0.005846243788366179,,
000596,古井贡酒,冷却观察,2026-09-02,0.03452840595697726,0.07152650822669115,-0.06547085201793712,-0.012743379601118154,0.0029305751999633145,,
000603,盛达资源,冷却观察,2026-09-02,-0.05053264135482116,0.40161290322580623,-0.09266510049595411,-0.028426083796852852,0.02158796659974982,,
000620,盈新发展,冷却观察,2026-09-02,0.01587301587301604,0.18959107806691455,0.0847457627118644,-0.0045108103904184516,0.021640826873384977,,
000628,高新发展,冷却观察,2026-09-03,0.3336273428886438,0.6912751677852349,0.2375690607734806,0.1508053544415795,0.059878410611437394,,
000635,英 力 特,冷却观察,2026-09-02,0.16267942583732076,0.2547332185886404,-0.14536928487690493,0.02236869784727591,0.024028478196380876,,
000657,中钨高新,冷却观察,2026-09-02,-0.09363076019958916,,,-0.002132747366380139,0.009940076437929601,,
000720,新能泰山,冷却观察,2026-09-02,0.09459459459459452,0.2538699690402477,-0.26497277676951003,0.044756868309041575,0.014220505617977386,,
