股票代码,股票名称,缓存行数,最早交易日,最后交易日,日期已最新,统一深缓存就绪,需要异常补抓
000007,全新好,261,2025-08-22,2026-09-17,False,True,True
000011,深物业A,280,2025-07-28,2026-09-17,False,True,True
000017,深中华A,280,2025-07-28,2026-09-17,False,True,True
000020,深华发Ａ,280,2025-07-28,2026-09-17,False,True,True
000026,飞亚达,280,2025-07-28,2026-09-17,False,True,True
000048,京基智农,280,2025-07-28,2026-09-17,False,True,True
000059,华锦股份,280,2025-07-28,2026-09-17,False,True,True
000062,深圳华强,280,2025-07-28,2026-09-17,False,True,True
000070,特发信息,280,2025-07-28,2026-09-17,False,True,True
000428,华天酒店,280,2025-07-28,2026-09-17,False,True,True
000504,南华生物,0,,,False,False,True
000505,京粮控股,280,2025-07-28,2026-09-17,False,True,True
000506,招金黄金,280,2025-07-28,2026-09-17,False,True,True
000510,新金路,280,2025-07-28,2026-09-17,False,True,True
000517,荣安地产,36,2026-07-30,2026-09-17,False,False,True
000520,凤凰航运,260,2025-08-25,2026-09-17,False,True,True
000523,红棉股份,280,2025-07-28,2026-09-17,False,True,True
000526,学大教育,261,2025-08-22,2026-09-17,False,True,True
000536,华映科技,280,2025-07-28,2026-09-17,False,True,True
000560,我爱我家,280,2025-07-28,2026-09-17,False,True,True
000565,渝三峡Ａ,280,2025-07-28,2026-09-17,False,True,True
000592,平潭发展,280,2025-07-23,2026-09-17,False,True,True
000596,古井贡酒,280,2025-07-28,2026-09-17,False,True,True
000603,盛达资源,280,2025-07-28,2026-09-17,False,True,True
000620,盈新发展,280,2025-07-28,2026-09-17,False,True,True
000626,远大控股,280,2025-07-28,2026-09-17,False,True,True
000628,高新发展,280,2025-07-28,2026-09-17,False,True,True
000635,英 力 特,280,2025-07-24,2026-09-17,False,True,True
000636,风华高科,280,2025-07-28,2026-09-17,False,True,True
000657,中钨高新,36,2026-07-30,2026-09-17,False,False,True
000670,盈方微,261,2025-08-08,2026-09-17,False,True,True
000712,锦龙股份,35,2026-07-31,2026-09-17,False,False,True
000716,黑芝麻,280,2025-07-21,2026-09-17,False,True,True
000720,新能泰山,261,2025-08-22,2026-09-17,False,True,True
000721,西安饮食,261,2025-08-22,2026-09-17,False,True,True
000722,湖南发展,280,2025-07-28,2026-09-17,False,True,True
000723,美锦能源,262,2025-08-21,2026-09-17,False,True,True
000735,罗 牛 山,262,2025-08-21,2026-09-17,False,True,True
000737,北方铜业,280,2025-07-28,2026-09-17,False,True,True
000759,中百集团,280,2025-07-28,2026-09-17,False,True,True
000798,中水渔业,280,2025-07-28,2026-09-17,False,True,True
000811,冰轮环境,280,2025-07-28,2026-09-17,False,True,True
000823,超声电子,280,2025-07-28,2026-09-17,False,True,True
000831,中国稀土,280,2025-07-28,2026-09-17,False,True,True
000833,粤桂股份,280,2025-07-28,2026-09-17,False,True,True
000859,国风新材,280,2025-07-28,2026-09-17,False,True,True
000868,安凯客车,280,2025-07-28,2026-09-17,False,True,True
000887,中鼎股份,261,2025-08-22,2026-09-17,False,True,True
000889,中嘉博创,261,2025-08-22,2026-09-17,False,True,True
000890,法尔胜,280,2025-07-28,2026-09-17,False,True,True
000892,欢瑞世纪,36,2026-07-30,2026-09-17,False,False,True
000912,泸天化,280,2025-07-28,2026-09-17,False,True,True
000930,中粮科技,280,2025-07-28,2026-09-17,False,True,True
000931,中 关 村,280,2025-07-28,2026-09-17,False,True,True
000938,紫光股份,34,2026-08-03,2026-09-17,False,False,True
