股票代码,股票名称,状态,交易日数,前复权源,未复权源,缓存模式,未复权匹配日,错误
002774,快意电梯,成功,250,global-cache,global-cache,local-cache,250,
300363,博腾股份,成功,250,global-cache,global-cache,local-cache,241,
600165,宁科生物,成功,250,global-cache,global-cache,local-cache,250,
603980,吉华集团,成功,250,global-cache,global-cache,local-cache,250,
000070,特发信息,成功,250,global-cache,global-cache,local-cache,250,
002138,顺络电子,成功,250,global-cache,global-cache,local-cache,250,
002708,光洋股份,成功,250,global-cache,global-cache,local-cache,250,
002811,郑中设计,成功,250,global-cache,global-cache,local-cache,240,
301419,阿莱德,成功,250,global-cache,global-cache,local-cache,250,
301489,思泉新材,成功,250,global-cache,global-cache,local-cache,250,
600330,天通股份,成功,250,global-cache,global-cache,local-cache,250,
600353,旭光电子,成功,250,global-cache,global-cache,local-cache,250,
600378,昊华科技,成功,250,global-cache,global-cache,local-cache,250,
600487,亨通光电,成功,250,global-cache,global-cache,local-cache,250,
600500,中化国际,成功,250,global-cache,global-cache,local-cache,250,
603400,华之杰,成功,250,global-cache,global-cache,local-cache,240,
603773,沃格光电,成功,250,global-cache,global-cache,local-cache,250,
603880,南卫股份,成功,250,global-cache,global-cache,local-cache,250,
603978,深圳新星,成功,250,global-cache,global-cache,local-cache,250,
688003,天准科技,成功,250,global-cache,global-cache,local-cache,250,
000062,深圳华强,成功,250,global-cache,global-cache,local-cache,250,
000831,中国稀土,成功,250,global-cache,global-cache,local-cache,241,
002155,湖南黄金,成功,250,global-cache,global-cache,local-cache,250,
002300,太阳电缆,成功,250,global-cache,global-cache,local-cache,250,
002837,英维克,成功,250,global-cache,global-cache,local-cache,250,
002916,深南电路,成功,250,global-cache,global-cache,local-cache,250,
300679,电连技术,成功,250,global-cache,global-cache,local-cache,250,
301060,兰卫医学,成功,250,global-cache,global-cache,local-cache,241,
301152,天力锂能,成功,250,global-cache,global-cache,local-cache,250,
600367,红星发展,成功,250,global-cache,global-cache,local-cache,241,
600410,华胜天成,成功,250,global-cache,global-cache,local-cache,250,
600667,太极实业,成功,250,global-cache,global-cache,local-cache,250,
601609,金田股份,成功,250,global-cache,global-cache,local-cache,240,
603110,东方材料,成功,250,global-cache,global-cache,local-cache,250,
603118,共进股份,成功,250,global-cache,global-cache,local-cache,250,
000603,盛达资源,成功,250,global-cache,global-cache,local-cache,241,
001358,兴欣新材,成功,250,global-cache,global-cache,local-cache,250,
002015,协鑫能科,成功,250,global-cache,global-cache,local-cache,250,
002194,武汉凡谷,成功,250,global-cache,global-cache,local-cache,250,
002303,美盈森,成功,250,global-cache,global-cache,local-cache,240,
002445,中南文化,成功,250,global-cache,global-cache,local-cache,241,
002645,华宏科技,成功,250,global-cache,global-cache,local-cache,250,
002975,博杰股份,成功,250,global-cache,global-cache,local-cache,250,
003018,金富科技,成功,250,global-cache,global-cache,local-cache,250,
300765,石药创新,成功,250,global-cache,global-cache,local-cache,250,
300841,康华生物,成功,250,global-cache,global-cache,local-cache,241,
601869,长飞光纤,成功,250,global-cache,global-cache,local-cache,250,
603297,永新光学,成功,250,global-cache,global-cache,local-cache,250,
605118,力鼎光电,成功,250,global-cache,global-cache,local-cache,250,
000007,全新好,成功,250,global-cache,global-cache,local-cache,240,
000026,飞亚达,成功,250,global-cache,global-cache,local-cache,250,
000628,高新发展,成功,250,global-cache,global-cache,local-cache,240,
000635,英 力 特,成功,250,global-cache,global-cache,local-cache,250,
001210,金房能源,成功,250,global-cache,global-cache,local-cache,240,
002213,大为股份,成功,250,global-cache,global-cache,local-cache,250,
002354,天娱数科,成功,250,global-cache,global-cache,local-cache,250,
002536,飞龙股份,成功,250,global-cache,global-cache,local-cache,250,
002638,勤上股份,成功,250,global-cache,global-cache,local-cache,240,
002886,沃特股份,成功,250,global-cache,global-cache,local-cache,250,
002918,蒙娜丽莎,成功,250,global-cache,global-cache,local-cache,250,
002957,科瑞技术,成功,250,global-cache,global-cache,local-cache,250,
002963,豪尔赛,成功,250,global-cache,global-cache,local-cache,250,
300345,华民股份,成功,250,global-cache,global-cache,local-cache,241,
300378,鼎捷数智,成功,250,global-cache,global-cache,local-cache,250,
300456,赛微电子,成功,250,global-cache,global-cache,local-cache,250,
300570,太辰光,成功,250,global-cache,global-cache,local-cache,250,
301106,骏成科技,成功,250,global-cache,global-cache,local-cache,250,
600103,青山纸业,成功,250,global-cache,global-cache,local-cache,250,
600186,莲花控股,成功,250,global-cache,global-cache,local-cache,241,
600255,鑫科材料,成功,250,global-cache,global-cache,local-cache,250,
600815,厦工股份,成功,250,global-cache,global-cache,local-cache,250,
603122,合富中国,成功,250,global-cache,global-cache,local-cache,250,
603138,海量数据,成功,250,global-cache,global-cache,local-cache,250,
603626,科森科技,成功,250,global-cache,global-cache,local-cache,250,
603958,哈森股份,成功,250,global-cache,global-cache,local-cache,250,
605177,东亚药业,成功,250,global-cache,global-cache,local-cache,250,
000536,华映科技,成功,250,global-cache,global-cache,local-cache,250,
000620,盈新发展,成功,250,global-cache,global-cache,local-cache,240,
000931,中 关 村,成功,250,global-cache,global-cache,local-cache,241,
002322,理工能科,成功,250,global-cache,global-cache,local-cache,236,
002947,恒铭达,成功,250,global-cache,global-cache,local-cache,240,
002951,金时科技,成功,250,global-cache,global-cache,local-cache,250,
002989,中天精装,成功,250,global-cache,global-cache,local-cache,250,
300120,经纬辉开,成功,250,global-cache,global-cache,local-cache,250,
300333,兆日科技,成功,250,global-cache,global-cache,local-cache,250,
300911,亿田智能,成功,250,global-cache,global-cache,local-cache,250,
300929,华骐环保,成功,250,global-cache,global-cache,local-cache,241,
301211,亨迪药业,成功,250,global-cache,global-cache,local-cache,250,
301591,肯特股份,成功,250,global-cache,global-cache,local-cache,250,
600288,大恒科技,成功,250,global-cache,global-cache,local-cache,250,
600397,江钨装备,成功,250,global-cache,global-cache,local-cache,250,
600683,京投发展,成功,250,global-cache,global-cache,local-cache,241,
600857,宁波中百,成功,250,global-cache,global-cache,local-cache,250,
601886,江河集团,成功,250,global-cache,global-cache,local-cache,250,
603079,圣达生物,成功,250,global-cache,global-cache,local-cache,240,
603095,越剑智能,成功,250,global-cache,global-cache,local-cache,241,
603228,景旺电子,成功,250,global-cache,global-cache,local-cache,250,
603358,华达科技,成功,250,global-cache,global-cache,local-cache,250,
603618,杭电股份,成功,250,global-cache,global-cache,local-cache,250,
603721,中广天择,成功,250,global-cache,global-cache,local-cache,250,
605060,联德股份,成功,250,global-cache,global-cache,local-cache,250,
002081,金 螳 螂,成功,250,global-cache,global-cache,local-cache,241,
002107,沃华医药,成功,250,global-cache,global-cache,local-cache,250,
002297,博云新材,成功,250,global-cache,global-cache,local-cache,250,
002396,星网锐捷,成功,250,global-cache,global-cache,local-cache,250,
002716,湖南白银,成功,250,global-cache,global-cache,local-cache,250,
002880,卫光生物,成功,250,global-cache,global-cache,local-cache,250,
002953,日丰股份,成功,250,global-cache,global-cache,local-cache,250,
300922,天秦装备,成功,250,global-cache,global-cache,local-cache,240,
301151,冠龙节能,成功,250,global-cache,global-cache,local-cache,250,
301177,迪阿股份,成功,250,global-cache,global-cache,local-cache,241,
600596,新安股份,成功,250,global-cache,global-cache,local-cache,250,
