股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,20日方向证据,MA20上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
000070,特发信息,17.98,0.04352872896111437,0.11124845488257118,0.10442260442260443,0.23150684931506849,,,,0.15873015873015872,-0.014794520547945167,0.12188728702490179,1.3022700119474304,104644214.6,64560134.4,1.620879751452314,,0.07535759335969597,,False,0.030637991108974916,0.027360118314025073,True,3,1,结构未成熟,-0.014794520547945167,0.9346246973365618,0.10994505833693435,,,,0.019852524106636515,15.75,15.3,0.1415873015873017,0.1751633986928105,True,1,2026-08-25,沪深主板10%,25,9.993155373032181,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000560,我爱我家,2.82,0.0641509433962264,-0.03754266211604107,-0.013986013986013957,0.21030042918454916,,,,0.13671875000000003,-0.18023255813953487,0.38152610441767054,0.3583470394736844,295744538.8,591910744.5,0.49964380871278474,,0.25266305817637513,,True,-0.09590878604963116,-0.03846153846153855,False,3,2,部分收敛/待确认,-0.18023255813953487,0.5373134328358208,0.014206078043517367,,,,-0.030927835051546504,2.56,2.56,0.1015625,0.1015625,True,7,2026-09-08,沪深主板10%,25,10.185185185185164,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000628,高新发展,56.19,-0.00017793594306059202,0.021450645337211416,0.04036289576004437,0.36284259034683486,,,,0.1228377065111759,-0.030705537346903622,0.24666666666666665,0.49799070207233476,10208775.8,14530175.6,0.7025913575332153,,0.07558407486197424,,True,-0.0013200352009387073,0.012450985857910268,True,3,3,收敛较充分,-0.030705537346903622,0.9060190073917634,0.08479091856828447,,,,-0.004958384983176911,51.45,51.45,0.09212827988338179,0.09212827988338179,True,1,2026-08-21,沪深主板10%,12,9.99272374484599,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000635,英 力 特,7.14,-0.029891304347826164,-0.06052631578947365,-0.03903095558546432,0.10185185185185164,,,,0.061884669479606115,-0.15502958579881654,0.31825273010920424,0.19445133890405655,12696052.4,24317485.7,0.5220956046455083,,0.06798437761848959,,True,-0.02622424404602608,-0.011460554371001908,False,3,2,部分收敛/待确认,-0.15502958579881654,0.42035398230088483,0.008545801257150876,,,,-0.05430463576158939,7.11,7.06,0.00421940928270037,0.011331444759206777,True,2,2026-09-02,沪深主板10%,25,10.060975609756095,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000670,盈方微,7.64,-0.04020100502512569,0.056708160442600075,0.07152875175315576,0.06555090655509055,,,,0.14040114613180507,-0.04020100502512569,0.11661807580174924,1.203939828080229,74022502.4,41062035.9,1.802699276291851,,0.050235698704309724,,False,0.036194132163422044,0.016777592900721006,True,3,1,结构未成熟,-0.04020100502512569,0.7681159420289853,0.05853827502597864,,,,-0.007792207792207906,6.98,6.93,0.09455587392550124,0.10245310245310235,True,2,2026-09-16,沪深主板10%,12,10.072992700729944,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
000720,新能泰山,3.98,-0.0455635491606714,0.031088082901554515,0.03645833333333326,0.08152173913043481,,,,0.12398921832884097,-0.0455635491606714,0.05053191489361713,2.4536813732444265,61659372.6,25041668.4,2.4622709483686003,,0.020436368327429743,,False,0.01954732510288082,0.008016550297388125,True,3,1,结构未成熟,-0.0455635491606714,0.7164179104477613,0.031355273386887594,,,,-0.04096385542168679,3.71,3.71,0.07277628032345018,0.07277628032345018,True,1,2026-09-16,沪深主板10%,12,10.026385224274414,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002138,顺络电子,49.93,-0.02327856025039121,0.06369833830421823,0.09041275387639214,0.03139847139020868,,,,0.14021978021978027,-0.0375867386276022,0.15342714480254194,0.9139176799531835,30457509.6,26775682.0,1.1375063985298302,0.04164556182771345,0.03493947165724047,1.191934504226634,False,0.03131619387797491,0.026346443018404386,True,3,2,部分收敛/待确认,-0.07707948243992613,0.5846613545816731,0.03802415750192312,,,,-0.01731942530997843,45.5,44.06,0.09736263736263728,0.13322741715842024,True,1,2026-09-07,沪深主板10%,25,10.002247696111466,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002194,武汉凡谷,10.78,-0.032315978456014416,-0.007366482504604033,0.07263681592039783,0.07477567298105692,,,,0.12417685794920022,-0.09790794979079498,0.1653061224489795,0.7511933382112117,78826155.4,32769048.2,2.4055064071101095,,0.06367284497737913,,False,-0.0007233273056055367,0.025042686397268143,True,3,2,部分收敛/待确认,-0.09790794979079498,0.49130434782608673,0.0308884001147558,,,,-0.051056338028169,10.63,9.84,0.014111006585136199,0.09552845528455278,True,1,2026-09-08,沪深主板10%,25,10.029791459781535,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002281,光迅科技,191.22,0.03244965174666592,0.06594570488878992,0.10225962646991005,0.10436038117239388,,,,0.17489110328778568,-0.028847130523108166,0.15524399783380474,1.1265562967208174,35757423.8,29772922.3,1.2010048405627953,,0.035981513149063116,,False,0.0030293850348379614,0.009689003320008105,True,3,1,结构未成熟,-0.05514378891194782,0.7347278345614453,0.08464693103115772,,,,0.03244965174666592,167.59,166.19,0.14099886628080438,0.1506107467356641,True,2,2026-09-16,沪深主板10%,25,10.001781790105134,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002297,博云新材,21.79,-0.022869955156950783,-0.005022831050228271,-0.009545454545454635,0.260266049739734,,,,0.13204887218045105,-0.0954753009547531,0.3269339356295877,0.40390078174711375,127106620.6,112130718.7,1.1335575306537298,,0.1918390801968345,,False,-0.0027416644556468306,0.028921591383872736,True,3,2,部分收敛/待确认,-0.0954753009547531,0.6921017402945112,0.07031461060490707,,,,-0.08329827513672694,21.28,20.31,0.02396616541353369,0.07287050713934029,True,2,2026-09-03,沪深主板10%,25,10.011001100110018,2,2,1,1,1,1,8,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停；通过后再按方向/非极端波动/不过热排序,1,True,,,424,1,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
